[2026-06-12 12:20:41] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-11
正在获取论文...
[arXiv] 2026-06-11 | Multi-Field Hybrid Retrieval-Augmented Generation for Maritime Accident Root Cause Analysis
[NO] 1273/1922 | Spatio-Temporal Impact of Agroclimatic Variables on Rice Yield in Bangladesh: A Comparative Machine Learning Approach
[NO] 1274/1922 | Research on quality prediction of industrial processes based on deep learning with missing data
[NO] 1275/1922 | State-of-the-Art Deep Learning Architectures for Brain Tumor Segmentation: A Review
[NO] 1276/1922 | Explainable Multi-Modal Ensemble Learning for Flood Prediction from SAR and Optical Satellite Imagery
[NO] 1277/1922 | Real-Time Detection Algorithm of Metal Surface Minor Defects Based on Improved YOLOv8
[NO] 1278/1922 | Editors' Introduction
[NO] 1279/1922 | Liquid Democracy: An Annotated Reading List
[NO] 1280/1922 | Guessing-Flipping Decoding Framework for Short Polar Codes in 6G
[NO] 1281/1922 | A Unified Full Speed Domain Rotor Position and Speed Estimation Method Based on Adaptive Multifrequency State Observer for IPMSM Sensorless Drives
[NO] 1282/1922 | Martian Mineral Formation Analysis Based on Martian Mineral Corpus and Knowledge Graph_supp1-3702055.pdf
[NO] 1283/1922 | Multi-Dimensional Perception of Two-Channel Skin-Stretch: Effects of Cue Pattern and Spatial Configuration
[NO] 1284/1922 | A 27-year Longitudinal Study on the Structure of the Internet Topology: Scale-freeness and Preferential Attachment
[NO] 1285/1922 | An Analytical Theory of Avalanche Breakdown in p-n Junctions Derived From Semiconductor Band Structure_supp1-3698391.pdf
[NO] 1286/1922 | Dual-Mode Linear Cross-Polarization Converter-Based Highly Sensitive Refractive Index Sensor_supp1-3700132.docx
[NO] 1287/1922 | Accurate Approximation of Higher-Order Statistics of Channel Capacity in Log-Normal Fading
[NO] 1288/1922 | LLM-Guided Adaptive Compensator: Bringing Adaptivity to Robotic Feedback Control With Large Language Model_supp2-3700674.mp4
[NO] 1289/1922 | ANN-Cache: Accelerating Approximate Nearest Neighbor Search Via Caching_supp1-3700562.pdf
[NO] 1290/1922 | Resilient Edge Intelligence for Industrial IoT: A Non-Parametric MoE-Based Training–Inference Co-Design Framework for Multimodal Data
[NO] 1291/1922 | PELS Membership
[NO] 1292/1922 | Volumetric Near-Field Electromagnetic Sensing of Creatinine in Urine Using a 3D-Printed Bifilar Helical Platform
[NO] 1293/1922 | QANet: A Neural Framework for Quality Assessment of Instance Segmentation in Microscopy Imaging
[NO] 1294/1922 | <b>Relationships Between the Busy Beaver Function and Mathematics I: What is the Smallest</b>
                    <i>n</i>
                    such that BB(n) &gt;
                    <sup>...</sup>
                    ?
[NO] 1295/1922 | LLM-Integrated Declarative Program Analysis
[NO] 1296/1922 | Design and Analysis of a Broadband Corner-Modified Square Patch Antenna for Sub-6 GHz 5G Applications
[NO] 1297/1922 | Spatially Adaptive Tensor Regularization for Sanjiangyuan-1 Multispectral Image Destriping to Enhance AI Interpretation
[NO] 1298/1922 | Explainable Deep Learning for Accurate Multi-Crop Leaf Disease Classification in Intelligent Agricultural Systems
[NO] 1299/1922 | Freezetune ASR: A Selective Freezing and Genetic Algorithm (GA) Based Selective Fine Tuning for Accent Robust English Speech Recognition
[NO] 1300/1922 | Multi-Class Kidney Disease Classification from CT Images Using Explainable Deep Learning
[NO] 1301/1922 | Big Data Analysis for Forest Cover Prediction with PySpark
[NO] 1302/1922 | Ai-Powered Simulation for Smart City Traffic Flow Management
[NO] 1303/1922 | Enhanced Feature Selection for Motor Imagery-Based Brain-Computer Interface: A Comparative Study of Hippopotamus Optimization Algorithm with Riemannian and CSP Techniques
[NO] 1304/1922 | MC-BCNet: MobileNet Family-Based Feature-Fusion CNN with Grad-CAM and Monte Carlo Dropout for Efficient Breast Cancer Screening
[NO] 1305/1922 | Explainable Gradient-Boosted Malware Detection Using SHAP and Static PE Features
[NO] 1306/1922 | Bayesian Wind Forecast Correction for Real-Time CVaR-Based UAV Path Replanning Using Onboard Telemetry
[NO] 1307/1922 | Visual Orientation Posterior for Post-Retrieval UAV Geo-Localization
[NO] 1308/1922 | SwinEffNet: A Hybrid Transformer-CNN Architecture for Lemon Leaf Disease
[NO] 1309/1922 | DysLSTM: A Deep Sequential Framework for Dyslexia Prediction with Comparative Analysis of Baseline and Advanced Models
[NO] 1310/1922 | Face Recognition Using Pre-Trained CNN Embeddings and a Custom Deep Neural Network
[NO] 1311/1922 | A Data Mining Driven Machine Learning Framework: Intelligent Early Detection of Kidney and Liver Diseases Using Electronic Health Records
[NO] 1312/1922 | Trend and Anomaly Detection of Weather Variables and Their Agro-Implications for Mango Cultivation in Rajshahi
[NO] 1313/1922 | Automated Vegetation Encroachment Monitoring in Power Line Corridors Using Deep Semantic Segmentation of Uav Imagery
[NO] 1314/1922 | Research on the Development of Satellite Communication Network Technology for Low-Altitude Economy
[NO] 1315/1922 | A Real-Time Go-Based Active Scraper for OEM Vulnerability Detection in Converged IT–OT Environments
[NO] 1316/1922 | Optimized Random Number Generator for Power and Area Efficiency
[NO] 1317/1922 | Machine Learning - Driven Student Ranking for Efficient University Accommodation Allocation
[NO] 1318/1922 | EffiViT-Hybrid: A CNN–Transformer Framework for Pancreatic Cancer Detection from CT Images
[YES] 1319/1922 | SONIC: Event-Driven Gate-Level Simulator of Ternary VLSI Circuits using Delta Cycles
[NO] 1320/1922 | Distributed consensus filtering against hybrid attack under FlexRay transmission strategy
[NO] 1321/1922 | Optimizing Probability Breast Cancer Diagnosis based Random Forest using Ant Colony Algorithm
[NO] 1322/1922 | Spatiotemporal Modelling of Urban Crime: Chicago and Los Angeles
[NO] 1323/1922 | A Control-Oriented High-Power-Factor Interleaved PFC-PSFB EV Charger for Intelligent Two-Wheeler Charging Applications
[NO] 1324/1922 | Integrated Multi-Modal Ensemble (IMME) for Zero-Day Attack Detection in IIoT
[NO] 1325/1922 | Cross-Domain Few-Shot Adaptation of Siamese Networks for Robot Initial Localization
[NO] 1326/1922 | A Novel Notched-Gate LDMOS for Robust Reliability via Electric Field Modulation and Low Gate Charge on 55-nm BCD Platform
[NO] 1327/1922 | Adaptive Neural Network with Dynamic Feature Weighting for Enhanced Power Grid Stability Prediction
[NO] 1328/1922 | Generative Feature Imputing—A Technique for Error-Resilient Semantic Communication
[NO] 1329/1922 | Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles
[NO] 1330/1922 | PestVRrice: A Unity3D-Based Virtual Reality System for Paddy Field Pest Identification and Farmer Training
[NO] 1331/1922 | Centroid Stability Index-Driven Mahalanobis Clustering for Robust Mental Health Assessment of College Students
[NO] 1332/1922 | Automated Detection of Pelvic Bone Metastases in Radionuclide Bone Scan Images Using a Dual-Stream Cross-Attention Transformer Model
[NO] 1333/1922 | Deep Ensemble Learning for Early Crops Leaf Disease Classification and Risk Reduction
[NO] 1334/1922 | A Multimodal Large Language Model Approach for Cross-modal Alignment of Remote Sensing Imagery and Open Source Intelligence
[NO] 1335/1922 | A Proposed Tuning Algorithm for Closed-Loop VFDs to Reduce Input Current THD Using LC Filtering
[NO] 1336/1922 | Design and Development of High-Current E-mode GaN p-FET and Complementary Logic Circuits on UID-GaN/AlGaN Platform
[NO] 1337/1922 | A Comparative Study of Classical and Hybrid Quantum Machine Learning Models for Skin Lesion Classification Using Latent Feature Embeddings
[NO] 1338/1922 | Parametric Analysis and Variety Classification of Rice Grains Using Machine Learning and Deep Learning Models
[NO] 1339/1922 | CardioGuard: An Intelligent System for Early Heart Disease Prediction
[NO] 1340/1922 | Machine Learning Meets XAI: Grad-CAM Visualization for Enhanced Lung and Colon Cancer Detection
[NO] 1341/1922 | Near-Infrared Spectroscopy with Chemometrics for Non-Destructive Classification of Mineral, Purified, and Tap Water
[NO] 1342/1922 | Event-Triggered YOLO Segmentation for Measuring Drop-Induced Cavities Over Submerged Sediments
[NO] 1343/1922 | A Large Language Model-Driven Reinforcement Learning Framework for Intelligent Employee Performance Optimization
[NO] 1344/1922 | RBE-Sent: A Synthetic Roman Bengali-English Code-Mixed Dataset For Sentiment Analysis
[NO] 1345/1922 | t-SNE-Based Analysis of Brain State Dynamics During Reading of AI vs Human Writing
[NO] 1346/1922 | Automated Clinical Discharge Summary Generation
[NO] 1347/1922 | Development of a Compact Slotted Patch Antenna for Early Stage Breast Tumor Detection Using Microwave Technology
[NO] 1348/1922 | MediVoiceAI: A Real-Time, Confidence-Aware Voice Assistant for Healthcare Front-Desk Automation Using Large Language Models
[NO] 1349/1922 | TomatoNet-R50: A ResNet50-Based Deep Learning Architecture for the Detection of Tomato Leaf Disease
[NO] 1350/1922 | A Hybrid Quantum-Post-Quantum Framework for Secure Data Encryption Using Adaptive Steganography
[NO] 1351/1922 | Fine-Tuning Pre-Trained Faster R-CNN to Reduce False Positives in Guardrail Damage Detection from Dashcam Images
[NO] 1352/1922 | A Comprehensive Precision Agriculture Framework: Automated Plant Disease Identification and Categorization Through Cutting Edge Deep Learning Frameworks
[NO] 1353/1922 | Federated AI Framework for Distributed Smart Healthcare at the Edge
[NO] 1354/1922 | Privacy-Aware Edge-Based Intelligent Video Analytics for Scalable Crowd Management in Smart Cities
[NO] 1355/1922 | Faster R-CNN-Based Fracture Localization in Radiographs Using a Resnet-50 Backbone
[NO] 1356/1922 | Design and Optimization of Novel Heterostructure SPR Sensor for Wide-Range Refractive Index Sensing
[NO] 1357/1922 | Differential Performance Analysis of Schmitt-Trigger-Based SRAM Arrays for Low-Power Applications
[NO] 1358/1922 | Identify Imaging-Genomics Association in Adolescents via Decentralized Parallel Independent Component Analysis
[NO] 1359/1922 | SCM-Label: A Spectral Correction-based Pseudo-Label Generation Method for Dual-Polarization SAR Image Colorization
[NO] 1360/1922 | Transfer Learning-Based Explainable Deep Learning Model for Lung Cancer Detection Using CT Scan Images
[NO] 1361/1922 | A GaN Device with Self-Generated Negative Voltage for Enhanced Turn-Off Reliability
[NO] 1362/1922 | SIGACT News Complexity Theory Column 129
                    <b>Compressing Correlated Randomness</b>
[NO] 1363/1922 | Hybrid Kinematic and Muscular Null Space for Simultaneous Control of Natural and Extra Degrees of Freedom
[NO] 1364/1922 | A General Analysis of Passive Component Sizing for Current-Sourced Buck Converters
[NO] 1365/1922 | Emerging Tech Ad
[NO] 1366/1922 | Study on the Peeling Mechanism of Aged Layer Removal from Silicone Rubber Sheds Using Pulsed Laser
[NO] 1367/1922 | A Survey of Cloud-Edge Collaborative Scheduling Strategies for Cyber-Physical Production Systems
[NO] 1368/1922 | Testing LLM-Generated Distributed Protocol Code
[NO] 1369/1922 | Conference Committee
[NO] 1370/1922 | FedAdapt: Unsupervised Federated Domain Adaptation for Cross-Satellite Hyperspectral Image Classification_supp1-3702427.pdf
[NO] 1371/1922 | Guest Editorial: Introduction to the Special Section on Near-Field Antenna Systems for Communications and Sensing
[NO] 1372/1922 | Get Published in the
                    <i>IEEE Open Journal of Power Electronics</i>
[NO] 1373/1922 | MST-YOLO: A Lightweight Multi-Scale Feature Fusion-Based YOLOv8 for Small-Target Detection in UAV Aerial Images
[NO] 1374/1922 | Effect and Mechanism of SiO
                    <sub>2</sub>
                    Polishing Slurry on Chemical Mechanical Polishing Technology in Semiconductor Manufacturing
[NO] 1375/1922 | Catching Hackers by Watching Watts: A Measurement Study of Power-Only Attack Detection on Consumer IoT Devices
[YES] 1376/1922 | Learn to Generate Complementary March Tests
[NO] 1377/1922 | Decentralized MNO Resource Management for B5G HetNets
[NO] 1378/1922 | Hybrid CNN-BiLSTM with Attention Mechanism and Ensemble Learning for Multi-Symptom Disease Prediction: A Comparative Analysis
[NO] 1379/1922 | PCA-Enhanced Logistic Regression Model Framework for Intelligent EV Battery Charging Duration Classification with Comparative Machine Learning Analysis
[NO] 1380/1922 | Adaptive Gradient-Weighted Stacking Ensemble for Electric Vehicle Energy Efficiency Prediction: A Novel Meta-Learning Approach
[NO] 1381/1922 | Optimization of Fault Diagnosis Algorithm and Real Time Monitoring System Based on Electronic Information Equipment
[NO] 1382/1922 | A High-Sensitivity Multilayer SPR Biosensor for Early Detection of Dengue Infection Using Plasma and Platelet Samples
[NO] 1383/1922 | IoT-Based Electricity Consumption Prediction with User-Controlled Appliance Shutdown
[NO] 1384/1922 | The Effect of Advertisement Strategy on Business Performance Moderated by AI
[NO] 1385/1922 | Understanding Learner Perceptions in Distance Education Using Sentiment Classification
[NO] 1386/1922 | Trading Policy Optimization Using Deep Reinforcement Learning for the Dhaka Stock Exchange
[NO] 1387/1922 | Multi-Temporal Cloud Removal for Remote Sensing Images Based on Spatial-Temporal Convolutional Self-Attention
[NO] 1388/1922 | Deep Transfer Learning for Date Palm Leaf Disease Classification Using DenseNet201
[NO] 1389/1922 | Restoration-Guided Multi-Hazard Detection in Hazy Remote Sensing Images
[NO] 1390/1922 | Performance and Efficiency Analysis of Modern Filesystems on Consumer-Grade NVMe SSDs Under Real-World Mixed Workloads
[NO] 1391/1922 | Based on Improved Ant Colony Algorithm Identification of Abnormal Nodes in Fiber Optic Communication Networks
[NO] 1392/1922 | DeTailNet: Scene Graph Generation with Selective Causal Debiasing and Generative Tail Enhancement
[NO] 1393/1922 | Tuberculosis Detection from Chest X-Rays: A Transformer-Based Deep Learning Approach for Faster and More Accurate Diagnosis
[NO] 1394/1922 | Multi-Scale BiFPN Networks for Tiny Crop Pest Detection with Temporal Infestation Forecasting
[NO] 1395/1922 | EOCNet: Elongated Oriented Convolution for High-Aspect-Ratio Object Detection in SAR Imagery
[NO] 1396/1922 | An Intelligent AI Framework for Early Parkinson's Disease Diagnosis Using PCA-Enhanced Vocal Feature Engineering
[NO] 1397/1922 | Predicting Brain Stroke Risk from Clinical Data using Optimized Machine Learning Models with Random Stochastic Hyperparameter Optimization
[NO] 1398/1922 | A Multimodal Fusion-Based Approach for Political Meme Classification in Bengali
[NO] 1399/1922 | X-TNet: A Reproducible and Explainable Framework for Automated Ultrasound-Based Liver Fibrosis Staging
[NO] 1400/1922 | Phoenician Handwriting Alphabet Classification with Explainable AI using a Custom CNN: Comparative Analysis against Machine Learning Models
[NO] 1401/1922 | Comprehensive Analysis of Diabetic Retinopathy Classification Using Deep Learning, Transformer Architectures and Hybrid Frameworks
[NO] 1402/1922 | Exploring AI-Assisted Translation and Climate Data Extraction from Alaskan Russian Missionary Diaries: Arctic Climate Research
[NO] 1403/1922 | BE-KNN: An Efficient Extension of k-Nearest Neighbors via Stable and Deterministic Ensemble Learning
[NO] 1404/1922 | Adaptive Learning in Non-Stationary Computer Science Environments with Self-Evolving AI Systems
[NO] 1405/1922 | A Novel Trench IGBT with Floating P-Region Controlled Split Gate for Low EMI Noise
