[2026-08-19 09:35:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-18
正在获取论文...
[arXiv] 2026-08-18 | Quantum simulation of slow analytic time-dependent Hamiltonians
[NO] 1260/1861 | AI and Academic Research: Revolutionizing Literature Reviews and Knowledge Discovery
[NO] 1261/1861 | Graph-Guided Diffusion Network for Unsupervised Brain Tumor Detection in MRI
[NO] 1262/1861 | Pricing in Silence: Modeling Latent Customer Dissatisfaction Through Behavioral Inaction Patterns for Proactive Churn Management
[NO] 1263/1861 | Hyperbolic Tangent and Fibonacci Numbers Matter to Nonlinear Beneš Filtering: Applications to Drones
[NO] 1264/1861 | Robust Reconciliation of Inaccurate Data Based on Probability Density Approximation by Laguerre Polynomial Series
[NO] 1265/1861 | Studies of Differential- and Common-Modes of Conducted Emissions for On-Board Power Devices
[NO] 1266/1861 | Impact of Severe Geomagnetic Storms on PPP Applications
[NO] 1267/1861 | Comparative Analysis of Deep Learning Architectures and Optimization Algorithms: Brain Tumor Segmentation
[NO] 1268/1861 | Strengthening GNSS Receivers Via Authentication and High-Accuracy Overlays
[NO] 1269/1861 | Mitigating Information Overload in Concept Map Reconstruction Through Progressive Kit-Building
[NO] 1270/1861 | A Comprehensive Review of Optimal Control Approaches for Inverter Dynamic Voltage Support in Weak and Faulted Grids
[NO] 1271/1861 | Design and Implementation of an Indoor Intrusion Detection System Based on CSI Fingerprinting
[NO] 1272/1861 | Research on Privacy Protection Algorithms Integrating Database and AI
[NO] 1273/1861 | An Illustrative Review of Cryptographic Algorithms for SCADA Application in Networking: NTRU for Security
[NO] 1274/1861 | ASC-MDFE: The Joint of Adaptive Semantic Calibration and Multi-scale Difference Feature Extrantion in Change Detection
[NO] 1275/1861 | Design of AI-assisted Game Plot Generation and Player Decision Simulation System
[NO] 1276/1861 | Research on a Real-Time Micro-Course Digital Human Generation System Integrating GPT-SoVITS and HeyGem - With a Focus on Lightweight Implementation of AIGC Technology in Educational Scenarios
[NO] 1277/1861 | SemGG: Semantic-Guided 3D Gaussian Head Synthesis
[NO] 1278/1861 | Homography Alignment and Multi-angle Attention Joint Prompt Learning for Non-aligned RGBT Tracking
[NO] 1279/1861 | Model and Application of Intelligent Decision Support System for Optimal Allocation of Resources in Smart Library
[NO] 1280/1861 | A Unified Framework for Subspace Clustering: Unification of Graph Neural Networks, Attention, and Coding Rate Reduction
[NO] 1281/1861 | Towards a Benchmark Dataset for Legal Language Understanding in Vietnamese
[NO] 1282/1861 | Issa: Ang Babaylan (Issa: The Shaman): A Rougelike Game that delves in Philippine Folklore and Mythology
[NO] 1283/1861 | Mamba Sequence Modeling Meets Model Predictive Control
[NO] 1284/1861 | Entropy-Informed Variable Grouping for Expensive Large-Scale Multiobjective Optimization_supp1-3717782.pdf
[NO] 1285/1861 | LOGIC: LLM-Driven Cross-Scale Feature Coupling for Drug-Disease Interaction Prediction
[NO] 1286/1861 | Utility-Oriented Load Allocation and Loss Calculation Framework for Radial Distribution Networks with Limited Load Data
[NO] 1287/1861 | BT-MTD: Bus Traversal-Based Moving Target Defense for Smart Grid
[NO] 1288/1861 | Reinforcement Learning-Based Plating-Suppressive Fast Charging of Lithium-Ion Battery by Monitoring Strain Evolution
[NO] 1289/1861 | Symbiotic Molecular Communications: A New Paradigm for Simultaneous Molecule Sharing and Harvesting
[NO] 1290/1861 | Secure and Efficient Data Sharing With Bidirectional Traceability and Revocation for VANETs
[NO] 1291/1861 | DeltaGNN: Graph Neural Network With Information Flow Control
[NO] 1292/1861 | Study on the Low-Power Transient Current Behavior in Scalable MIS Tunnel Diodes by Gear-Shaped Coupling Gate and High–Low Oxide Structures
[NO] 1293/1861 | Time-Domain Artificial Noise Aided Physical-Layer Security Enhancement Approach for Low-Altitude Wireless Networks
[NO] 1294/1861 | Feasible-Domain-Based Multi-Node Resonance Zonal Mitigation Method in Distribution Networks
[NO] 1295/1861 | List of Reviewer
[NO] 1296/1861 | A Knowledge Graph–Driven Multimodal Framework for Drug–Disease Association Prediction
[NO] 1297/1861 | Risk-Aware False Alarm Suppression for Resource-Constrained Edge–Cloud Fire Detection
[NO] 1298/1861 | Training-free Video Corpus Moment Retrieval via Synergistic Collaboration and Adaptive Calibration
[NO] 1299/1861 | Microwave Tomography Imaging for Large-Scale Contactless GPR Surveys
[NO] 1300/1861 | Cluster-Based Learning Analytics for Identifying Academic Risk Profiles in the Civil Engineering Licensure Examination
[NO] 1301/1861 | A Decentralized MILP-ADMM Framework for P2P Energy Trading in Interconnected Microgrids
[NO] 1302/1861 | Research on User Attention and Cognitive Load Assessment Model Based on Deep Learning and Gaze Analysis in VR Environment
[NO] 1303/1861 | Hybrid Multilingual Transformer and Linguistic Feature Fusion for Apology Sincerity Detection
[NO] 1304/1861 | A Simple Design of High-Efficiency Low-Power Dual-Band Rectifier for Energy Harvesting System
[NO] 1305/1861 | From Waste to Green Energy: Circular Economy Pathways for Transforming Municipal Waste into Renewable Energy Resources
[YES] 1306/1861 | Enhancements in Memory Test for Improved Diagnosability and Comprehensive Multi-Bank Test
[NO] 1307/1861 | Intelligent Perception and Dynamic Blocking Method for Command Boundary Violations on the Bastion Host Based on Deep Behavioral Profiling
[NO] 1308/1861 | Background Subtraction-Based Video Analysis and Hybrid Optimization for Weapon Load-Bearing Training Posture Detection
[NO] 1309/1861 | From UAV-Based Sensing to Digital Twin Updating: A Traceable Framework for Aircraft Defect Inspection
[NO] 1310/1861 | Real-time control model of distributed energy storage clusters based on multi-agent deep reinforcement learning
[NO] 1311/1861 | Swarm Intelligence in Drone Fleet Coordination Using Ant Colony Optimization
[NO] 1312/1861 | Uncovering AI-Related Risks in Education: Evidence from Archival Incident Reports
[NO] 1313/1861 | Supervised Deep Learning Multi-Model ensemble of Computer Vision Transformer for Brain Tumor Detection
[NO] 1314/1861 | Optimization of Special Operation Modes and Maintenance Planning for Main and Distribution Networks during Substation Construction Based on Agile Management and Data-Driven Approach
[NO] 1315/1861 | Enhancement of Network Security Based on Modified Lightweight Elliptic Curve Cryptography with Optimization Algorithm
[NO] 1316/1861 | A Deep Learning–enabled Intelligent Bird Species Recognition and Repeller System for Sustainable Crop Protection in Indian Farming
[NO] 1317/1861 | Design of Plant Pest Detection System Based on Mobilenetv2
[NO] 1318/1861 | Comparative Analysis of LightGBM and Random Forest Models Based on Learning Big Data
[NO] 1319/1861 | Compensation of Odometric Measurement Errors in a Mobile Robot based on a Nonlinear Motion Model using Neural Network Approach
[NO] 1320/1861 | A Multi-Objective Optimization Framework with Monte Carlo Robustness Assessment for Large-Scale Hybrid Task Scheduling
[NO] 1321/1861 | Quantum Enhanced DDPG for Joint Power Spectrum Allocation in D2D-NOMA
[NO] 1322/1861 | Atmospheric Optical Propagation Analysis: A Comparison Between Analytical Models and Monte Carlo Simulations for FSO and LED Systems
[NO] 1323/1861 | A Self-Learning Digital Twin Framework for Continuous Optimisation of Energy Efficiency in IoT Devices
[NO] 1324/1861 | Experimental Study on the Influencing Factors and Mechanism of Performance of Fuel Cell Power Generation System
[NO] 1325/1861 | Comparative Reliability Analysis of SiC MOSFET and Si-IGBT under Low Voltage Ride-Through Conditions in Weak Grids
[NO] 1326/1861 | A Cross-Cultural English Learning Effectiveness Prediction Model Based on Time Series Analysis
[NO] 1327/1861 | Multi-Stage Adaptive Hyperparameter Optimization Framework for Pneumonia Detection
[NO] 1328/1861 | Dynamic scheduling model of multi-energy complementary distributed energy storage system based on deep learning network
[NO] 1329/1861 | Learning a YOLO-based Bridge Pier Surface Defect Detector via Single Image Diffusion Generation
[NO] 1330/1861 | A Multi-Scale Representation Learning Approach for Network Traffic Anomaly Detection--Multi-Scale Traffic Anomaly Detection
[NO] 1331/1861 | Revisiting Bottleneck Design in RetinexFormer via Multi-Scale Feature Fusion
[NO] 1332/1861 | A Survey on Knowledge-Oriented Retrieval-Augmented Generation
[NO] 1333/1861 | Front Cover Page
[NO] 1334/1861 | Memory Effects in Burst-Mode Gas Discharges Driven by a Solid-State Linear Transformer Driver
[NO] 1335/1861 | A 6-A 93.8%-Peak-Efficiency 5-V-to-Sub-1-V Segment-Interlaced SC-Parallel-Inductor Converter Featuring Inherently Balanced Ganging for Wafer-Scale Computing System
[NO] 1336/1861 | Front Cover
[NO] 1337/1861 | Global and Neighbor-Aware Token Learning for Weakly Supervised Remote Sensing Image Semantic Segmentation
[NO] 1338/1861 | EnTrust: Bringing Energy-Efficient Trustworthy Sensing for Battery-Free Sensor Nodes
[NO] 1339/1861 | Transient Recovery Voltage Evaluation of Medium Voltage Generator Breaker Replacements
[NO] 1340/1861 | Uni-EmoAgent: A Unified Multi-Agent Framework for Affective Understanding and Art-Oriented Emotional Image Generation
[NO] 1341/1861 | Koopman Operator-Based Optimal Control for High-Speed Autonomous Vehicle Path Tracking: An Experimental Study
[NO] 1342/1861 | ROPSCON: Linear BFT From Schnorr Threshold Signatures_supp1-3724280.pdf
[NO] 1343/1861 | Detection with Association Constraints: Conflict-Free Cross-View Object Association Framework for Multi-Drone Systems
[NO] 1344/1861 | Impact of Multispectral Imaging and Vegetation Indices on Neural Network Performance for Weed Detection Using Agricultural UAVs
[NO] 1345/1861 | Spatial Degrees of Freedom in Near Field MIMO: Experimental Validation of Beamspace Perspective
[NO] 1346/1861 | Physics-Aware Feature Calibration Network for Remote Sensing Image Segmentation
[NO] 1347/1861 | Guarding Twin Sources: Joint Physical Fault Detection and Information Privacy Protection for Vehicular Digital Twins
[NO] 1348/1861 | TELECOM: Latency-Aware Load Balanced Task Offloading in Vehicular Fog Computing
[NO] 1349/1861 | EMR IEEE Journal of Practice
[NO] 1350/1861 | Reducing Total Fuel Cost and Loss Cost for the IEEE 30-Bus Transmission Power System by Optimizing the Location of Wind Power Plants
[NO] 1351/1861 | Blockchain-Enhanced Security Frameworks for IoT Devices
[NO] 1352/1861 | Reducing Electricity Purchasing Costs for Distribution Networks with Soft Open Points, Solar Generators, and Battery Energy Storage Systems
[NO] 1353/1861 | GeoDir-YOLO: Rotary Switch State Recognition in Substations Based on Geometric Rectification and Direction Estimation
[NO] 1354/1861 | Machine Learning Enabled Design of Frequency Reconfigurable Split-Ring Antenna for Sub-6 GHz Applications
[NO] 1355/1861 | A Machine Learning-Based Analysis of Welfare Policies and Inter-State Migration Dynamics in Bihar, India.
[NO] 1356/1861 | An AI-Supported Blended Learning Intervention to Integrate Professional and Ethics Education in Tertiary Education
[NO] 1357/1861 | Adaptive Energy Management Algorithm for Distributed Energy Storage Systems Incorporating Transfer Learning
[NO] 1358/1861 | AI enabled Adaptive Software Design: Integrating SOLID Principles with Generics and Parametric Polymorphism
[NO] 1359/1861 | Reviewing usage of DL models and ML Classifiers in Identification of Scalp Related Maladies
[NO] 1360/1861 | AI-Powered Mathematical Assistants: Redefining Problem-Solving Paradigms
[NO] 1361/1861 | Evaluation of Cell Deformability Using Extensional Flow for Space Health Monitoring
[NO] 1362/1861 | Engineering Advancements in Education: Bridging the Gap Between Technology and Pedagogy
[NO] 1363/1861 | Study on the Current Limiting Mechanism of a Tightly Coupled Split Reactor in Parallel Interruption of Vacuum Interrupters
[NO] 1364/1861 | Detection of Leaks in Potable Water Pipelines in Urban Areas Using Drone-Borne TomoSAR Techniques
[NO] 1365/1861 | Using AI and Machine Learning to Manage Virtual security Risks
[YES] 1366/1861 | AI-Driven IP Configuration Optimization for Post-Silicon Validation
[NO] 1367/1861 | Microgrid Operational Control Method Based on an Invalid Action Masking Mechanism
[NO] 1368/1861 | Quantum Key Distribution-Enabled Secure Federated Learning with QBER-Based Attack Detection
[NO] 1369/1861 | EfficientNetB3-HCAF: A Hybrid Deep Learning Framework for Chest Cancer Classification Using Chest CT Images
[NO] 1370/1861 | Experimental Implementation of a Thevenin Behavior Model of a DC-3AC Converter for Aerospace Applications
[NO] 1371/1861 | Design and Context Aware Embedded Monitor Analytics Through High-Volume Algorithmics and Explainable AI
[NO] 1372/1861 | Deep Learning for Sequential Tabular Classification: A BiLSTM-Attention Architecture with Multi-Scale Feature Fusion
[NO] 1373/1861 | Controllable Formation of Ultrathin PLGA Membranes at Thin Liquid Film Interfaces
[NO] 1374/1861 | Development of a Neural Network Real-Time SOC Estimation Model Oriented to Battery Thermal Management
[NO] 1375/1861 | Three-Dimensional Seepage Field Simulation of Groundwater in the Dam Site Area During the Operation Period of a Hydropower Station
[YES] 1376/1861 | Research on LLM-Based Code Audit Agent Framework Integrating FV-RAG and Program Analysis for Vulnerability Detection
[NO] 1377/1861 | Research on the Synergistic Mechanism of Data Asset Confirmation and Accounting Treatment under Blockchain Technology
[NO] 1378/1861 | Diffusion-Based Multimodal Image and Video Generation Methods
[NO] 1379/1861 | Research on Front-End Circuit Power Consumption Hotspot Prediction Method Based on GNN
[NO] 1380/1861 | MAD-STF: A Dual-Branch Framework for Multivariate Time Series Forecasting under Complex Missingness
[NO] 1381/1861 | Prediction of Stress-Reduction Perception of Campus Environmental Music Soundscapes Using Logistic Regression
[NO] 1382/1861 | SSA-HAN: Sleep-Stage-Aware Hierarchical Attention Network for Patient-Level Sleep Apnea Severity Assessment
[NO] 1383/1861 | CODENS: Transforming Code Changes into Living, Accessible, and Queryable Documentation
[NO] 1384/1861 | Consequences of the Moosbauer-Poole Algorithms
[NO] 1385/1861 | How to measure the energy and environmental impact of AI models? Challenges and practical solutions
[NO] 1386/1861 | 2026 CSTA PK–12 Computer Science Standards
[NO] 1387/1861 | OCRs for Corpus Extraction for the Maltese Language
[NO] 1388/1861 | Automatic Modulation Classification Improvement Using Multi-input Convolutional Neural Network Based on Spectrogram and IQ Data
[NO] 1389/1861 | A Flycam Dataset and Football Match Analysis System Using Computer Vision
