[2026-05-05 10:47:41] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-04
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605040000+TO+202605042359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2026-5-4 | Research on Spectrum Sensing Method for Non-Cooperative Targets Correction
[NO] 780/1000 | Performance Investigation of CLLC and DAB Modules for Configurable 400 V and 800 V EV Charging System
[NO] 781/1000 | Emerging Trends in Voltage Source Converters: A Topological Review on Thyristor Integration
[NO] 782/1000 | Power Grid Failures in the Renewable Era: the April 2025 Blackout in Spain and Portugal
[NO] 783/1000 | Cost Efficient Charging Scheduling Methodology for Electric Vehicles in Multi-Type Charger Environments
[NO] 784/1000 | Modelling and Analysis of a PV-Powered DC Wireless UAV Charging Station Using DIgSILENT PowerFactory
[NO] 785/1000 | A Modified Virtual Impedance Based Current Limiting Control of Grid Connected PMSG Under Distorted Grid Conditions
[NO] 786/1000 | ISE-Tuned Control for Frequency Regulation of Renewable-Integrated Airport Microgrid
[NO] 787/1000 | Robust Position Tracking Control of Underwater Vehicle-Manipulator System: Nonsingular Fast Terminal Quasi Sliding Mode
[NO] 788/1000 | Adaptive Step Size Implementation of P&amp;O MPPT Algorithm Using Particle Swarm Optimization
[NO] 789/1000 | Performance Analysis of a Dynamic Multi-Loop Thermal Management System for EVS in Diverse Ambient Conditions
[NO] 790/1000 | Modeling and Control of Hybrid Fuel Cell-Battery System using a Bidirectional DC-DC Converter for EV and Microgrid Applications
[NO] 791/1000 | Smart, Sustainable Wireless EV Charging with Harris Hawks-Enhanced Control Strategy
[NO] 792/1000 | Optimal Estimation of the State-of-Energy and Surface Temperature of Li-Ion Batteries Using an Extended Kalman Filter with Cramer-Rao Lower Bound
[NO] 793/1000 | Design and Comparative Analysis of a Fractional Slot Concentrated Winding Interior PM V-Shaped Motor for Electric Vehicle Applications
[NO] 794/1000 | Design of Axial Flux Ferrite Permanent Magnet Dc Motor for E-Bike Application
[NO] 795/1000 | Hybrid Deep Q-Learning with Tabular Updates for Speed Prediction of Heavy Duty Vehicles
[NO] 796/1000 | Whale Optimisation Algorithm for Optimum Sizing and Location of Solar-Based DGs in a Radial Distribution System
[NO] 797/1000 | Social Spider Algorithm Assisted LSTM Network Towards the SoC Estimation of Li-ion Batteries
[NO] 798/1000 | Active Disturbance Rejection Control for Power Quality Improvement in Islanded Microgrids
[NO] 799/1000 | A Hybrid Regression-PCNN Model for Detecting False Data Injection Attacks in Smart Grids using Image Encoding
[NO] 800/1000 | Analysis and Quasi Sliding Mode Synchronization of Quadratic Hyperbolic Tangent Memductance Function Based Lorenz System
[NO] 801/1000 | Enhancement of Model Order Reduction for Discrete-Time Systems with Guaranteed Time-Domain Performance
[NO] 802/1000 | Advanced Delay Architectures for Accurate Timing Control in High-Speed Automated Systems
[NO] 803/1000 | Table of Contents
[NO] 804/1000 | Generative Semantic Communication: Diffusion Models Beyond Bit Recovery
[NO] 805/1000 | DynEformer: a Unified Framework for Robust Workload Prediction under Dynamic Environment
[NO] 806/1000 | Real-time Tracking in a Pull-based Status Update System with Unreliable Command Channel
[NO] 807/1000 | Physics-Guided Machine Learning for FMCW Radar-Based Human and Metal Target Classification
[NO] 808/1000 | Self-Balanced Hexagon-Type Multilevel Inverter with Low Total Standing Voltage and High Efficiency
[NO] 809/1000 | Accurate Carrier Frequency Offset Estimation Using Modulation Phase Cancellation for PCM/FM Telemetry Signals
[YES] 810/1000 | Radiation-Hardened Design and System-Level Validation of a Sub-20 nm FinFET 1–32 Gbps SerDes Against 5 Mrad(Si) TID Effects
[NO] 811/1000 | Elastic Multi-Gradient Descent for Parallel Continual Learning
[NO] 812/1000 | Secure Formation Control for Heterogeneous UAV-UGV System With Switching Topologies Under Injection Attacks
[NO] 813/1000 | Effect of Mg Doping on β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    UVC Photodetectors Deposited by Ultrasonic Spray Pyrolysis
[NO] 814/1000 | Streamlined Dataflow FPGA Architectures for Echo State Neural Networks in Time-Series Prediction and Classification Applications
[NO] 815/1000 | A Predictive Accuracy Comparison of Machine Learning Models for Credit Card Default Prediction
[NO] 816/1000 | Research on Intelligent Pricing Algorithm and Strategy of Food Safety Liability Insurance
[NO] 817/1000 | Formal Analysis and Security Enhancement of the EAP-AKA Protocol for V2X Communications Using TAMARIN
[NO] 818/1000 | Pose estimation method for wave compensation platform based on frequency-adaptive visual–inertial fusion
[NO] 819/1000 | Reinforcement Learning-Based Adaptive Critic Control Design for Leader-Followers Multi-Agent Systems in Zero-Sum Games
[NO] 820/1000 | A 22–39-GHz Wideband High-Gain Active Phase Shifter Using Improved QAF and Current-Reused Technique in 28-nm Bulk CMOS
[NO] 821/1000 | A 150-Mbps Low-Latency Small-Size Fault Digital Isolation System in 180-nm CMOS Process for Aerospace Applications
[NO] 822/1000 | Towards Comprehensive Information-theoretic Multi-view Learning
[NO] 823/1000 | Table of Contents
[NO] 824/1000 | Screening Robust Cover for JPEG Steganography
[NO] 825/1000 | An Intelligent Joint Access Control and Resource Allocation Scheme in Multi-User LEO Satellite Networks
[NO] 826/1000 | Rapid and Selective Microplastics Detection in Water Using a Cost-Effective CS–TA-Functionalized E-SMS Optical Fiber Sensor
[NO] 827/1000 | IEEE Transactions on Radiation and Plasma Medical Sciences Publication Information
[NO] 828/1000 | A Swept-Frequency Eddy Current Linear Response Model Based on a Magnetoelectric Sensor for Wide-Range Metal Coating Thickness Measurement
[NO] 829/1000 | Longitudinal Evaluation of Child Fingerprint Recognition: Time Interval up to Eight years
[NO] 830/1000 | Tackling a Resource-Sharing Hybrid Disassembly Line Balancing Problem Using Reinforcement Learning
[NO] 831/1000 | DIP-Watermark: A Double Identity Protection Method Based on Robust Adversarial Watermark
[NO] 832/1000 | R$^{2}$Net: 2D Deep Residual Learning with Height Embedding for 3D Radio Map Estimation
[NO] 833/1000 | Near-field Channel Estimation Based on Super-resolution Sparse Reconstruction for THz Massive MIMO Systems with Coprime Array
[NO] 834/1000 | A Self-Assemble
                    <i>W</i>
                    -Band Multilayer Silicon-Based Waveguide With Dumbbell-Shaped Holey EBG Structures and Its Antenna Applications
[NO] 835/1000 | Novel Channel Estimation Based on Enhanced Diffusion Posterior Sampling for mmWave MIMO Systems
[NO] 836/1000 | A Prediction Model Integrating Adaptive-Network-Based Fuzzy Inference System and Fuzzy
                    <i>C</i>
                    -Mean Clustering
[NO] 837/1000 | Intense TeraHertz Time Domain Spectroscopy of Water-based Liquid Crystals
[NO] 838/1000 | Generalized Spatial Modulation FH-MIMO for High Data-Rate Dual-Function Radar Communication Networks
[NO] 839/1000 | Function-Space ADMM for Decentralized Federated Learning: A Control Theoretic Perspective
[NO] 840/1000 | Optimal Network Reconfiguration using BPSO Technique with EVCSS and DGs
[NO] 841/1000 | An Optimal Compensation Topology to Improve Efficiency in Bidirectional Wireless Power Flow Systems
[NO] 842/1000 | A Low Device Count Single-Phase Five-Level Boost Inverter
[NO] 843/1000 | Design and Performance Evaluation of an Interior Permanent Magnet Synchronous Motor for EV Applications
[NO] 844/1000 | Oil-Paper Insulation Diagnosis Using Time-Varying Capacitance Profile of Modified TVM
[NO] 845/1000 | Guidelines for Relay Configuration to Handle Mutual Coupling Effect of Parallel Lines
[NO] 846/1000 | Flexible Mode Totem Pole PFC Rectifier Using Sic-MOSFET
[NO] 847/1000 | Smart Energy Management System for a Solar-Powered EV Charging Station
[NO] 848/1000 | AI-Powered Adaptive Battery Model for Fast Charging Scheduling Incorporating SoC-Dependent Dynamics and Degradation Forecasting
[NO] 849/1000 | AI-Driven Adaptive FOPID Control for Predictive Maintenance with Experimental Analysis
[NO] 850/1000 | Development of Distinct Third-Order Inverse Filters Employing Single OTRA
[NO] 851/1000 | Optimal Allocation and Hosting Capacity Analysis of EV Charging Stations and Solar PV Systems in Bhopal City
[NO] 852/1000 | Scalogram-Histogram Driven CNN Approach for Classifying Power System Disturbances in PMU Data
[NO] 853/1000 | Grey Target Approach for Estimating the Remaining Life of Power Transformers
[NO] 854/1000 | Design and Development of a Single-Stage LED Driver Using Boost Converter with Dimming Control Algorithms
[NO] 855/1000 | Sensorless Speed Control of Dual Stator Induction Machine Using Enhanced Rotor-Flux Based Model Reference Adaptive System with Stator Command Voltage Estimation
[NO] 856/1000 | Resilience Enhancement Methods for Power Distribution Network Under Extreme Events Review, Gaps and Future Directions
[NO] 857/1000 | PVsyst-Based Design and Performance Evaluation of a 100 kWp Grid-Connected Solar PV System in Egypt
[NO] 858/1000 | Fuzzy-Driven Electro-Mechanical Control for Stable and Efficient Electric Car Operation
[NO] 859/1000 | CKF-Based Sensorless Control of PMSM Drives Integrating with GH-Framed DTC-SVM
[NO] 860/1000 | Smart Wireless Numerical Relay with Real-Time Fault Isolation for Transmission Lines
[NO] 861/1000 | Orthogonal Deep Convolutional Neural Network for Incipient Inter-Turn Fault Diagnosis in Electric Drive System
[NO] 862/1000 | Sustainability Challenges and Economic Impact of Electric Vehicle Charging Infrastructure Deployment
[NO] 863/1000 | An Enhanced Fox Optimization Algorithm for Optimal Reactive Power Dispatch: A Case Study on the Indian 62-Bus System
[YES] 864/1000 | Applying a Schema-Constrained LLM Verification Pipeline to the Evaluation of Complex System Designs
[NO] 865/1000 | Faithful and Realistic Image Compression At Extreme-Low Bitrate Via Pretrained Discrete Priors
[NO] 866/1000 | Efficient and Secure Distributed Informational Interaction Algorithm for Current Sharing and Voltage Regulation in DC Microgrids: An Event-Triggered Differential Privacy Approach
[NO] 867/1000 | A Booth-Based Digital Compute-in-Memory Macro With Bitwise-Efficient Multiphase Accumulation
[NO] 868/1000 | IEEE Computational Intelligence Society Information
[NO] 869/1000 | DCFNet: Doppler Correction Filter Network for Integrated Sensing and Communication in Multi-User MIMO-OFDM Systems
[NO] 870/1000 | EyeKey: Self-Supervised Keypoint Detection and Description Network Based on Local Feature Saliency for Retinal Image Global Registration
[NO] 871/1000 | Complementary Reconfigurable Field-Effect Transistor-based hybrid 6T SRAM Cell as a Multibit Dot-Product Engine In-Memory-Computing
[NO] 872/1000 | The Stealth Signals Bypassing Iran's Internet Blackout: Files Hidden in Satellite TV Broadcasts Keep Information Flowing
[NO] 873/1000 | The MAN in the Machine: Robert Woo has Spent 15 Years Testing and Improving Exoskeletons from the Inside
[NO] 874/1000 | News
[NO] 875/1000 | Modeling Deep Fusion of Intra- and Inter-Modal Incongruity for Multimodal Sarcasm Detection
[NO] 876/1000 | Experimental Analysis of Coupled Nanoring Resonator for Photonic Integrated Circuits
[NO] 877/1000 | Uncovering a De-biased Latent Proxy of Teaching Quality from Heavily Skewed Evaluation Data: A Latent Space Reconstruction Framework via ED-VAE
[NO] 878/1000 | Real-Time Vehicle Speed Gun with LiDAR–Camera Fusion
[NO] 879/1000 | A Discretized Reduced-Order Model for MEMS Microwave Power Detection Chips
[NO] 880/1000 | Exploiting Label-aware Knowledge from Heterogeneous Clients for Hierarchical Federated Learning
[NO] 881/1000 | Nonasymptotic Oblivious Relaying and Variable-Length Noisy Lossy Source Coding
[NO] 882/1000 | A Novel Dual-Frequency Phase Control Network for Reconfigurable Dual-Band Filters and Diplexers With Independent Control of Insertion Phase and Center Frequency
[NO] 883/1000 | Optimizing Coexisting Satellite and Terrestrial Networks via Contrastive Generative Deep Reinforcement Learning
[NO] 884/1000 | Strunkmap: An Abstract Approach to Understand Spatiotemporal Density Distribution
[NO] 885/1000 | Design and Analysis of Full-Metal Omnidirectional Filtenna With Improved Selectivity and Low Profile
[NO] 886/1000 | Intelligent IoT Poultry System for Automated Feed and Environmental Monitoring
[NO] 887/1000 | Author Index
[NO] 888/1000 | Limitations of Wave Field Synthesis Part II: Low-Frequency Limits
[NO] 889/1000 | A Predictive Model for Turbocharged Engine Calibration Through Deep Neural Network
[NO] 890/1000 | Benchmarking Machine Learning Approaches for Detecting Fraudulent Orders in E-Commerce Platforms
[NO] 891/1000 | CoCoder_Repair: MISRA Code Rule Repair Based on Large Language Models
[NO] 892/1000 | Enhancing Brain Tumor Segmentation in MRI Using Vision Transformer-Based Encoder-Decoder Fusion
[NO] 893/1000 | From Tradition to Digital Heritage: Thai Motif Recognition Using Object Detection
[NO] 894/1000 | ShockFlux-3D: A Method for Shock Surface Detection and Flux Analysis Based on BVH Acceleration
[NO] 895/1000 | Visual Analytics of Digital Twin Research in the Field of Industrial Engineering Based on VOSviewer and CiteSpace
[NO] 896/1000 | "Eyes" On Me! 3- to 6-Year-Old Children Anthropomorphize Humanoid Robot with Biological and Mental Attributions
[NO] 897/1000 | AyurGenie: An AI Genie for Ayurvedic health guidance using RAG and Deep Learning
[NO] 898/1000 | Enhancing E-Commerce Product Matching with a Hybrid AI Approach: A Three-Stage System with LLM-based Verification
[NO] 899/1000 | Corrections to “Learning From M-Tuple One-vs-All Confidence Comparison Data”
[NO] 900/1000 | Cover 4
[NO] 901/1000 | IEEE Transactions on Neural Networks and Learning Systems Information for Authors
[NO] 902/1000 | ST-GLNet: A Spatiotemporal Graph Learning Network for Accurate Lightning Prediction Using Multimodal Meteorological Data
[NO] 903/1000 | Channel-adaptive Semantic Communication for Stereoscopic Media: Design and Prototype Implementation
[NO] 904/1000 | Impact of High Communication Latency on Teleoperated Driving Performance Independent of Driver Experience
[NO] 905/1000 | Design of Fault-Tolerant Dual Active Bridge for Solid-State Transformer
[NO] 906/1000 | Solar Integration by Topological Reconfiguration of on-Board Charger
[NO] 907/1000 | Transportation Electrification in Crisis: A 2025 Review of Electric Vehicle Mobility and Infrastructure Resilience During Disruptive Events
[NO] 908/1000 | Market Design for Short-Term Power Trading Through Electric Power Exchange
[NO] 909/1000 | Smart Accident Prevention System for Electric Vehicles Using Speed Regulation and Drowsiness Detection
[NO] 910/1000 | PSO and Fuzzy Based Optimal Allocation of Wind Turbines
[NO] 911/1000 | Analysis of Inner Current Loop with PI and Hysteresis Controller for DC/AC VSC in Microgrid Applications
[NO] 912/1000 | Reliability-Weighted Adaboost Regression Model for Distribution System State Estimation
[NO] 913/1000 | Zero Sequence Voltage Control for Handling Unbalances in Multiport Charging Station Based Transformerless Series Hybrid Converter and DAB
[NO] 914/1000 | Integration of Solar PV System with Electric Grid for Reactive Power Control
