[2026-07-31 11:29:59] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-30
正在获取论文...
[arXiv] 2026-07-30 | Diversifying Personalized Research Ideation against AI-Induced Homogenization
[NO] 1162/2000 | UEFI Memory Forensics: A Framework for UEFI Threat Analysis
[YES] 1163/2000 | Towards Deployable VCFI: Architectural Analysis and Cache-Optimized Verification
[YES] 1164/2000 | EC-Detector: AI Assisted Edge Case Discovery for AV/ADAS Vehicle Testing
[NO] 1165/2000 | Basic Autonomous Systems for Environmental Feature Identification in Pilot Robot Applications
[NO] 1166/2000 | Improving the Network Device Throughput Measurement Method Based on Adaptive Search Algorithms Using Measurement History
[NO] 1167/2000 | Efficiency of Filter-Based Feature Selection Algorithms
[NO] 1168/2000 | TRUNK-Gripper: A Soft Multi-modal Gripper for Complex Objects
[NO] 1169/2000 | Breaking the Resource Barrier: Parameter-Efficient Hierarchical VLA Fine-Tuning via Single-View Semantic Reasoning
[NO] 1170/2000 | On the Reliability of Agentic AI in Continuous Integration Pipelines
[NO] 1171/2000 | Secret Leak Detection in Software Issue Reports using LLMs: A Comprehensive Evaluation
[YES] 1172/2000 | Testing with AI Agents: An Empirical Study of Test Generation Frequency, Quality, and Coverage
[NO] 1173/2000 | When Bots Get the Boot: Understanding Pull Request Rejections in the Era of AI Coders
[NO] 1174/2000 | Vertical Mix Index: A Novel Metric for Vertical Land Use Mix in Procedural City Generation
[NO] 1175/2000 | (Re)constructing and (Re)Imagining Archaeological Sites: The Talos Principle's Egypt
[NO] 1176/2000 | Deciphering the Hunter's Note: How Digital Game Cultures Cultivate Rituals and Shared Ideologies in Paratextual Spaces
[NO] 1177/2000 | Post-Thinking in NPC Dialogue: A Paradigm for Reflective Character Models
[NO] 1178/2000 | Friction-Driven Design: A Paradigm for Games for Bildung
[NO] 1179/2000 | Learning Transaction Embedding from Multi-Level High Utility Itemsets
[NO] 1180/2000 | HEADS: Accuracy–Makespan Co-Optimization for Multitenant Multi-FPGA Edge Systems
[NO] 1181/2000 | Robust Near-Field Channel Estimation for XL-MIMO Systems With Missing Data Using Chirplet Transform
[NO] 1182/2000 | Copyright Page
[NO] 1183/2000 | Bending–Rebound Angle Inspection System and Method for Cigarette-Box Packaging Materials
[NO] 1184/2000 | Reviewers
[NO] 1185/2000 | Advanced Multilayer Neurolearning of Disturbed Nonlinear Systems With State Safety Constraints
[NO] 1186/2000 | Immersive Micromanipulation Integrating Pipette and Injector Operations with McKibben-Based Haptic Sensations for Workload Reduction
[NO] 1187/2000 | Tutorial: Fundamentals of Compute-in-Memory: From Circuits to Systems
[NO] 1188/2000 | DRL-Based Adaptive Beam Tracking for Vehicular Phased Array Terminals in LEO Satellite NTN Links
[NO] 1189/2000 | Message from Program Chairs: WoWMoM 2026
[NO] 1190/2000 | Physics-Informed Dataset Optimization for CNC Axis-Current Prediction
[NO] 1191/2000 | Proceedings
[NO] 1192/2000 | Zone-Based Joint Camera-Kiosk Analytics for Smart Retail Insights
[NO] 1193/2000 | Active-Enrollment Enhanced Passive RF Fingerprint Identification for LoRa Devices
[NO] 1194/2000 | SourceFabric: Consistent and Scalable Security Policies for Git Repositories
[NO] 1195/2000 | Towards Safe Autonomous Driving: A Real-Time Motion Planning Algorithm on Embedded Hardware
[NO] 1196/2000 | A Multi-Modal Synchronized Dataset for Benchmarking ADAS Responses to Traffic Control Devices
[NO] 1197/2000 | Development of a Handheld Scanner and Semi-Automatic Primitive Fitting Using a Point-Cloud Map
[NO] 1198/2000 | DeGuV: Depth-Guided Visual Reinforcement Learning for Generalization and Interpretability in Manipulation
[NO] 1199/2000 | Fast and Robust Localization for Humanoid Soccer Robot via Iterative Landmark Matching
[NO] 1200/2000 | Hand Motion-Based Interaction with Miniature Autonomous Blimps
[NO] 1201/2000 | Pain Expression Generation with PainDiffusion: A Lightweight Study of Inference Hyperparameters and Subjective Naturalness
[NO] 1202/2000 | Person Detection and Tracking from an Overhead Crane LiDAR
[NO] 1203/2000 | Efficient Reconfiguration of Multi-Robot Formations on Ptolemaic Topologies: Linear-Time Feasibility and Exact Optimization
[YES] 1204/2000 | ARISE – Adaptive Refinement and Iterative Scenario Engineering
[NO] 1205/2000 | Taming Perception Jitter: Uncertainty-Aware LiDAR Object Detection for Reliable Motion Classification
[NO] 1206/2000 | nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation
[NO] 1207/2000 | A Method for Defining the Operational Design Domain for Automated Driving Systems Considering Regulations, Real-World Data, and Stakeholder Decisions
[NO] 1208/2000 | DTCCL: Disengagement-Triggerd Contrastive Continual Learning for Autonomous Bus Planners
[NO] 1209/2000 | LRC-WeatherNet: LiDAR, RADAR, and Camera Fusion Network for Real-time Weather-type Classification in Autonomous Driving
[NO] 1210/2000 | Modelling Pedestrian Behaviour in Autonomous Vehicle Encounters Using Naturalistic Dataset
[NO] 1211/2000 | Autonomous Driving on Forest Roads under Unreliable GNSS
                    <sup>*</sup>
[NO] 1212/2000 | Examining the effectiveness of traffic-smoothing autonomous vehicle controllers in the presence of lane-changing maneuvers
[NO] 1213/2000 | Evaluating Illumination Effects on AU Intensity in Bone-Driven Facial Animation of 3D Avatar
[NO] 1214/2000 | Strongly Connected Components Are All You Need: Graph-Theoretic Interpretability and Optimization for Vision Transformers
[NO] 1215/2000 | Medical Semantic-Aware Image-Text Alignment loss for Medical Visual Question Answering
[NO] 1216/2000 | The Quiet Contributions: Insights into AI-Generated Silent Pull Requests
[NO] 1217/2000 | How Do Agents Perform Code Optimization? An Empirical Study
[NO] 1218/2000 | Quantifying Competitive Relationships Among Open-Source Software Projects
[NO] 1219/2000 | Behavioral Analysis of AI Code Generation Agents: Edit, Rewrite, and Repetition
[NO] 1220/2000 | Toward a Standardized Collation Sequence for Arabic Words with Special Characters: A Comparative Study of Digital Sorting Systems
[NO] 1221/2000 | Decision letter for "A Stepwise Fusion Network for Semi-supervised Remote Sensing Change Detection"
[NO] 1222/2000 | Tutorial: Clocking and CDR Techniques for High-Performance Wireline Transceiver
[NO] 1223/2000 | Tutorial: Fundamentals of Image Sensors: From Photon to Image
[NO] 1224/2000 | 6G Privacy-Preserving Proximity Services: Zero-Trust Multi-Stakeholder Access with Attribute-Based Credentials over PC5
[NO] 1225/2000 | Neural-Lifting-Based Model Predictive Control of a Piezo-Actuated Fast Steering Mirror for High-Precision Scanning
[NO] 1226/2000 | RingMo-Agent: A Unified Remote Sensing Foundation Model for Multi-Platform and Multi-Modal Reasoning
[NO] 1227/2000 | From Physics to Surrogate Intelligence: A Unified Electro-Thermo-Optimization Framework for TSV Networks
[NO] 1228/2000 | Geometry-Semantics Co-Regularization for Gaussian Splatting in Indoor Reconstruction
[NO] 1229/2000 | 2026 XXIX International Conference on Soft Computing and Measurements (SCM)
[NO] 1230/2000 | When Agreement Fails: Visual Anchoring and Multimodal Pseudo-Label Reliability in Classroom Behavior Recognition
[NO] 1231/2000 | DU-CRG: Deep Unfolding for Consensus Representation and Graph Learning in Incomplete Multi-view Clustering
[NO] 1232/2000 | Proceedings
[NO] 1233/2000 | GO: The Great Outdoors Multimodal Dataset
[NO] 1234/2000 | Syncube: A Modular and Scalable Hardware Synchronization Architecture for Multi-Sensor Fusion
[NO] 1235/2000 | CaLiV: LiDAR-to-Vehicle Calibration of Arbitrary Sensor Setups
[NO] 1236/2000 | Agentic AI for Trip Planning Optimization Application
[NO] 1237/2000 | Multi-Opponent Tracking with Dual Stage Association for Autonomous Racing
[NO] 1238/2000 | FedS2R: One-Shot Federated Domain Generalization for Synthetic-to-Real Semantic Segmentation in Autonomous Driving
[NO] 1239/2000 | SoK: The Next Frontier in AV Security: Systematizing Perception Attacks and the Emerging Threat of Multi-Sensor Fusion
[NO] 1240/2000 | Formal Security Analysis of Swedish BankID
[NO] 1241/2000 | ViNET: Connecting the Unconnected using Video over LTE
[NO] 1242/2000 | SoK: Honeypots &amp; LLMs, More Than the Sum of Their Parts?
[NO] 1243/2000 | Dual-Quaternion-Based Multiplicative Extended Kalman Filtering (DQ-MEKF) for Relative Navigation in Small Groups of Interacting Objects
[NO] 1244/2000 | Robust LIDAR Sensor-to-Sensor Domain Generalization via Accumulated-Point Scene Completion
[NO] 1245/2000 | SODBoost: Density-Guided Zoom-In Mosaic for Small Object Detection
[NO] 1246/2000 | Creation of a Layout for Measuring the Parameters of a Pulsed Magnetic Field
[NO] 1247/2000 | Using Big Data in Labor Productivity Analysis
[NO] 1248/2000 | Domain Adaptive Weakly Supervised Learning Based Drivable Area Detection in Snowy Environments via Ego-Trajectory
[NO] 1249/2000 | Comprehensive Analysis of Technologies for Extracting Rare and Rare Earth Metals from Associated and Mine Waters Using Artificial Intelligence
[NO] 1250/2000 | Sample-Efficient Robot Preference Learning under Forced-Choice Feedback
[NO] 1251/2000 | Consistency-Enhanced Tightly Coupled Visual-Inertial Odometry via Bounded Double Window Optimization
[NO] 1252/2000 | Data-Driven Pose Estimation for Robotic Connector Assembly: A Transformer-Based Approach using Force/Torque Time-Series
[YES] 1253/2000 | SandVenture: Escaping JavaScript Sandboxes with Objective-driven Input Generation
[NO] 1254/2000 | Robust 3D-Aware Video Object Tracking for Mobile Robots Based on 2D Vision Foundation Models
[NO] 1255/2000 | SPACE: Smart Priority-Aware Congestion Elimination in Urban Traffic Systems
[NO] 1256/2000 | Say the Mission, Execute the Swarm: Agent-Enhanced LLM Reasoning in the Web-of-Drones
[NO] 1257/2000 | Multi-TAB: Multi-View Inference at the Edge with Resource-Aware Split Computing
[NO] 1258/2000 | GNSS Time is Fragile: A Large-Scale Measurement Study Under Mobility and Intentional Interference
[NO] 1259/2000 | Evaluation of 5G Communication for Real Time Monitoring of Power System Using PMUs
[NO] 1260/2000 | EEG-Guided Image Synthesis via Hybrid Embedding and Diffusion Framework
[NO] 1261/2000 | MDFN: Efficient Image Super-Resolution through Multi-Domain Feature Fusion
[NO] 1262/2000 | HGRLiteNet: A Lightweight Hand Gesture Recognition Network
[NO] 1263/2000 | Speed at the Cost of Quality
[NO] 1264/2000 | Investigating Autonomous Agent Contributions in the Wild: Activity Patterns and Code Change over Time
[NO] 1265/2000 | HackRep: A Large-Scale Dataset of GitHub Hackathon Projects
[NO] 1266/2000 | On Autopilot? An Empirical Study of Human–AI Teaming and Review Practices in Open Source
[NO] 1267/2000 | Skyt: Prompt Contracts for Software Repeatability in LLM-Assisted Development
[NO] 1268/2000 | Mapperoni: A Tool for Teaching the Basics of Level Design
[NO] 1269/2000 | Representing and Generating Levels Over Time through Playtrace Reconstructive Partitioning
[NO] 1270/2000 | Fairness Optimization of Data Collection Volume for STAR-RIS-Assisted UAV-Enabled IoT
[NO] 1271/2000 | Event-Based Vision for Air Film Uniformity Measurement in Porous Aerostatic Bearings
[NO] 1272/2000 | Buffer Layer Defect Evolution and State Detection Based on Full-Scale High-Voltage XLPE Cables
[NO] 1273/2000 | Proton Radiation Effects on 6T CMOS Image Sensors with Standard and Binning Mode
[NO] 1274/2000 | PaRT-Net: Text-Image Person Re-Identification With Prioritized and Reweighted Tokens
[NO] 1275/2000 | DDPM-Driven Background Suppression for Efficient and Accurate Hyperspectral Anomaly Change Detection
[NO] 1276/2000 | Blockchain Enabled Smart Contract Security for WSN based Sustainable Agriculture
[NO] 1277/2000 | Sponsors and Supporters
[NO] 1278/2000 | A PSO-Optimized ANFIS-Based Control Strategy for DC Bus Voltage Regulation in PV-Battery DC Microgrids
[NO] 1279/2000 | 2026 IEEE Intelligent Vehicles Symposium Workshops (IV Workshops)
[NO] 1280/2000 | Tutorial: Fundamentals of Cryptography for Chip Designers: Classical to Post-Quantum
[NO] 1281/2000 | A Framework for Voltage-Hierarchy-Aware Directed Representation and Zonal Visualization of Power Grids
[NO] 1282/2000 | Fabrication of an 8-Ring Annular Array from 2D Capacitive Micromachined Ultrasonic Transducer (CMUT) Array Elements Using a Metal Redistribution Layer
[NO] 1283/2000 | Improved Compression of Smart Grid Timeseries Data with Rolling Window Statistical Analytics
[NO] 1284/2000 | Inertia Regional Clustering Based on PMU Measurements
[NO] 1285/2000 | KHEPRI: Verifiable Perception Windows with Keepalive and Hot-Swap Recovery on Edge Microclusters
[NO] 1286/2000 | Road-Aware Anomaly Segmentation with Query-Guided Polygons and CLIP in Autonomous Driving
[NO] 1287/2000 | HMPDM: A Diffusion Model for Driving Video Prediction with Historical Motion Priors
[NO] 1288/2000 | Formal Verification of Functional Safety Supervisors for Autonomous Vehicles Using Behavior Tree Architectures
[NO] 1289/2000 | Realistic and Controllable 3D Gaussian-Guided Object Editing for Driving Video Generation
[NO] 1290/2000 | Leveraging External Hazard Data to Safeguard Automated Driving System
[NO] 1291/2000 | Multi-Agent Connected Autonomous Driving with Infrastructure Perception
[NO] 1292/2000 | SRF: Stereo-Radar Fusion for 3D Object Detection in Adverse Weather Conditions
[NO] 1293/2000 | LIF-Net: LiDAR-Camera Fusion for 3D Human Pose in Urban Scenes
[NO] 1294/2000 | Layout Design of VLSI Cells under Conditions of Uncertainty in Design Rules
[NO] 1295/2000 | Neural-Network-Based Optimization of Power Consumption in Electric Submersible Pump Systems
[NO] 1296/2000 | Ethical Implications in Generative Artificial Intelligence for Musical Arts: Navigate the Boundaries of Creativity and Authenticity
[NO] 1297/2000 | Design of Tensegrity-based Humanoid Robot
[NO] 1298/2000 | ParCo-SDF: Learning Prior-Free Partial-to-Complete Signed Distance Fields of Deformable Objects
[NO] 1299/2000 | Corrections to “FCTformer: Fusing Convolutional Operations and Transformer for 3D Rectal Tumor Segmentation in MR Images”
[NO] 1300/2000 | Predicting Vendor and Supply Chain Disruptions using AI and Machine Learning in ERP Sourcing and Procurement for Optimized Business Processes
[NO] 1301/2000 | A Wire-Driven Robotic Hand with Reduced Path Dependency for Dexterous Manipulation
[NO] 1302/2000 | TongueSight: AI-Powered Tongue Analysis for Digitizing Traditional Medicine Diagnostics
[NO] 1303/2000 | Selecting the Data Source that Matter: Fine-Tuning Domain-Specific Ecosystem Studies with MARIN
[NO] 1304/2000 | AnoMod: A Dataset for Anomaly Detection and Root Cause Analysis in Microservice System
[NO] 1305/2000 | Fill-in-the-Blank Microgames
[NO] 1306/2000 | Tutorial: Using Behavior Trees to Create Point-and-Click Games
[NO] 1307/2000 | Bending the Arc of (Ludo)History
[NO] 1308/2000 | Integration of games and models as an approach to support inclusive environmental conservation
[NO] 1309/2000 | Digital Self-Interference Cancellation Using Kernel Adaptive Filtering in Hilbert Spaces
[NO] 1310/2000 | A Multimodal Asynchronous-Aware Adaptive Fusion Framework for Anomaly Detection in Consumer Electronics
