[2026-08-25 21:16:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-24
正在获取论文...
[arXiv] 2026-08-24 | A Cap-Move Reformulation of Ling's Proof of Samuels' Conjecture
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1303/1901 | Comparative Analysis of Optical and Hemodynamic fNIRS features for Machine Learning–Based Breast Cancer Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1304/1901 | From Material Development to Real-Scale Monitoring: An Integrated Methodological Framework for Innovative Construction Materials
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1305/1901 | Enhancing the Coupling Ratio and Reducing the Excess Loss of Single-Mode ZBLAN Optical Fiber Couplers
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1306/1901 | Distributed Birefringence Measurement in Single Shot Using Chirped Pulse Based on BDG Mechanism
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1307/1901 | Simulating a Free Space Optical Link Model for Simultaneous Data and Power Transmission in the C-band
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1308/1901 | Toward Constrained Generative Adversarial Network Architecture for Precision Microwave Imaging
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1309/1901 | Effective BP-ORBGRAND Scheme for Short LDPC Codes
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1310/1901 | Adaptive Task-Oriented Semantic Communication for UAVs With Joint Trajectory and Resource Optimization
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1311/1901 | A Quantum Wavemeter Using Coherence de Broglie Wavelength in a Single Mach-Zehnder Interferometer
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1312/1901 | A Traffic Attack Detection Method Based on Reverse-Weighted Fine-Tuning of Large Language Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1313/1901 | A novel SWRAE-UKF-based UWB/INS tight integration driven by PPP-AR/INS estimated base station coordinates and constrained network adjustment
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1314/1901 | Protecting Archaeological Heritage from Wildfire: Reaction–Diffusion Model at the Roman Villa of Casignana
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1315/1901 | MetaPAC: Adaptive Compression Across Transformer Architectures
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1316/1901 | Design and Implementation of H-Bridge Motor Controller for Shell Eco-Marathon 2025
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1317/1901 | Speeding up Parse-Forest Construction Based on Conditional Concavity
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1318/1901 | Topology-Aware Deep Reinforcement Learning for Dynamic Bandwidth Allocation in UAV-Assisted V2X Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1319/1901 | The Cost of Blindness: Indirect Rate-Distortion of Anisotropic Sources
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1320/1901 | Down-Conversion Emission of Rare-Earth Doped Silicon Oxide Thin Films
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1321/1901 | A Novel Dual-Task Learning-Driven and Prototype-Guided Federated Open-Set Domain Generalization Method for Intelligent Fault Diagnosis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1322/1901 | Forecast-Driven Adaptive IoT Framework for Intelligent Irrigation and Soil Nutrient Optimization in Precision Agriculture
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1323/1901 | Hybrid model simulation of tumor growth and dormancy on in vitro spheroids
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1324/1901 | New MDS Array Codes Constructed by Puncturing Pseudo-circulant Matrices
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1325/1901 | Sliding Mode Control for a Novel Modeling V-Shaped Birotor
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1326/1901 | Field effect on carbon nanomaterial
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1327/1901 | Lightweight Memory Obfuscation Using PUF-Based XOR Encryption
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1328/1901 | Toward the Minimal Set of Information Inequalities in Regenerating Codes: An Algebraic Approach
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1329/1901 | A Compact Multi Port SIW based Multiband Antenna for Modern Communication System
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1330/1901 | Impact Analysis of Cyber-Physical Attacks on Industrial Motion Control Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1331/1901 | CAE-Based Simulation of a High-Performance Automatic Machine Subsystem for Cigarette Rolling
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1332/1901 | Semi-Supervised Clustering of Time Series from Wearable Inertial Sensors
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1333/1901 | Investigation of Beam Focusing Characteristics of TiN-Coated Volcano-Structured FEA for Traveling Wave Tube Applications
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1334/1901 | Simplified Ruled Explicit Meshing Procedure for the Pushdown Analysis of a Bare Arch Under Heyman Hypotheses
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1335/1901 | SeaVis: Modeling and Control of a Remotely Operated Towed Vehicle for Seabed Visualization and Mapping
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1336/1901 | Meta-Learning Driven Voltage Reconstruction and Spatiotemporal Fusion for Battery SOH Estimation Under Incomplete Data
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1337/1901 | Optimal Fairness under Local Differential Privacy
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1338/1901 | AI Based Battery Health Monitoring
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1339/1901 | A Quantum-Memory-Free Quantum Secure Direct Communication Protocol Based on Privacy Amplification of Coded Sequences
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1340/1901 | On the Generalization Error of Differentially Private Algorithms via Typicality
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1341/1901 | GripSense: Stretchable Tactile Sensing and Contact Estimation for Compliant Grippers
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1342/1901 | Dictionary-Pruned Multiple Matching Pursuit with Correlation Statistics for Sparse Signal Recovery
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1343/1901 | One Burst of t-Deletion and One Burst of t-Substitution Error-Correcting Codes
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1344/1901 | Enhanced Ideal Objective Vector Estimation for Evolutionary Multi-Objective Optimization_supp1-3722244.pdf
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1345/1901 | Multi-Server Coded Caching: Small Cache Size
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1346/1901 | Disturbance-Reducing Nonlinear Control and Experimental Validation for Heteropolar Active Magnetic Bearings
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1347/1901 | Active Nonparametric Two-Sample Testing by Betting on Heterogeneous Data Sources
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1348/1901 | Majority-Logic Decoding of Binary Locally Recoverable Codes: A Probabilistic Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1349/1901 | Force-symmetric Type Multilateral Control Based on Higher Order Disturbance Observer For Velocity Controlled Actuators
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1350/1901 | Maximum Flow Simulator and Visualizer
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1351/1901 | FR-BCH Codes for Fine-Grained Rate Adaptation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 1352/1901 | Noncoherent ISAC over Block-Fading Channels: Asymptotic Performance Analysis
