[2026-07-09 12:12:28] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-08
正在获取论文...
[arXiv] 2026-07-08 | Innovating Risk Modelling for Global Funds
[NO] 1512/1840 | Research on Embroidery Stitch Structure Extraction and 3D Simulation Based on Multimodal Image Editing Models
[NO] 1513/1840 | Federated Learning Under Resource Constraints on iOS Devices
[NO] 1514/1840 | Evaluation of InSAR-Derived Digital Elevation Model in Comparison with other Open Source Datasets, a Case Study in Puducherry and Adjoining Regions of Eastern Tamil Nadu, India
[NO] 1515/1840 | Battery Systems of Large Capacity in Power Systems
[NO] 1516/1840 | Insights from Hyperspectral vs. Semi-Hypertemporal Data: Fuzzy ML Model Based Pinus Roxburghii Mapping
[NO] 1517/1840 | Object Recognition in Husehold Environments Using YOLOv11
[NO] 1518/1840 | Hybrid Deep Learning for Semantic Segmentation of High-Resolution Aerial Imagery for Post-Flood Scene Understanding
[NO] 1519/1840 | CDPL: Circuit Dual Parametric Loop-Filter, An Approach to Convert Type-II into Type-I PLL
[NO] 1520/1840 | GAPPO: Budget-Constrained Workflow Scheduling with Graph Attention and Proximal Policy Optimization
[NO] 1521/1840 | Radiation-Hardening Study of a K-Band LC-VCO in 65 nm CMOS
[NO] 1522/1840 | Surface Backscattering Analysis of Lunar South Pole Using Chandrayaan-2 DFSAR Dataset
[NO] 1523/1840 | Assessment of Agricultural Farm Ponds from Very High Resolution Satellite Imagery Using Deep Learning Techniques
[NO] 1524/1840 | PhenoMARL-Fert: Safe Multi-Agent DRL for Real-Time Irrigation and Nutrient Control
[NO] 1525/1840 | Translating PL/I Macro Procedures into Java Using Automatic Templatization and Large Language Models
[NO] 1526/1840 | Context-Adaptive Requirements Defect Prediction through Human-LLM Collaboration
[NO] 1527/1840 | Decision letter for "Deep learning maps of fresh crater ejecta on Mercury"
[NO] 1528/1840 | Brief Announcement: Discrete Incremental Voting - New Bounds for General Graphs and Expanders
[NO] 1529/1840 | SAM-CORDIC: A Scaling Free Accurate Memoryless CORDIC for Logarithm Computation_supp1-3699980.pdf
[NO] 1530/1840 | Investigating the Perception of Shape-Changing Haptic Interfaces_supp1-3708381.mp4
[NO] 1531/1840 | DCBEV: A Depth-Centric Framework for Monocular BEV Segmentation in Intelligent Vehicles and Robots
[NO] 1532/1840 | Connected and Autonomous Networked Vehicles for Active Safety at Michigan State University [Its Research Lab]
[NO] 1533/1840 | IEEE Computer Society Call for Papers
[NO] 1534/1840 | Image Restoration via Multi-domain Learning_supp1-3710409.pdf
[NO] 1535/1840 | Compact and High-Selectivity Wideband Filtering Patch Antennas on Stacked Multimode Radiators
[NO] 1536/1840 | LSR-Diff: A Diffusion Model Synthesizing Level Set Representations for Reliable Segmentation of Medical Images with Ambiguous Edges
[NO] 1537/1840 | Narrative Consistency in Large Language Model-Generated Stories: A Survey_supp1-3710595.pdf
[NO] 1538/1840 | Tracking Large-Scale Shared Bikes With Inertial Motion Learning in GNSS Blocked Environments
[NO] 1539/1840 | IEEE Microwave and Wireless Technology Letters publication
[NO] 1540/1840 | Efficient Generative Adversarial Networks via Parity-Guided Sliding Window KDE
[NO] 1541/1840 | Operation Mode-Scheduled Control for Battery Capacity Reduction in Fuel Cell Garbage Trucks
[NO] 1542/1840 | Modular multifunctional interface design and analysis
[NO] 1543/1840 | High-Efficiency Phase-Velocity-Controlled TE
                    <sub>31</sub>
                    to TE
                    <sub>11</sub>
                    Mode Converter for a Magnetron With a Diffraction Output Structure
[NO] 1544/1840 | Adaptive Root-Finding Framework for DOA Estimation in Uniform Circular Arrays
[NO] 1545/1840 | General Current-Reference Generation for Minimum Stator Copper Loss and Torque Ripple Per Operating Point in the Full Torque-Speed Range for Multiphase Nonsalient PMSMs With Arbitrary Back-EMF
[NO] 1546/1840 | Physics-Informed Neural Operators as Trustworthy AI Agents for Autonomous Underwater IoT Networks
[NO] 1547/1840 | An Integrated Early Warning and Decision Support Framework for Food Fraud Detection in Diary Supply Chains: The Case Study of PDO Feta Cheese_supp1-3703995.pdf
[NO] 1548/1840 | SE_ConvNeXt: A Squeeze-And-Excitation Enhanced Framework for Remote Sensing Image Classification
[NO] 1549/1840 | An Integrated Alert System for Ecological Health Monitoring using Ai-Powered Soundscape Classification in the Sundarbans, India
[NO] 1550/1840 | Effectiveness of Digital Microlearning Units in the Mathematical Training of Students of Non-Mathematical Specialties
[NO] 1551/1840 | AI-Based Prediction of Low-Frequency Magnetic Field Exposure in Diverse Environments
[NO] 1552/1840 | An AI-Driven Framework for Stock Price Prediction Using LSTM, GRU, and Transformer Models with Time Series and Sentiment Analysis Integration
[NO] 1553/1840 | Design and Diffusion Characteristics Research of an Industrial Carbon Dioxide Measurement and Monitoring System Based on the Internet of Things
[NO] 1554/1840 | Vehicle-Road-Cloud Collaborative Task Scheduling for Communication Restricted Edge Computing
[NO] 1555/1840 | Causality-Aware Digital Twin with Safety-Shielded Reinforcement Learning for Joint Optimization of Patient Outcomes and Hospital Throughput
[NO] 1556/1840 | High-Throughput Forensic Analysis of Windows Executables Using Structural Entropy and Ensemble Learning
[NO] 1557/1840 | On the Extreme Variance of Certified Local Robustness Across Model Seeds
[NO] 1558/1840 | Medi-Agent: A Clinically Aligned Multimodal AI Agent for Cad-Assisted Diagnosis and Risk Stratification
[NO] 1559/1840 | Design and Analysis of Polarization Diversity in X-Band for Ultra LEO Satellite
[YES] 1560/1840 | A Novel Initial Assignment Strategy Based on Johnson's Algorithm for MaxSAT Problem
[NO] 1561/1840 | Joint Similarity Clustering for Large-Scale Coarse-to-Fine Wi-Fi Fingerprint Localization
[NO] 1562/1840 | Machine Customers in Smart Seaports – a Potential for Autonomous Seaport Operations
[NO] 1563/1840 | Deep Learning for Hyperspectral Image Denoising
[NO] 1564/1840 | BeatAware - an App for Heart Attack Prediction and Detection
[NO] 1565/1840 | Visible-Infrared Person Re-Identification via Channel Erasing-Based Complementary Fusion
[NO] 1566/1840 | Path Radiance Compensation in Pan-Sharpening of High Resolution Satellite Images
[NO] 1567/1840 | Causality-Constrained Prototype-Regularized Hybrid Generative Framework for Robust and Explainable Rare Disease Diagnosis Under Extreme Long-Tailed Distributions
[NO] 1568/1840 | Real Time E-Commerce Fraud Detection Using AI and Data Analytics
[NO] 1569/1840 | Hyperspectral Crop Classification Using Attention-Based Bidirectional Long-Term Recurrent Convolutional Network
[NO] 1570/1840 | A Generative AI-Enhanced Detection and Diagnosis of Occlusal Caries Using Multi-Modal Dental Imaging
[NO] 1571/1840 | Predictive Modelling of Brand Attachment in Hyper-Personalised Marketing Using Machine Learning
[NO] 1572/1840 | Joint Stratification-Aware and NLOS-Robust 3-D Underwater Target Localization
[NO] 1573/1840 | The Landscape of Review Articles on Diversity, Equity, and Inclusion in Engineering Education
[NO] 1574/1840 | Mobile Application for On-Demand Conversion of Print Material into Dyslexia-Friendly Formats
[NO] 1575/1840 | Interactive Visualizer for Neural Algorithmic Reasoners
[NO] 1576/1840 | Adaptive Multi-Scale Fusion and Uncertainty-Aware CNN-ViT for EEG Seizure Detection
[NO] 1577/1840 | Digital Vision-Based Theatrical Performance Trajectory Capture and AI-Assisted Intelligent Choreography Technology
[NO] 1578/1840 | Development of an Intelligent River Cleaning System Using Arduino Uno with Sensor-Based Waste Detection and Collection Mechanisms
[NO] 1579/1840 | From Code Smells to Curriculum Interventions: Clean Code Deficiencies in Undergraduate Software Engineering Projects
[NO] 1580/1840 | Post-Processed Kinematic Based Global Navigation Satellite System for High-Precision Positioning
[NO] 1581/1840 | Universally Composable One-Round Password Authenticated Key Exchange Protocol for IoTs via TSPHF
[NO] 1582/1840 | A Time-Predictable Multicore RISC-V Architecture for Real-Time AI Workloads
[NO] 1583/1840 | Improved Edge Detection in PolSAR Images Using Degenerate Filtering and Scattering Information
[NO] 1584/1840 | Evaluating the Trade-off Between Predictive Performance and Model Fairness in Sudden Cardiac Death Risk Stratification
[NO] 1585/1840 | Sensia: An AI-Powered Web Suite for Enhancing Real-Time Accessibility
[NO] 1586/1840 | Beyond Fake News Detection: Cyber-Turfing Intelligence for Predictive False Information Defense
[NO] 1587/1840 | A Large-Scale Assessment of AI-Driven Optimization Algorithms in Complex Multi-Agent Environments
[NO] 1588/1840 | Authenix- Phoenix of Authentication a Blockchain-Powered Product Authentication System
[NO] 1589/1840 | A Governance &amp; Regulatory-Based Framework for the Blockchain-Enabled Unified Payment Interface (UPI) System
[NO] 1590/1840 | From Search Rankings to Answer Rankings: Generative Search and the Transformation of Online Visibility
[NO] 1591/1840 | Waste Collection Zones Optimization through Artificial Intelligence
[NO] 1592/1840 | Biomedical Applications Leveraging AI-oriented HPC Infrastructures and Federated Learning Methods in EuroHPC AI Factory Ecosystems
[NO] 1593/1840 | A Method for Extracting Target Radiation Noise Line Spectra in Non-Gaussian Noise Backgrounds
[NO] 1594/1840 | CodeFirst or DatabaseFirst
[NO] 1595/1840 | Application of Retrieval-Augmented Generation Technology in Chatbot Development
[NO] 1596/1840 | Governance in Practice: How Open Source Projects Define and Document Roles
[NO] 1597/1840 | TaskEval: Synthesised Evaluation for Foundation-Model Tasks
[NO] 1598/1840 | Revealing the Dark Matter: Connecting Tacit and System Knowledge in Human-AI Collaborations
[YES] 1599/1840 | Code Wars: Adversarial Self-Play for Evolving Software Validation Tools
[NO] 1600/1840 | KAPT: Knowledge-Augmented Prompt-Tuning Framework for Aspect-Based Sentiment Analysis
[NO] 1601/1840 | MA-HEAD-Net: Adaptive Rule-Guided Multi-Agent DRL for AoI Minimization in UAV-Assisted Emergency Networks
[NO] 1602/1840 | Towards Portable High-throughput Conformer Generation for Drug Discovery on Heterogeneous HPC Platforms
[NO] 1603/1840 | Big Atomics: Non-Blocking Algorithms with a Direct Fast Path
[NO] 1604/1840 | PES Publications
[NO] 1605/1840 | Meet the Candidates: IEEE Division Delegate/Director [Society News]
[NO] 1606/1840 | ContractDB: Secure and Efficient Integration of Large Legacy Data with Blockchain DApps
[NO] 1607/1840 | The Local/Global Disk Problem: How to Use Shared High-Bandwidth Storage Economically
[NO] 1608/1840 | Secure and Resilient Cluster Head Election for UAV-assisted IoV: A Synergistic Approach with Trust Fusion and Dynamic Fitness
[NO] 1609/1840 | Label-Efficient CT Emphysema Segmentation via Synthesis and Test-Time Training
[NO] 1610/1840 | Perception-Aware Autonomous Exploration in Feature-Limited Environments_supp1-3710053.mp4
[NO] 1611/1840 | Improvement of Sensorless Rotor Angle Estimation using Zero-sequence Voltage Measurement
[NO] 1612/1840 | Cambricon-QM: A Hybrid Architecture for Microscaling Format Training
[NO] 1613/1840 | Fully Screen-Printed Flexible Electrochemical Sensor Based on Ti
                    <sub>3</sub>
                    C
                    <sub>2</sub>
                    T
                    <sub>x</sub>
                    -CuO Nanocomposite for Simultaneous Determination of Dopamine and Uric Acid
[NO] 1614/1840 | Message from the HAP Workshop Chairs
[NO] 1615/1840 | Green AI Driven Deep-learning Framework For Real-Time Multi-class Power Quality Disturbance Classification in Smart Grid Architecture
[NO] 1616/1840 | CRAI Organization
[NO] 1617/1840 | Table of Contents
[NO] 1618/1840 | Test of Time Award
[NO] 1619/1840 | Predefined-Time Actor–Critic Learning for Constrained Spacecraft Attitude Consensus
[NO] 1620/1840 | An Energy-Efficient GPS Acquisition Macro Using Accurate Approximate SRAM-PIM for Low-Power GNSS Applications
[NO] 1621/1840 | LLMGuard: Multi-Agent Fault Diagnosis for Reliable Language-Model-as-a-Service
[NO] 1622/1840 | LLM-Empowered Discovery of Windows APIs Exploitable for Persistent Storage in Fileless Attacks
[NO] 1623/1840 | Integrated Energy Storage and Social Welfare Based Auction Mechanism for Wind-Generated Electricity
[NO] 1624/1840 | SDR-Based Design and Performance Characterization of a Frequency-Sweeping Spot Jammer
[NO] 1625/1840 | Using Simulation for Teaching Computer Architecture in Higher Education
[NO] 1626/1840 | Multilingual Housekeeping Automatic Speech Recognition and Intent Classification
[NO] 1627/1840 | Speech Enhancement Method Based on Global Attention Mechanism and Residual CBAM
[NO] 1628/1840 | Geospatial Evaluation of Climate Change Addressed with the Nature-Based Interventions in Low-Rise, High-Density Urban Microclimatic Environments
[NO] 1629/1840 | Low-Temperature Characterization of Sheet and Contact Resistance in 4H-SiC Test Structures from 300 K to 4 K
[NO] 1630/1840 | Performance Analysis of Fractal Antenna for Next Generation Wireless Communications
[NO] 1631/1840 | Spatial AoI for Periodic Burst Scheduling in Congested Localization
[NO] 1632/1840 | FedDCR: Underwater Acoustic Target Recognition Based on Federated Learning
[NO] 1633/1840 | An Attention-Enhanced Federated Learning Framework with Adaptive Aggregation for High-Accuracy Privacy-Preserving
[NO] 1634/1840 | Design of Automatic Speech Recognition System Based on Multimodal Fusion
[NO] 1635/1840 | Constellation Splitting Characteristics and Physical Layer Security of MAP-WFRFT
[NO] 1636/1840 | From Chaos to Kits: A Lightweight Sorting Approach for Construction Bricks in STEM Learning
[NO] 1637/1840 | A Two-Stage PRI Deinterleaving Framework for Mixed PRI Emitter Environments
[NO] 1638/1840 | Megatrends 2030
[NO] 1639/1840 | Application of Spatial Filtering Theory in Anti-Jamming Technology for Frequency Hopping Communication and Implementation of Key Unit
[NO] 1640/1840 | Evaluating Spatial Granularity in Tree Volume Upscaling Using LiDAR and Orthophotos
[NO] 1641/1840 | ChronoSync: An AI-Driven Smart Classroom Scheduler for Sustainable Academic Automation
[NO] 1642/1840 | Strain Rate Deformation Parameters: Formulation and Application to Crustal Analysis
[NO] 1643/1840 | Digital Detox in Academic Contexts - University Students’ Awareness and Attitudes
[NO] 1644/1840 | From PDF to Dataset: Semi-Automated Extraction of Fine-Tuning Data
[NO] 1645/1840 | Research on Semantic Module Extraction of 3D Architectural Models Based on MS-Meshnet
[NO] 1646/1840 | Hybrid CPU-GPU Processing for Efficient Turnaround in NISAR SAR Data Workflows
[NO] 1647/1840 | Machine Learning Based Paddy Yield Prediction Modelling for Punjab Using Multi-Temporal Satellite Data
[NO] 1648/1840 | Multi-Region Pediatric Brain Tumor Segmentation: An Optimized 3D U-Net Approach with Spatial Dimension Analysis
[NO] 1649/1840 | AnBridge: Protecting On-Device AI with Android Virtualization Framework
[NO] 1650/1840 | Development and Validation Plan for Ecosystems Science Products from ISRO in Preparation for Launch and Early Data Products from NISAR Mission
