[2026-06-23 12:08:28] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-22
正在获取论文...
[arXiv] 2026-06-22 | Emergence of Common Noise: Quantitative Conditional Propagation of Chaos
[NO] 1366/1964 | Semiconductor Chips: The Fuel Behind the Artificial Intelligence Revolution—A Technical Seminar by IEEE EDS/SSCS Bangladesh Joint Chapter [Chapters]
[NO] 1367/1964 | 2026 5th International Conference on Electronics, Integrated Circuits and Communication Technology (EICCT)
[NO] 1368/1964 | EMBC Special Issue: Non-invasive BP Estimation via Carotid-Brachial-Radial Coupling: A Physics-Informed Asymmetric Cycle Network Approach
[NO] 1369/1964 | Period Finding for Continuous Functions Cannot Be Automated on Turing Machines
[NO] 1370/1964 | A Robust Impedance Parameter Estimation Method for Three-Phase Unbalanced Distribution Networks with Incomplete Measurement
[NO] 1371/1964 | Embedded Speckle-Assisted Spatiotemporal Multiplexing Phase-Shifting Profilometry for Dynamic 3D Shape Measurement
[NO] 1372/1964 | Integrating Multimodal Learning with Dual-Granularity XAI for E-Commerce Security
[NO] 1373/1964 | Measuring Simulation Fidelity via Statistical Detectability: A Diagnostic Framework for AI-Generated Tutoring Conversations
[NO] 1374/1964 | SHIELD: Evolutionary Synthesis of Privacy-Preserving Pipelines for Live Stream Data Sharing
[NO] 1375/1964 | HPC Congestion Analysis via Programmable Data-Plane Network Emulation
[NO] 1376/1964 | Hyperspectral Imaging-Based Grain Quality Assessment With Limited Labelled Data
[NO] 1377/1964 | IEEE Industry Applications Society Information
[NO] 1378/1964 | Smart Computing Integration Networks: Architecture, Intelligence, Security, and Applications
[NO] 1379/1964 | Cross-Modal Masked Autoencoders for 4D Radar: Learning from Lidar to Boost Radar Object Detection Performance
[NO] 1380/1964 | Event-Triggered Resilient Distributed Fusion for Maritime Cyber-Physical Systems under Joint Cyber Attacks
[NO] 1381/1964 | WiT: Wood Species Identification via a Hybrid CNN–Transformer With Query-Guided Cross-Attention
[NO] 1382/1964 | Advanced Survival Analysis of Competing Risks Data under Block Type-I Hybrid Censoring in Multiple Testing Environments
[NO] 1383/1964 | Knowing When to Answer: Prompting Epistemically Responsible Behaviors in Large Language Models
[NO] 1384/1964 | Real-Time Traffic Accident Detection From Speed Data: A Visual Method Based on Multi-Perspective Spatiotemporal Tensors
[NO] 1385/1964 | Heterogeneous-IRS-Assisted MIMO Systems: Channel Estimation and Beamforming
[NO] 1386/1964 | Table of Contents
[NO] 1387/1964 | Neighbor-Advised Multiagent Reinforcement Learning for Traffic Signal Control in Partially Sensored Networks
[NO] 1388/1964 | Uncertainty-Aware Dynamic Learning with Fuzzy-Guided Temporal Aggregation for Reliable Anomaly Detection
[NO] 1389/1964 | Fly-by transit: A novel door-to-door shared mobility with minimal stops
[NO] 1390/1964 | Silent Poisoning: A Stealthy and Unified Dual-Space Framework for VFL Backdoor Attacks
[NO] 1391/1964 | 6 G Transmitter Based on Heterogeneous III–V-on-Si for Integrated Sensing and Communication
[NO] 1392/1964 | Dynamic Metasurface Antenna Assisted Anti-Jamming Covert Communications
[NO] 1393/1964 | Design of an Ultra-Wideband Low Noise Amplifier
[NO] 1394/1964 | Development of a Portable Sound Therapy Device for Tinnitus Relief
[NO] 1395/1964 | A Lean Manufacturing Approach for Optimizing Sandblasting Efficiency and Reducing Garnet Consumption at ABC Company
[NO] 1396/1964 | Passenger-Centered Ergonomic Assessment of Public Utility Vehicle Loading and Unloading Infrastructure: Policy Gaps and Safety Implications on Narrow and High Traffic National Highway in Northeastern Cebu, Philippines
[NO] 1397/1964 | AI-Driven Educational Data Mining: Predicting BSCS Student Performance from Academic and Digital Access Factors
[NO] 1398/1964 | Finite Element Analysis of Abs/Carbon Fiber Sandwich Composite Frames of Underwater Remotely Operated Vehicle (ROVs)
[NO] 1399/1964 | 2026 IEEE World AI IoT Congress (AIIoT)
[NO] 1400/1964 | IEEE Transactions on Information Theory Information for Authors
[NO] 1401/1964 | Optical-Carrier Microwave Scanning Interferometry Ranging System Based on Linear Stepped-Frequency Modulation
[NO] 1402/1964 | Robust Rolling Horizon Parameterized Approach for Latency-Tolerant Frequency Adjustment of Virtual Storage Synergistic Microgrids
[NO] 1403/1964 | Remaining Useful Life Prediction Method for Turbofan Engines Based on Multi-Scale GRU and Graph Convolutional Network
[NO] 1404/1964 | Effects of Multimodal Monitoring Interface Layouts on Anomaly Recognition in Laser-Arc Hybrid Additive Manufacturing
[NO] 1405/1964 | Research on Intelligent Monitoring Method for Fall Behavior Based on Multi-feature Collaborative Fusion of YOLOv8 Architecture
[NO] 1406/1964 | Research on Flexible Label Stack Protocol and Path Expressiveness in Computing Power Networks
[NO] 1407/1964 | Slow feature analysis for Jigsaw Puzzles
[NO] 1408/1964 | An Efficient Video Analytics and Semantic Retrieval System on Heterogeneous Edge Neural Processing Unit Platforms
[NO] 1409/1964 | Hessian-Guided Loss Weighting for Physics-Informed Neural Networks in Wave Field simulation
[NO] 1410/1964 | Intrinsic Numerical Robustness and Fault Tolerance in a Neuromorphic Algorithm for Scientific Computing
[NO] 1411/1964 | What Matters for Designing Reliable Systems: A New Taxonomy of Failure Cause-Condition-Effect Relationships Based on AUV Missions
[NO] 1412/1964 | Cognitive Discrimination but Behavioral Indifference: Investigating the Knowledge-Action Separation in AI-Assisted Tasks
[NO] 1413/1964 | Preserving the Integrity of the Holy Quran Using Digital Watermarking and Turbo Codes
[NO] 1414/1964 | Robot-Assisted Student Practical Task Evaluation
[NO] 1415/1964 | A Low-Complexity Robust Decoder with Structural Enhancement for Image Semantic Communication
[NO] 1416/1964 | An Energy-Efficient Charge-Sampling Readout Front-End with Floating-Inverter Amplifier
[NO] 1417/1964 | IoT Integrated Pesticide Residue Monitoring for Safer Agricultural Practices
[NO] 1418/1964 | A Comprehensive Framework for Real-Time Detection of Cyberattacks in Drone Networks
[NO] 1419/1964 | Development of Sliding Mode Control for Pneumatic Muscle Actuators in Back Support
[NO] 1420/1964 | Rethinking LLM Evaluation: A Comprehensive Survey, Taxonomy, and the Evaluation Trilemma
[NO] 1421/1964 | AI-Aided Adaptive Digital Signal Processing Framework of IoT Communication Systems Real-Time Noise Reduction
[NO] 1422/1964 | A Comparative Evaluation of Tree-Based Ensemble Methods and Transformers for IoMT Intrusion Detection
[NO] 1423/1964 | An Explainable Transformer-Based Framework for Semantic and Sentiment Analysis of Literary Texts
[NO] 1424/1964 | Research on Collaborative Processing and Application of PPP and PPK for Field Test
[NO] 1425/1964 | A No Off-Chip Capacitor LDO with Hybrid Transient Enhancement
[NO] 1426/1964 | Beyond Detection: Trustworthy Agentic AI for Resilient IoT Security Operations
[NO] 1427/1964 | SemGuard: A Hierarchical Shared Semantic Intelligence Architecture for Secure LLM Systems
[NO] 1428/1964 | Research and Application of BDS Satellite-Based Augmentation Positioning Technology in Transmission Line Inspection
[NO] 1429/1964 | High-Frequency Design of an 8051 Microcontroller Core for Sensing Applications
[NO] 1430/1964 | KineRest-TCN: Pose-Based Restlessness and Hyperactivity Detection in ADHD Children
[NO] 1431/1964 | Diagnosing and Mitigating Multihop QA Failures in Small Language Models with Memory Injection
[NO] 1432/1964 | Runtime Optimization of Mahalanobis Distance for Anomalies in Credit Card Fraud Detection Dataset
[NO] 1433/1964 | Improved Constant False Alarm Rate Detection Algorithm Based on CNN
[NO] 1434/1964 | On the Perspective of Autonomous Robotic Prostate Biopsy
                    <sup>*</sup>
[NO] 1435/1964 | Enhancing Spatial-Temporal Crime Forecasting Using Machine Learning for Law Enforcement
[NO] 1436/1964 | Comparative Investigation on Device-Level Failure of Three Typical SiC MOSFETs Under Single Surge Current Stress
[NO] 1437/1964 | A Composable Spatial Rotation Pointing-Direction Controller via the Hopf Fibration
[NO] 1438/1964 | TriFusion-YOLO: A Three-Stream Context–Aggregation–Reasoning Framework for Bridge Defect Detection
[NO] 1439/1964 | Revealing Social Users’ Values in Reactions: Modeling User Values in Social Networks
[NO] 1440/1964 | Memory Event-Triggered Security Control for Nonlinear Active Suspensions of In-Wheel Motor Drive Electric Vehicles Under Aperiodic Data Loss
[NO] 1441/1964 | An Efficient Privacy-Preserving Retrieval Scheme for Cloud-Based Retrieval-Augmented Generation
[NO] 1442/1964 | Energy-Efficient RAN Slicing via Parameterized Deep Reinforcement Learning
[NO] 1443/1964 | Privacy-Preserving Threshold Announcements With Efficient Batch Verification for Cooperative Intelligent Transport Systems
[NO] 1444/1964 | Research on Graph Attention Multi-Agent Reinforcement Learning-based Beam Hopping Resource Scheduling for LEO/GEO Coexistence
[NO] 1445/1964 | V2v Communication System Using Cognitive Radio and Ai for Collision Avoidance
[NO] 1446/1964 | ISCCN 2026 Cover Page
[NO] 1447/1964 | SimScore: A Similarity Score for Spiking Neurons
[NO] 1448/1964 | An Intelligent Virtual Reality-Based Humancomputer Interaction System with Closed-Loop Adaptive Design for Stress Assessment
[NO] 1449/1964 | Optimal Dynamic Reconfiguration of Multi-Microgrid Systems for Enhanced Efficiency and Reliability
[NO] 1450/1964 | Impact of AI Personalization Experiences on Buying Intention on Online Platforms
[NO] 1451/1964 | Design of a Low-Loss 433-MHz 90° Hybrid Coupler for Underground Wireless Sensor Networks Applied to Smart Agriculture
[NO] 1452/1964 | Aging and Temperature-Aware Dynamic Equivalent Circuit Modeling of Sodium-Ion Batteries
[NO] 1453/1964 | Optimal Design of a Multi-level PID(1+PI) Controller for Frequency Stability in a Diesel-Wind Islanded Power System
[NO] 1454/1964 | Adjustment of Horizontal Wind Turbine Blades using two types of Airfoils
[NO] 1455/1964 | Toward Sensor Fusion Neuromuscular Interface for Continuous Finger Joint Angle Estimation via Deep Transfer Learning
[NO] 1456/1964 | Optimizing Detector Parameters of a High Spatial Resolution Insert for the NeuroEXPLORER Brain PET/CT Scanner
[NO] 1457/1964 | Deep Learning-Based Multivariate Time Series Forecasting via Improved Fuzzy $C$-Means Clustering and Dual Self-Attention Mechanism
[NO] 1458/1964 | Hierarchical Codebook Design for RIS-Based Transmit Arrays
[NO] 1459/1964 | Analytical Modeling of Multi-Cycle Charge Residue Effects on Depth Precision in High-Frequency Indirect Time-of-Flight Range Sensors
[NO] 1460/1964 | Front Cover
[NO] 1461/1964 | LEO Satellites Accelerating Edge Intelligence: Model Transfer and Similarity-Aware Initialization for Federated Learning
[NO] 1462/1964 | Pixel-level RGBT Fusion Tracking via Heterogeneous Multi-expert Distillation and Decoupled Representation Learning
[NO] 1463/1964 | UDCMamba: Uncertainty-Driven Change Detection for Remote Sensing with State Space Model
[NO] 1464/1964 | Digital signature schemes based on code equivalence and syndrome decoding from restricted errors
[NO] 1465/1964 | Announcing the 2025–2026 Predoctoral Achievement and Student Travel Grant Awards Winners [Awards]
[NO] 1466/1964 | IEEE Connect
[NO] 1467/1964 | Focused Ultrasound System Design Considerations Based on the Applications for the Peripheral Nervous System
[NO] 1468/1964 | AceQuant: An Activation-Centric Framework for High-Fidelity Low-Bit Quantization of LLMs
[NO] 1469/1964 | Laser Synchronisation Over One Hundred Kilometers With Stability at Picosecond Scale
[NO] 1470/1964 | AvatarVTON: 4D Virtual Try-On for Animatable Avatars
[NO] 1471/1964 | Toward Communication-Efficient Data Transmission for Autonomous Driving Systems: Techniques, Challenges, and Trends
[NO] 1472/1964 | Research on a Fusion-Based RFID Indoor Localization Algorithm
[NO] 1473/1964 | A Deep Learning-Driven IoT-Cloud Framework for Real-Time Irrigation Monitoring and Automation
[NO] 1474/1964 | BEETS: A Unified Emotive Substrate for Responsible AIoT Governance
[NO] 1475/1964 | A Survey on ABCDE Rule Based Melanoma Detection
[NO] 1476/1964 | Comprehensive Analysis of Common-Drain Amplifier Performance in Negative-Capacitance Transistors and Its Ferroelectric Layer Thickness Dependence
[NO] 1477/1964 | Multi-Class Plant Disease Classification with Synthetic Co-Infection Data Using YOLOv11
[NO] 1478/1964 | Study on the influence of synchronous curing of conductive adhesive on the adhesive strength and thermal stress of aluminum-based cavity components
[NO] 1479/1964 | Pulse-Group Structure-Based Semantic Segmentation of Radar Pulse Streams
[NO] 1480/1964 | Scalable E-Commerce Infrastructure as a Critical Digital System: Platform Scale, Intelligence, and Compliance at Market Level
[NO] 1481/1964 | A Triple-Frequency Adaptive Power Distribution Rectifier Based on Dual-T Branch Matching Network
[NO] 1482/1964 | Understanding and Strengthening Long-Term Human Trust in Autonomous Decision-Makers
[NO] 1483/1964 | Survey on Retrieval-Augmented Generation Techniques for Patient Note Summarization and Patient-Specific Querying
[NO] 1484/1964 | Machine Learning-based Early Detection of Chronic Kidney Disease using Clinical and Laboratory Data
[NO] 1485/1964 | Comparative Study of Voltage Regulation Techniques in DC Microgrids with Hybrid Energy Storage Systems
[NO] 1486/1964 | Handwritten Text Recognition and Correction Using YOLO Deep Learning for Primary Education
[NO] 1487/1964 | Web-Based Machine Learning Application for Automated Railroad Defect Detection
[NO] 1488/1964 | Design of a Remote POE Power Supply Measurement Control System Based on ONENET
[NO] 1489/1964 | Optimization of Slotted Containers and Die-Cut Box Manufacturing Using Time and Motion Study, Therbligs Analysis, and ECRS Technique
[NO] 1490/1964 | Equivalent-Delay-Based Evaluation of Sampling Chains in Digitally Controlled Buck Converters
[NO] 1491/1964 | Cross-Context Fusion and Spatiotemporal Reconstruction for Dynamic Point Cloud Videos
[NO] 1492/1964 | Consistency-Preserving Logit Shaping for Robust Model Stealing Defense with Applications in Wireless Spectrum Security
[NO] 1493/1964 | Developing Simulation-based Learning Materials to Support Practical Broadcasting Skills in Higher Education
[NO] 1494/1964 | Proceedings of the Thirteenth ACM Conference on Learning @ Scale
[NO] 1495/1964 | An Advanced Analytics Dashboard with a Conversational Agent to Support the Analysis of Teacher Training Simulations
[NO] 1496/1964 | Data at Scale: Using Bibliometrics to Understand a Growing Research Subfield
[NO] 1497/1964 | When Do Learners Prefer AI or Human Feedback? Situation-Specific Psychological Predictors of Feedback Source Preference
[NO] 1498/1964 | Feedback Lunch: Learned Feedback Codes for Secure Communications
[NO] 1499/1964 | Blockage-Aware Beamwidth Optimization for Indoor Multi-User THz Systems with Hardware Impairments
[NO] 1500/1964 | Three-Dimensional Dual-Pulse Laser Imaging via Compressive Sensing Based on Nesterov Accelerated Gradient
[NO] 1501/1964 | A Smoothing Pseudo-Labeling Framework for FDIA Detection under Large Load Integration
[NO] 1502/1964 | EvoSpeak: Large Language Models for Interpretable Genetic Programming-Evolved Heuristics_supp1-3705492.pdf
[NO] 1503/1964 | Taku Umebayashi Recognized With 2025 IEEE SSCS Industry Impact Award [Awards]
[NO] 1504/1964 | Will Chips in Our Brain Enhance Our Cognitive Abilities? ISSCC 2026 Discusses the Future of Human Augmentation [Conference Reports]
