[2025-11-21 09:10:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-20
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511200000+TO+202511202359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[IEEE] 2025-11-20 | Section 3: Medical Decision Support Systems. Intelligent Systems in Healthcare
[YES] 759/1000 | Analog Design Experiments With AI—Part 1 [The Analog Mind]
[NO] 760/1000 | Physiology-driven User Perception Prediction for Networked Collaborative Virtual Reality
[NO] 761/1000 | Sensor Fault-Tolerant Control for Closed-Loop Deep Brain Stimulation Using Interval Type-3 Fuzzy Neural Networks
[NO] 762/1000 | FedDGKA: Federated Domain Generalization using Knowledge Alignment
[YES] 763/1000 | TriGen: A Semantic-Feedback Collaborative LLM Test Case Generation Model
[NO] 764/1000 | Intent-Based Networking with QoS-Aware Routing in SDN using AHP based AI Prioritization and Optimization
[NO] 765/1000 | C-band 4λ 960 Gb/s PAM4 Transmission over AR-HCF Enabled by Multi-task Learning
[NO] 766/1000 | Quantum Mixture-Density Network for Multimodal Probabilistic Prediction
[YES] 767/1000 | MMCircuitEval: A Comprehensive Multimodal Circuit-Focused Benchmark for Evaluating LLMs
[YES] 768/1000 | FabThink: A Wafer Analysis Multimodal LLM via Chain-of-Thought-Driven Retrieval Augmentation
[YES] 769/1000 | SO3-Cell: Standard Cell Layout Automation Framework for Simultaneous Optimization of Topology, Placement, and Routing
[NO] 770/1000 | Modified Buck Converter Generating Two Independent Output Voltages Using Resonances: A Case Study
[YES] 771/1000 | IncreGPUSTA: GPU-Accelerated Incremental Static Timing Analysis for Iterative Design Flows
[NO] 772/1000 | SubtreeLU: High-Performance Parallel Sparse LU Factorization for Circuit Simulation
[NO] 773/1000 | Pacemaker Design
[NO] 774/1000 | Dual-Mode Energy Harvesting-Based Aerial Computing in NOMA-IoV Networks via Deep Reinforcement Learning
[NO] 775/1000 | Identification of the Morphology of the High-Frequency Part of Ultra-High Resolution Electrocardiosignals
[NO] 776/1000 | Multibeamformer ICs for Phased Arrays: Enabling spatial multiplexing communication and sensing
[NO] 777/1000 | Exploring Lossy Compression of Activation Data for Emerging AI Accelerators: A Case Study on the Graphcore IPU
[YES] 778/1000 | Revisit Choice Network for Synthesis and Technology Mapping
[NO] 779/1000 | No Redundancy, No Stall: Lightweight Streaming 3D Gaussian Splatting for Real-time Rendering
[NO] 780/1000 | Hardware-Software System for Remote Monitoring of the Respiratory System
[NO] 781/1000 | Growth Prediction of Primary Extra-Axial Brain Tumors of Magnetic Resonance Images Based on Deep Learning
[YES] 782/1000 | Invited Paper: Unitho: A Unified Multi-Task Framework for Computational Lithography
[NO] 783/1000 | Accelerating Genome Alignment Pipeline with In-NAND Search Technology and Group Testing Techniques
[YES] 784/1000 | ZeroSim: Zero-Shot Analog Circuit Evaluation with Unified Transformer Embeddings
[YES] 785/1000 | LEAP: LLM Inference on Scalable PIM-NoC Architecture with Balanced Dataflow and Fine-Grained Parallelism
[YES] 786/1000 | Invited Paper: 2025 ICCAD CAD Contest Problem C: Incremental Placement Optimization Beyond Detailed Placement: Simultaneous Gate Sizing, Buffering, and Cell Relocation
[NO] 787/1000 | Shape Design of Compact HTS Vector Coil for X-ray Diffractometer and Performance Evaluation of Test Coil in Liquid Nitrogen
[NO] 788/1000 | Nondimensional Analysis of Particle Behavior in a T-Type Optofluidic Chip_supp3-3628023.avi
[NO] 789/1000 | IAD-GPT: Advancing Visual Knowledge in Multimodal Large Language Model for Industrial Anomaly Detection
[NO] 790/1000 | Neural Absolute Shift and Rotation Testing for Fizeau Interferometers
[NO] 791/1000 | SGTP: A Safety-Guaranteed Trajectory Planning Algorithm for Autonomous Vehicles Using Gap-Oriented Spatio-Temporal Corridor
[NO] 792/1000 | p-Type Low-Temperature Polycrystalline Silicon Thin-Film Transistor-Based Scan Driver Circuit Capable of Positive and Negative Dual Output Signals
[NO] 793/1000 | A Single-Phase Integrated On-Board Charger with Minimal Current Ripple for Electric Vehicles Having at Least One Motor
[NO] 794/1000 | TactiVis: Towards Better Understanding of Team-based Combat Tactics
[NO] 795/1000 | Author Index
[NO] 796/1000 | RINS-T: Robust Implicit Neural Solvers for Time Series Linear Inverse Problems
[NO] 797/1000 | Hardware Enforcers for Mitigating Cyber-Physical Attacks
[NO] 798/1000 | Solcoin: A Python Solution for Improved Solana Token Trading
[NO] 799/1000 | Everything Depends on Your Hammer: A Systematic Rowhammer Attack Exploration on SPHINCS+
[NO] 800/1000 | Designing and Training Neural Networks for Analog In-Sensor Deployment: A Hardware-Aware Analysis
[YES] 801/1000 | Making the Best Switch: Encoding Strategy Management for Efficient TFHE Circuit Evaluation
[NO] 802/1000 | (Invited) FENIX: Flexible and Efficient Hybrid HE/MPC Acceleration with Near-Memory Processing
[NO] 803/1000 | 3D CoSim: Coupled Operator Learning-Based Co-Simulator for Transferable 3D-IC Analysis
[NO] 804/1000 | Optimizing Memory Latency and Bandwidth of Spiking Neural Network Accelerators on FPGA via Sparse Hashing
[NO] 805/1000 | Workload Characterization Using Cross-Layer Features and Multilevel PCA
[NO] 806/1000 | Adaptive Graphical Settings Optimization for Energy-Efficient Mobile 3D Rendering
[NO] 807/1000 | AlphaFold3 Workload Characterization: A Comprehensive Analysis of Bottlenecks and Performance Scaling
[NO] 808/1000 | On-Package Memory with Universal Chiplet Interconnect Express (UCIe): A Low Power, High Bandwidth, Low Latency and Low Cost Approach
[NO] 809/1000 | WANify: Gauging and Balancing Runtime WAN Bandwidth for Geo-distributed Data Analytics
[NO] 810/1000 | FPsPIN: An FPGA-Based Open-Hardware Research Platform for Processing in the Network
[NO] 811/1000 | Automated System for Remote Monitoring of Epileptic Seizures
[NO] 812/1000 | An Embedded Facial Emotion Recognition Module for Monitoring Affective States in Multiple Sclerosis
[YES] 813/1000 | MuSTNet: SAT-based Exact Multi-Stage Transistor Network Synthesis with Placement Awareness
[YES] 814/1000 | VeriSAT: the Hardware Design of Modern SAT Solver
[NO] 815/1000 | "Energon": Unveiling Transformers from GPU Power and Thermal Side-Channels
[YES] 816/1000 | M3: Mamba-assisted Multi-Circuit Optimization via Model-based RL with Effective Scheduling
[NO] 817/1000 | Robust Control of Rotary Tablet Press via Suboptimal Open-Loop Augmentation Scheme
[NO] 818/1000 | Decentralized Model Predictive Control Algorithm for a Drinking Water Network System
[NO] 819/1000 | Numerical Simulation of Reaction-Diffusion Model for Graph-Based Data Clustering
[NO] 820/1000 | Improving WAF Performance With Advanced ML Models: From RNN to GRU and LSTM
[NO] 821/1000 | Heart Rate Monitoring on Fog Nodes Using Agentic Workflows and Machine Learning Classification For Automated Decision-Making
[NO] 822/1000 | Dynamic Path Planning for Drone Operations in Partially Known Environments
[NO] 823/1000 | On Triangular Forms for x-Flat Control-Affine Systems With Two Inputs
[NO] 824/1000 | Modeling and Simulation of a 155mm Spinning Glide-Guided Projectile From Experimental Data Using Multivariate Orthogonal Functions
[NO] 825/1000 | Digital Twin-Based Architecture for Efficiency and Safety Enhancement in Dynamic Workspaces
[NO] 826/1000 | Performance Evaluation of 802.11ac WLAN Networks in the 5 GHz Band Using MikroTik
[NO] 827/1000 | A Low-Ripple Fluxgate-Based DC Current Transformer
[NO] 828/1000 | IEEE Feedback
[NO] 829/1000 | Intent-Driven DRL-Based Resource Allocation for RIS-Assisted Wireless-Powered IoT Edge Networks
[NO] 830/1000 | A Planar Transformer Integration Design with 2D Scalability for Vertical Power Delivery to HPC Processors
[NO] 831/1000 | Design and Performance Evaluation of a High- Gain Equilateral Triangular Multi-Layer Microstrip Antenna with a Novel Partial Reflective Surface Approach
[NO] 832/1000 | Virtual Reality with Sensory Feedback Gloves: A Pedagogical Strategy for Medical Training_supp1-3634990.pdf
[NO] 833/1000 | President’s Update: Fall 2025 [President’s Corner]
[NO] 834/1000 | Tutorials
[NO] 835/1000 | Panel: HotI 2025
[NO] 836/1000 | Non-contact optical spectroscopy for metabolic and vascular characterizations of orthotopic tongue cancer models
                    <i>in vivo</i>
[YES] 837/1000 | RollPlace: Improving Macro Placement via Monte Carlo Rollout Search
[NO] 838/1000 | Hyperspectral Image Denoising via Transformed Tensor Nuclear Norm and Nonconvex Regularization in Spatial-Spectral Gradient Domains
[NO] 839/1000 | Sparse Bayesian Broad Learning System via Adaptive Lasso Priors for Robust Regression
[NO] 840/1000 | Recent Activities of the IEEE Solid-State Circuits Society Hong Kong Student Branch Chapter [Chapters]
[NO] 841/1000 | CAT-MTLNet: A Novel Deep Multi-Target Framework for Hyperspectral Soil Properties Estimation Using Concrete Autoencoder and Transformer
[NO] 842/1000 | A Multi-step Ambiguity Subset Optimization Algorithm for RTK Positioning in Dynamic Environment
[NO] 843/1000 | ICCAD 2025 Author Index
[NO] 844/1000 | Research on the Integration Path of Urban Community Elderly Care Resources
[NO] 845/1000 | A Federated Learning-Based Approach for Robust and Accurate Financial Fraud Detection
[NO] 846/1000 | Efficiency Analysis of Rural Collective Economies Based on Fuzzy Comprehensive Evaluation and Machine Learning
[NO] 847/1000 | Application and comparative study of machine learning in credit scoring models
[YES] 848/1000 | P2P-Chiplet: Partition and Placement Co-Optimization for Multi-Chiplet Architecture
[YES] 849/1000 | AI Analog Circuit Design Agents : On Knowledge Extraction and Transfer with Knowledge Graphs
[NO] 850/1000 | COBRA: Algorithm-Architecture Co-optimized Binary Transformer Accelerator for Edge Inference
[NO] 851/1000 | DenseSwinNet: a Hybrid CNN-Transformer Model for Robust Classification in Uncontrolled Environments
[NO] 852/1000 | Choosing Augmentation Parameters in OSQP-A New Approach based on Conjugate Directions
[NO] 853/1000 | Towards Accurate Characterization of In-Memory Computing Non-Idealities: A Physics &amp; Data Co-Driven Generative Framework
[NO] 854/1000 | DANCE: Dual-Side Agile N:M Sparse Compressed Digital CiM Accelerator for Efficient Compound AI
[YES] 855/1000 | SNO: Securing Network Function Offloading on FPGA-based SmartNICs in Untrusted Clouds
[YES] 856/1000 | MM-GRADE: A Multi-Modal EDA Tool Documentation QA Framework Leveraging Retrieval Augmented Generation
[NO] 857/1000 | Design of a hardware hash engine for accelerating STARKs on resource constrained devices
[NO] 858/1000 | Monitoring electrical consumption of equipment in a university laboratory
[NO] 859/1000 | CarbonClarity: Understanding and Addressing Uncertainty in Embodied Carbon for Sustainable Computing
[NO] 860/1000 | Revisiting Noise-adaptive Transpilation in Quantum Computing: How Much Impact Does it Have?
[NO] 861/1000 | SpecMamba: Accelerating Mamba Inference on FPGA with Speculative Decoding
[NO] 862/1000 | Enabling Decoder-only Language Model Inference on a CNN Accelerator
[NO] 863/1000 | Gotta Hash ’Em All! Accelerating Hash Functions for Zero-Knowledge Proof Applications
[YES] 864/1000 | Hyle: An HLS Framework for Hyperdimensional Computing Accelerators on FPGAs
[NO] 865/1000 | Gradient fuzzy neural dynamics-based hybrid learning control for unknown robot manipulators under boundary constraint
[NO] 866/1000 | Pointer pressure gauge reading recognition system based on lightweight multitask interactive network for intelligent robotic assisted measurement
[NO] 867/1000 | FOOLSDEDIT: Deceptively Steering Your Edits Towards Targeted Attribute-aware Distribution
[NO] 868/1000 | Section 1: Methods of Processing and Analyzing Biomedical Signals, Data and Images
[NO] 869/1000 | Welcome to the Fall 2025 Issue of
                    <i>IEEE Solid-State Circuits Magazine</i>
                    ! [Editor’s Note]
[NO] 870/1000 | Reviewers
[NO] 871/1000 | Passivity-Based Collaborative Control With Velocity Optimization for Overactuated Electric Vehicles
[NO] 872/1000 | A Parallel Programming and Emitting Scheme for High-Resolution Active-Matrix Micro-LED Displays
[NO] 873/1000 | Research on the construction of human resource recommendation algorithm based on deep learning
[NO] 874/1000 | Waferscale Silicon Photonics Systems: A Cost-Benefit Analysis and Optimization
[YES] 875/1000 | Invited Paper: Optimizing Privacy-Preserving Primitives to Support LLM-Scale Applications
[NO] 876/1000 | Perturbation-efficient Zeroth-order Optimization for Hardware-friendly On-device Training
[NO] 877/1000 | Uranus: Ultra-efficient Acceleration Architecture for the Privacy Inference of Graph Neural Networks
[NO] 878/1000 | High-Gain Disturbance Observer-Based Control of Double Gimbal Control Moment Gyro Systems with Fast Finite-time Backstepping Sliding Mode Control
[NO] 879/1000 | Procedure for Modeling, Identification and Control of a Sustainable House Heating
[NO] 880/1000 | Automated Microclimate Monitoring in Poultry Farms Using Arduino and Node-RED
[NO] 881/1000 | Accelerating Electro-Thermal Co-Analysis via Coarse-to-Fine Physics-Informed Neural Networks
[NO] 882/1000 | Microwave Ablation Antenna Positioning for Breast Cancer Therapy: Towards Personalized Treatment Planning by Using Tumor Morphology and Evolutionary Optimization
[NO] 883/1000 | Feedback control and setpoint optimization for microalgal biomass under solar irradiance – A simulation study
[NO] 884/1000 | Chaos Based Pseudo-Random Number Generator
[NO] 885/1000 | Algorithm for Automatic Determination of Indications for 2RT-Laser Treatment Based on Optical Coherence Tomography Images
[NO] 886/1000 | Mathematical Models of Forearm Tissues in Bioimpedance Measurements
[NO] 887/1000 | Organic Semiconductor-Based Stimulation Device for Peripheral Nerve Regeneration
[NO] 888/1000 | Review for "Improving New Zealand’s Vegetation Mapping Using Weakly Supervised Learning"
[NO] 889/1000 | IEEE Tech RXVI
[NO] 890/1000 | Steering Committee
[NO] 891/1000 | VISANATOMY: an SVG Chart Corpus with Fine-Grained Semantic Labels
[NO] 892/1000 | 2025 IEEE Symposium on High-Performance Interconnects (HOTI)
[NO] 893/1000 | Effect of Nucleation-Stage Reducing Agents on Residual Stress in CVD Tungsten Thin Films
[NO] 894/1000 | STDH 2025 Cover Page
[NO] 895/1000 | STDH 2025 Cover Page
[NO] 896/1000 | Vulnerability Disclosure or Notification? Best Practices for Reaching Stakeholders at Scale
[NO] 897/1000 | Message from the Program Committee Chairs: HotI 2025
[NO] 898/1000 | SR-Planner: Sampling-Based Path Planning with Feasibility-Aware Focus Regions and Robust Trajectory Optimization for Mobile Manipulator_supp1-3634925.mp4
[NO] 899/1000 | Online model-based Lithium-Ion battery state-of-charge estimation using RLS with adaptive three forgetting schemes
[NO] 900/1000 | Design and Validation of a Fuzzy Logic Controller for Multisection Continuum Robots
[NO] 901/1000 | Catering supply chain resilience optimization algorithm from the perspective of multi-agent simulation (MAS)
[NO] 902/1000 | Research on the Relationship among Audit Opinion, Corporate Governance and Green-washing: Based on the Two-stage Moderating Effect of Executives' Digital Background and Regional Digital Environment
[NO] 903/1000 | Learning Trend and Cycle from Macro Big Data: A Contrastive and Supervised Autoencoder for CPI Forecasting
