[2026-09-16 23:19:54] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-15
正在获取论文...
[arXiv] 2026-09-15 | NeuroTS-Net: Multi-Class Semantic Segmentation of Pediatric Brain Tumors in Multi-Modal MRI
[NO] 1316/2000 | Analysis of application scenarios of artificial intelligence in the field of highway transportation and construction of intelligent traffic control agent
[NO] 1317/2000 | Data-Driven Governance: Efficacy Evaluation and Path Optimization of the “Four Determinations” Reform in University Functional Departments Based on Workload Measurement
[NO] 1318/2000 | Construction and Application of the Investment Effectiveness Evaluation System for Comprehensive Plan Projects in Power Grid Companies
[NO] 1319/2000 | Does the Application of Artificial Intelligence Promote Corporate Innovation?——Empirical Evidence from Chinese A-share Listed Companies during 2012–2023
[NO] 1320/2000 | Research on the Impact of Digital Economy on Export Trade in the Greater Bay Area——Based on Machine Learning Models
[NO] 1321/2000 | Volatility Persistence and Model Choice in Cross-Market Volatility Forecasting
[NO] 1322/2000 | Lasso-Based Analysis of the Stock Price Driving Mechanism in the Banking Sector
[NO] 1323/2000 | Design and Implementation of a Lightweight Visual Fire Detection System Based on OpenCV
[NO] 1324/2000 | AgentDiagnosis: A Multi-Strategy Enhanced Framework for Symptom-Disease Classification with LLMs Agents
[NO] 1325/2000 | Regional Sustainable Development Momentum in China: A Data-Driven Measurement Framework and Spatiotemporal Mechanism Analysis
[NO] 1326/2000 | Creation under Constraint: Error-Correction, Aesthetic, and Emotional Experiences of STEM Students in AI-assisted Digital Painting
[NO] 1327/2000 | Short-Term Passenger Flow Prediction for the Jinhua-Lishui-Wenzhou Railway Line with a Prophet-Based Hybrid Model
[NO] 1328/2000 | A Portable Multimodal Potentiostat Module with Stand-Alone Operation for Point-of-Care Electrochemical Biosensing
[NO] 1329/2000 | 2026 10th International Conference on Inventive Systems and Control (ICISC)
[NO] 1330/2000 | Two-Step Conditional Generative Adversarial Network for Surgical Scene Segmentation in Robotic Gastrectomy
[NO] 1331/2000 | Author Index
[NO] 1332/2000 | Grating Lobe Suppression Array Using Mode Composite Transmission Line for Low-Cost IoT Wideband Wide-Angle Coverage
[NO] 1333/2000 | Computing in Science &amp; Engineering
[NO] 1334/2000 | Early-Cycle Lifetime Prediction of Li-Ion Batteries Across Diverse Degradation Conditions_supp1-3733143.docx
[NO] 1335/2000 | Design of an Ultra-Wideband 3D Frequency-Selective Reconfigurable Intelligent Surfaces
[NO] 1336/2000 | CBAGNN-Based Inverse Modeling of Cavity Filters With Frequency-Dependent Coupling Structure
[NO] 1337/2000 | Dual-Polarization Base Station Antenna Array with Wide-Angle Beam Scanning Characteristics Designed on a Heat Sink
[NO] 1338/2000 | A Hybrid Ensemble Learning Model for Electric Vehicles Performance Prediction and Classification
[NO] 1339/2000 | AI-Based Unified Assistive Communication System for Blind, Deaf, and Mute Individual
[NO] 1340/2000 | AI-Driven Human Movement Intelligence System for Real-Time Sports Performance Analysis
[NO] 1341/2000 | Optimizing Credit Card Fraud Detection Using Machine Learning and Explainable AI
[NO] 1342/2000 | Design of Low-Delay Approximate Multiplier Using 4–2 Compressor with EDC
[NO] 1343/2000 | Intelligentmulti-Objective SLA-Aware Load Balancing Framework for Cloud Task Scheduling Using GWO
[NO] 1344/2000 | Bias-Free AI-Driven Placement Automation Using Rule-Augmented Machine Learning with Explainability and Fairness Constraints
[NO] 1345/2000 | Enhancing Security of Cloud Data with Modern Encryption Methods
[NO] 1346/2000 | ResumeVision: NLP Based Screener
[NO] 1347/2000 | Lightweight Trust Evaluation Model for Heterogeneous IoT Environments
[NO] 1348/2000 | An Intelligent Federated Learning Framework for Intrusion Detection in IoT Environments Using Metaheuristic Optimization-Enabled Graph Attention Network
[NO] 1349/2000 | An Enhanced CMOS Design for a High-Speed and Low-Power 4X16 Reversible Decoder
[NO] 1350/2000 | PCOS-XAI: An Interpretable Predictive Model for Polycystic Ovary Syndrome Using Feature Selection and Ensemble Classification
[NO] 1351/2000 | Artificial Intelligence-Based Vehicle Localization Framework for Secure and Accurate Positioning in VANETs
[NO] 1352/2000 | Intelligent layout optimization algorithm of irrigation sprinkler based on machine learning
[NO] 1353/2000 | Dynamic Graph Neural Network-Transformer-LSTM based Multi-Scale Spatio-Temporal Traffic Forecasting
[NO] 1354/2000 | Research on a Multi-Level Retail Demand Forecasting Method Based on the HiCAF-TSF Framework
[NO] 1355/2000 | A Lightweight Hybrid Network with Cosine Metric Classification for Fine-Grained Pet Breed Recognition
[NO] 1356/2000 | A Time-Series Model-Based Approach to Predicting the Efficacy of Traditional Chinese Medicine in Liver Cancer
[NO] 1357/2000 | Construction and Practice of Project-Based Teaching in Medical Nursing Based on Artificial Intelligence
[NO] 1358/2000 | Toward Architecture-Aware Evaluation Metrics for LLM Agents
[NO] 1359/2000 | Performance Evaluation of PI and Fuzzy Logic Controllers for DC-Link Voltage Regulation in a Grid-Following PV Inverter
[NO] 1360/2000 | Harmonic Elimination at Point of Common Coupling (PCC) with Switching angle Correction in Cascaded H Bridge Multilevel Inverters
[NO] 1361/2000 | Harmonic Controllability and Feasibility Limits Using Two Switching Angles
[NO] 1362/2000 | AIGC drives culture heritage protection and visual innovation:A case study of Hongshan Culture
[NO] 1363/2000 | VietNorm: Vietnamese Dialect Normalization
[NO] 1364/2000 | Adaptive image segmentation and sub-pixel edge detection for silicon ingot diameter measurement
[NO] 1365/2000 | LibSleuth: Semantic-Aware and Lightweight Third-Party Library Detection for Android Software Supply Chain Security
[NO] 1366/2000 | Fast Diffusion with Physics-Correction for ACOPF
[NO] 1367/2000 | PV Supported Series DC-Electric Spring for Minimization of Storage Capacity in DC Microgrid
[NO] 1368/2000 | Threshold-Gated Structured Sparsity Enabled by GeSeIn-Based Selector-Only Memory (SOM) for Reconfigurable Sparse Inference
[NO] 1369/2000 | SIAD: Self-Recalibrating Visual Sensors for Drift-Aware Inspection
[NO] 1370/2000 | Semantic-Structure Guided Mamba for Hyperspectral and Multispectral Image Fusion
[NO] 1371/2000 | A Multilocomotion Tensegrity Mobile Robot With Discrete Nodes
[NO] 1372/2000 | Probabilistic mapping of volcanic ash dispersion using MODIS and HYSPLIT to support aeronautical safety operations: Popocatépetl volcano airspace case study
[NO] 1373/2000 | A Lightweight Robotic Ultrasound System With Hybrid Force Control and Modular Force-Range Switching
[NO] 1374/2000 | A High-Linearity All-Silicon Piezoresistive Pressure Sensor Based on Si–Si Bonding for High-Temperature and High-Pressure Applications
[NO] 1375/2000 | Queue-Based Traffic Signal Control Considering Vehicle Delay Balancing for Urban Road Networks
[NO] 1376/2000 | Joint Multi-Condition Representation Modeling Via Matrix Factorization for Visual Place Recognition
[NO] 1377/2000 | AI-Based Underwater Image Enhancement for Marine Exploration
[NO] 1378/2000 | A Luenberger Observer Quadrature Signal Generator-based DVR Control with ADRC-based DC-link and Load Voltage Regulation
[NO] 1379/2000 | A Multimodal ML-ViT Approach for Data and Image Driven Sub-Synchronous Oscillations (SSO) Severity Detection in Wind Turbines
[NO] 1380/2000 | Development of Integrated Smart Garments for Personalized Home Rehabilitation of Neurological Pediatric Patients
[NO] 1381/2000 | Grid Integrated Photovoltaic Hybrid Energy Storage System
[NO] 1382/2000 | A Unified Numerical Framework for Lateral Carrier Diffusion Simulations on GaN-Based microLEDs
[NO] 1383/2000 | Enhanced Hybrid Cross-Tied BIPV Network for Optimized Power and Minimization of Mismatch Loss in Critical Shading Conditions
[NO] 1384/2000 | Impact of Multiband k.p Numerical Modeling on the Electron Effective Mass
[NO] 1385/2000 | ICIVC 2026 Author Index
[NO] 1386/2000 | Experimental Validation of DC Voltage Recovery With Droop Control Behaviour in Inverter
[NO] 1387/2000 | AGV Path Planning and Obstacle Avoidance Method Based on an Enhanced A* and DWA Fusion Algorithm
[NO] 1388/2000 | A Self-Boost Self-Balanced 11-Level Hybrid Multilevel Inverter with Reduced Switch Count
[NO] 1389/2000 | Causal-Ordered Event Logs from Public Health Surveys: Mining Diabetes Process Heterogeneity from NHIS
[NO] 1390/2000 | Deep Reinforcement Learning with Lagrangian-Guided Reward Design for Joint Clustering and Spectrum Allocation in Dynamic UAV Swarms
[NO] 1391/2000 | Optimization of Bismuth Ferrite Sputtering Targets: Comparative Study of La-Doping and Two-Step Sintering on Structural and Dimensional Stability
[NO] 1392/2000 | An Analysis of Cybersecurity Threats Implications on Gaming Industry
[NO] 1393/2000 | Modeling User Proficiency in Recurring Computer Tasks for Ai-Based Adaptive User Interfaces
[NO] 1394/2000 | A Wideband Reconfigurable Power Divider Using a Coupled-Line Coupler for Array Antennas
[NO] 1395/2000 | Saliency-Aware Edge-Based 3D Gaussian Splatting for Immersive Video Streaming
[NO] 1396/2000 | A Machine Learning-Based Framework for Personalized Medicine Recommendation Using Symptom Analysis
[NO] 1397/2000 | Reflection-Type TTD Phase Shifter Based on Propagation-Controlled Reflective Loading
[NO] 1398/2000 | Title Page
[NO] 1399/2000 | FreshMorph: An Adaptive Deep Learning Algorithm for Multi-Spectral Freshness Detection in Fruits and Vegetables
[NO] 1400/2000 | Towards Ontology-Guided Requirements Quality Analysis: an LLM-Based Tool for EHR Systems
[NO] 1401/2000 | Large-Scale Photorealistic Outdoor 3D Scene Reconstruction from UAV Imagery Using Gaussian Splatting Techniques
[NO] 1402/2000 | Apply IoT Solutions to Enhance Education &amp; Student Safety in International Institutions
[NO] 1403/2000 | SSMGCN: Multi-View Graph Clustering with Shared-Specific Information Modelling for Spatially Resolved Transcriptomics
[NO] 1404/2000 | Bio-Inspired Parameter Tuning for Robust State Estimation in Biomedical Robotic Systems
[NO] 1405/2000 | Causal Decision Transformer Spherical Convolutional Neural Network with Dhole Optimization Algorithm for Privacy-Preserving and Secure Blockchain Storage in Healthcare Application
[NO] 1406/2000 | Flexible Intelligent Metasurface-Aided Wideband Multiuser MISO Communication Systems
[NO] 1407/2000 | Quantum Machine Learning for Optimization Problems Leveraging Quantum Computing to Speed Up Large-Scale Optimization in AI Models
[NO] 1408/2000 | Uncovering Hidden Corruption Patterns Leveraging Data Analytics
[NO] 1409/2000 | Federated Learning for Secure and Distributed Healthcare Data Analytics
[NO] 1410/2000 | Modality-Conditioned Quantization and Alignment for Generative Recommendation
[NO] 1411/2000 | A Collaborative Robotic Station for Vision-Guided Garnishing of Refrigerated Food Products
[NO] 1412/2000 | Path-Level Radio Map-Aided Fast and Robust Channel Estimation for Pilot-Starved MIMO-OFDM Systems
[NO] 1413/2000 | Coverage and Channel Analysis of Indoor Non-Line-Of-Sight Ultraviolet Communications Considering Second-Order Reflections
[NO] 1414/2000 | Achievable Rate Analysis of Non-Ideal Cell-Free Massive MIMO Systems with RSMA
[NO] 1415/2000 | A Wideband Terahertz Interconnection Between Microstrip Line and Waveguide Using Novel ShortCircuited Stub
[NO] 1416/2000 | Design and realisation of an electronic system capable of analyzing the mechanical impact of the washing process on e-textiles
[NO] 1417/2000 | MoE-KAN-AD: Mixture-of-Experts Kolmogorov-Arnold Autoencoders for Univariate Time Series Anomaly Detection
[NO] 1418/2000 | Controllable Neural Image Compression via Analytical Rate-Distortion Modeling and Hierarchical Modulation
[NO] 1419/2000 | Exploiting LDMOS-PA for kW SSPA Applications
[NO] 1420/2000 | Comparing Discounted and Average Cost Criteria for Condition-Based Replacement of Continuously Degrading Systems
[NO] 1421/2000 | Federated Representation Learning for Heterogeneous Data
[NO] 1422/2000 | Transcutaneous Electrical Stimulation at the Wrist Evokes Distal Sensations on the Hand and Provides Sustained Post-Stimulation Spasticity Relief in Stroke Survivors
[NO] 1423/2000 | A Trust-Aware Explainable AI Framework for Intelligent Threat Prioritization in Secure Communication Systems
[NO] 1424/2000 | Table of Contents
[NO] 1425/2000 | Reinforcement-Learning-Based Assistance Reduces Squat Effort with a Modular Hip–Knee Exoskeleton
[NO] 1426/2000 | Unidirectional Human-Robot-Human Physical Interaction for Gait Training
[NO] 1427/2000 | Space-Time Metasurface Antennas: Concept, Design, and Applications
[NO] 1428/2000 | Multipath-Aware Human Activity Recognition for Non-Line-of-Sight Ultra-Wideband Radar Sensing
[NO] 1429/2000 | Physics-Conditional Diffusion for High-Fidelity Channel Digital Twins in Non-Terrestrial Networks
[NO] 1430/2000 | Mapping the Intersection of AI and Biodiversity: A Bibliometric Analysis of Global Research Trends from 1996 to 2025
[NO] 1431/2000 | Biomechanics-Driven Optimization of Exoskeleton Configuration and Control for Knee Contact Force Reduction in Inclined Walking
[NO] 1432/2000 | Flow Scheduling for Airship-Assisted mmWave High-Speed Railway Communications
[NO] 1433/2000 | Multi-Material Additively Manufactured Wideband Dual-Linear Polarized Antenna with High Isolation
[NO] 1434/2000 | Machine Learning Framework for Accurate Detection and Classification of Disorders of Consciousness in Patients with Traumatic Brain Injuries Using Multimodal Neuroimaging
[NO] 1435/2000 | Half-Diamond MOSFETs: A Geometry-Driven RHBD Strategy with Enhanced Performance Under X-Ray TID
[NO] 1436/2000 | A Passive, Variable-Force Mechanism for Energy Storage and Return: Toward Lightweight Assistive Exosuits for Older Adults
[NO] 1437/2000 | Design of a High-Performance Terahertz Multiplier Based on Thin-Film Technology
[NO] 1438/2000 | Inverse Kinematics Solution for Eight-DOF Redundant Robotic Manipulator Based on Parameterized Joints and Genetic Algorithm
[NO] 1439/2000 | Deep Reinforcement Learning-Based 3C Optimization and UAV Trajectory Planning for Semantic-Aware Edge Intelligence Networks
[NO] 1440/2000 | New approach of Nickel Thin Film Micro Temperature Sensor Integrated into a MEMS Microheater
[NO] 1441/2000 | Avian-Inspired Predictive Control for Joint Stabilization
[NO] 1442/2000 | Optimization of Visual Processing Pipeline for Secure Multi-Party Computation in Machine Learning
[NO] 1443/2000 | System Architecture for Ferromagnetic Object Localization Based on Machine Learning Techniques and Computer Vision
[NO] 1444/2000 | XAI-Driven Hybrid CNN–ML Framework for Precise Oral Cancer Classification
[NO] 1445/2000 | Auditing Pseudo-Regression Risk in Clustered Panel Machine Learning: A Multi-Stage Diagnostic Framework with ICC Screening, Rolling-Origin Validation, Group-Demeaned Validation, and LOCO-CV
[NO] 1446/2000 | On Energy and AI: Redux
[NO] 1447/2000 | NeuroCharge Employs Neural Networks to Enhance Impedance Matching in Bidirectional Wireless EV Charging Systems
[NO] 1448/2000 | Design and Validation of a Connected Low-Pressure Nano-Silver Sintering Platform with Real-Time Process Control for Power Electronics Interconnects
