[2026-05-12 11:22:26] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-11
正在获取论文...
[arXiv] 2026-05-11 | Coarse Menger property of quasi-minor excluded graphs and length spaces
[NO] 1657/2000 | The Role of Blockchain Technology in Ensuring Security, Transparency, and Trust in Healthcare Data Sharing
[NO] 1658/2000 | A Multi-Modal Architecture for Document Forgery Detection
[NO] 1659/2000 | AI-Driven Urban Waste Reporting and Tracking Platform Using Deep Learning
[NO] 1660/2000 | Comparative Performance Analysis of Organic and Inorganic ETLs in CsSnBr
                    <sub>3</sub>
                    -Based Perovskite Solar Cells
[NO] 1661/2000 | Full Stack AI System For Detecting and Monitoring Illegal Landfills In Villages Using Satellite Imagery
[NO] 1662/2000 | Robust Beamforming Optimization and Transmission Performance Analysis for Dynamic Vehicle Meeting Scenarios
[NO] 1663/2000 | Efficient Matrix Multiplication through Algorithmic Optimization and Cross-Platform Implementation
[NO] 1664/2000 | A 1GS/S 10Bit Time-Interleaved SAR ADC
[NO] 1665/2000 | Aggregate Cyber Loss Modeling with Tvarconstrained Premium Optimization: A Monte Carlo Framework with Spliced Severity and Systemic Dependence
[NO] 1666/2000 | Spectral-Temporal Graph Transformers: Leveraging Spectral Gated Attention for Noise-Resilient Traffic Forecasting
[NO] 1667/2000 | Multiclass Classification of Alzheimer's Disease Stages from MRI Using a CNN
[NO] 1668/2000 | Early Detection of Data Leakage in Multi-Tenant Clouds Using Machine Learning
[NO] 1669/2000 | Synergistic Control of Boost Converter Using Linear Quadratic Regulators with Integral Action
[NO] 1670/2000 | AI-Powered Smart Cloud Kitchen with Personalized Recipe Recommendation System
[NO] 1671/2000 | Cardiovascular Disease Classification Using Machine Learning Techniques
[NO] 1672/2000 | Contrastive Representation Learning for Acute Lymphoblastic Leukemia: A SimCLR and EfficientNet-B0 Approach
[NO] 1673/2000 | Electro-Thermal Behavior of AlGaN/GaN HEMTs on SiC, Si, Sapphire and Diamond Substrates
[NO] 1674/2000 | Fake Review Detection in Fashion E-commerce Using Machine Learning
[NO] 1675/2000 | Comparative Analysis of Machine Learning Models for Clinical Risk Prediction
[NO] 1676/2000 | Plant Disease Classification Using EfficientNetB3 for Tomato Leaf
[NO] 1677/2000 | Deep Reinforcement Learning Combined with Lyapunov for Dynamic Resource Scheduling in Maritime Unmanned Swarms
[NO] 1678/2000 | A Logical Evaluation of Healthcare Logistics Management and Supply Chain Performance through ICT-assisted Learning Approach.
[NO] 1679/2000 | EVM Testing Method for Programmable RF Transceivers
[NO] 1680/2000 | IMAC-Net for Interpretable Multi-Label ECG Classification via Multi-Scale Attention and Label Correlation
[NO] 1681/2000 | WasteBelt: A CNN-Based Smart Waste Sorting System with Conveyor Automation and ESP32-CAM Integration
[NO] 1682/2000 | BART-SCE: A Dialogue Summarization Model Enhanced by Sentence Centrality
[NO] 1683/2000 | Aware of Latency Moving to Edge–Cloud Computing Collaborative Mobile Computing: Real-Time Decision-Making Algorithms
[NO] 1684/2000 | LangChain Orchestrated Ecosystem for Token-Aware LLM Routing, Hybrid Semantic Retrieval and Explainable Conversational Automation with Dynamic Data Handling
[NO] 1685/2000 | Design and Realization of BMC Trusted Startup Based on a Dual-Core System
[NO] 1686/2000 | A Unified Generative AI System for Synthetic Image Creation and Detection
[NO] 1687/2000 | Design and Evaluation of a Vertical-Axis Turbine for Renewable Electricity Generation in Water Distribution Systems
[NO] 1688/2000 | Toward Intelligent Fault-Tolerant Quantum Computing: A Review of Google’s Willow Processor and AI Integration
[NO] 1689/2000 | The Efficiency Comparison of Stroke Disease Prediction Models Using Machine Learning Techniques
[NO] 1690/2000 | A Machine Learning Approach For Securing OTT Platforms: Threat Analysis and Detection
[NO] 1691/2000 | Multi-Objective Scheduling for Large Language Model Inference with Prompt-Level Cost Prediction and SLO Awareness
[NO] 1692/2000 | Smart Retrieval of Industrial Standards with LLM and Elastic search
[NO] 1693/2000 | The Dual-core Simple-12: Design and Development of the World’s Smallest Multi-core Processor
[NO] 1694/2000 | IoT-Enabled Water Quality Monitoring with Auto-Scalable Cloud DevOps Pipelines
[NO] 1695/2000 | Detection of Corn Plant Diseases Using Advanced Deep Learning Architectures
[NO] 1696/2000 | Joint Beamforming and Semantic Compression Algorithm for Integrated Sensing and Communication Networks with Transformer-Based Semantic Encoding
[NO] 1697/2000 | Zero-Copy Proxy Tunneling via Linux Splice for Cloud Infrastructure
[NO] 1698/2000 | On What GPT-Style Initialization Contributes to Sensor-Only Traffic Forecasting a Parameter-Matched Case Study on Two PEMS Benchmarks
[NO] 1699/2000 | Dynamic Big Data Summarisation Using Transformer-Based Generative Models
[NO] 1700/2000 | Constitutional Compass: A Retrieval-Augmented Generation Framework for Indian Legal and Constitutional Analysis
[NO] 1701/2000 | Communication-Computation-Efficient Federated Learning with Sparse Aggregation and Shared Anchor Data
[NO] 1702/2000 | Human and Machine: Reimagining Creativity through Artificial Intelligence in Visual Arts Practices
[NO] 1703/2000 | Effective Intrusion Detection in Industrial IoT Networks Using a Hybrid GAN-CNN Framework
[NO] 1704/2000 | Predictive Machine Learning Model for Accurate and Scalable Credit Risk Assessment in Digital Lending Platforms
[NO] 1705/2000 | An Explainable Federated EfficientNet–Transformer Model for Lung Cancer Classification from Histopathological CT Images
[NO] 1706/2000 | Kalman_MASAC: An Enhanced Reinforcement Learning Algorithm Optimised for Cloud-Edge-Device
[NO] 1707/2000 | Exploring Heavy Metal Contamination of Plastic Polymers in EV Battery Packs
[NO] 1708/2000 | DelowlightSplat: Feed-Forward Gaussian Splatting for Lowlight 3D Scene Reconstruction
[NO] 1709/2000 | Automatic Road Extraction and Alert Generation for New Roads from Satellite Imagery
[NO] 1710/2000 | PI-SGF: Physics-Informed Swin-GeoFormer for Unsupervised Pore Aspect Ratio Prediction in Reservoir Characterization
[NO] 1711/2000 | ComSoc Training
[NO] 1712/2000 | A Hybrid Modulation Strategy for Enhancing the Reactive Power Output Capability of Three-Phase Isolated DC-AC Matrix Converter
[NO] 1713/2000 | Reddit as a Semantic Sensor: Forecasting Forex Movements via Emotionally Weighted Signals in Computational Social Systems
[NO] 1714/2000 | Verification and Synthesis of Compatible Control Lyapunov and Multiple High-Order Control Barrier Functions
[NO] 1715/2000 | HALO: Language-Conditioned Overhead Monocular Aerial Exploration and Navigation
[NO] 1716/2000 | Novel Synthesis Design for Absorptive Frequency-Selective Reflector
[NO] 1717/2000 | IEEE Transactions on Very Large Scale Integration (VLSI) Systems Society Information
[NO] 1718/2000 | Modular High-Efficiency Bidirectional Isolated DC/DC Converter with Synchronous Control for Energy Storage System
[NO] 1719/2000 | Robust Distributed Optimization for Multi-Agent Systems with General Linear Models
[NO] 1720/2000 | Enhancing Mouth Stick Usability for People with Tetraplegia: A Quantitative Evaluation of UI Target Size and Placement
[NO] 1721/2000 | Meta relation-aware Metric Learning Framework for Few-Shot Uncertain Knowledge Graph Completion
[NO] 1722/2000 | Development of the Fully Automatic Robotic Storyteller – Comparing Manual, Semi-Automatic, and LLM-Based Emotional Story Annotation for Multimodal Robotic Storytelling
[NO] 1723/2000 | Probabilistic Collision Risk Estimation through Gauss-Legendre Cubature and Non-Homogeneous Poisson Processes
[NO] 1724/2000 | Robust Complete Synchronization of Coupled Boolean Networks with Stuck-at Fault
[NO] 1725/2000 | Program Committee
[NO] 1726/2000 | Artificial intelligence tools in code quality analysis:A systematic review
[NO] 1727/2000 | Detecting AI-Generated News: A Comparative Study of Machine Learning and Large Language Models
[NO] 1728/2000 | Construction and Empirical Study of a Big Data-Driven Defect Prediction Model in Software Development*
[NO] 1729/2000 | YOLOv8-Based Real-Time Target Monitoring System for Multiple Scenarios
[NO] 1730/2000 | An Eye-Tracking Study on Lexical Emotionality and Semantic Transparency in Mongolian Reading Among Mongolian University Students
[NO] 1731/2000 | EEG-based Multiband Rhythmic Power Ratio Analysis During Hand Grasping Tasks for Post-Stroke Assessment
[NO] 1732/2000 | A Hybrid CNN-BiLSTM-Attention Model for ADHD Detection Using Heart Rate Variability
[NO] 1733/2000 | Gene Regulatory Network Inference via Graph Structure Learning
[NO] 1734/2000 | CDDDNet: A Cross-Domain Depression Detection Network Based on Transfer Learning
[NO] 1735/2000 | Entropy-Based Detection of Unknown Cell Type Using Deep Learning on Single-Cell RNA-Seq Data
[NO] 1736/2000 | Multimodal Assessment of Orthotic Intervention in Flatfoot Gait Using EMG and Plantar Pressure Analysis
[NO] 1737/2000 | Multiscale Mamba Model with Self-supervised Learning for Cross-subject EEG-based Epileptic Seizure Detection
[NO] 1738/2000 | Between YouTube and AI: Parental perspectives on technology in early childhood national identity education
[NO] 1739/2000 | Performance Evaluation of a Peer-to-Peer Service Framework Using UML and SPN
[NO] 1740/2000 | Zero-Trust Architecture for Hybrid Cloud Security in Critical Infrastructures
[NO] 1741/2000 | PotatoLeafNet: Deep Learning Approach for Potato Leaf Disease Identification
[NO] 1742/2000 | Meta-Learning for Adaptive Dynamical System Characterization
[NO] 1743/2000 | Gamifying Financial Literacy in the Digital Era
[NO] 1744/2000 | Smart Healthcare Prediction Using Hybrid Machine Learning And Fuzzy Logic Systems
[NO] 1745/2000 | CNN-Driven Model for Aerial and Satellite Image Classification and Feature Extraction
[NO] 1746/2000 | AI-Augmented Optimization of High-Gain Circularly Polarized MIMO Dielectric Resonator Antennas
[NO] 1747/2000 | Machine Learning Approaches For DDOS Attack Detection And Prevention: A Comprehensive Analysis
[NO] 1748/2000 | IoT-Enabled Dynamic Load Profiling and Real-Time Tariff Optimization for Smart Energy Management
[NO] 1749/2000 | A Compact L-Shaped Wearable Antenna on FR-4 Substrate for Medical Applications
[NO] 1750/2000 | Robust Binary-to-Grayscale Image Restoration via ControlNet
[NO] 1751/2000 | Automatic Detection of the Upper Respiratory Tract Infection from Speech Using Intrinsic Mode Mel Frequency Magnitude Coefficients
[NO] 1752/2000 | Implementation of Edge-AI to Process Photographs on Mobile Devices: Compact Neural Network Models for Tracking Wildlife in Distant Forest Areas
[NO] 1753/2000 | Deep Learning-Based Multi-Class Classification of Plant Leaf Diseases with CNN and VGG16
[NO] 1754/2000 | Energy Efficient PV System Monitoring Using IoT and Hybrid World Cup Optimisation ANN Model
[NO] 1755/2000 | EV Battery Health Prediction and Personalized Recommendations using LightGBM and SHAP
[NO] 1756/2000 | Research on an Improved YOLO Network Architecture for Small Object Detection
[NO] 1757/2000 | Multi-Class Anemia Classification from CBC Profiles Using a Feature-Refined and SHAP-Augmented Machine Learning Pipeline
[NO] 1758/2000 | FinChronos: An Ensemble Model Framework for Stock Market Forecasting
[NO] 1759/2000 | Secure Systems for the Air Force with 5G Communication: Improving Network Resilience and Real-Time Data Exchange for High-Intensity Operations
[NO] 1760/2000 | Generative AI for Synthetic Cyber Threat Simulation and Defense Training
[NO] 1761/2000 | Optimized ECG Based Detection of Heart Abnormalities Using Federated Machine Learning
[NO] 1762/2000 | A Strategic Framework for Sustainable Technological Innovation in Volatile Global Environment
[NO] 1763/2000 | An Optimized SVM Ensemble Framework with Deep Feature Extraction for Sugarcane Crop Disease Identification
[NO] 1764/2000 | Deep Generative Adversarial Networks for Automating the Coloring of Images
[NO] 1765/2000 | Narrative Driven Layered Image Generation For Character and Scene Composition
[NO] 1766/2000 | SWOA: A Hybrid Sailfish–Whale Optimization Algorithm for Multi-UAV Path Planning in Complex Rescue Scenarios
[NO] 1767/2000 | An Improved Coati Optimization Algorithm via Cubic Chaotic Initialization and Cauchy Mutation
[NO] 1768/2000 | Kubeflow for Healthcare: Zero-Touch Model Retraining in HIPAA-Compliant Clouds
[NO] 1769/2000 | An Integrated AI-Driven Optimization Framework for Energy-Aware, Low-Latency, and Reliable IoT Communication in Smart Healthcare Systems
[NO] 1770/2000 | Maternal Health Risk Assessment with Interpretable Machine Learning: Evidence from Bangladesh
[NO] 1771/2000 | Advancements in AI-Based MPPT Algorithms for Optimizing Solar Power Systems in Electric Vehicle Charging Stations
[NO] 1772/2000 | IoT Based Smart Safety Mask for Real-Time Chemical Monitoring in Industrial Environments
[NO] 1773/2000 | A Cloud-Edge Collaborative IoT Architecture for Intelligent Indoor Air Purification: System Design and Development
[NO] 1774/2000 | Intelligent Task Scheduling for Humanoids with Novel Heuristic Prediction Control
[NO] 1775/2000 | CB-DSIF: A Dual-Stream Interactive Fusion Model for Network Intrusion Detection Based on 1DCNN and BiGRU
[NO] 1776/2000 | Real-Time Face Recognition System for Age and Gender Prediction: A Robust CNN-Ensemble Approach with IMDB-WIKI and UTKFace Datasets
[NO] 1777/2000 | Zero-Shot Traffic Classification for Unseen Applications Using Convolutional Neural Network and Word2Vec
[NO] 1778/2000 | Requirement Mapping for Complex Equipment: An LLM-Enhanced GQFD Method
[NO] 1779/2000 | Cyber Digital Twin-Enabled Security Attack-Defense Target Range for Vocational Training
[NO] 1780/2000 | Resource-Level HTTPS Encrypted Traffic Dataset forWebsite Fingerprinting
[NO] 1781/2000 | The Use of Digital Methods in Dental Prosthetics and Temporomandibular Joint Diagnostics
[NO] 1782/2000 | Table of Contents
[NO] 1783/2000 | Table of Contents
[NO] 1784/2000 | SPICSCON 2025 Cover Page
[NO] 1785/2000 | Optimizing Phase-Scheduling with Throughput Trade-offs in AQFP Digital Circuits
[NO] 1786/2000 | Hybrid VAE-PSO Strategy for Rapid and Reliable Inverse Design of Square-Loop FSS
[NO] 1787/2000 | All-fiber-based interplay of bunched, noise-like and dissipative solitons in nearly zero-dispersion EDFL
[NO] 1788/2000 | Design of Passive Optical Network Based O-RAN X-haul: A Systematic Approach
[NO] 1789/2000 | Event-Based Secure Control for Cyber-Physical Power Systems Under Stochastic DoS Attacks
[NO] 1790/2000 | Stability-Aware Communication via Weighted Potential Games for Multi-Agent Trajectory Prediction
[NO] 1791/2000 | IEBench: Benchmarking Unlearning Identity-Event Entangled Concepts for MLLM-Based Systems in Agentic Edge Networks
[NO] 1792/2000 | IEEE Transactions on Magnetics Institutional Listings
