[2026-06-26 11:45:10] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-25
正在获取论文...
[arXiv] 2026-06-25 | CLIR: Liveness-Driven and Structure-Aware Fuzzing for the Cranelift Compiler
[NO] 1502/1660 | When Retrieval Augmentation Meets API Documentation: Can LLMs Code with Less-Common Libraries?
[NO] 1503/1660 | Edge AI on Constrained Devices: A Survey of Deployment, Optimization, and Lifecycle Management
[NO] 1504/1660 | Empowering the Next Generation: What’s New for IEEE IAS Education in 2026? [Education News]
[NO] 1505/1660 | A Spine-Muscle Inspired Robotic Fishtail With Tunable Impedance: Design, Dynamic Modeling, and Performance Analysis
[NO] 1506/1660 | Computing Edge
[NO] 1507/1660 | A Differentially Private Weighted Empirical Risk Minimization Procedure and its Application to Outcome Weighted Learning
[NO] 1508/1660 | VariableGradient Mg-Doped p-GaN/AlGaN/GaN HEMT With Low Gate Leakage Current
[NO] 1509/1660 | TagParaFormer: Cross-Hybrid Attention Learning framework for Topology-Aware Road Network Extraction from Remote Sensing Imagery
[NO] 1510/1660 | Deep Unfolding Network-Assisted Jamming Mitigation for Movable Antennas System
[NO] 1511/1660 | Enhanced Frequency Regulation Utilizing Wind Power: Model Predictive Control Considering Adjustable Capacity of Wind Turbines
[NO] 1512/1660 | Poster Abstract: Kriging-Guided Fusion with Budget-Adaptive Learned Compression for Spatial Field Reconstruction in WSNs
[NO] 1513/1660 | Home Energy Management Using Deep Q-Networks for Cost/Grid Dependency Reduction
[NO] 1514/1660 | Rotary Insight: A Framework for Deep Learning Driven Fault Diagnosis and Health Monitoring of Rotary Machinery
[NO] 1515/1660 | Trustworthy AI for Unbalanced Industrial Data Classification
[NO] 1516/1660 | Improvement of RGB-Based Person Reidentification Using Artificial Modalities
[NO] 1517/1660 | A Hybrid Handcrafted-Deep Feature Fusion Framework for Detecting Conventional Forgeries and Deepfakes
[NO] 1518/1660 | AdaPose3D: Adaptive Framework for Multi-View 3D Human Pose Estimation
[NO] 1519/1660 | Poster Abstract: Introducing HARBench – A Multi-Axis Benchmark for Evaluating Foundation Models in Sensor-Based HAR
[NO] 1520/1660 | Amara’s Law
[NO] 1521/1660 | Retired LiFePO
                    <sub>4</sub>
                    Battery Sorting Using Electrochemical Impedance Spectroscopy and Multi-Modal Feature Fusion
[NO] 1522/1660 | Masthead
[NO] 1523/1660 | MonoPRT: Progressive Relation-Aware Refinement Transformer for Monocular 3D Object Detection
[NO] 1524/1660 | CSIR3D: Single-View Indoor 3D Object Detection via Geometric Feature Restoration
[NO] 1525/1660 | A Novel PCE Approach for Uncertainty Quantification of Multiconductor TLs Involving Noise and Dependent Random Parameters
[NO] 1526/1660 | Copyright Page
[NO] 1527/1660 | The Hermit Crab Strategy: Navigating a Global Career in Mission-Driven Tech
[NO] 1528/1660 | Soft Voting Ensemble with Mimic Tree Surrogate: A High-Fidelity XAI Framework for Tabular Medical Diagnosis
[NO] 1529/1660 | Causally Informed Domain-Guided Machine Learning for Imbalanced Lithofacies Classification from Well Logs
[NO] 1530/1660 | Cognitive Fatigue–Aware Speed Selection for Human–Robot Collaboration
[NO] 1531/1660 | The Method for Tailoring and Deploying of Aircraft Embedded Operating System Based on OpenEuler
[NO] 1532/1660 | Poster Abstract: Voice Messaging Over LoRaWAN
[NO] 1533/1660 | Demo Abstract: Real-Time mmWave-Based Humanoid Arm Teleoperation
[NO] 1534/1660 | Every Breath You Take (I’ll Be Logging You): Detecting Metric Gaming in Educational Software Projects
[NO] 1535/1660 | Exploring Mocking Techniques for Managing External Dependencies in Service-Based Systems: A Mapping Study
[NO] 1536/1660 | Bidirectional Thrust Fault-Tolerant Quadcopter Against Rotor Failure
[NO] 1537/1660 | IEEE Transactions on Electron Devices Publication Information
[NO] 1538/1660 | Table of Contents
[NO] 1539/1660 | IEEE Computer Society Call for Papers
[NO] 1540/1660 | NiLoPher: Breaking a Modern SAT-Hardened Logic-Locking Scheme via Power Analysis Attack
[NO] 1541/1660 | Investigating Effect of Dimensional Variance on Separation of Glomerular Ultrafiltrate in a Microfluidic Environment_supp1-3706797.docx
[NO] 1542/1660 | UHDRes: Ultra-High-Definition Image Restoration via Dual-Domain Decoupled Spectral Modulation
[NO] 1543/1660 | Development of Hand Printed Flexible Graphene/Graphite Thermocouple Sensors on Paper
[NO] 1544/1660 | S
                    <sup>3</sup>
                    G-Net: Lightweight Banded Network for Real-Time Speech Enhancement
[NO] 1545/1660 | Exploring the Practices and Factors Influencing Requirements Change Management in Agile Global Software Development: A Systematic Literature Review
[NO] 1546/1660 | Concurrent Acoustic Feature Learning for Robust Speech Emotion Recognition Under Data Scarcity
[NO] 1547/1660 | Power Transformer Fault Classification Using Industry 4.0-Compliant Machine Learning Under Data Missing Conditions
[NO] 1548/1660 | RLPR: Radar-to-LiDAR Place Recognition via Two-Stage Asymmetric Cross-Modal Alignment for Autonomous Driving
[NO] 1549/1660 | Copyright and Reprint Permission
[NO] 1550/1660 | Poster: EIT Reconstruction with Physics-Consistent Unrolled Learning
[NO] 1551/1660 | Poster Abstract: Comparative Study of Encryption Algorithms in Battery Powered Thread© Networks for Smart Homes
[NO] 1552/1660 | ToxDetect: Detecting Implicit Toxicity in Non-Profane Language
[NO] 1553/1660 | AI and Jobs in Future of Iran: Blessing or Danger?
[NO] 1554/1660 | Generative AI for Renewable Energy and Environmental Sustainability: Applications, Limitations, and Future Directions
[NO] 1555/1660 | Automated Melanoma Localization Using the DINO Transformer Framework
[NO] 1556/1660 | Approach for Sensor Layout Generation in Human-Robot Collaboration Applications
[NO] 1557/1660 | dAurora: A Prescriptive Solution based on AI to Shed Light on Dark Engineering of Fake News
[NO] 1558/1660 | An Exponentially Stable Discrete-time Primal-dual Algorithm for Distributed Constrained Optimization
[NO] 1559/1660 | Streamer Discharge Mechanisms in Composite Gaps Consisting of Solid Dielectric and Air
[NO] 1560/1660 | Online Data-Driven-Based Optimal Output Tracking Control Without Initial Stabilizing Policy
[NO] 1561/1660 | Human-in-the-Loop Adaptive-Enhanced Constraint Management for Switched Systems via Self-Adjusting Feedback Triggering Mechanism
[NO] 1562/1660 | Online DC-link Capacitor Monitoring Based on Fine Modeling and Gradient-Descent Restricted Total Least-Squares
[NO] 1563/1660 | Improved Super-Twisting Sliding Mode Control for Sensorless IVC-IM Drives With Integrated Hybrid Energy Management in HEVs
[NO] 1564/1660 | An Efficient IoMT-Based Clinical Analysis Framework for Thyroid Nodule Segmentation Toward Consumer Health Management
[NO] 1565/1660 | Table of Contents
[NO] 1566/1660 | A Robust Grid-Forming Stabilizer for Enhanced Damping of VSCs against Wide SCR Variations
[NO] 1567/1660 | Impromptu: An LLM-Driven Prompt-to-Hardware Circuit Prototyping Platform on a Cartesian Gantry
[NO] 1568/1660 | Pepwa.Js: A Performance Evaluation Tool for Parallel Web Applications
[NO] 1569/1660 | Comparative Multi-Platform Analysis and Insights of China's Sector Standard Data
[NO] 1570/1660 | Adhera: A Human-Centered Health Informatics Solution for Reducing Informal Caregiver Burden through Improved Medication Adherence
[NO] 1571/1660 | A Dual-Path Attention Network with Adaptive Temporal Fusion for Sleep Apnea Detection from ECG Signals
[NO] 1572/1660 | Poster Abstract: MANTIS: Manufacturable Application-Specific Narrowband Tunable Filters for Inference-in-Sensor
[NO] 1573/1660 | Poster Abstract: Measuring Predictability of Ambient Energy Harvesting with Calibrated Probabilistic Forecasting
[NO] 1574/1660 | <i>H</i>
                    ∞ Control with Transients for Linear Time-Varying State-Delay Systems: A Pseudospectral Approach
[NO] 1575/1660 | A 1.0 V, 5.36 μW Single-Lead ECG SoC with Chopper-Stabilized AFE, Event-Driven OvA LSVM, and PACER On-Chip False-Alarm Suppression
[NO] 1576/1660 | Improving Color Image Steganalysis with Dual Contrastive Learning
[NO] 1577/1660 | Federated Unlearning: A Systematic Literature Review and Taxonomy of Emerging Methods, Systems, Open Challenges, and Research Agenda
[NO] 1578/1660 | Online Adaptive Optimal Consensus Control for Delayed Switched Multiagent Systems via Reinforcement Learning
[NO] 1579/1660 | Amplitude-Phase Reconstruction for Non-Stationary Time-Series Forecasting_supp1-3701273.pdf
[NO] 1580/1660 | MPPT Control of Photovoltaic Array under Complex Solar Irradiance Conditions Based on Improved Kepler Optimization Algorithm
[NO] 1581/1660 | Structure-Aware GS-SLAM with Multi-Gaussian Refinement
[NO] 1582/1660 | Software Testing Education in the LLM Era: Insights and Emerging Theory
[NO] 1583/1660 | Updatable Multi-Party Private Set Intersection for Real-Time Collaborative Threat Intelligence
[NO] 1584/1660 | Hybrid Package for Millimeter-Wave Heterogeneous Integration Based on Flip-Chip, Embedded Chip Fanout and Wire Bonding Techniques
[NO] 1585/1660 | Terahertz Gyrotrons
[NO] 1586/1660 | An Interview With Prof. Aldo Boglietti [IAS Member Spotlight]
[NO] 1587/1660 | LoRASculpt: Harmonious Low-Rank Adaptation for Multimodal Large Language Models
[NO] 1588/1660 | Comparison of All-optical and Electro-optic Phase Encoding Quantum Key Distribution at O-band
[NO] 1589/1660 | SenSys 2026 Organization Committee
[NO] 1590/1660 | A Robust Statistical Learning Approach for Censored Data Using Normal Mean-Variance Mixtures of Experts
[NO] 1591/1660 | Data-Efficient Astronomy: Few-Shot Classification with Matching Networks
[NO] 1592/1660 | Poster: Smart Clothing with Dual Tomography for Non-Invasive Monitoring of the Lower Urinary Tract in Children
[NO] 1593/1660 | Demo Abstract: An Ultra-Low-Cost Emulator for Small Satellite and CubeSat Systems
[NO] 1594/1660 | Something Old, Something New [From the Editor’s Desk]
[NO] 1595/1660 | Poster Abstract: An Empirical Study of Multivariate SAX Variants for Imbalanced Multi-Class Fault Detection in IIoT
[NO] 1596/1660 | Energy-Efficient Trajectory Generation in Polygonal Obstacle Environments Using Dijkstra-Based Planning
[NO] 1597/1660 | PredictDR: Interpretable Deep Learning for Diabetic Retinopathy Risk Stratification From Clinical Data
[NO] 1598/1660 | Understanding Bug-Reproducing Tests: A First Empirical Study
[NO] 1599/1660 | A Closed-Loop Framework for Resilient CCS Operations: Integrating LSTM-PHM Prognostics with Dynamic Fuzzy AHP Resource Allocation
[NO] 1600/1660 | Unsupervised Anomaly Detection in Large-Scale Power Consumption Time-Series: A Comparative Study of IF, AE, and LSTM-AE
[NO] 1601/1660 | A Multi-Channel Descriptor Enhanced Three-Branch CNN for High-Accuracy Brain Tumor MRI Classification
[NO] 1602/1660 | Automated Fracture Detection and Segmentation in Musculoskeletal Radiographs Using YOLOv8
[NO] 1603/1660 | A Community Analysis Based Method for Technology Opportunity Discovery in Technological Knowledge Networks
[NO] 1604/1660 | Demo Abstract: Amber: 6G Ambient IoT Simulator
[NO] 1605/1660 | Mining Evolving Spatial Co-Location Patterns Based on Changed Maximal Cliques
[NO] 1606/1660 | Poster: Integrating Deep Residual Learning with Monod Kinetics for Bioprocess Control
[NO] 1607/1660 | Demo Abstract: CoWalker - An Infrastructure-Free Human Tracking System Based on UWB Signals
[NO] 1608/1660 | A Robust Regional Air Mobility Network Design: Case study of Bavaria, Germany
[NO] 1609/1660 | YOLOv8-PaveDet: Lightweight UAV Pavement Distress Detection with Context-Enhanced Features and Class-Aware Reweighting
[NO] 1610/1660 | CENav: Complexity-Aware Adaptive Navigation for Quadrotors in Cluttered Environments
[NO] 1611/1660 | EISTNet: An Efficient Traffic Flow Prediction Method via Explicit-Implicit Spatio-Temporal Collaborative Networks
[NO] 1612/1660 | A 6-Bit Serializer with Integrated Manchester Encoder Using Flexible a-IGZO TFT Technology
                    <sup/>
[NO] 1613/1660 | Precision Drive Control System for Piezoelectric Dispensing Based on Multi-State Feedback and High-Dynamic Displacement Measurement_supp2-3705059.docx
[NO] 1614/1660 | IEEE Security &amp; Privacy
[NO] 1615/1660 | Dual-Domain RIS Element Allocation and SWIPT Optimization via SD3 Learning in Active RIS-Assisted Low-Altitude UAV Network
[NO] 1616/1660 | IEEE Computer Society Grants for Emerging Technology Activities
[NO] 1617/1660 | A Fine-Grained Dataset and Spatial-Frequency Aggregation Network for UAV Nighttime Urban Lighting Scene Classification
[NO] 1618/1660 | Resilient Sliding Mode Load Frequency Control Against Disturbances and FDIAs via Event-triggered Adaptive Control
[NO] 1619/1660 | Vision-Assisted Foundation Model for Solving Multitask Vehicle Routing Problems
[NO] 1620/1660 | Prediction of GO Terms Based on Partitioning PPI Networks into Highly Connected Components_supp1-3706474.pdf
[NO] 1621/1660 | ROSE 2026 Cover Page
[NO] 1622/1660 | Front Matter
[YES] 1623/1660 | LLAMAFUZZ: Large Language Model Enhanced Greybox Fuzzing
[NO] 1624/1660 | Ultrathin β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Thin Films for Oxide Heterostructure Transistors
[NO] 1625/1660 | IEEE Transactions on Electron Devices Information for Authors
[NO] 1626/1660 | Dual-mode dynamic modeling of a brushless direct current motor transmission system for intelligent fault diagnosis
[NO] 1627/1660 | BHDD: Facial Behaviors Modeling and Hierarchical Multimodal Fusion for Depression Detection from Vlog Data
[NO] 1628/1660 | Technical Perspective: Synthetic Data Needs a Reproducibility Benchmark
[NO] 1629/1660 | OpenEnvAir: Low-Cost Multi-Pollutant Indoor Air Quality Prediction Using Real-World IoT&amp;#x2013;Edge AI Deployment_supp1-3707055.pdf
[NO] 1630/1660 | AGMANet: Adaptive-Grid Multi-Head Attention Network for Robust Large-Scale Outdoor LTE Localization
[NO] 1631/1660 | Tcm: A high-precision lossy compression algorithm for time series data with flexible queue-value dynamic grouping
[NO] 1632/1660 | A Tandem Neural Network-Based Inverse Modeling Method for Fast and Accurate Estimation of Electromagnetic Model Parameters
[NO] 1633/1660 | NTRU-CLSC: Efficient Quantum-resistant NTRU Lattice-based Certificateless Signcryption Scheme for VANETs
[NO] 1634/1660 | Sampled-data Systems: Stability, Contractivity and Single-iteration Suboptimal MPC
[NO] 1635/1660 | Compact Self-Shielded Filter Based on Perturbed Folded Substrate Integrated Waveguide Cavity
[NO] 1636/1660 | Robust Joint Doppler Disambiguation and Phase-Compensated DOA Estimation for FMCW-TDM MIMO Radar
[NO] 1637/1660 | Poster Abstract: Benchmarking Signal Quality and Enhancement Methods for Real-World Wearable BCI Datasets
[NO] 1638/1660 | Closing the Gap Between Task and Process: Hand-Guiding vs. No-Code Process-Aligned Teaching in Surface Polishing
[NO] 1639/1660 | Adaptive Coverage and Mapping Using LiDAR–only Sensors with Limited Communication
[NO] 1640/1660 | Modeling and Control of an Innovative Automotive Battery Pack Self-Heating Circuit Based on Motor Drive System
[NO] 1641/1660 | Low Profile Miniaturized Switchable Metamaterial Absorber for Space-borne Application
[NO] 1642/1660 | A CDAC-Interleaved OTA-Free Fourth-Order Noise-Shaping SAR ADC With Twofold Passive Gain
[NO] 1643/1660 | Intelligent Security Framework for Online Transactions Using Fuzzy Logic and Biometric-Integrated OTP Generation
[NO] 1644/1660 | Multimodal Bidirectional Direct Preference Optimization and Instruction Fine-Tuning for Medical Image Understanding and Generation
