[2026-08-06 11:23:32] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-05
正在获取论文...
[arXiv] 2026-08-05 | Coupled quintessence from an axion dark sector
[NO] 1135/1459 | TopoCrafter: Towards Highly Reliable Optical-Circuit-Switched HPC/AI Interconnects via Dual-Agent DRL
[NO] 1136/1459 | Isolating to Harness: Cross-Division Distillation for Fully Unsupervised Anomaly Detection_supp1-3719070.pdf
[NO] 1137/1459 | Soil-Assisted Trust Establishment For Underground Wireless Networks
[YES] 1138/1459 | Industry Corner Live With STIMIT CEO Ronja Mueller
[NO] 1139/1459 | Rethinking Objective Image Quality Assessment with Federated Learning
[NO] 1140/1459 | A Multi Agent Hybrid Transfer Learning and Monte Carlo Tree Search Framework for Energy Efficient UAV Communication in 6G Aerial Networks
[NO] 1141/1459 | Investigating Mask-Aware Prototype Learning for Tabular Anomaly Detection_supp1-3718023.pdf
[NO] 1142/1459 | Active Parallax-Effect Compensation for Augmented Reality-Assisted Surgery: Feasibility and Performance_supp1-3715792.pdf
[NO] 1143/1459 | Scalable Antenna Orientation Optimization for mmWave Mobile Communication Systems: A Coordinated Reinforcement Learning Method
[NO] 1144/1459 | GPU Texture-Based Caching for Efficient Out-of-Core Raster Reprojection
[NO] 1145/1459 | Demo: A Modular ITS Notification Service for Lifecycle-Aware DENM Generation
[NO] 1146/1459 | Edge Ai Orchestration Across the Edge-Cloud Continuum: From Monitoring to Adaptation
[NO] 1147/1459 | Trust-Aware Federated Learning with Round-Level Blockchain Logging for Software-Defined Vehicles
[NO] 1148/1459 | B5GCyberTestV2X Cooperative Perception: A Co-Simulation Framework Bridging Perception and Communication in Autonomous Driving
[NO] 1149/1459 | Control and Operational Analysis of a Novel Generalized Multisource Multilevel Inverter for High-Frequency AC-Microgrids
[NO] 1150/1459 | Physics-Informed Impairment Diagnosis of Mechanical Helical Phased Arrays From Complex Far-Field Features
[NO] 1151/1459 | A Novel Dynamic Phasor-based Mathematical Framework for Hybrid AC/DC Power System Simulation
[NO] 1152/1459 | Analysis and Design of PWM-Controlled Three-phase Bidirectional CLLC Resonant Converter Considering Dead Time Effect
[NO] 1153/1459 | Session
[NO] 1154/1459 | Table of Contents
[NO] 1155/1459 | A High-Performance Neural Rendering Accelerator With Dual-Lane Micro-MLPs and Hierarchical Latency-Hiding Scheduling_supp1-3708722.mp4
[NO] 1156/1459 | Research on the BPMSM with Local-Eccentric Magnetic Pole Combination and its Air-gap Magnetic Field Analytical Modeling
[NO] 1157/1459 | Guest Editorial Parting Words From Inaugural Editor-in-Chief
[NO] 1158/1459 | Statistical Model for Determining Limit Values of Vibrations in Mechanical Systems
[NO] 1159/1459 | An Algorithm for Detecting Structural Changes in Time Series Applied to Photovoltaic System Performance
[NO] 1160/1459 | Tool for Lightning Protection Design and Risk Assessment per En Iec 62305:2024
[NO] 1161/1459 | The Application and Empirical Evaluation of the “Learning by Doing” Methodology in Road Safety Education
[NO] 1162/1459 | Environmental Impact Assessment of Electric Drive Technologies for Electric Vehicles: A Life Cycle and Efficiency-Oriented Analysis
[NO] 1163/1459 | A Qualimetric Model for Measuring Technological Competence in Engineering Education
[NO] 1164/1459 | DocPure: Prompt-Free Unified Document Restoration via Degradation-Aware Structure-Guided Wavelet Modulation
[NO] 1165/1459 | BitNet v2: Low-bit and Sparsified Activations for 1-bit Large Language Models_supp1-3717905.pdf
[NO] 1166/1459 | Informatics and Computer Science 2026
[NO] 1167/1459 | A Study on the Effectiveness of Gamification in STEM Higher Education: A Case Study of Probability and Mathematical Statistics_supp1-3719781.pdf
[NO] 1168/1459 | MAIA Level 2 Aerosol Retrieval: Prototype Algorithm Test and Improvement Using MISR and MODIS Measurements
[NO] 1169/1459 | A Compact Circular Polymer–Ceramic Dielectric-Loaded Cavity-Backed Antenna for Medical Imaging and Sensing Applications
[NO] 1170/1459 | Body Position Impact on Ballistocardiographic Waveforms and Heart Rate Detection
[NO] 1171/1459 | A Novel Modulation Method for Superconducting-TMR Hybrid Magnetic Sensor Based on Resonance
[NO] 1172/1459 | Physical Layer Security for MIMO THz Communication System
[NO] 1173/1459 | Hamilton's Rule for Enabling Altruistic Behavior in Multi-Agent Systems
[NO] 1174/1459 | Demo: Is this a Suspicious Activity? Connected Vehicles Help Each Other
[NO] 1175/1459 | Development of a Generative MLP-Based Model for Temporal Modeling and Audio Realization in Symbolic Music Generation
[NO] 1176/1459 | Demo: Extending Vehicle Perception for Road Hazards via Cooperative Infrastructure Sensing
[NO] 1177/1459 | D-V2X: Exploring DECT NR+ for 5G NR Vehicular Ad-Hoc Networks Beyond C-V2X
[NO] 1178/1459 | Assessing the Impact of Phase-Aware Load Modeling on Self-Consumption
[NO] 1179/1459 | S-SNN: An Analog Scalable Spiking Neural Network Architecture With Online Learning
[NO] 1180/1459 | Text Classification with Quantized Transformer Models: A Memory–Performance Trade-Off Analysis
[NO] 1181/1459 | Initial Tuning of Grid-Following Inverter Control Structures in Industrial Islanded Microgrids
[NO] 1182/1459 | A Comparative Study on the Impact of Ambient Light on Outdoor VLC-Based Vehicular Mobility
[NO] 1183/1459 | Artificial Intelligence as a Resource for Teachers in Formative Assessment, Personalization, and STEM Practices
[NO] 1184/1459 | Experimental Evaluation of Wireless Data Transmission System Intended for Internet of Things Communication
[NO] 1185/1459 | Poster: Scalable Object-Level Fusion for High-Density Vehicular Environments
[NO] 1186/1459 | Artificial Neural Network-Based Analysis of (81–86) GHz E-Band RF-MEMS Switches
[NO] 1187/1459 | Towards AI-Assisted Sustainable Adaptive Video Streaming Systems: Tutorial and Survey
[NO] 1188/1459 | TAR-R1: A Reasoning-Oriented Framework for Process-Level Traffic Accident Video Understanding
[NO] 1189/1459 | Design and Verification of Optical Axis Thermal Stability for Sub-Arcsecond High-Precision Star Trackers_supp1-3718083.pdf
[NO] 1190/1459 | Gender Discrimination in Competitive Online Games – Perceptions, Rumination, and Moderation
[NO] 1191/1459 | IEEE Transactions on Neural Networks and Learning Systems Information for Authors
[NO] 1192/1459 | TAF-Net: Temporal-Adaptive Fusion Framework for Semisupervised Segmentation of Intracranial Arteries in DSA Sequences
[NO] 1193/1459 | An Analytical Performance Model for Linear UHF RFID Tag Arrays Under Mutual Coupling
[NO] 1194/1459 | Compromised Cellular Communications in Industry: Security Risks in RAN intelligence
[NO] 1195/1459 | Recent Advances in Robot-Assisted Flexible Bronchoscopy: A Review_supp1-3711518.pdf
[NO] 1196/1459 | OptiMECA-BRC for Extremely Large Dielectric Multi-Target RCS Prediction
[NO] 1197/1459 | Image Segmentation with Adaptive Enhancement and Dual-Path Attention Mechanism for Consumer-Centric Internet of Medical Things
[NO] 1198/1459 | Optimizing Leaf Nitrogen Estimation Using Hyperspectral Sensing and Machine Learning with Band Selection Techniques
[NO] 1199/1459 | Particle Swarm Optimized Barycenter Calibration with Adjustable Taylor Window for OTFS-ISAC in Fractional Delay-Doppler Channels
[NO] 1200/1459 | List of ICEST 2026 Reviewers
[NO] 1201/1459 | An Integrative Framework for Real-Time Anomaly Detection in Source Search Using Fuzzy Inference, DDDAS, and Matrix Profile
[NO] 1202/1459 | A Physics-Guided Reconstruction and Injection Framework with Semantic Consistency Constraints for Oriented SAR Target Detection
[NO] 1203/1459 | BRAV: Blockchain-Enabled Revocable Authentication for UAV-Assisted Internet of Vehicles_supp1-3720306.pdf
[NO] 1204/1459 | Beyond Wireless Security: Covert Communications in Large Language Model-Enabled Edge Networks
[NO] 1205/1459 | Toward Ubiquitous 6G Computing and Networking Convergence: Architecture and Mechanism for Cross-Domain Resource Coordination
[NO] 1206/1459 | Computer Vision for Quality Assurance in Packaging Process: A Case Study
[NO] 1207/1459 | Low-Profile Folded Transmitarray Antenna With a Shared-Topology Dual-Mode Unit Cell for Sidelobe Control
[NO] 1208/1459 | CORE-Det: Computation Reallocation for Large-Scene SAR Target Detection
[NO] 1209/1459 | Nonlinear Dynamic Modelling of Investment Cycles in Telecommunication Infrastructure Using Goodwin's Accelerator and the Van Der Pol Equation
[NO] 1210/1459 | Comparative Analysis of Voltage Regulation Strategies and Renewable Energy Integration in a Transmission Network Using NEPLAN
[NO] 1211/1459 | Simulation Study of Log-Periodic Antennas Interferometry
[NO] 1212/1459 | Analytical Model for the Estimation of Packet Loss in 5G NR V2X Communication
[NO] 1213/1459 | Network-Efficient World Model Token Streaming
[NO] 1214/1459 | In Ray Tracing We Trust? on the Usage of Ray Tracing for Vehicular Network Simulations
[NO] 1215/1459 | AG-GANs: A Game-Theoretic Framework for Mitigating Membership Inference Attacks in AI-Powered Consumer Electronics
[NO] 1216/1459 | Sequential Monte Carlo PHD and CPHD Filters for Generic Observation Model
[NO] 1217/1459 | IEEE Computational Intelligence Society
[NO] 1218/1459 | A 28-nm Sign-Bit-Embedded Bit-Parallel SRAM Compute-in-Memory Macro With Stage-Wise-Enabled Transition-Counting-Lines and Accumulators for Edge-AI Devices
[NO] 1219/1459 | Reverse Imaging: Any-Sequence Generalization for Cardiac MRI Segmentation
[NO] 1220/1459 | Frequency Modulation Based Physical Reservoir Computing with Tunable MEMS Oscillator
[NO] 1221/1459 | Welcome
[NO] 1222/1459 | Front Cover
[NO] 1223/1459 | QASMTrans: An End-to-End QASM Compilation Framework with Pulse Generation for Near-Term Quantum Devices
[NO] 1224/1459 | Design and Mechanical Strength Testing of a 3D Printed Phone Holder
[NO] 1225/1459 | Additive Manufacturing of Electric Luminaires: Design Approaches, Material Constraints, and Experimental Verification of Photometric Performance
[NO] 1226/1459 | Efficient Move Generator in Axon II Engine
[NO] 1227/1459 | Design and Development of Intelligent Wheelchair
[NO] 1228/1459 | RePOE: Receiver Position and Orientation Estimation with Noisy FM Signals and Deep Learning
[NO] 1229/1459 | Data Reduction Techniques for 1D-CNN-Based Threat Detection in Wi-Fi Network Using Time-Window Aggregation
[NO] 1230/1459 | Fault Diagnosis of Converter Transformers Based on Asymmetric Fuzzy Granulation and Physics-Embedded Cascaded Stochastic Configuration Networks
[NO] 1231/1459 | Context-Aware Slum Mapping in Sub-Saharan Africa Using Sentinel-1 Texture and Local Climate Zones
[NO] 1232/1459 | Wide-Angle Scanning 1-Bit Modular Arrays Using Measurement-Driven Aperiodic Tiling
[NO] 1233/1459 | Interactive Adjustment of Agent-Based Cooperative Tasks Driven by Multi-View Collaboration_supp2-3719377.mp4
[NO] 1234/1459 | Effect of Axis-Selective Rotor Core Shaping on the Performance of Reduced Rare Earth Interior Permanent Magnet Synchronous Machines
[NO] 1235/1459 | Synergistic Effects of Oxygen Annealing and Low-Fluence Kr Ion Irradiation on 4H-SiC and
                    <i>β</i>
                    -Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
[NO] 1236/1459 | Reassessing system parameter optimization in enhancing oceanic lidar penetration depth under multiple scattering
[NO] 1237/1459 | ZVS-ZCS-supported control for V2G wireless charging
[NO] 1238/1459 | <i>SAFTerm</i>
                    : A Structure-aware Framework for Termination Analysis via Neural Networks
[NO] 1239/1459 | The 19th ACM Conference on Recommender Systems (RecSys 2025)
[NO] 1240/1459 | Vector Commitment Design, Analysis, and Applications: A Survey
[NO] 1241/1459 | Engineering Innovations in Thermal Printing for Automated Ticket Vending Systems
[NO] 1242/1459 | End-to-End Latency Measurement Methodology for Connected and Autonomous Vehicle Teleoperation
[NO] 1243/1459 | Modular Architecture of an Adaptive E-Learning System with an Integrated AI Tutor
[NO] 1244/1459 | Development of a Machine Learning-Based Low Birth Weight Risk Prediction System
[NO] 1245/1459 | A Synergistic Criterion-Based Pedagogical Model for Developing and Assessing Mathematical Competencies in Engineering Education
[NO] 1246/1459 | GoSchedITS: A High Concurrency and Adaptive Offloading Framework for Intelligent Transport Systems (ITS)
[NO] 1247/1459 | Asynchronous Fractional Multi-Agent Deep Reinforcement Learning for Age-Minimal Mobile Edge Computing
[NO] 1248/1459 | Illumination Explorer: All-Frequency Illumination Estimation via HEALPix-Guided Diffusion
[NO] 1249/1459 | Inspection Time Optimization in Multi-Component Systems Under Profit-Driven Abort
[NO] 1250/1459 | Enhanced Neural Decoding with Optically Pumped Magnetometer MEG Using Multivariate Pattern Analysis
[NO] 1251/1459 | IEEE Transactions on Antennas and Propagation Publication Information
[NO] 1252/1459 | Wideband Intelligent Reflecting Surface for 6G Indoor Communication: Design Considerations and Performance Analysis
[NO] 1253/1459 | MR-Compatible 3D-Printed Target Flowmeter with In-Print Integrated FBG Sensor for Airflow Monitoring
[NO] 1254/1459 | Through-Wall Radar Detection of Weak Vital Signs Based on Joint Space-Time-Frequency Enhancement
[NO] 1255/1459 | Dynamic Ensemble Active Learning for Drifting Imbalanced Data Streams
[NO] 1256/1459 | UAD: A Unified Model for Zero-shot Anomaly Detection
[NO] 1257/1459 | Topological Feature Fusion for Multi-Channel No-Reference Point Cloud Quality Assessment_supp1-3718778.pdf
[NO] 1258/1459 | Derivative-Free vs. Sampling Based Optimization in Apache Spark MLlib
[NO] 1259/1459 | Poster: V2X Simulation of C-ITS Message Misbehavior
[NO] 1260/1459 | 2-D Endoscope Video Feed Becomes 3-D With NeRF-Enabled Surgical Tracking System
[NO] 1261/1459 | Series-Parallel Fed Slot Antenna Array with Sidelobe Suppression for K Band Application
[NO] 1262/1459 | Overview and Recent Developments of Optimization Methods for Solar Energy Systems
[NO] 1263/1459 | Towards Enhanced Ics Security: a Methodology for Device Security Scoring With Microsoft Defender for Iot
[NO] 1264/1459 | ML Approach to WiFi RSSI Analysis in Indoor Spaces
[NO] 1265/1459 | Optimization of Modular Gas Engine Configuration for Landfill Gas Energy Recovery Based on Variable Gas Production Scenarios
[NO] 1266/1459 | Poster: Empirical Packet Error Curves for DECT NR+
[NO] 1267/1459 | Less is More: Semantic Patch Quality Augmented Cross-modality Representation for Visible-infrared Person Re-identification
[NO] 1268/1459 | Lead-Free BaCoX₃-Based Perovskite Solar Cells: A Simulation Framework for Highly Efficient Photovoltaic Response
[NO] 1269/1459 | Cognitive Machine Learning for Operational Technology (OT) Security: A Kantian-Inspired Hybrid Framework for Industrial Anomaly Detection
[NO] 1270/1459 | Leveraging Efficient Text-prompt for Interactive Spectral Reconstruction
[NO] 1271/1459 | Deep Bio-Hashing Network for Privacy-Preserving Cancelable Finger Vein Recognition
[NO] 1272/1459 | Table of Contents
[NO] 1273/1459 | LP
                    <sup>2</sup>
                    DH: A Locality-Preserving Pixel-Difference Hashing Framework for Dynamic Texture Recognition
[NO] 1274/1459 | Distributionally Robust Learning for Unknown-Heterogeneous Games
[NO] 1275/1459 | Technical Program Committee
[NO] 1276/1459 | A Transportation Problem–Based Heuristic for Energy-Efficient Scheduling of Serverless Workflow Applications
