[2026-07-11 10:16:08] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-10
正在获取论文...
[ACM] 2026-7-10 | Privacy-Preserving GAN for Synthetic Data against Membership Inference Attack
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 926/1000 | Progress in Lunar DC Microgrid Using Hardware-in-the-Loop Technique
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 927/1000 | Single-Layer Wideband High-Gain Circularly-Polarized MIMO Antenna for WiFi 6
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 928/1000 | Structural Analysis of Historical MILP Instances for Machine Learning-Based Warm Starts in Unit Commitment: a Brazilian Power System Application
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 929/1000 | A MUX-based Active-Clamped Flyback Converter for Infrastructure-Integrated Power Delivery
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 930/1000 | A Comparative Study of Two DAB-type Converters for Photovoltaic System
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 931/1000 | Local Renewable Energy Community: Peer-to-Peer Trading and Dynamic Sharing versus Traditional Tariffs
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 932/1000 | Latency, Reasoning, and Hallucination: A Logical DoS Benchmark for Open-Source LLMs
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 933/1000 | A Protection Methodology for Multiport Hybrid DC Circuit Breakers: Fault Detection, Port Identification, and Interruption Control
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 934/1000 | Optimal Membership for Anchor-Centric Renewable Energy Communities
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 935/1000 | Assessing Market Efficiency with Flow-Based Market Coupling
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 936/1000 | Design of A Compact Gate Driver Power Supply for Medium-Voltage SiC MOSFETs with Low Coupling Capacitance
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 937/1000 | Deep Smartphone-Based Classification of NH
                    <sup>+</sup>
                    <sub>4</sub>
                    and NH
                    <sup>-</sup>
                    <sub>2</sub>
                    Colorimetric Strips: Revisiting the Role of Explicit Green-Border Calibration
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 938/1000 | Adaptive Traffic Signal Control at Four-Way Intersections Using YOLOv8 Vehicle Detection: A Two-Stage Proportional Allocation Approach for Indian Urban Road Conditions
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 939/1000 | Adaptive Dynamic Similarity Modeling for Enhanced Collaborative Filtering with Machine Learning Integration
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 940/1000 | Deep Learning and Machine Learning Techniques for Sustainable Agriculture: A Comprehensive Review
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 941/1000 | Agriculture Chatbot System: An Intelligent Aidriven Decision Support Framework for Modern Farming
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 942/1000 | Broadband Transmissive Unit Cell Inverse Design Based on a Generative Adversarial Network with Equivalent Circuit Parameters as a Condition
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 943/1000 | HapCheck: DSL-Based Static Bug Detection Framework for OpenHarmony
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 944/1000 | Enterprise-Scale COBOL-to-Java Translation: LLMs Augmented with Program Analysis
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 945/1000 | An Embedded RISC-V Vector Extension for Edge-Oriented Acceleration
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 946/1000 | Certified Adversarial Robustness of End-to-End Malware Detectors via (De)Randomized Smoothing
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 947/1000 | Balanced Co-Clustering of Users and Items for Embedding Table Compression in Recommender Systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 948/1000 | Individual Turing Test: A Case Study of LLM-based Simulation Using Longitudinal Personal Data
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 949/1000 | AlpsBench: An LLM Personalization Benchmark for Real-Dialogue Memorization and Preference Alignment
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 950/1000 | Beyond Single Slot: Joint Optimization for Multi-Slot Guaranteed Display Advertising
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 951/1000 | Should I Hide My Duck in the Lake?
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 952/1000 | RedGR: Unified Generative Retrieval for Recommendation in REDnote
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 953/1000 | Trustworthy Personalized Retrieval in the LLM Era: Fairness, Bias Awareness, Privacy, and Multimodality
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 954/1000 | Semantic IDs for Recommender Systems at Snapchat: Use Cases, Technical Challenges, and Design Choices
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 955/1000 | Effective Offline LLM and DNN based Matching, Filtering and Ranking for Search Ads Retrieval in E-Commerce
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 956/1000 | Efficient Multi-Cohort Inference for Long-Term Effects and Lifetime Value in A/B Testing with User Learning
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 957/1000 | Constraint Persistence in Conversational Product Search
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 958/1000 | COMM 2026 Committees
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 959/1000 | MVDG++: A Unified Multi-view Framework for Domain Generalization_supp1-3710993.pdf
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 960/1000 | PUMA: Perception-driven Unified Foothold Prior for Mobility Augmented Quadruped Parkour_supp1-3711844.mp4
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 961/1000 | Design of a True-Time-Delay Circularly Polarized Transmitarray Antenna for Millimeter-Wave Applications
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 962/1000 | Assessing Safety of Adaptive Cruise Control Systems Under CAN Denial-of-Service Attacks
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 963/1000 | ELBO-T2IAlign: A Generic ELBO-Based Method for Calibrating Pixel-level Text-Image Alignment in Diffusion Models_supp1-3709461.pdf
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 964/1000 | A 420–500-μW 0.2–2-MHz 32-Tap Complex Analog FIR Bandpass Filter with 45-dB IMRR
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 965/1000 | aTi: A Framework for Quantifying Cultural Emergence for Responsible AI Systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 966/1000 | Understanding the rheological performance of AlN-based natural ester nanofluid under large-amplitude oscillatory shear flow conditions
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 967/1000 | Infrared-Guided Reconstruction of Visible Images Occluded by Localized Smoke
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 968/1000 | Factor-Assisted Federated Learning for Personalized Optimization with Heterogeneous Data
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 969/1000 | On the Use of the "Mutate Large, But Inherit Small Principle" in Global and Noisy Optimization
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 970/1000 | Investigating Robustness in Vision-Language Models via Adversarial Prompt Illumination
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 971/1000 | QUIVER: Cost-Aware Adaptive Preference Querying in Surrogate-Assisted Evolutionary Multi-Objective Optimization
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 972/1000 | Should I Overtake? Cue Learning using Evolution for Accurate Recognition of Safe Autonomous Vehicle Maneuvers
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 973/1000 | Stable Normalization for Preference-based Subset Selection with an Unbounded External Archive
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
