[2025-11-25 09:12:46] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-24
正在获取论文...
[arXiv] 2025-11-24 | Defending Large Language Models Against Jailbreak Exploits with Responsible AI Considerations
[NO] 1352/1777 | ·Embedding Porous Structure Electrodes into T-Shirt for ECG Monitoring: Combining Low Impedance and High SNR for Optimized Comfortability and Performance
[NO] 1353/1777 | Design and Optimization of Array Structured Active Layer Geometry for Enhanced Sensitivity in Flexible Piezoresistive Pressure Sensor
[NO] 1354/1777 | Feynman Meets Turing: Computability Aspects of Exact Circuit Synthesis, Gate Efficiency, and the Spectral Gap Conjecture
[NO] 1355/1777 | Identification and Prediction of Multiple Intelligence Patterns among University Students using Machine Learning for Personalized Learning and Instruction_supp4-3635866.docx
[NO] 1356/1777 | RSG-SLAM: A Robust, Enhanced Semantic and Geometric Visual SLAM for Dynamic Environments
[NO] 1357/1777 | True-Amplitude Gaussian-Beam Migration: An Extension of the Application to Viscoacoustic Media and to the Common-Offset Domain
[NO] 1358/1777 | To Disclose or Not? Disclosure of Manufacturer Identity in Store Brand Supply Chains with Brand Spillover Effect and Online Reviews_supp1-3635663.pdf
[NO] 1359/1777 | A Graph Attention Network-based Spatial Decomposition Method for Drug Repositioning
[NO] 1360/1777 | A Design Space for Multiscale Visualization
[NO] 1361/1777 | FedCLD: A Federated Contrastive Learning Approach for Detecting Stealthy Attacks on Smart Grid with Unlabeled Data
[NO] 1362/1777 | Application of the Internet of Things (IoT) to Increase the Perfect Order Fulfillment Index in an Air Cargo Company Through the Integration of SCOR, TPM, and SLP Approaches
[NO] 1363/1777 | From Trust to Code: A Comparative Performance Analysis of Ethereum and Polygon for Decentralized University Research Funding
[NO] 1364/1777 | Evaluating Defensive Influence in Multi-Agent Systems Using Graph Attention Networks
[NO] 1365/1777 | Proposal to Improve Service Level in HDPE Barge Deliveries Using TSM-IoT, DDMRP, and Digital Twins
[NO] 1366/1777 | Performance Improvement Model Based on TPM-IoT, SMED and Process Standardization in a Metalworking Line
[NO] 1367/1777 | Emerging IOT Cybersecurity Threats in Machine Learning
[NO] 1368/1777 | Investigating Relationships Among Fintech Drivers Using PCA-DEMATEL Approach
[NO] 1369/1777 | A Systematic Review on Solar Trees: Design Efficiency and Sectoral Applications
[NO] 1370/1777 | Effects of Model Merge on Developers' Brain Dynamics: An EEG Microstate Analysis
[NO] 1371/1777 | Reasoning with Knowledge Graphs for Trustworthy Course Recommendation
[YES] 1372/1777 | Estimating the Effectiveness of Test-Driven Development to Reduce Bugs
[NO] 1373/1777 | Development of a Low-Cost Phantom for Quality Control of B and Doppler Modes in Ultrasound Systems Installed in Peruvian Health Centers
[NO] 1374/1777 | Lean Waste Prioritization in Integration with Sustainability and Circular Manufacturing
[NO] 1375/1777 | Exploring the Development of Microgrids Using Residential Rooftop Photovoltaic Systems as an Alternative to the Existing Grid in Puerto Rico
[NO] 1376/1777 | Evaluating Interpretability Using Logical Relations: Do Saliency Maps Encode Relevant Information?
[NO] 1377/1777 | A security framework: Sensitive data from wearable devices in Health Care
[NO] 1378/1777 | Cloud-Based Digital Twins in Real-time Manufacturing Process Optimization
[NO] 1379/1777 | Sustainable Industry 5.0 and Digital Transformation: Analytical Insights on Challenges, AI-Driven Strategies, Frameworks, and Future Directions
[NO] 1380/1777 | Modeling and Simulation of Mechanical Failures in Three-Phase Induction Motors Using Support Vector Machines
[NO] 1381/1777 | Machine Learning Approaches for the classification of infected Soyabean Leaves
[NO] 1382/1777 | Hybrid Model for Alzheimer Disease Prediction from Electronic Health Records of patients
[NO] 1383/1777 | Segmentation and Classification Techniques: A Comparative Analysis Based on Performance Properties
[NO] 1384/1777 | Long Short Term Memory Model based Graph Convolution Network towards Deep Scale Fusion in Multimodal Emotion Recognition
[NO] 1385/1777 | Computer Assisted Diagnosis: does it make sense for Lungs Tumor Detection? A Qualitative study with Pulmonologists.
[NO] 1386/1777 | Consolidation of the Superconducting Circuits Energy Extraction Systems at the Large Hadron Collider
[NO] 1387/1777 | Surgical Workflow Prediction Via Visual Information in Laparoscopic and Robot-Assisted Surgery
[NO] 1388/1777 | Desing and Development of a Mixed Si-GaN Open-End Winding Inverter for Electric Vehicles
[NO] 1389/1777 | Front Cover
[NO] 1390/1777 | Differentially-Fed Dual-Polarized Microwave and Millimeter-wave Shared-Aperture Antennas with Single-layer Substrate
[NO] 1391/1777 | A Radical Heavy-Ball Method for Gradient Acceleration in Communication-Efficient Mobile Federated Learning
[NO] 1392/1777 | The Process
[NO] 1393/1777 | A Simple and Cost-Effective Method for Condition Monitoring of Inverter DC-Link Film Capacitors based on Capacitance Variation
[NO] 1394/1777 | Indoor Channel Characterization and Performance Analysis for RIS-assisted Communication Systems with Multi-Codebook
[NO] 1395/1777 | Design of High-Selectivity Bandpass Filter Using 3-D Coupling and 2-D Lump Resonators Based on TGV Technology for RF Front-End Application
[NO] 1396/1777 | Author Index
[NO] 1397/1777 | IEID 2025 Copyright Page
[NO] 1398/1777 | DengueAI Comparative Time-Series and Deep-Learning Modeling for Early Prediction of Dengue Outbreaks in Rural Peru Using Open Data
[YES] 1399/1777 | MCeT: Behavioral Model Correctness Evaluation using Large Language Models
[NO] 1400/1777 | Advancements in Hand Gesture Technology for Enhancing Accessibility in Disability Assistance
[NO] 1401/1777 | Nanoexplosives Devices Based in Porous Silicon Technology Impregnated with Sodium Perchlorate
[NO] 1402/1777 | From Engineering Diagrams to Graphs: Digitizing P&amp;IDs with Transformers
[NO] 1403/1777 | Longitudinal Analysis of ICT Integration and Digital Transformation in the Shipbuilding Sector of Cartagena De Indias
[NO] 1404/1777 | Nanotechnology-Based Drug Delivery Systems: Precision, Efficiency, and Clinical Potential
[NO] 1405/1777 | Machine Learning for Pest Detection and Crop Protection Optimization
[NO] 1406/1777 | Enhancing Learning Experiences Using Artificial Intelligence Technology in Education
[NO] 1407/1777 | HealthEdgeAI: Privacy-Preserving Edge-Computing Framework for Real-Time Patient Monitoring with Quantum-Inspired Data Security, ℌ(λ, σ)
[NO] 1408/1777 | Deep Learning-Based Fault Diagnosis for Rotating Machinery in Industrial Settings
[NO] 1409/1777 | Fast Kernel-Based Sampling of Graph Signals Using Localized Graph Filter Impulse Responses
[NO] 1410/1777 | Data Governance as a Catalyst for Business Innovation in the Financial Sector: a Mixedmethods Study
[YES] 1411/1777 | Automated Vulnerability Repair of Obfuscated and Non-Obfuscated Smart Contracts Using Large Language Models
[NO] 1412/1777 | Optimisation of Photonic Crystals AND Gates Design Utilising Machine Learning
[NO] 1413/1777 | Domain-Randomized Deep Learning for Neuroimage Analysis: Selecting Training Strategies, Navigating Challenges, and Maximizing Benefits
[YES] 1414/1777 | AI-Driven Automated Assessment and Evaluation System Using NLP and Machine Learning
[NO] 1415/1777 | ALLIE: Autoencoder-based Low-Light Image Enhancement
[NO] 1416/1777 | Enhancing Graph-Based Recommendation Systems with an Adaptive Stochastic Graph Propagation Network
[NO] 1417/1777 | Symmetric Exponential Time Requires Near-Maximum Circuit Size
[NO] 1418/1777 | Lightweight HSV-Based 3D Color Classification Module for Zero-Shot 3D Visual Grounding
[NO] 1419/1777 | Joint-Driven Model for Wind Power Abnormal Data Cleaning
[NO] 1420/1777 | Design of a Gimbal-Free Inertially Stabilized Platform With Direct Spherical Driving
[NO] 1421/1777 | IEEE Transactions on Emerging Topics in Computational Intelligence Information for Authors
[NO] 1422/1777 | Program Committee: PRDC 2025
[NO] 1423/1777 | CrossSet: Unveiling the Complex Interplay of Two Set-typed Dimensions in Multivariate Data_supp1-3633897.mp4
[NO] 1424/1777 | Evolutionary Dynamics Based on Reputation in Networked Populations with Game Transitions
[NO] 1425/1777 | Multi-Slice Knowledge-Driven System Matrix Calibration in Magnetic Particle Imaging
[NO] 1426/1777 | Equilibrium Analysis of Day-Ahead Electricity Markets with Strategic Demand Aggregators based on the Theory of Learning in Games
[NO] 1427/1777 | Sparse Prototype-Based Framework for Deepfake Detection Using Class-Specific Dictionary Learning
[NO] 1428/1777 | Convergence-Guaranteed Spectral CT Reconstruction Via Internal and External Prior Mining
[NO] 1429/1777 | PhysiCycle: A Physically Consistent Multitask Learning Framework for Intention-Aware Cyclist Trajectory Prediction
[NO] 1430/1777 | A Two-Layered Reinforcement Learning Framework for AoI-Aware Trajectory Planning and Scheduling Optimization in Multi-UAV Networks
[NO] 1431/1777 | Experimental measurements on small-scale HTS racetrack coils at INFN for future particle accelerators
[NO] 1432/1777 | Survive and Thrive: Decentralized Multi-Agent Coordination Under Attrition Risks
[NO] 1433/1777 | A Cooperative Framework for Coverage Hole Detection and Topology Repair in Unmanned Cluster Networks
[NO] 1434/1777 | Identity Theft in AI Conference Peer Review
[NO] 1435/1777 | Evidence of Circular Economy-Based Strategies Application in Small Business in Tijuana, Mexico
[YES] 1436/1777 | SHERPA: A Model-Driven Framework for Large Language Model Execution
[YES] 1437/1777 | A Model Cleansing Pipeline for Model-Driven Engineering: Mitigating the Garbage In, Garbage Out Problem for Open Model Repositories
[NO] 1438/1777 | Visual Modeling and Simulation of AUTOSAR Application Layer Models Using Modelica
[YES] 1439/1777 | Speeding Up the Development for the Computing Continuum with WebAssembly
[NO] 1440/1777 | A Comparison Between the Particle Swarm and the Newton-Raphson Algorithms for Solving the Inverse Kinematics Problem in a 4-DOF Robotic Arm
[NO] 1441/1777 | Cold Chain Infrastructure in India and Its Future Potential
[NO] 1442/1777 | Enhancing Medical Diagnosis with Instance Hardness-Guided Multi-Level Cross-Validation for Imbalanced Learning
[NO] 1443/1777 | Enhancing Rose Cultivation in Ecuador Using Internet of Things-Based Monitoring Systems
[NO] 1444/1777 | Analyzing Data from Social Media to Make Predictions Regarding the Behaviour Patterns of Customers
[NO] 1445/1777 | Rethinking RobustBench: Is High Synthetic-Test Data Similarity an Implicit Information Advantage Inflating Robustness Scores?
[NO] 1446/1777 | Cross-Domain Cyberbullying Detection in Spanish: A Transfer Learning Approach with Theatrical Corpora and Adversarial Validation
[NO] 1447/1777 | Comparing Sensors for Position Estimation of a Small Size League Robot
[NO] 1448/1777 | Residual Convolutional Neural Network for Coronary Heart Disease Classification
[NO] 1449/1777 | Drone Swarm Sensitivity Estimation Using Bayesian Theory for Search and Rescue Operations
[NO] 1450/1777 | Integration of Wearable Technologies and Sensors for Monitoring Vital Signs, Oxygenation, and Glucose in Older Adults
[NO] 1451/1777 | Full-Spectrum Analysis with Machine Learning for Quantitative Assessment of Lateral Flow Immunoassays: A Platform Approach
[NO] 1452/1777 | The Role of Economic Incentives and Disincentives in Deterring Insider Hacking Behavior
[NO] 1453/1777 | A Constant-Approximation Algorithm for Budgeted Sweep Coverage With Mobile Sensors
[NO] 1454/1777 | Beyond the Broadcast: Enhancing VR Tennis Broadcasting through Embedded Visualizations and Camera Techniques
[NO] 1455/1777 | Cross-Domain Self-Supervised Learning for Histopathological Images With Multi-Granularity Constraints
[NO] 1456/1777 | RSOS-Net: Real-Time Surface Obstacle Segmentation Network for Uncrewed Waterborne Vehicles
[NO] 1457/1777 | Adaptive event-triggered state estimation for nonlinear complex networks with uncertain coupling strengths and data integrity attacks
[NO] 1458/1777 | A Moving Target Deceptive Jamming Algorithm for SAR Based on Azimuth Deramp-Keystone Processing and Scale Fourier Transform
[NO] 1459/1777 | Water as Sensing Probe for Honey Adulteration Detection via Extended Aquaphotomics
[NO] 1460/1777 | Ultra-Wideband Plate Antenna With Multilayer Resonator Loading: Enhanced Bandwidth and Radiation Characteristics
[NO] 1461/1777 | InAlN/GaN Detectors for Real-Time Dosimetry in Ultra-High Dose Rate FLASH Radiotherapy
[NO] 1462/1777 | Multi-Physics Modeling of Temperature-Dependent Transient Signals in Diamond Thermal Neutron Detectors
[NO] 1463/1777 | Adaptive-Interaction-Based Online Reconfiguration of Cable-Driven Parallel Robots
[NO] 1464/1777 | A Lightweight Multimodal Environment Semantics Aided mmWave Beam Prediction Scheme for Industrial Wireless Networks
[NO] 1465/1777 | Multi-agent Off-policy Actor-Critic Reinforcement Learning for Partially Observable Environments
[NO] 1466/1777 | IEEE Transactions on Components, Packaging and Manufacturing Technology Society Information
[NO] 1467/1777 | Investigating the Effects of Augmented Reality on Message Credibility When Visualizing Environmental Impacts
[NO] 1468/1777 | Half Title Page
[NO] 1469/1777 | Organizing Committee: PRDC 2025
[NO] 1470/1777 | Preface: Models 2025
[NO] 1471/1777 | MVCUN: A New CNN-based Autoencoder with Minimum Volume Constraint for Hyperspectral Unmixing
[NO] 1472/1777 | Front Cover
[NO] 1473/1777 | Dynamic Target Detection by Metasurface with Multiple DC-based Sensing Channels
[NO] 1474/1777 | Grape Leaf Disease Detection Using Deep Learning Algorithms
[NO] 1475/1777 | Digital Twin–Enabled IoT Architecture for Early Fault Detection and Integrated Forklift Monitoring Using an ESP32 Platform
[NO] 1476/1777 | Enhanced privacy in Real time Data offloading using Federated Hybrid MLP and LSTM approach for Optimized solutions
[NO] 1477/1777 | Improving Metal Plate Utilization through IoT-Based Poka Yoke, AHP, and Ergonomic Design in an Electrical Transformer Company
[NO] 1478/1777 | Context-Driven Natural Language Understanding for Smarter Chatbot Responses
[NO] 1479/1777 | Leveraging Continuous Integration and Deployment to Operationalize a Fine-Tuned LLaMA Healthcare Chatbot
[NO] 1480/1777 | Prediction of DNA Methylation Sites
[NO] 1481/1777 | Vocational Prediction Method for High School Students Based on Machine Learning
[NO] 1482/1777 | 3D MRI-Based Multiclass Brain Tumor Detection and Classification using YOLOv8
[NO] 1483/1777 | Computational Validation of the Fluid-Dynamic Behavior of the Von Kármán Vortex-Induced Vibration Effect in a Bladeless Wind Turbine
[NO] 1484/1777 | Advanced Lung Cancer Diagnosis Using Optimized Deep Learning Models
[NO] 1485/1777 | AI-Driven Urban Traffic Optimization for Smart Cities
[NO] 1486/1777 | AI-Based Automated Student Management Platform for Enhancing Academic Performance of Students
[NO] 1487/1777 | Improving the Performance of Convolutional Neural Networks for Image Classification
