[2025-12-04 09:14:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-03
正在获取论文...
[arXiv] 2025-12-03 | SkillFactory: Self-Distillation For Learning Cognitive Behaviors
[NO] 1202/1768 | Phase-Frequency Hybrid Control of CLLC Resonant Converter-Based Bi-Directional LDC for Electric Vehicles
[NO] 1203/1768 | Oscillation Analysis and Damping Control for a Proposed North American AC-DC Macrogrid
[NO] 1204/1768 | Robust Forecasting of Greenhouse Gas Emissions with Change Point and Anomaly Detection
[NO] 1205/1768 | A Novel Double-Vector Model-Free Predictive Current Control for Symmetrical Six-Phase Surface Vernier PM Motor
[NO] 1206/1768 | Practical Design Strategies for Efficient and Cost-Effective Traction Inverters in EV Applications
[NO] 1207/1768 | Evaluation of Disturbing Electromagnetic Emissions Produced by an Electrosurgery Unit
[NO] 1208/1768 | Using Intraoperative Microelectrode Recordings to Predict Improvement in Bradykinesia for Parkinson’s Disease Patients
[NO] 1209/1768 | A Wearable Neuromonitoring Platform to Map Motor and Neural Biomarkers of Gait Dysfunction in People with Parkinson’s Disease across Daily Life
[NO] 1210/1768 | Barn Ruins Virtual Reality-Based Serious Game as a Rehabilitation Tool for Older Adults with Mild and Moderate Cognitive Impairment: A Pilot Study
[NO] 1211/1768 | Enhanced Resolution Analysis of Photoplethysmography Signals for Stress Monitoring Using Taylor-Fourier Method
[NO] 1212/1768 | High-Precision Fingertip Touch Detection in Human-Computer Interaction Based on RGB-D Plane Fitting
[NO] 1213/1768 | Impact of the auscultation area on heart sound waveforms for the estimation of Cardiac Time Intervals
[NO] 1214/1768 | Evaluation of Hand Gesture Classification Based on Motor Units Activation for Prosthetic Application
[NO] 1215/1768 | Atrial Fibrillation Detection from Ambulatory ECG with Accelerometry Contextualisation: A Semi-Supervised Learning Approach
[NO] 1216/1768 | UNI-HoverNet: nuclei segmentation and classification across diverse tissue sections based on the UNI foundation model
[NO] 1217/1768 | Blockchain Technology for the Security of Real Estate Registration Systems
[NO] 1218/1768 | Active Harmonic Filtering with Low Voltage VFD for Shaft Generator
[NO] 1219/1768 | Improved Transformer-Based Method for Irregular Building Extraction
[NO] 1220/1768 | Performance Comparison of Stator Windings in Permanent Magnet Motors for Submerged Liquid Hydrogen Pumps
[NO] 1221/1768 | Dual-Sense Irrigation System Using Infused Weather and Soil Data for Efficient Water Management
[NO] 1222/1768 | A Reduced-Order Model for Battery Thermal Management with Varying Flow Rates
[NO] 1223/1768 | Poster: Hybrid Monitoring for Side-Channel Security in Edge SoCs
[NO] 1224/1768 | SIGIR-AP 2025 Tutorial on Retrieval and Ranking with LLMs (R
                    <sup>2</sup>
                    LLMs)
[NO] 1225/1768 | Adapting BERT for 'Apples to Apples' Gameplay
[NO] 1226/1768 | Evaluating the Impact of Network Latency on the Teleoperation of Autonomous Vehicles
[NO] 1227/1768 | An Edge-Based Reinforcement Learning Approach for Augmented Reality Apps in Dynamic Contexts
[NO] 1228/1768 | Demo: CLOUD-D RF - Cloud-based Distributed Spectrum Sensing with Heterogeneous Hardware Testbed
[NO] 1229/1768 | Edge-Enabled Scalable Routing via Graph Neural Network Pruning and Metaheuristic Optimization
[NO] 1230/1768 | Alliance: All-in-One Spectral-Spatial-Frequency Awareness Foundation Model
[NO] 1231/1768 | A Hierarchical Laser Control Strategy for Spatially Uniform Thermal Dose Delivery in Laser-Induced Thermal Therapy_supp1-3631074.mp4
[NO] 1232/1768 | WSN Node Localization Based on DV-Hop With Unreliable Anchor Nodes Ignored and PSO With Variable Acceleration Coefficients
[NO] 1233/1768 | A Dimension-Consistent Random Projection Method for Magnetic Data Inversion Using Hybrid Hexahedral Meshes
[NO] 1234/1768 | 2025 IEEE International Conference on Imaging Systems and Techniques (IST)
[NO] 1235/1768 | A long short-term memory fuzzy transformer to model bi-directional hesitant fuzzy information and metaverse alternative selection
[NO] 1236/1768 | Author Index
[NO] 1237/1768 | Author Index
[NO] 1238/1768 | IST 2025 Author Index
[NO] 1239/1768 | IAHED: An Imbalance-Adaptive Hybrid Encoder-Decoder Framework for Early Detection of ICU-Acquired Multidrug-Resistant Bacteria_supp1-3628949.pdf
[NO] 1240/1768 | Calibration-free uniaxial stress measurement in metallic materials using orthogonal SV-EMATs
[NO] 1241/1768 | Beam Structured Turbo Receiver for HF Skywave Massive MIMO
[NO] 1242/1768 | KITNet: A Region-Attention-Activated Trajectory Predictor With Hierarchical Graph Neural Network in Dynamic-Mutant Multi-Agent System
[NO] 1243/1768 | A Multi-Layer Passive Composite Shielding Method for Wireless Power Transfer
[NO] 1244/1768 | Special Issue on the Internal Model Principle
[NO] 1245/1768 | IEEE ICCE 2026 CFP
[NO] 1246/1768 | The Role of Data Sharing in Enhancing E-Government Service Efficiency: Ananalytical Study of the Iraqi Experience
[NO] 1247/1768 | Virtual Reality Based Tactile Evoking for a Fingertip Wearable Tactile Device
[NO] 1248/1768 | Analysis and Mitigation of High Coercivity Magnet's Irreversible Demagnetization in Hybrid Magnet Memory Motors
[NO] 1249/1768 | Recognition of Gait Phases from Time-Domain Descriptors of Surface EMG Signals and Dynamic Convolutional Neural Networks
[NO] 1250/1768 | Dynamic Decentralized Social Trust for Financial Inclusion with Regulatory Compliance
[NO] 1251/1768 | Kidney Disease Prediction Using Machine Learning
[NO] 1252/1768 | Innovative Applications and Evaluations of Integrating Virtual Reality (VR) and Artificial Intelligence in the Construction of Virtual Laboratories for Robotics Engineering in Higher Engineering Education
[NO] 1253/1768 | Graph Laplace Regularization for Hyperspectral and Multispectral Image Fusion with Spectral Variability
[NO] 1254/1768 | Key technologies of predictive maintenance for intelligent industrial instrumentation
[NO] 1255/1768 | A Ranked Contamination Diagnosis Method for Water Distribution Systems Using Spatio-Temporal Graph Neural Networks
[NO] 1256/1768 | Evolutionary Analysis of Employment Topics in Jilin Province Based on LDA Model
[NO] 1257/1768 | CyberEscape: A Mobile Educational Escape Room Application for Networking Fundamentals
[NO] 1258/1768 | Impact of Inertia Emulation and Droop Control on Frequency Dynamics of Inverter-Based Microgrids
[NO] 1259/1768 | Research Hotspots and Evolutionary Trends Analysis of Industrial Internet of Things Empowered by Artificial Intelligence Based on CiteSpace
[NO] 1260/1768 | Optimizing Large Language Models for Low-Resource Languages: A Transfer Learning Approach
[NO] 1261/1768 | Reliability Evaluation of Double-chain Network System based on Monte Carlo Method
[NO] 1262/1768 | Firm-Level Bubble Detection in the PV Industry via GSADF: A Data-Driven Perspective
[NO] 1263/1768 | Design and Preparation of 3D and 2D Axisymmetric Multiphysics Models for an Inductive Instant Boiler Simulation
[NO] 1264/1768 | Design of a 25 MW Superconducting Wind Turbine Generator with Axial Flux Structure
[NO] 1265/1768 | Load-Independent Modulation Method for Isolated DC/DC Bridge Converters
[NO] 1266/1768 | Bidirectional Nine-Level Hybrid Converter with Capacitor Voltage Balancing Control
[NO] 1267/1768 | High Power Density Fault-Tolerant Three-Port Boost Converter with Advanced Cooling for Truck Auxiliary Power Unit Applications
[NO] 1268/1768 | Generalization Method of Physics of Failure Model Based on Extreme Learning Machine
[NO] 1269/1768 | A Multi-Head Attention and Residual Dense Network with Dynamic Sampling for Fine-Grained Network Intrusion Classification
[NO] 1270/1768 | Dynamic Phasor Model of Synchronous Generator in Islanded Condition
[NO] 1271/1768 | Performance Evaluation of Open-End Winding IM Drive Operated with Synchronous PWM with Even Non-Triplen Pulse Number
[NO] 1272/1768 | Adaptive Control Design for Power Electronics Converters Using Kolmogorov-Arnold Networks
[NO] 1273/1768 | Circle Drawing Task as a Novel Evaluation Method for Upper Limb functions in Patients with Cervical Spinal Cord Injury
[NO] 1274/1768 | Enhancing Emotion-Brain Representations With Orthogonal Fuzzy Power-Coherence Alignment
[NO] 1275/1768 | P-Wave Spatial Variability in 12-Lead ECG Predicts Temporal Changes in Atrial Fibrillation
[NO] 1276/1768 | Real-Time Monitoring of Thermal Outcomes in Irreversible Electroporation Therapy Using Fiber Bragg Grating Sensors
[NO] 1277/1768 | Best practices for tracing the palate in ultrasound images
[NO] 1278/1768 | Denoising Physiological Signals: Assessment, Techniques, and Wearable Implementation
[NO] 1279/1768 | Conditional Generative Adversarial Network for Predicting the Aesthetic Outcomes of Breast Cancer Treatment
[NO] 1280/1768 | Classification of Valvular Heart Diseases based on Heart Rate Variability and Hjorth Parameters in Electrocardiograms, Seismocardiograms, and Gyrocardiograms
[NO] 1281/1768 | Amplitude Permutation Conditional Entropy Detects the Decrease of Complexity of Heart Period Variability During Vagal Inhibition
[NO] 1282/1768 | Safety analysis method of airborne structural health monitoring system based on STAMP-SOTIF
[NO] 1283/1768 | Adaptive Power Sharing Strategy for Grid-Connected HESS with Battery and Supercapacitor
[NO] 1284/1768 | Multi-Stage Fuzzy PID Control for Bone Drilling Depth in Orthopaedic Robotics Based on Depth Information
[NO] 1285/1768 | AI-Based Cancer Detection and Prediction
[NO] 1286/1768 | Evaluating Platform Usability in E-Commerce: Empirical Insights From User Interactions with Amazon's App and Website
[NO] 1287/1768 | Lie Group-Based Control of Grid-Connected Solar Microinverters
[NO] 1288/1768 | Research on Pin Combination Optimization Technology of ESD Human Body Model Test Based on Pseudo-random Number
[YES] 1289/1768 | Using Counterfactuals for Explainable Android Malware Detection
[NO] 1290/1768 | Quantifying Inter- and Intra-Subject Variability of Sensorimotor Desynchronization Induced by Median Nerve Stimulation and Motor Imagery for BCI
[NO] 1291/1768 | SO-MoE: A Novel Self-Organizing Mixture of Experts Framework for Cuffless Blood Pressure Measurement
[NO] 1292/1768 | Design and Implementation of a Detachable Intelligent EEG Scanning System
[NO] 1293/1768 | Jeepney Real-Time Paratransit Information Using LoRaWAN, Smartphone APIs, and IoT: An Intelligent Transport System Application
[NO] 1294/1768 | Towards the Integration of Terrestrial and Non-Terrestrial Networks: a Testbed for in-Lab Evaluation
[NO] 1295/1768 | IoT Application by HR for Employee Health Monitoring: An Analysis Enhanced by Behavioral Economics Practices
[NO] 1296/1768 | A New Boost Charging Mechanism for Next-Generation Extremely Fast DC Chargers
[NO] 1297/1768 | Non-rare-earth Hybrid Radial-axial Permanent Magnet Synchronous Motor with Aligned Torque Components
[NO] 1298/1768 | Fast, Controllable, and Modular Solid State Circuit Breaker Design for Battery Management Systems
[NO] 1299/1768 | UA-UNet: Uncertainty Aware Pseudo-Label Generation in Residual U-Net for Medical Image Segmentation
[NO] 1300/1768 | Comparison of Deep Neural Network Models (LSTM, Bi-LSTM, GRU and Bi-GRU) for Gold Price Prediction
[NO] 1301/1768 | Sugarcane Leaf Disease Classification Using Neural and Vision Transformer Networks
[NO] 1302/1768 | Enhancing Service Rate Based Job Scheduling Algorithm for Cloud Computing
[NO] 1303/1768 | Evaluating the Impact of Fault Current Limiter Schemes of IBRs on Transmission Line Protection Elements
[NO] 1304/1768 | A High-Fidelity Controller Hardware-the-Loop (CHIL) Platform for Design and Testing of Novel Energy Storage Control Strategies
[NO] 1305/1768 | Quantitative measurements of crypts from advanced endoscopy imaging using deep learning-based segmentation
[NO] 1306/1768 | Weighted Graph for Longitudinal Tracking of Neurons in Cortical Organoids on a High-Density Microelectrode Array
[NO] 1307/1768 | Combining Generative Ai, Self-Organizing Maps, K-Means, and Classification Model in Modeling Green Facade Preferences Across Gender in Residential Building
[NO] 1308/1768 | Needle Biopsy and Fiber-Optic Compatible Robotic Insertion Platform
[NO] 1309/1768 | Monitoring seasonal changes in jump ability and shoulder strength in young volleyball players across age and competitive levels
[NO] 1310/1768 | Brain Connectivity for the Diagnosis of Epileptic Encephalopathy with Spike Wave Activation in Sleep (EE-SWAS) Syndrome
                    <sup>*</sup>
[NO] 1311/1768 | Integrative Analysis of Multi-Omics Data for Biomarker Discovery
[NO] 1312/1768 | Ultrasound-Based assessment of gastrocnemius architecture during locomotion: analysis of fascicle tracking accuracy along the gait cycle
[NO] 1313/1768 | An Improved Design of Impedance Balancing Bridge for Three-Phase Three-Level Back-to-Back Converter Common Mode Noise Reduction
[NO] 1314/1768 | A Wavelet- and Machine Learning-Based Framework for the Automatic Detection of Artefacts in Electromyography REM sleep
[NO] 1315/1768 | Electrophysiological Characterisation of Commercial Ear-EEG Devices
[NO] 1316/1768 | Fault-Tolerant Control of a Bio-Inspired UAV with Varying Wing Dihedral Angle Using LPV-Based Sliding Mode Control
[NO] 1317/1768 | Digital Empowerment in Manufacturing: Pathways and Strategies for Achieving Efficient Operations
[NO] 1318/1768 | A Novel Technique for Simultaneous EIS Measurements in Solar-Battery Hybrid Systems Using a Boost Converter
[NO] 1319/1768 | Design and Preliminary Evaluation of a Torso Stabiliser for Individuals with Spinal Cord Injury
[NO] 1320/1768 | An Optically Powered Half-Bridge Gate Driver for High Voltage Applications
[NO] 1321/1768 | Can Oximetry-Derived Parameters Predict 3-Year Cardiovascular Mortality?
[NO] 1322/1768 | Counters Design for OC Switch Fault Diagnosis Conjunct with SVM Concept in CHBMCs
[NO] 1323/1768 | Monocular Camera-Based System for Estimating Sweep Positions and Orientation to Enhance Curling Strategy
[NO] 1324/1768 | End-to-End Classification of Cognitive Impairment Using Daily-Life Gait Data
[NO] 1325/1768 | Pattern Electroretinography Signal Reconstruction in Rare Eye Diseases using Wavelet Transform
[NO] 1326/1768 | Quantitative Evaluation of Minimum Technical Requirements for Synthetic Inertia
[NO] 1327/1768 | Combining Intelligent Data Acquisition and Fermentation Level Classification for Local Cacao Beans in Cebu
[NO] 1328/1768 | Mitigating Tails Switching in Multibranch Proof-of-Stake Systems: A Quantum-Inspired Approach
