[2026-09-23 23:16:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-22
正在获取论文...
[arXiv] 2026-09-22 | SurgGraph: Quantitative Laparoscopic Video Understanding via Geometry-Grounded Scene Graphs
[NO] 1676/2000 | Dynamic Shear Mapping Prescribed Performance Control for Multi-PMSM Speed Synchronization
[NO] 1677/2000 | Study on the Cyclic Aging Characteristics of Lithium-Ion Battery Under Vibration Condition
[NO] 1678/2000 | Deep Peak Shaving Technology and Scheme Analysis of Heating Unit in Thermal Power Plant
[NO] 1679/2000 | Research and Development of Slot Array Antenna with Variable Waveguide Width for Beamforming
[NO] 1680/2000 | A Data-Driven Analysis of Programming Language Adoption Using Adoption Pressure and Forecasting Models
[NO] 1681/2000 | Interpretable Ensemble Learning Framework for Predictive Maintenance with Causal and Counterfactual Insights
[NO] 1682/2000 | Analytical Investigation of a Modular-Multilevel Inverter for Inductive Charging and Comparison with a Conventional Single Inverter Topology
[NO] 1683/2000 | Grouped Multi-Agent Deep Reinforcement Learning for Cooperative Charging and Discharging Scheduling in Large-Scale Battery Swapping Stations
[NO] 1684/2000 | Membership Inference Attacks for Retrieval Based In-Context Learning for Document Question Answering
[NO] 1685/2000 | Multi-physics Study on the Thermal Response of a Coupled Inductive Power Transfer Pad
[NO] 1686/2000 | Reduced-Order Multi-Physics Modeling and Active Power Derating for Preventing Voltage Collapse Under Constant-Power Loads
[NO] 1687/2000 | Sparse-Candidate Computation of the TGOSPA Metric for Visual Multi-Object Tracking Evaluation
[NO] 1688/2000 | Research on Fault-Tolerant Performance of Modular Winding In-Wheel Motor Under Inter-Turn Shortcircuit Fault
[NO] 1689/2000 | Multi-Dimensional Risk Assessment of Coupled Disruptions in Power and Transportation Systems Under Extreme Weather Conditions
[NO] 1690/2000 | Large-Scale Analysis of Discussions by CS Educators Across the Stack Exchange Network
[NO] 1691/2000 | Coordinated Scheduling and Energy Storage Planning for Grid-AIDC Systems Considering Heterogeneous Tasks
[NO] 1692/2000 | Time-Dependent Behavioral Model of TVS Devices and Its Application in ESD-Induced Soft Failure Analysis of an IC Port
[NO] 1693/2000 | Measurement-Driven Uncertainty-Aware Visual–LiDAR–Inertial SLAM for UAV Navigation in Degraded Environments
[NO] 1694/2000 | Sequential Reclosing Method for Resonant DC Breaker and Practical Configuration of Energy Dissipation Capacity
[NO] 1695/2000 | A Simulation Method for Failure Analysis of the Slip Ring and Cylinder of Hydraulic Cylinder in a Buoyancy Regulator
[NO] 1696/2000 | Robust Learning-based Output Regulation Under Denial-of-Service Attacks
[NO] 1697/2000 | Research on Monocular Image 3D Reconstruction Technology Based on End-to-End Deep Neural Networks and Neural Rendering
[NO] 1698/2000 | Temperature-Resilient Flexible WS/NbO-based Memristor with Ultra-low Operating Voltages and Multilevel Switching for Neuromorphic Applications_supp1-3735989.docx
[NO] 1699/2000 | Spectral symbolic Lempel-Ziv complexity: A novel non-linear measure for fault diagnosis of rotating machinery
[NO] 1700/2000 | A Maintenance Planning Method for Networked Equipment Based on a Constraint-Aware Priority-Ranking Greedy Algorithm
[NO] 1701/2000 | A GaN/Graphene-Oxide Composite QBIC Terahertz Metasensor for Enhanced Trace Small-Molecule Detection
[NO] 1702/2000 | WHeMo: A Low-Cost Chest-Based Multimodal Wearable System for Chronic and Infectious Disease Monitoring
[NO] 1703/2000 | Closed-Form Outage Analysis of Mobile THz Links with Velocity-Dependent Beam Misalignment and Beam-Tracking Latency
[NO] 1704/2000 | Full-Vectorial Prescribed-Field Inverse Synthesis of Optical Waveguides: A Classical Gradient-Based Approach
[NO] 1705/2000 | Interpretable Multimodal Agents for Facade Defect Detection in Digital Twins: Case Studies from Hong Kong
[NO] 1706/2000 | Physically Consistent Null Space Alignment for Detection of Low-Magnitude False Data Injection Attacks
[NO] 1707/2000 | Regenerative LEO Satellite Architectures for Resilient 6G PPDR Communications
[NO] 1708/2000 | Organizing in the Digital Age: Understanding Community, Challenges, and Consequences in Digitally-facilitated Labor Organizing
[NO] 1709/2000 | Novel Arc Filament Generated Plasma Ion Source Using a Cigarette Ignition Coil for Mass Spectrometry Applications
[NO] 1710/2000 | M3D: Maximum Diversity Dictionary Distillation for Continual Classification and Its Industrial Application
[NO] 1711/2000 | Temporal Dynamic Entropy Weighting and Physics-Informed Residual Degradation Modeling for Interpretable RUL Prediction of Rolling Bearings
[NO] 1712/2000 | Orbit-Calibrated Compositional Risk Scoring and Finite-Sample Certificates for Verifiable Data-to-Text
[NO] 1713/2000 | Retraction Notice: M5P model tree in predicting student performance: A case study
[NO] 1714/2000 | Motion-Aided Pose Estimation for Visible Light Positioning With Sparse LEDs_supp1-3735352.pdf
[NO] 1715/2000 | Dynamic Vehicle Selection and Bandwidth Allocation for Federated Learning with Long-Term Latency Constraint in Vehicular Networks
[NO] 1716/2000 | Dynamics Modeling and Simulation of the Lower Limb of a Rehabilitation Walking-Assist Robot with a Structurally Designed Ankle Joint
[NO] 1717/2000 | FORTRESS: Real-Time Infrastructure Defect Detection via Adaptive Kolmogorov–Arnold Networks With Spatial Attention
[NO] 1718/2000 | Review for "Geometry-Driven Analysis of Sea-Surface Signatures in Monostatic and Long-Baseline Along-Track Bistatic SAR Configurations: Insights from the PLT-1 Mission"
[NO] 1719/2000 | Multimodal Fusion of Structured Scores and Behavioral Texts for Early Autism Screening
[NO] 1720/2000 | Communication-Efficient Byzantine-Robust Federated Conformal Prediction via Partial Sharing
[NO] 1721/2000 | A Multi-Frequency Decoupled Spatio-temporal Graph Neural Network for RUL Prediction of Turbofan Engines
[NO] 1722/2000 | A Near-Field and Far-Field Switchable RFID Reader Antenna Based on Even-Odd Mode Switching of Spiral Antenna
[NO] 1723/2000 | TopoFormer: A Topology-Aware UNetFormer for Surface-Structure Segmentation in Remote Sensing Imagery toward Traffic Perception
[NO] 1724/2000 | Sampling-Aware Belt-Coordinate Tracking for Areca Nut Counting Under Sparse Observations
[NO] 1725/2000 | Scene-Prior-Guided Ship Category Inference for Port SAR Images
[NO] 1726/2000 | Cascade injection-free fabrication of an acoustic lens for capacitive micromachined ultrasonic transducer arrays
[NO] 1727/2000 | Explainable Credit Risk Modeling and Multiobjective Portfolio Optimization for SMEs
[NO] 1728/2000 | Language-guided Diverse Feature Augmentation for Long-Tailed Class Incremental Learning
[NO] 1729/2000 | Study on the Flow Characteristics of Centrifugal Pump Cavitation Under Different Inlet Conditions
[NO] 1730/2000 | High-Quality Dataset Construction Pathway and Application Practice
[NO] 1731/2000 | Mechanical Design of a Powered Hip-Disarticulation Prosthesis Using a Four-Bar Linkage
[NO] 1732/2000 | Dynamic Memory Event-Triggered Optimal Control for Nonlinear Multiagent Systems With Hard and Soft Constraints
[NO] 1733/2000 | Classification of Artificial Turf Stiffness using Heel-mounted Inertial Sensors and Pressure Sensing Insoles_supp1-3734843.docx
[NO] 1734/2000 | Retraction Notice: An Efficient Deep Learning Technique for Emotion Detection Using EEG Signal
[NO] 1735/2000 | Heavy Metal Ion Sensing Based on a Balloon-Shaped Optical Fiber Interferometric Structure
[NO] 1736/2000 | Quantitative Photo-elastic Characterization of Interfacial Residual Stress of Epoxy Insulators
[NO] 1737/2000 | ITC-OVAD: An Image-Text Collaborative Strategy for Open-Vocabulary Aerial Detection_supp1-3736036.pdf
[NO] 1738/2000 | Reliability Growth Planning for Multi-Phase Missions Considering Epistemic Uncertainty
[NO] 1739/2000 | More Robust, More Vulnerable: The Robustness–Security Paradox of Post-Processing Watermarking
[NO] 1740/2000 | Retraction Notice: A Novel Machine Learning Model to Detect the Automated Evaluation of Brain Metastates Using 3D-MRI Images
[NO] 1741/2000 | Enhancing Non-Coherent Noise Modulation in Fading Channels via Spatial Diversity
[NO] 1742/2000 | Meta-Weighted Evidential Domain Adaptation for Aero-Engine Remaining Useful Life Prediction Under Incomplete Target Degradation Data
[NO] 1743/2000 | Retraction Notice: Highway-Situated Medicine Vending Machines: A Technological Solution for Immediate First-Aid Assistance in Remote Areas
[NO] 1744/2000 | PACMHCI V10, N6, October 2026 Editorial
[NO] 1745/2000 | TemplateGBM: Learning Gradient Boosting Decision Trees with Predefined Structures
[NO] 1746/2000 | DASched: Dependency-Aware Scheduling for Multi-Stage Pipelines under Shared GPU Resources
[NO] 1747/2000 | Energy Efficiency in Actor Systems: A Comparative Study of Akka and Elixir
[NO] 1748/2000 | ICSSIP 2025 Contributor Page
[NO] 1749/2000 | ICSSIP 2025 Cover Page
[NO] 1750/2000 | ICSSIP 2025 TOC
[NO] 1751/2000 | Towards A System Model for DNA-based Storage
[NO] 1752/2000 | A Study on Collection Credit Scoring Model Development
[NO] 1753/2000 | The Feature-Space Illusion: Exposing Practical Vulnerabilities in Blockchain GNN Fraud Detection
[NO] 1754/2000 | Integrating Ecological Modeling and Machine Learning for Ecosystem Service Bundling in Mountain Urban Regions
[NO] 1755/2000 | HorizonUNet: A Structure-Aware Spatiotemporal Mamba Architecture for Extreme Precipitation Nowcasting
[NO] 1756/2000 | Study on Prediction and Control of Annular Thermal Expansion Pressure Induced by Drilling Fluid Sedimentation in Deepwater Wells
[NO] 1757/2000 | “Joint Operation Without Joint Dispatch” in Unified Electricity Markets: Market Mechanisms and Benefit Allocation for Large-Scale Energy Base Integration
[NO] 1758/2000 | On the Effectiveness of Membership Inference in Targeted Data Extraction from Large Language Models
[NO] 1759/2000 | Impedance-Based Prediction of Common-Mode Current Without LISN for Wireless Power Transfer Systems
[NO] 1760/2000 | Overvoltage Mechanism and Suppression Method for LCC-HVDC Rectifier Station Caused by Sending- End AC Faults Considering Grid-Forming Converters
[NO] 1761/2000 | Dynamic Reconfiguration for Distribution Network Based on Reinforcement Learning Considering Branch Load Balancing
[NO] 1762/2000 | Interpretable Characterization of Spectrum Usage Patterns From Long-Term Passive Measurements
[NO] 1763/2000 | A Fully Underground Wireless Powered Communication Network Using Long-Range Through-the-Soil Wireless Power
[NO] 1764/2000 | Analytical Calculation of Stator-Tooth Electromagnetic Forces in Multiphase Surface-Mounted Permanent Magnet Motors Under Static Eccentricity
[NO] 1765/2000 | Optimal Capacity Configuration of a Hydrogen-Ammonia Integrated Energy System Considering Upstream Emissions of Purchased Low-Carbon Hydrogen
[NO] 1766/2000 | Resource-Aware Distributed Edge Framework for Heterogeneous Video Analytics
[NO] 1767/2000 | A New Multifunctional Online Ice-Melting Device with Reactive Power Compensation Capability in Distribution Networks
[NO] 1768/2000 | Transport Mechanisms of SF
                    <sub>6</sub>
                    Decomposition Products and Sensor Placement Optimization in GIS
[NO] 1769/2000 | Degradation Mechanisms of Lithium-Ion Batteries Under Wide-Frequency Grid Fluctuation Conditions
[NO] 1770/2000 | Design and Testing of an Under-Bed Transcutaneous Charging System for Implanted Medical Devices
[NO] 1771/2000 | Analysis of Transient Voltage Characteristics in Grid-Following and Grid-Forming Hybrid Stations
[NO] 1772/2000 | EMI Reduction in Class-D WPT Systems Using Hybrid Active and Passive Techniques
[NO] 1773/2000 | Large-Signal Stability Analysis of Off-Grid PV-Storage DC Microgrids Based on Mixed Potential Theory
[NO] 1774/2000 | AFGO-IPL: Adaptive Factor Graph Optimization with Influence-based Protection Levels for GNSS in Urban Environments
[NO] 1775/2000 | Design a Self-Resonant Coil with an Integrated Coaxial Dielectric Capacitor for EV Wireless Charging
[NO] 1776/2000 | Maximum Power Point Tracking in Photovoltaic Systems Under Partial Shading Conditions Based on an Improved Salp Swarm Algorithm
[NO] 1777/2000 | An Attention-Enhanced U-Net Model for Histopathology Image Segmentation
[NO] 1778/2000 | Comparative Performance Analysis of 6G Waveforms with High Power Amplifier Nonlinearities
[NO] 1779/2000 | Power Quality Disturbance Classification Based on Conv1D-DAE and Multi-View Image Encoding with CNN
[NO] 1780/2000 | A New Integrated Onboard And Wireless Charging Topology
[NO] 1781/2000 | Electricity Market Intelligent Q&amp;A System with RAG and Dynamic Policy Evolution Mechanism
[NO] 1782/2000 | Proposal of Synchronous Rectification Method Using Only DC Current Values Based on Three-Phase Assumption for Reducing Leakage Magnetic Fields in Dynamic Wireless Power Transfer
[NO] 1783/2000 | Recurrent Neural Network–Based Temporal Harmonic Estimation of Load Resistance in Dynamic Inductive Power Transfer Systems
[NO] 1784/2000 | LASER4Doc: A Layout-Adaptive Structured Extraction and Reconstruction Framework for Industrial PDF Documents
[NO] 1785/2000 | Deep Reinforcement Learning and Prim's Algorithm for $k$-Coverage in Wireless Sensor Networks
[NO] 1786/2000 | Optimization of Hardware Structure and Performance Testing for Multi-Source Environmental Energy Acquisition in Power Perception Terminals
[NO] 1787/2000 | Building Teaching Skills and Community for Early-Career Computer Science Academics: Reflections from a Departmental Program
[NO] 1788/2000 | Fault-Tolerant Predictive Current Control With Thrust Ripple Suppression for a Twelve-Phase Linear Induction Motor
[NO] 1789/2000 | Leveraging High-Resolution LISS IV Data and Machine Learning for Land Use Land Cover Mapping: A Comprehensive Workflow and Model Interpretation_supp1-3736240.docx
[NO] 1790/2000 | Erratum: A Graph-Enhanced Defense Framework for Explainable Fake News Detection with LLM
[NO] 1791/2000 | A Fast Node Communication Protocol With Local Leader Selection for Community Detection in Large-Scale Complex Networks
[NO] 1792/2000 | Comparative Dielectric Performance Analysis of Vegetable-Based Oils and Mineral Oil under Thermal-Oxidative Stress
[NO] 1793/2000 | UART for Wearables (U4We): DC Power and Carrierless Signal Transfer over Conductive Textiles
[NO] 1794/2000 | Velocity Field-based Tooth Alignment Network with Interactive Guidance via Dental Arch Curves and Clinical Text Prompts_supp1-3736527.pdf
[NO] 1795/2000 | ARTiS: An Adaptive Robotic Gripper for Enhanced Tool Manipulation in Disassembly Applications_supp1-3731571.mp4
[NO] 1796/2000 | Multi-Month mmWave Channel Characterization with NYUSIM: Frequency, Scenario, and Fading Model Analysis_supp2-3731631.xlsx
[NO] 1797/2000 | Graph Masked Autoencoder With Multi-Head Latent Attention Mechanism for Gene Regulatory Link Prediction
[NO] 1798/2000 | Predefined-time synchronization of heterogeneous memristive neural networks and its application to IoT robot navigation
[NO] 1799/2000 | Robust Multimodal Medical Data Fusion with Missing Modalities via Cascaded Feature Injection and Dual-Path Alignment
[NO] 1800/2000 | Development of Human Digital Twin with Muscle Fatigue
[NO] 1801/2000 | Information-Theoretic Analysis of Positional Encoding Strategies in Vision Transformers: A Comparative Study of Four Approaches_supp1-3736257.pdf
[NO] 1802/2000 | Towards Transferable Black-Box Attack via Minimizing Maximum Model Discrepancy_supp1-3735944.pdf
