[2026-09-22 23:20:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-21
正在获取论文...
[arXiv] 2026-09-21 | Jevons' Paradox and Fast Generative Simulation for HEP: Why Realistic Benchmarking is Essential
[NO] 1402/2000 | SoK: Data Minimization in Machine Learning
[NO] 1403/2000 | A Multi-Scenario Collaborative Scheduling Method for EV Charging Infrastructure Operation and Maintenance
[NO] 1404/2000 | FedSpy-LLM: Towards Scalable and Generalizable Data Reconstruction Attacks from Gradients on LLMs
[NO] 1405/2000 | Cost-Risk Coordinated Optimization for the Electricity Spot Market Based on Hourly Risk Exposure
[NO] 1406/2000 | Grasp Pose Estimation for Transparent Test Tubes Using Rep-YOLOv8 and GRCNN
[NO] 1407/2000 | Agentic Cybersecurity: Autonomous Threat Detection Defense Against Adversarial Metamorphic Malware Attacks
[NO] 1408/2000 | A Virtual Sensor-Assisted Self-Healing Strategy for Greenhouse EC-Loop Fertigation Under Sensor-Network Co-Faults
[NO] 1409/2000 | Leakage-Aware Ensemble Learning for Electric Vehicle Range Prediction and BEV/PHEV Classification
[NO] 1410/2000 | DPL-SOH: Discharge-Informed Physics-Guided Language Modeling for Battery SOH Forecasting
[NO] 1411/2000 | A Hybrid Classical/Quantum Algorithm to Estimate Network Violation Probabilities
[NO] 1412/2000 | The Power of Clouds: The Power Metric for Cloud Auto-Scaling Under Attack
[NO] 1413/2000 | A Study on the Impact of ESG Performance on Agricultural Enterprise Performance Under the Dual Carbon Goal — Based on Samples of Listed Agricultural Enterprises
[NO] 1414/2000 | A Data-Driven Framework for Evaluating Bio-stimulant Efficacy in Smart Agriculture: Integrating Machine Learning Prediction with Causal Inference
[NO] 1415/2000 | Onion Object Detection for a Prototype Intelligent Agricultural Sorting System: A Comparative Study of OpenCV and YOLOv8
[NO] 1416/2000 | Teaching English in Blended Learning Model: Improving Students’ Capacity to Meet the Requirements of the 4.0 Labor Market – A Case Study of FPT Polytechnic College
[NO] 1417/2000 | PUF-ASCON Lightweight Authentication Protocol for Ultra-Low Bandwidth IoT
[NO] 1418/2000 | Structure-Aware Hybrid Representation for Retrieval-Augmented Generation Over OCR-Derived Documents
[NO] 1419/2000 | Operating Characteristics and Simulation of ZnO Varistor Under Standard Lightning Impulse
[NO] 1420/2000 | Comparative Study of Continuous-Control-Set and Two-Step Finite-Control-Set MPC for PMSM
[NO] 1421/2000 | Marking-Aware Sequential VaR Recalibration for Standardized Option Books
[NO] 1422/2000 | An IoT-Oriented Wind Turbine Digital Twin with NeuralWarp-WOA Parameter Updating for Smart Energy Applications
[NO] 1423/2000 | Query-Adaptive Demonstration Construction for in-Context Learning
[NO] 1424/2000 | Noise-Adaptive Multi-Scale CNN with Weighted Sampling for ECG Arrhythmia Classification
[NO] 1425/2000 | Three-Way Boundary-Aware Granular-Ball Fuzzy Rough Sets for Attribute Reduction
[NO] 1426/2000 | Research on Thermal–Flow Coupling Characteristics and Structural Size Optimization of a Microchannel Heat Sink for High Heat Flux Chips
[NO] 1427/2000 | Chain D-STATCOM Multivariable Decoupling Control Method for Distribution Network Under NSGAIII Linear Optimization
[NO] 1428/2000 | Comparative Analysis of Adaptive and Risk-Pruned A* Algorithms for Safety-Aware Motion Planning in Subterranean Environments
[NO] 1429/2000 | Entropy-Adaptive Multi-Map Chaotic Modulation for Physical-Layer Security
[NO] 1430/2000 | Energy-Aware Deployment of Quantized Shallow-Water Image Enhancement on an Edge NPU for Underwater IoT Imaging
[NO] 1431/2000 | Research on Model Predictive Control of Integrated Thermal Management System for Automobiles Based on Reinforcement Learning Optimization
[NO] 1432/2000 | Self-Coordinated Low Voltage Ride-Through Strategy for Grid-Forming Virtual Synchronous Generators
[NO] 1433/2000 | Instrumentation for the Extrusion of Continuous Fibre-Reinforced Polymer Filament in 3D Printing
[NO] 1434/2000 | Co-Simulation Errors Due to Step Size Changes
[NO] 1435/2000 | Joint Optimization of Offloading, Phase-Shift, Trajectory and Resource Allocation in Priority-Aware IRS-Assisted UAV-MEC Systems
[NO] 1436/2000 | Preface
[NO] 1437/2000 | 2026 6th International Conference on Machine Manufacturing and Intelligent Control (ICMMIC)
[NO] 1438/2000 | Multi-Objective Optimization of Regional Reactive Power Re-serve for AC/DC Hybrid Power System Considering Wind Power Scenarios
[NO] 1439/2000 | SPAM-Net: Spectral Prior-Guided Attentive Mamba Network for Sparse-view Multi-energy CT Reconstruction
[NO] 1440/2000 | WEIDJ: A Deep Visual Segmentation and DOM-JSON Framework for High-Recall Academic Web Content Extraction
[NO] 1441/2000 | Bi-Level Optimal Control Strategy for V2G Electric Vehicle Aggregations Considering Nodal Voltage Regulation and Battery Degradation
[NO] 1442/2000 | A Hybrid Modeling Learning Method for Lithium-Ion Battery Based on Fractional-Order and Gaussian Process Regression
[NO] 1443/2000 | An Explainable and Efficient Ensemble Framework for Phishing Email Detection
[NO] 1444/2000 | Exact Unlearning of Finetuning Data via Model Merging at Scale
[NO] 1445/2000 | A Grid-Port Bilevel Game for Shore-Power Pricing with Port Alliances
[NO] 1446/2000 | Comparative Evaluation of Data-Driven Models for Electricity-Gas Coupled Energy Flow Calculation
[NO] 1447/2000 | Physics-Aware Latent Modeling for Unsupervised Anomaly Detection in VANETs
[NO] 1448/2000 | IoT Intrusion Detection on Large Scale Network Data: From Classical ML and DL to Robust, Explainable and Deployable Benchmarking
[NO] 1449/2000 | Component Failure Prediction for the SCANIA Component X Dataset
[NO] 1450/2000 | Cross-Domain Generalization from Synthesized to Human-Imitated Speech Detection
[NO] 1451/2000 | A Machine Learning Framework for Nutritional Health Risk Assessment of University Campus RTC Foods Incorporating Genetic Priors
[NO] 1452/2000 | Rapid Flood Risk Prediction for Power Transmission and Distribution Facilities Based on a Multi-GPU Parallel 2D Hydrodynamic Model
[NO] 1453/2000 | Performance Assessment of Indoor LEO-PNT Using Next-Generation VHF/UHF Services
[NO] 1454/2000 | Physical Traceability of Multi-Source Green Electricity in Industrial Parks Based on Power Metering Automation System 3.0
[NO] 1455/2000 | A Typical Boundary Scenario Generation Method for Renewable Energy Based on Forecast-Condition Partitioning and Boundary-Anchored K-Medoids
[NO] 1456/2000 | A Robust High-Efficiency Class-E Power Oscillator for Inductive Power Transmission
[NO] 1457/2000 | Lifecycle Aware Metadata Framework for Accelerating AI Data Center Rack Commissioning
[NO] 1458/2000 | A Novel Attention-Based Hybrid Deep Learning Framework for Interpretable Subclass Identification in Paint Manufacturing
[NO] 1459/2000 | Performance Analysis of UL Tx Switching, Carrier Aggregation and UL-MIMO in 5G NR Systems
[NO] 1460/2000 | Transmission of the Galileo E6-C Encrypted Signal: Analysis of the Data Processing
[NO] 1461/2000 | Motion-Aided Pose Estimation for Visible Light Positioning With Sparse LEDs
[NO] 1462/2000 | Classification of Artificial Turf Stiffness using Heel-mounted Inertial Sensors and Pressure Sensing Insoles
[NO] 1463/2000 | Hierarchical Hybrid PSO-GA NAS: Automated U-Net Design for Retinal Vessel Segmentation
[NO] 1464/2000 | Research on Calculation Method of Flow Balance and Distribution in Canal System
[NO] 1465/2000 | Intelligent Near-RT RIC xAPP for 5G O-RAN Small Cells: Energy-Efficient PRB Optimization with E2 Control
[NO] 1466/2000 | Author Index
[NO] 1467/2000 | Inference Tasks in Intelligent Computing Centers Modeling and Migration Method for Flexible Regulation
[NO] 1468/2000 | NW-EHA: A Misalignment-Tolerant Neck-Worn Electromagnetic Halbach Array Structure for Charging Implantable Devices
[NO] 1469/2000 | Road to Quantifying the Impact of Asphalt on Resonant Capacitive Power Transfer Systems
[NO] 1470/2000 | Structure-Preserving Grayscale Preprocessing for Generalizable Deepfake Detection
[NO] 1471/2000 | Uniaxial 3D Shape Measurement with Optotune Electronically Focus-tunable Lens
[NO] 1472/2000 | Risk Identification Method for Multiple Coupled Failures of New Energy Power Grid Based on Deep Time Series Neural Network
[NO] 1473/2000 | A Matrix-Based Method for Counting Modern Tibetan Syllabic Characters
[NO] 1474/2000 | SoK: Enhancing Cryptographic Collaborative Learning with Differential Privacy
[NO] 1475/2000 | TD3-Based Logistics Distribution and Charge-Discharge Strategies for eVTOL Aircraft Under Time-Varying Electricity Prices
[NO] 1476/2000 | Vision-Based Automated Operational Inspection for Wind Energy Systems
[NO] 1477/2000 | A Short-Term Power Prediction Method for Distributed Photovoltaic Based on Grid Feature Extraction
[NO] 1478/2000 | DRL-Powered OpenCAPWAP for Self-Healing SDWN Coverage
[NO] 1479/2000 | Analyzing the Impact of Magnetic Energy Harvesters on Power Quality in Underground Cable System
[NO] 1480/2000 | A Wireless Passive LC Flexible Strain Sensor Utilizing a Curved-Beam Interdigital Capacitor
[NO] 1481/2000 | An Intelligent Decision-Support Framework for the Precision Processing of Complex Fermented Fluids: Integrating Machine Learning, Multi-source Data Mining, and Monte Carlo Simulation
[NO] 1482/2000 | Prediction of Soluble Solids Content in Prunes Based on Deep Random Forest
[NO] 1483/2000 | Detection of Potential Drivable Areas for Grain Trucks Based on Improved DeepLabV3+
[NO] 1484/2000 | IFMAF: Interactive Feature Modulation and Attention Fusion for Cotton Pest and Disease Recognition
[NO] 1485/2000 | Role of Influencers on Tiktok Shop Platform in Appealing to E-Shopper Procurement Intention and Decision - Making
[NO] 1486/2000 | The Mediating Role of Innovativeness in AI Integration for Financial Management: Evidence from Micro, Small and Medium Enterprises in the Philippines
[NO] 1487/2000 | Priority-Aware Task Offloading using Q-Learning in Autonomous Vehicles
[NO] 1488/2000 | A Hierarchical Quantitative FMEA Framework for Reliability Enhancement of Laser Lithography Systems
[NO] 1489/2000 | Cloud-Integrated Hybrid Analytical Model for Intelligent Pollution Detection and Forecasting in Smart Cities
[NO] 1490/2000 | PAD-Net: A Prior-Aware and Auxiliary-Driven Network for Photovoltaic Cell Defect Detection
[NO] 1491/2000 | Integrated Heteroskedastic Nonlinear Vector Autoregression
[NO] 1492/2000 | CGR-Net: Codebook-Guided Reconstruction Network for Image Deraining
[NO] 1493/2000 | Multi-Objective Optimization Design of Harmonic Reducer Tooth Profile Considering Transmission Accuracy and Contact Stress Distribution
[NO] 1494/2000 | Targeted Current Conditioning for Transmission-Level Vacuum Interrupters
[NO] 1495/2000 | Reduced-Order Multi-Physics Modeling and Active Power Derating for Preventing Voltage Collapse Under Constant-Power Loads
[NO] 1496/2000 | DeepLeak: Privacy Enhancing Hardening of Model Explanations Against Membership Leakage
[NO] 1497/2000 | Temperature-Resilient Flexible WS/NbO-based Memristor with Ultra-low Operating Voltages and Multilevel Switching for Neuromorphic Applications_supp1-3735989.docx
[NO] 1498/2000 | Study on the Cyclic Aging Characteristics of Lithium-Ion Battery Under Vibration Condition
[NO] 1499/2000 | Effect of Cyclic Annealing on Electrical Tree Inception Voltage of XLPE at Different Temperatures
[NO] 1500/2000 | Time-Dependent Behavioral Model of TVS Devices and Its Application in ESD-Induced Soft Failure Analysis of an IC Port
[NO] 1501/2000 | Research and Development of Slot Array Antenna with Variable Waveguide Width for Beamforming
[NO] 1502/2000 | An Adaptive Hybrid Low-Power BIST Architecture Using LFSR and Gray Code for Efficient Switching Reduction
[NO] 1503/2000 | Beyond Tilt: Albedo as the Critical Design Lever for Tropical Bifacial Photovoltaic Systems
[NO] 1504/2000 | Sparse-Candidate Computation of the TGOSPA Metric for Visual Multi-Object Tracking Evaluation
[NO] 1505/2000 | Dual-Luneburg Lens for Quasi-Bessel Beam Generation for MmWave Wireless Power Transfer
[NO] 1506/2000 | Measurement-Driven Uncertainty-Aware Visual–LiDAR–Inertial SLAM for UAV Navigation in Degraded Environments
[NO] 1507/2000 | A Data-Driven Analysis of Programming Language Adoption Using Adoption Pressure and Forecasting Models
[NO] 1508/2000 | Deep Reinforcement Learning Based Low-Carbon Optimal Scheduling for Integrated Energy Systems
[NO] 1509/2000 | Membership Inference Attacks for Retrieval Based In-Context Learning for Document Question Answering
[NO] 1510/2000 | A Semantic-Aware Single-Ended Protection Strategy Based on SNN
[NO] 1511/2000 | Dynamic Shear Mapping Prescribed Performance Control for Multi-PMSM Speed Synchronization
[NO] 1512/2000 | Interpretable Ensemble Learning Framework for Predictive Maintenance with Causal and Counterfactual Insights
[NO] 1513/2000 | Multi-physics Study on the Thermal Response of a Coupled Inductive Power Transfer Pad
[NO] 1514/2000 | Grouped Multi-Agent Deep Reinforcement Learning for Cooperative Charging and Discharging Scheduling in Large-Scale Battery Swapping Stations
[NO] 1515/2000 | Research on Fault-Tolerant Performance of Modular Winding In-Wheel Motor Under Inter-Turn Shortcircuit Fault
[NO] 1516/2000 | Coordinated Scheduling and Energy Storage Planning for Grid-AIDC Systems Considering Heterogeneous Tasks
[NO] 1517/2000 | Novel MTPA and Field-Weakening Control Algorithm Based on Active Flux for Permanent Magnet Synchronous Motor Drives
[NO] 1518/2000 | Analytical Investigation of a Modular-Multilevel Inverter for Inductive Charging and Comparison with a Conventional Single Inverter Topology
[NO] 1519/2000 | Copyright Page
[NO] 1520/2000 | Estimation of Mutual Inductance and Transmitter-Side Voltage Based on Receiver-Side Non-Resonant Frequency for PWM-Controlled Wireless Power Transfer
[NO] 1521/2000 | Making Large Vision Language Models Better Few-Shot Learners
[NO] 1522/2000 | A Terrain- and SNR-Aware Framework for UAV-FSO Backbone Deployment in Post-Disaster Networks: AeroFSO-Deploy
[NO] 1523/2000 | Deep Peak Shaving Technology and Scheme Analysis of Heating Unit in Thermal Power Plant
[NO] 1524/2000 | Multi-Dimensional Risk Assessment of Coupled Disruptions in Power and Transportation Systems Under Extreme Weather Conditions
[NO] 1525/2000 | Re-detection UAV target tracking algorithm based on twin network
[NO] 1526/2000 | Benchmarking GNSS-SDR on RISC-V: Hardware Acceleration, Channel Processing, and OSNMA/HAS Workloads
[NO] 1527/2000 | Dynamic Vehicle Selection and Bandwidth Allocation for Federated Learning with Long-Term Latency Constraint in Vehicular Networks
[NO] 1528/2000 | EyeNet: Automated Eye Disease Detection Using Deep Learning
[NO] 1529/2000 | Motion-Aided Pose Estimation for Visible Light Positioning With Sparse LEDs_supp1-3735352.pdf
[NO] 1530/2000 | Special Issue on The Workshop on MAthematical performance Modeling and Analysis (MAMA 2026)
[NO] 1531/2000 | A Review of Research on Blockchain Technology for Trusted Traceability of Agricultural Products
[NO] 1532/2000 | TemplateGBM: Learning Gradient Boosting Decision Trees with Predefined Structures
[NO] 1533/2000 | DASched: Dependency-Aware Scheduling for Multi-Stage Pipelines under Shared GPU Resources
[NO] 1534/2000 | Energy Efficiency in Actor Systems: A Comparative Study of Akka and Elixir
