[2026-07-24 11:04:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-23
正在获取论文...
[arXiv] 2026-07-23 | Structure theory of $BV$ functions and finite perimeter sets on Riemannian manifolds
[NO] 1081/1796 | Triple-Interaction Temporal Perception With FDE for Semisupervised Fault Diagnosis in Rod Pumping System
[NO] 1082/1796 | Embodied Agentic Intelligence for LAWNs: Joint Collision Avoidance Path Planning and Predictive Beamforming Design
[NO] 1083/1796 | The Evolution of Consumer Financial Complaints Driven by Market Panic Sentiment: A Study Based on Machine Learning and Dirichlet Modeling
[NO] 1084/1796 | Comparative Analysis of SDAP and PHA for Two-Stage Stochastic Electricity Market Clearing Problems with Energy and Reserve Co-optimization
[NO] 1085/1796 | An Open-Quantum-Systems Theory of Quantum-Biological Communication Channels
[NO] 1086/1796 | Authors Index
[NO] 1087/1796 | Cover Page
[NO] 1088/1796 | Copyright Page
[NO] 1089/1796 | Tutorials
[NO] 1090/1796 | IEEE Microwave Theory and Technology Society Information
[NO] 1091/1796 | TCF-Net: A target-aware collaborative framework for infrared image correction and small target detection
[NO] 1092/1796 | Introduction: From Pattern Alchemy to Coordination Physics
[NO] 1093/1796 | Helical Bicomponent Fiber-based Actuator for Real-Time Bionic Hand Interaction
[NO] 1094/1796 | Data-Driven Prescribed-Iteration Convergence Control for Discrete-Time Nonlinear Systems via Iteration-Varying Gain
[NO] 1095/1796 | Distributed Maximal Independent Set Computation in Hundred Billion-Edge Graphs
[NO] 1096/1796 | A Fractional-Order Sliding Mode Control Strategy for Thermal Management of Proton Exchange Membrane Fuel Cells
[NO] 1097/1796 | Toeplitz Correlation Matrix Generation for Super-Resolution Angular Estimation of Correlated Array Sources
[NO] 1098/1796 | A Trojan-Resilient FIR Filter Architecture using Redundant Computation for FPGA-Based DSP Systems
[NO] 1099/1796 | Hardware Accelerated Lightweight Rolling Hash Architecture for Secure Data Integrity in RISC-V Systems
[NO] 1100/1796 | Design Validation and Performance Evaluation of Folded Cascode OpAmp by Nondominated Sorting Cuckoo Search Optimization Algorithm
[NO] 1101/1796 | Verilog-Based Systolic Array for Matrix Multiplication and Convolution in CNNs using RISC-V-VP++
[NO] 1102/1796 | Distributed Deep Learning for Decentralized, Bandwidth-limited, Dynamic Networks
[NO] 1103/1796 | Prediction of melt index of batch polypropylene based on data characteristics and regression modeling
[YES] 1104/1796 | A UVM 1.2 Verification Environment for ARMv8-M PACBTI and TrustZone Security Architecture: Implementation and Coverage Analysis
[NO] 1105/1796 | Improved Data-driven Control Based on Incremental PD for Piezoelectric Micro-Scanning Stage
[NO] 1106/1796 | CowPainCheck: Temporal Deep Learning for Postoperative Pain Detection in Cattle with Edge–Fog–Cloud Deployment Considerations
[NO] 1107/1796 | Causal Disentanglement-Driven Robust Adaptive Physics-Informed Neural Network for Trajectory Prediction
[NO] 1108/1796 | Radar single-target detection method based on convolutional neural network
[NO] 1109/1796 | Algorithmic Trading Data Collection and Transformation Process Automation Using DRI for Machine Learning Modelling
[NO] 1110/1796 | A Unified Analytical Model for Dead-Zone PFD and Charge Pump Nonlinearities in Fractional-N PLLs
[NO] 1111/1796 | K-STGCT: A Causal-Enhanced Spatio-Temporal Gated Convolutional Transformer with KAN-based Positional Encoding for Industrial Soft Sensor Forecasting
[NO] 1112/1796 | High Performance 4-bit Quantized CNN Accelerated Array Multiplier Implementation on FPGA
[NO] 1113/1796 | Personalized Course Recommendation Model Based on LightGCN and Learning Behavior Data
[NO] 1114/1796 | Grouping-based Dual-Population Co-evolutionary Algorithm for Constrained Ship Electrical Layout Optimization
[NO] 1115/1796 | Sliding-Mode Control Based on LQR for Markov Jump Systems with Partially Unknown Dynamics
[NO] 1116/1796 | Subject Leakage and Label Circularity in Deep Learning Models for Alzheimer’s Disease Prediction
[NO] 1117/1796 | When Data Protection Fails to Protect: Law, Power, and Postcolonial Governance in Bangladesh
[NO] 1118/1796 | Epilogue: Wisdom
[NO] 1119/1796 | A Low-Profile and Broadband Circularly Polarized Folded Transmitarray Antenna Using Metasurfaces
[NO] 1120/1796 | Title Page
[NO] 1121/1796 | Preface
[NO] 1122/1796 | Foreword
[NO] 1123/1796 | Multimodal Deep Learning for Real-Time Estimation of Excitation Temperature of Transferred Arc Thermal Plasma
[NO] 1124/1796 | Dipole Reflectivity Inversion Based on Non-convex Group-sparse Regularization and Even-odd Atoms Reselection
[NO] 1125/1796 | Evolution Analysis of Global Governance Initiative Principles and Values Using Multi Source Text Data and Topic Modeling
[NO] 1126/1796 | Wireless Infrastructure On-Demand: A UAV-Based Cell-Free Network with Realistic Environment Conditions
[NO] 1127/1796 | Iterative learning control of position-constrained permanent magnet synchronous motor servo systems under varying iteration lengths
[NO] 1128/1796 | FedWeaver: Weaving Specialist Threads into a Resilient Global Model for Parameter-Efficient Federated Domain Generalization
[NO] 1129/1796 | Comparative Evaluation of PPO and SAC for Robust Autonomous Low-Thrust Transfers in Cislunar Space
[NO] 1130/1796 | Probing and Mitigating Identity Leakage in Audio Deepfake Detection Using Artifact-Centric Learning
[NO] 1131/1796 | Ultra Low Power Safety Aware Elevator Controller ASIC with Near-Zero-Skew Clocking
[NO] 1132/1796 | Implementation of High-Performance ALU using Dual-Mode Differential Cascode Voltage Switch Logic
[NO] 1133/1796 | Improved Voltage Reference Feedforward Control with Smaller Overshoot Through Delays
[NO] 1134/1796 | Visual Analytics for Understanding Curriculum Learning and Generalization in PPO Agents
[NO] 1135/1796 | A Privacy-Aware Federated Learning Framework for Decentralized Intrusion Detection in IoT Networks
[NO] 1136/1796 | A Differentiable Oblique Decision Tree for Interpretable Interval Prediction of Photovoltaic Power
[NO] 1137/1796 | Optimization of List-Based Reed-Solomon Decoding via Deep Learning
[NO] 1138/1796 | GNSS RTK Measurements Spatial Filtering for Accuracy Increase in NLOS Scenario
[NO] 1139/1796 | Multidimensional Analysis and Prediction Model for University Student Sources Based on AdaBoost
[NO] 1140/1796 | PID-MFAILC Hybrid Speed Regulation for the Rotary Mechanism of Hydraulic Bolt Drills
[NO] 1141/1796 | Development of a High Uniformity Subsonic Calibrator for Nanoscale Hot-Wire Probes
[NO] 1142/1796 | Retraction Notice: Optimizing Large Railway Vision Models for Efficient In-Context Learning
[NO] 1143/1796 | Doping Enabled Clustering based Class Imbalance Handling for Software Defect Detection using Heterogeneous Stacking_supp8-3716176.docx
[NO] 1144/1796 | KORDI: A Framework for Real-Time Performance and Cost Optimization of Apache Spark
[NO] 1145/1796 | SAR-Inspired Adversarial Diffusion for Optical-to-SAR Image Translation
[NO] 1146/1796 | A Machine Learning Approach to Benchmarking Social Debt
[NO] 1147/1796 | Multiple-Gain Model to Estimate Runtime of Evolutionary Algorithms for Constrained Discrete Optimization_supp1-3715876.pdf
[NO] 1148/1796 | SHRD: A Scalable Scheme for Hierarchical File Sharing with Rank-Aware Dissemination
[NO] 1149/1796 | Socially Compliant Autonomous Navigation of a Unicycle Robot in Human Crowded Environments
[NO] 1150/1796 | Hybrid Analytical Modeling of Surface-Mounted Permanent Magnet Machines with Ferromagnetic Shielding Cylinder and Arbitrary Magnet Shapes
[NO] 1151/1796 | Beyond Net Present Value: A Practical Framework for De-Risking Strategic Technology Investments
[NO] 1152/1796 | On covering radius of generalized Zetterberg codes
[NO] 1153/1796 | Semantic-Aware Adaptive Networking for Immersive Sports Broadcasting Over 6G Networks
[NO] 1154/1796 | CMDiff-Reg: Geometry-Enhanced Diffusion Intermediate Representations for Unsupervised Cross-Modality Remote Sensing Registration
[NO] 1155/1796 | On Geometric Shaping of Intensity-Modulated Signals for MIMO Optical Wireless Communications
[NO] 1156/1796 | RA-EKF Integrated Method of Pure SINS and Improved Dual-Axis RINS for Long Endurance
[NO] 1157/1796 | SD-Acc: Accelerating Stable Diffusion through Phase-aware Sampling and Hardware Co-Optimizations
[NO] 1158/1796 | Enabling Lightweight and Accurate SOC Estimation through Load Self-regulation for Massive IoT Devices
[NO] 1159/1796 | Student Challenges in Advanced SQL: Misconceptions and Misapplications
[NO] 1160/1796 | A Tool of One’s Own: Motifs, Abduction and Non-Generative World-Building
[NO] 1161/1796 | Dialectical Analysis and Developmental Considerations of the 'Cat-and-Mouse Game' in AI-Generated Text Detection
[NO] 1162/1796 | On the Superiority of Ontario Electricity Demand Forecasting with Lagged Predictors
[NO] 1163/1796 | Hybrid Wavelet Neural Network–ANN–Kalman Filter Framework with Dynamic Ensemble Weighting for Short-Term Load Forecasting
[NO] 1164/1796 | Optimization Method for Regional Defense Resource Deployment Based on Fusion Potential Field Model
[NO] 1165/1796 | Research on a Handwritten Chinese Font Generation Algorithm Based on a Heterogeneous Attention Mechanism
[NO] 1166/1796 | Fusion and Hybrid CNN-BiLSTM Models for Battery State-of-Charge Estimation
[NO] 1167/1796 | A Cooperative Structural Defect Detection Method Based on Homogeneous MFL-EMAT
[NO] 1168/1796 | Multi-Target Allocation Based Reinforcement Learning for Cooperative Defense of USVs
[NO] 1169/1796 | Range and Velocity Tracking: a Parameter-Based Approach for Block Time-Varying Channels
[NO] 1170/1796 | Energy Efficient Reversible Carry Tree Adder
[NO] 1171/1796 | Dynamic Equivalencing of WECC Induction Motors A–C via a Unified Induction Motor–ZIP Model
[NO] 1172/1796 | Application of Dft With a Two-Fold Reduction in Conversion Time for the Phase Increment Frequency Measurement Method
[NO] 1173/1796 | Vision-Language-Guided UAV Navigation in Dynamic Coastline Environments
[NO] 1174/1796 | Enhancing Mobility in Cellular Networks by Utilizing AI/ML-based Measurement Prediction
[NO] 1175/1796 | Bangladesh AI Readiness: Gaps in Curriculum, Infrastructure, and Governance
[NO] 1176/1796 | Toward Faith-Aligned Mental Health Chatbots: Understanding Muslim Users' Expectations and Design Needs
[NO] 1177/1796 | When Tutorials Become Infrastructure: Bangla Developer Vlogs, Learning Access, and Precarious Digital Labor in Bangladesh
[NO] 1178/1796 | Design and Simulation of a Broadband 0.5–5 MHz Ultrasound Probe for Lung Disease Diagnostics and Therapeutic Monitoring
[NO] 1179/1796 | SCT-5GC: Self-Conditioned Transformer for Mobile Core Network Telemetry Anomaly Detection
[NO] 1180/1796 | Practical Fixed-Time Synchronization of Disturbed Complex Networks via Aperiodically Intermittent Control
[NO] 1181/1796 | Role-Oriented History-Aware Transformer for Spatio-Temporal Traffic Flow Forecasting
[NO] 1182/1796 | Kinematic Error Analysis and Compensation for Improving Surgical Robot Registration Performance
[NO] 1183/1796 | Plant-Oriented Rolling Day-Ahead Scheduling Under Rigid Monthly Targets for Hydrometallurgical Zinc Production
[NO] 1184/1796 | IoT based Crop Predictor and Water Irrigation System using Machine Learning
[NO] 1185/1796 | Enhanced Semantic Segmentation of Road Cracks and Potholes based on Improved SegNeXt
[NO] 1186/1796 | EER RF Power Amplifier Envelope Path PWM Modulator Functional Units Constructing Methods
[NO] 1187/1796 | Detection of Replay Attacks in Networked Control Systems Based on Segmented Weighted Smoothing Watermark
[NO] 1188/1796 | Jointly Optimizing Reconstruction and Prediction for Unsupervised UAV Anomaly Detection
[NO] 1189/1796 | Design and Implementation of FPGA Based Smart Vending Machine using VHDL
[NO] 1190/1796 | Comparative Analysis of Flash ADC using Various Architectures
[NO] 1191/1796 | Corrections to “Detection of Spark Erosion on Insulated Rail Joints by Deep Learning”
[NO] 1192/1796 | Can Microbenchmark-Derived Insights Guide Energy-Efficient Execution of Real Applications on Asymmetric Multicore Processors?
[NO] 1193/1796 | Stability and Hopf Bifurcation Analysis of a Complex Network Model with Heterogeneous Gamma-Distributed Delays
[NO] 1194/1796 | An Improved Neural Field-Based Coverage Path Planning Algorithm for Quadruped Robots
[NO] 1195/1796 | A DC Arc Fault Diagnosis Method for Photovoltaic Systems Based on Convolutional Neural Networks and Attention Mechanisms
[NO] 1196/1796 | MACE: A Physics-Informed Multi-modal Large Language Model for Strategic UAV Swarm Confrontation
[NO] 1197/1796 | A Hybrid Optimized WOA Parameter Extraction Algorithm of Perovskite Solar Cells’ Three-Diode Core Equivalent Circuit Model
[NO] 1198/1796 | Design and Evaluation of a Personal-Fit Control System for Vehicle Systems
[NO] 1199/1796 | IEEE Transactions on Terahertz Science and Technology Information for Authors
[NO] 1200/1796 | Author Index
[NO] 1201/1796 | Cooperative Target Tracking Control for Multiagent Systems: An Event-Based Aperiodic Observation Method
[NO] 1202/1796 | TRAG-DPO: Enhancing Visual Question Answering in Tomato Disease Diagnosis via Hybrid Retrieval and DPO-based Preference Alignment
[NO] 1203/1796 | Reorienting the Frozen Space: Training-Free Test-Time Adaptation by Geometric Transformation
[NO] 1204/1796 | Frequency-Spatial Dual-level Selective Alignment for Domain Adaptive Object Detection in Remote Sensing
[NO] 1205/1796 | Dynamic Event-Triggered Adaptive Fuzzy Control for Robotic Manipulators with Prescribed Performance
[NO] 1206/1796 | Quantum Key Distribution-as-a-Service (QKDaaS) for Smart Megacities: A Satellite Based Framework and Performance Benchmarking
[NO] 1207/1796 | DDCLS 2026 Breaker Page
[NO] 1208/1796 | Hybrid Beamforming Optimization for mmWave Vehicular Communications with Fluid Antenna Systems
[NO] 1209/1796 | VLSI SATA 2026 Preface
[NO] 1210/1796 | Design and Demonstration of a Six-Degree-of-Freedom Heterodyne Grating Interferometer for Atomic-level Precision Measurement
[NO] 1211/1796 | Low-Sidelobe Independently Controllable Multi-beamforming Time-Modulated Array with Arbitrary Stepped Waveforms
[NO] 1212/1796 | A Review of Delay-Tolerant Networks for IoT: Multi-Dimensional Taxonomy and Deployment Perspectives
[NO] 1213/1796 | Characterization and
                    <sup>131</sup>
                    I tests with the MACACO III+ Compton camera
[NO] 1214/1796 | A Physics-Informed Neural Network Framework Leveraging Deterministic Learning and Statistical Constraints for Bearing Fault Diagnosis
[NO] 1215/1796 | A Memory-Efficient Tile-Based Architecture for Real-Time UHD Stereo Rectification
[NO] 1216/1796 | SoftmaxPIM: An HBM-Based PIM Architecture for Accelerating GeMV–Softmax Execution Pipeline
[NO] 1217/1796 | MEVION: Low-Cost Open-Source Data Collection System for Powerful and High-Speed Dual-Arm Manipulation
[NO] 1218/1796 | Spectral Characteristics of a Linear Phase-Locked Loop Model with an Additional Frequency Feedback Loop
[NO] 1219/1796 | Design of a Knowledge Base Question Answering Algorithm
[NO] 1220/1796 | High-Performance Graph Processing on NVMe SSDs via Chunk-Based Representation and Access
[NO] 1221/1796 | Towards Minimized Cost for Wide Stripe Generation via Incremental Stripe Merging in Distributed Storage
[NO] 1222/1796 | Enhancing Readability of Telugu Text Summarization Using Multi-scale Attention and Bio-inspired Optimization
