[2026-08-12 10:06:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-11
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608110000+TO+202608112359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-8-11 | VL-DNA: Enhance DNA Storage Capacity with Variable Payload/Strand Lengths
[NO] 798/1000 | A Robust Framework for Fault-Tolerant Log Replication and Efficient Storage in Distributed Clusters Using RAFT Algorithm
[NO] 799/1000 | Enhancing Customer and Worker Experience Through Smart Facility Planning and Safety Engineering in Service Supply Chains
[NO] 800/1000 | Minimum Synchronous Inertia Evaluation for Renewable Energy Substitution Scenarios Considering Parameter Coupling Under Frequency Security Constraints
[NO] 801/1000 | Depth-Based Metric Tree Height Estimation from Satellite Imagery
[NO] 802/1000 | Comparative Machine Learning Analysis for Early and Late-Stage Student Performance Prediction Using Random Forest
[NO] 803/1000 | The Impact of Multipath Interference Caused by Ground Reflections on Wireless Time Comparison Systems
[NO] 804/1000 | Research on Autonomous Exploration Algorithms for Mobile Robots
[NO] 805/1000 | Robust Fixed-Time Sliding Mode Control for Speed and Position Loops of Permanent Magnet Axial Gap Bearingless Motor
[NO] 806/1000 | Smart Water Pouring System with Web-Based Control and Hybrid Monitoring
[NO] 807/1000 | VirtuArts: A Digital Exhibition Ecosystem for Next-Generation Mobility Workforce (SDG 4, SDG 8, SDG 17) with Evidence from Iterative Design-Based Cycles
[NO] 808/1000 | Automated Classification of Rice Varieties Using Convolutional Neural Networks
[NO] 809/1000 | Quality-Aware Potential-Based Reward Shaping for Fixed-Wing UAV Formation Navigation
[NO] 810/1000 | EC-HSRA: Environment-Conditioned Hierarchical Shared-Resource Allocation for Multi-Task Regional Support
[NO] 811/1000 | Behavior-Response Feature Clustering Method for Load-Side Flexible Resources in Microgrid Clusters
[NO] 812/1000 | Process of Validation of Forensically Handled Log Records in the Cloud Environment of the Financial Institution
[NO] 813/1000 | Federated Learning-Based Cybersecurity Model for Distributed Cloud Environments
[NO] 814/1000 | Temporal Fusion Networks for Agricultural Crop Yield Prediction:A Multi-Dimensional Machine Learning Approach
[NO] 815/1000 | FFAD: Fast Fine-tuning Based Cold-start Anomaly Detection for Serverless Computing Infrastructures
[NO] 816/1000 | Leveraging Cognitive States for Adaptive Scaffolding of Understanding in Explanatory Tasks in HRI
[NO] 817/1000 | An Ultra-Compact K-Band Wideband Linearized Power Amplifier Supporting 4096-QAM for mm-Wave Communication Applications
[NO] 818/1000 | Retraction Notice: Basic Structure on Artificial Intelligence: A Revolution in Risk Management and Compliance
[NO] 819/1000 | UniDrug-LLM: A Reliability-Aware Multimodal LLM-based Framework for Drug Discovery
[NO] 820/1000 | A Personalized Federated Learning Method Based on Iterative Partitioning and Parameter Hierarchy
[NO] 821/1000 | Assessing the Middleton Class A Model for Underwater Impulsive Noise
[NO] 822/1000 | A Compliance Control Method for PMSLM via Composite Feedback Enhanced Natural Admittance Control
[NO] 823/1000 | Fabrication and Electrical Testing of Printed Circuit Board-Based High Voltage Trigatron Switch
[NO] 824/1000 | Multi-View SAR Target Recognition Using View-Correlation Regularizers Based on Cross-View Attention
[NO] 825/1000 | Physical Layer Immutability as an Adversarial Anchor: A Realizability Constrained Robustness Analysis of Satellite Terrestrial Network Intrusion Detection
[NO] 826/1000 | BiLSTM-Driven Adaptive GNSS/INS/ODO Integration with Dynamic NHC/ZUPT Noise Tuning for Vehicle Navigation
[NO] 827/1000 | An Innovative Control Technique to Mitigate Vertical Imbalance Conditions in MMC-Based Energy Hubs
[NO] 828/1000 | A Novel P/PS Compensated Capacitive Power Transfer System for Robust Constant Current Output Against Misalignment
[NO] 829/1000 | Supersonic Target Detection with OMP and Blind Range Analysis in Random Pulse Interval Radar
[NO] 830/1000 | GPS-Aided Scale Estimation for Visual SLAM-Based Point Cloud Mapping
[NO] 831/1000 | Correction to “Efficient Modeling of Quasi-Periodic Structures Using a Physics-Informed Deep Operator Network”
[NO] 832/1000 | LLM-RailATD: Large Language Model-Driven Autonomous Train Dispatching for High-Speed Railways in Case of Emergencies
[NO] 833/1000 | Mapping the Evolution Human-Centered Care Robotics: A Bibliometric and Thematic Analysis of Socially Assistive Robotics Research
[NO] 834/1000 | Explainable AI (XAI) for Sentiment Analysis in low-resource languages
[NO] 835/1000 | SBL-SIC for Grant-Free Random Access Under Near-Far Conditions
[NO] 836/1000 | Cover Page
[NO] 837/1000 | Honey, I Shrunk the Headers With Flow.ZIP
[NO] 838/1000 | Towards multicore fiber-to-chip interposers for spatial division multiplexing without active alignment
[NO] 839/1000 | Tree-based Publish-Subscribe Model and Load Partition for Distributed Object System
[NO] 840/1000 | UBEP: Re-architecting Expert Parallelism Communication Library for Production Superpods
[NO] 841/1000 | GPU-Centric Stateless LLM Serving With GIGANETS
[NO] 842/1000 | Near-optimal Online Traffic Engineering
[NO] 843/1000 | Poster: The Case for Accountable Agent-to-Agent Networks
[NO] 844/1000 | End-of-Day Forecasting of Financial Transaction Volume via Rule-Based Ensemble Selection
[NO] 845/1000 | Learning-based Adaptive Parameter Selection Framework for Navigation in Mobile Robots
[NO] 846/1000 | Performance, Scalability, and Computational Resource Consumption Analysis of QNN and QSVM Models in Ideal and Noisy Quantum Simulation Environments
[NO] 847/1000 | Credit Assessment Integrated with Explainable Artificial Intelligence and Large Language Models
[NO] 848/1000 | A New Turkish Speech Emotion Recognition Database with a Novel Construction Approach
[NO] 849/1000 | Fine-Tuning Text-to-Speech Models with Turkish Speech Data
[NO] 850/1000 | A Gradient Projection-Based Moving Horizon False Data Injection Attack Against VTOL Cyber-Physical Systems
[NO] 851/1000 | Multidimensional EMG Assessment of Post-Stroke Upper Limb Impairment Across Functional Tasks
[NO] 852/1000 | A Hybrid Ensemble Learning Strategy for Enhancing Solar Photovoltaic Forecasting in Renewable Energy Systems
[NO] 853/1000 | A Spectrum-Aware Swin Transformer with High-Low Semantic Expansion for RF Open-Set Recognition of Drones
[NO] 854/1000 | Individual Calibration for Mental Fatigue-Related State Recognition Using Five Frontal Dry-Electrode EEG Channels
[NO] 855/1000 | DeepRouteScope: LLM-Assisted Detection of Android DeepLink-to-Router Vulnerability Chains
[NO] 856/1000 | Designing a Molecule of Protein BRCA1 Through Comparative Molecular Docking for the Treatment of Breast Cancer
[NO] 857/1000 | Design and Implementation of a Mobile Grasping Robot System for Flexible Production Lines Based on Mecanum Wheels
[NO] 858/1000 | Fixed-Time Bounded Adaptive Neural Control for Nonlinear Systems with Full-State Constraints via IBLF
[NO] 859/1000 | A Three-Dimensional Evaluation Model for the Degree of Attainment of Course Objectives and its Application
[NO] 860/1000 | Design of Three-phase AC Overcurrent Protection Circuit Based on Rectification
[NO] 861/1000 | Inverse Inference and Adaptive Fairness Control in Hybrid Evaluation Systems
[NO] 862/1000 | Stability Analysis and Research on Fault Simulation and Test System of Power Supply Based on SPC Theory
[NO] 863/1000 | Correlation-Driven Hierarchical Polynomial Chaos Expansion for Probabilistic Power Flow under Multidimensional Uncertainty
[NO] 864/1000 | An Explainability-Aware Federated Learning Framework for Medical Image Diagnosis Under Simulated Label-Flipping Attack
[NO] 865/1000 | Predictive Adaptive Commutation Control for Torque-Ripple Suppression in Six-Step BLDC Drives
[NO] 866/1000 | Grape Disease Classification Using Modified EfficientNet
[NO] 867/1000 | Detection of Air Pollutants using Generative AI: A Hybrid Approach for Synthetic Data Augmentation and Real-Time Air Quality Analysis
[NO] 868/1000 | A Gradient-Calibrated Adversarial Prompt Optimization Framework for Large Language Model Safety Evaluation
[NO] 869/1000 | A Multi-Objective Ship Route Planning Method with Dynamic Stability Safety Constraints
[NO] 870/1000 | Low-Frequency Anchored Diffusion Transition Process for MRI Reconstruction
[NO] 871/1000 | Obstacle-Aware Multi-Pin Routing Using Adaptive Ordering and Incremental Local Repair
[NO] 872/1000 | BioVolt AI: Autonomous AI-Based Wearable with Hybrid Bio-Energy Harvesting
[NO] 873/1000 | An Automatic Schema Standardization and Model Mapping Method for Unstructured Data Based on LLM
[NO] 874/1000 | Comparative Evaluation of Monocular Metric Depth Estimation Models for Vehicle Distance Estimation
[NO] 875/1000 | IoT Based Water Logging Monitoring System in Railway Culvert Using Arduino
[NO] 876/1000 | Proposed Land Use Index for the Compact Danang City After Merging Cadastral Boundary
[NO] 877/1000 | Design and Application of Dual Redundant Positioners for Main Feedwater Valves in Steam Generator Water Level Control of Nuclear Power Units
[NO] 878/1000 | MASPE-Net: Mamba-driven Adaptive Sparse Proposal Evolution for Weakly Supervised Small Object Detection
[NO] 879/1000 | A Systematic Optimization Method for Inspection and Maintenance Strategies Tailored to In-Service Thermal Power Units
[NO] 880/1000 | Double-Threshold sEMG Onset Detection with Median–MAD Baseline Estimation
[NO] 881/1000 | Computer Vision-Based Automatic Bookshelf Organization
[NO] 882/1000 | Comparison of Parameter Optimization Methods for Space Channel Quantum Secure Direct Communication
[NO] 883/1000 | Continuous-Time Energy Modeling and UKF-Based Joint Estimation Framework for Smartphone SOC Prediction
[NO] 884/1000 | Smoke-Heat Simulation Training Platform and Analysis of Physiological-Psychological Responses for Firefighters
[NO] 885/1000 | Development of a Non-Torque Rotational Viscometer
[NO] 886/1000 | Pest and Weed Detection Using Artificial Intelligence
[NO] 887/1000 | How to Evaluate Constructive Alignment for Data Systems Courses?
[NO] 888/1000 | Reinforcement Learning Based Autonomous Agent Society Simulation
[NO] 889/1000 | Energy- and Hardware-Efficient Phase-Shifter Sharing Architecture for HAPS–RIS Assisted Communication Systems
[NO] 890/1000 | Author Index
[NO] 891/1000 | The Dual Effect of Cholesterol in Photoacoustic Imaging: Structural Deviation and Acoustic Damping Analysis in Hydrophilic and Hydrophobic Liposomal Agents
[NO] 892/1000 | Outlier Detection Algorithms and Autoencoders for Financial Anomaly Detection
[NO] 893/1000 | An Artificial Intelligence-Based Hardware Architecture for LDPC Decoding
[NO] 894/1000 | Waste Sorting for Recycling: An Approach Using Deep Learning and Multimodal Large Language Models
[NO] 895/1000 | A Blind, Coherent, Reliability-Based ADS-B Decoder for Low-SNR Environments
[NO] 896/1000 | Design and ASIC Implementation of a RISC-V-Based SoC with an Active Hardware Shield
[NO] 897/1000 | Turkish Tweet Classification and Critical Information Extraction for Disaster Coordination
[NO] 898/1000 | A PyCaret-Assisted Comparative Study of AI/ML Models for Anomaly Detection in 5G and 6G Networks
[NO] 899/1000 | Draco-SLB: Supporting High-performance RDMA under Server Load Balancers for LLM
[YES] 900/1000 | VeriLucid: A Verification-aware Data-plane Programming Language
[NO] 901/1000 | Achieving Network Efficiency Through Service Collaborative Capacity Sharing and Enforcement
[NO] 902/1000 | Budget-Adaptive Routing: Skipping the Weak When the Strong Answers Anyway
[NO] 903/1000 | Radial Electromagnetic Noise Analysis and Suppression of Synchronous Reluctance Machines with Mirror-Asymmetric Rotors
[NO] 904/1000 | Dual-Rule Watermarking with Facial Features of Topological and Semantic for Deepfake Proactive Defense
[NO] 905/1000 | Retraction Notice: Skin Cancer Classification using Deep Learning
[NO] 906/1000 | Towards Efficient Verification of Distributed In-Network Computing Programs
[NO] 907/1000 | HERMES: Repurposing User-Driven Speed Tests to Monitor the Internet
[NO] 908/1000 | Lynx: Queueing-theoretic Congestion Control Robust to Large Number of Flows
[NO] 909/1000 | Table of Contents
[NO] 910/1000 | Simultaneous State and ZMP Tracking Model Predictive Control for Balanced Quadrupedal Gaits_supp1-3714419.mp4
[NO] 911/1000 | Retraction Notice: Hybrid Metaheuristic Algorithms for Resource Allocation in Fog Computing Environments
[NO] 912/1000 | Multi-Prototype Variational Information Bottleneck for SSL-Based Speech Spoofing Detection
[NO] 913/1000 | EDG-Net: A Lightweight Frequency-Aware CNN-Transformer Hybrid Network for Efficient Remote Sensing Change Detection
[NO] 914/1000 | Decoupled Dual-Regularization for Phase-Wise Identification of Linear Time-Periodic Systems
[NO] 915/1000 | Rebooting the Internet from Orbit
[NO] 916/1000 | Research on Fault Prediction of Opening Motors Based on Multi-Source Information Fusion and BiGRU with Self-Attention Mechanism
[NO] 917/1000 | A Multimodal Sentiment Analysis Model Based on Information Enhancement toward Modal Absence
[NO] 918/1000 | PIRD-PFL: Purifying Injection and Robust Distillation for Backdoor Defense in Personalized Federated Learning
[NO] 919/1000 | Deep Unrolling of Sparsity-Induced RDO for 3D Point Cloud Attribute Coding
[NO] 920/1000 | Flux-Intensifying Design Criterion and Guidance of Five-Phase Fault-Tolerant In-Wheel Motor for Distributed Drive System
[NO] 921/1000 | Exploring the Relationship between Brain Hemisphere States and Frequency Bands through Classical Machine Learning and Deep Learning Optimization Techniques with Neurofeedback
[NO] 922/1000 | CMsCNN: A Super-resolution Network for Single-Snapshot Array Signals
[NO] 923/1000 | A Low-Frequency Load Shedding Method for Islanded Microgrids Based on VSG State Frequency Security Assessment
[NO] 924/1000 | Zero-Shot Cell Tracking and Instance Segmentation in Phase-Contrast Microscopy via Prompt-Optimized Foundation Models
[NO] 925/1000 | A Data-Driven Approach for Constructing the Transverse Shear Distribution Function in HSDT Using the BSO Algorithm
[NO] 926/1000 | Lightweight Wind Turbine Blade Defect Detection for Edge Deployment: An Improved YOLO-LDP Algorithm
[NO] 927/1000 | Optimizing Visualizations of Congestive Heart Failure Patients Telemonitored Data
[NO] 928/1000 | Optimizing Service Operations in Banking System Using Discrete Event Simulation Approach
[NO] 929/1000 | Efficient and Enhanced Ripeness Detection of Lemon Using Yolo and CLAHE
[NO] 930/1000 | Hybrid Nanomaterial-Based Electrochemical and Machine Learning Approach for Dopamine Detection
[NO] 931/1000 | Design and Implementation of an IoT-Based Smart Parcel Locker System for Last-Mile Delivery Using MQTT and Machine Learning Model
[NO] 932/1000 | Dual Transformer-based Prediction of Player and Ball Trajectories in Basketball
[NO] 933/1000 | Impact of Artificial Intelligence-Based Learning Systems on Employee Skill Enhancement and Job Performance in IT Sector
[NO] 934/1000 | Physics-Aware Lightweight Deep Learning Model for Human Breathing Detection via UWB Radar
[NO] 935/1000 | Development of a hydrogel elaborated with agro-industrial waste for use as cellular scaffold
