[2026-08-24 21:17:51] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-23
正在获取论文...
[ACM] 2026-8-24 | Real-World Clutter Improves Egocentric Distance Judgments in Optical See-Through Augmented Reality
[NO] 730/1000 | Hand-Written Boolean Expression to LaTeX Conversion
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 731/1000 | Efficient Deep Video Compression via Adaptive Training and Multi-Stage Probability Modeling
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 732/1000 | Deep Learning-Based Automatic Detection of Pin Misalignment in Automotive Connectors Using Convolutional Neural Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 733/1000 | An LLM-Assisted Framework for Extracting Pinout Information of IC Components
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 734/1000 | NLP-IoTLogSec: Natural Language Processing for Cybersecurity Threat Detection in IoT System Log
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 735/1000 | Numerical Study of Wideband Semiconductor Optical Amplifiers for Fiber-to-Fiber Gain Based All Optical Logic Gates
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 736/1000 | Research and Application on Theoretical Reliability Assessment of Power Grids with Wind-Solar-Storage Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 737/1000 | Design and Implementation of a Power-Efficient Deep TTFS-SNN Accelerator for Edge Computing
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 738/1000 | A Hardware-Oriented Intrusion Detection Architecture for CAN Bus Networks Using DBSCAN Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 739/1000 | Additively Manufactured Ferrite Permanent Magnet Rotor with 3D Flux for Efficient Utilization of the Overhang Volume and Enhanced Performance
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 740/1000 | Beyond the Mean: Topology-Explicit and Logical-Dependency-Aware Tail Risk Analysis in Edge Collaborative Network
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 741/1000 | Collaborative Task-Oriented Communication-Control Co-design for Wireless Networked Control Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 742/1000 | Machine Learning-Based Estimation and Bias Correction of Reference Evapotranspiration Using ERA5-Land Over Morocco: A 76-Year Climate Change Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 743/1000 | Design, Implementation and Assessment of a Testbed for Scalable IoT Architectures for Smart Renewable Energies Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 744/1000 | TwinSync: Mission-Aware Synchronization of Digital Twins over Dynamic Cislunar Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 745/1000 | Automatic Test Case Generation Method by Structuring Specification Documents Using LLM
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 746/1000 | A Geometric Kernel-Driven Model for Thermal Anisotropy Simulation by Accounting for Component Temperatures Over Sparse Tree-Covered Surfaces (GTTA-Sparse)
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 747/1000 | TrustTrace: Provenance-Aware Tracing of Indirect Prompt Injection Propagation in LLM-Assisted Learning Workflows
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 748/1000 | Efficient Consensus-Time-Free Decentralized Multi-Verifiers Auditing Based on Blockchain and Secret Sharing for Vehicle Digital Twins
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 749/1000 | Large Language Model for Suicide Ideation Detection in Social Media: A QloRA-Based Optimization of Qwen2.5-7B
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 750/1000 | Explainable Vision-Language Feature Learning for Autism Spectrum Disorder Screening
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 751/1000 | Data-Driven Spectral Weight Estimation for Interpretable RGB Reconstruction from RCCG Sensors
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 752/1000 | Lightweight Multi-Scale AI for Small Aerial Target Recognition Using Micro-Doppler Signatures
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 753/1000 | A Study on Randomness of Sequences by Shuffle Operations for Logistic Map and Linear Congruential Generator
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 754/1000 | Harnessing Dual-Role Context: A Noise-Suppressed Framework for Hybrid Human-AI Text Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 755/1000 | Message From General Chairs of CISOSE 2026
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 756/1000 | Digital Transformation and Public Value Creation: A Bibliometric Analysis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 757/1000 | Photovoltaic Power Forecasting Based on a COA-CNN-iTransformer-LSTM Hybrid Model
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 758/1000 | Upcoming Special Conference Issues
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 759/1000 | Reconfigurable Microstrip Antenna with Switchable Materials for Biomedical Sensing Applications in Millimeter-Wave and Sub-Terahertz Bands
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 760/1000 | Experimental Evaluation and Dataset Acquisition for Real-Time SLAM in Indoor and Outdoor Environments Using ROS 2
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 761/1000 | Lightweight Stereo Depth Evaluation Under Small-Baseline Domain Shift for Indoor Robotics
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 762/1000 | Deep Learning–Based Image Super-Resolution for Medical Imaging
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 763/1000 | From Concepts to Meals: Personalized Dietary Recommendation Via Concept-Cognitive Learning and Multi-Objective Optimization
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 764/1000 | A Machine Learning-Based Method for Open-Circuit Fault Detection in Modular Multilevel Converters Using Output Current Features
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 765/1000 | Recent Developments in Space-Time-Coded Direct Antenna Modulation-Enabled Radar Sensing and Communications
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 766/1000 | Modeling of a multi-section transformer for a modular high-voltage DC–DC converter
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 767/1000 | A GIS and Machine Learning Based Framework for Flood Risk Prediction and Dynamic Evacuation Routing in Chennai
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 768/1000 | Software Physics: Conservation Laws for Safe Agentic AI-Driven Code Evolution
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 769/1000 | A CNN–Transformer Hybrid Model for Early Breast Cancer Detection from Mammograms
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 770/1000 | Hybrid Navigation Framework with Computer Vision and GPS for Visually Impaired Users
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 771/1000 | A Voltage-Control Architecture for 2-Bit Reconfigurable Intelligent Surfaces in the Sub-6 GHz Band
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 772/1000 | Flat-Earth Model Accuracy for Turbulence Effects in Optical Space-Ground Links
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 773/1000 | Open-Set Multi-Label Automatic Modulation Classification for Overlapping Radio Frequency Digital Communications
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 774/1000 | Angular Free-Positioning Wireless Power Transfer Using Bipolar Diagonailized Transmitting Coil Structure
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 775/1000 | FireSight: Low-False-Alarm RGB Forest-Fire Detection Via Dual-Stream Texture Cues and Consistency Regularization
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 776/1000 | TLC-RAG: A Plain Text RAG Method Based on Triples and Logic Chains
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 777/1000 | System Implementation of Driver Drowsiness Detection using Eye Tracking
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
