[2026-07-01 12:09:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-30
正在获取论文...
[arXiv] 2026-06-30 | Contrastive Regularization of Machine Learning Potentials
[NO] 1343/1941 | ECCL-AgriNet: Environmental Consistency Contrastive Learning for Smart Agriculture Monitoring Using Image Analytics and IoT Sensors
[NO] 1344/1941 | Construction of an AI-Enhanced Self-Learning Support System for Education based on Knowledge Graph Reinforcement
[NO] 1345/1941 | Dual-branch Prompting for Multimodal Machine Translation
[NO] 1346/1941 | Backstepping-Based Control Strategy for Enhancing Inverter Synchronization Stability
[NO] 1347/1941 | Efficient Approximation of the Operational Security Region for Renewable Power Generation
[NO] 1348/1941 | An Automatic Topology Generation Method for Four-Switch Non-Isolated DC-DC Converters
[NO] 1349/1941 | Digital V
                    <sup>2</sup>
                    Control Strategy with Asymmetric Dual-Edge Modulation for Three-Level Flying Capacitor Buck Converter
[NO] 1350/1941 | Complex-Parameter-Based Unified Complex-Vector Current Control with Flexible Pole-Zero Configuration for IPMSMs
[NO] 1351/1941 | 15.3% AM1.5G Efficiency GaAs Solar Cells Fabricated via an Epitaxy-Free Process_supp1-3702679.pdf
[NO] 1352/1941 | An Electricity Price Forecasting Model Based on Mamba and Time-Frequency Causal Channel Attention
[NO] 1353/1941 | A Multi-Harmonic Suppression Complex-Coefficient Extended State Observer for PMSM Sensorless Control
[NO] 1354/1941 | Characterization and Modeling of GaN Devices at Cryogenic Temperatures
[NO] 1355/1941 | Research on inter-turn short-circuit fault diagnosis of dry-type air-core reactors based on oscillation damping characteristics
[NO] 1356/1941 | Optimization Scheduling Strategy for V2G Cluster Participation in Power Grid Peak Shaving
[NO] 1357/1941 | Research on SF6 Breakdown Characteristics Under High-Frequency Harmonics
[NO] 1358/1941 | Faults Identification of Transformers Based on Oil Chromatographic Data Expansion of Insufficient Samples
[NO] 1359/1941 | Fast Multi-objective Evolutionary Algorithms to Approximate the Set of Optimal and Nearly Optimal Solutions_supp1-3707993.pdf
[NO] 1360/1941 | A Three-Level Physics-Knowledge Embedded Deep Learning Network for Interpretable Fault Diagnosis of Single Phase Rectifiers
[NO] 1361/1941 | Optimization of Excitation Control System Structure for High-Voltage Direct-Hanging Synchronous Condensers
[NO] 1362/1941 | Multi-Charging Profile Based Design of a Reconfigurable Dual Active Bridge Converter for Charging EVs With Different Voltage Classes
[NO] 1363/1941 | A Grounded Theory of Debugging in Professional Software Engineering Practice
[NO] 1364/1941 | Break-Resilient Codes
[NO] 1365/1941 | Current Control Strategy for Permanent Magnet Synchronous Motor Based on Extended State Observer under Low Carrier Ratio
[NO] 1366/1941 | Grid Emulator Interface Algorithm Based on Power Filtering and Current Reconstruction
[NO] 1367/1941 | Novel Comprehensive Evaluation Method for Power Quality of Distribution Network Considering Scenario Characteristics and Correlation of Indicators
[NO] 1368/1941 | 2026 IEEE 9th International Electrical and Energy Conference (CIEEC)
[NO] 1369/1941 | Toward Robust PLL Design: Stability Analysis of Voltage-Switched Charge-Pump Synthesisers Across Linear, Frequency, and Discrete-Time Domains
[NO] 1370/1941 | Phase-Resolved Photon Counting Measurement for Surface Micro-Defects Detection in GIS Epoxy-Alumina Insulation
[NO] 1371/1941 | IEEE Transactions on Very Large Scale Integration (VLSI) Systems Publication Information
[NO] 1372/1941 | A 3.7
                    <i>μ</i>
                    W 93.5 dB-SNDR PPD-Based Noise-Shaping SAR ADC With Split-Capacitor Stacking
[NO] 1373/1941 | Real-Time CCT-Aware Fault Analytics for Self-healing in Smart Grids Using Ensemble Machine Learning With Software-in-the-Loop Validation
[NO] 1374/1941 | IEEE Transactions on Electron Devices Table of Contents
[NO] 1375/1941 | KunPeng: A Global Ocean Environmental Model
[NO] 1376/1941 | HDVO: Hybrid Dense Direct Visual Odometry
[NO] 1377/1941 | Method for Extracting and Analyzing Dosimetric Data from Hitachi-Type DICOM Reports
[NO] 1378/1941 | AI-Powered Streamlining of Internal Audit and Risk Compliance
[NO] 1379/1941 | Federated Multi-Faceted Trust Framework for Social Internet of Things
[NO] 1380/1941 | PoseSync-DanceNet: A Real-Time Pose Estimation based Adaptive Feedback and Evaluation Framework for Online Dance Learning
[NO] 1381/1941 | A Mamba-Based Aspect-Causal Framework for Customer Feedback Sentiment Intelligence
[NO] 1382/1941 | Adaptive Global-Local Bidirectional Dynamic Fusion Dilated Causal Convolutional Network for Multiclass Arrhythmia Classification
[NO] 1383/1941 | Uncertainty-Regularised ESPRIT via Deep Covariance Reconstruction for Robust DOA Estimation
[NO] 1384/1941 | Voice of Hands: Image based Sign Language Recognition with Real-Time Text and Voice Output using Deep Learning
[NO] 1385/1941 | Generative AI for Multimodal Human–Computer Interaction: A Unified Application Framework
[NO] 1386/1941 | A Comprehensive Study on Intelligent Transportation Systems for Smart Mobility
[NO] 1387/1941 | Model of Spatial Localization and Identification Objects in the Working Area Collaborative Robot
[NO] 1388/1941 | Adaptive Privacy-Aware Network Intelligence for Stealthy Attack Detection in Distributed Communication Systems
[NO] 1389/1941 | Energy-Efficient UAV Trajectory Optimization Using Deep Reinforcement Learning
[NO] 1390/1941 | Corporate Financial Risk Early Warning using Macro-Aware Attention-Based Bidirectional Long Short-Term Memory
[NO] 1391/1941 | MRI-Based Brain Tumor Classification Using Deep Feature Extraction and Metaheuristic Feature Selection for Predictive Modeling
[NO] 1392/1941 | High-Fidelity Reconstruction Methods for 3D Cultural Heritage based on Multi-Source Data Fusion and Neural Radiance Field
[NO] 1393/1941 | Intrusion Detection in Networks using Random Forest Algorithm
[NO] 1394/1941 | Stock Performance Analysis of Indonesian Companies Following the Launch of the Indonesian Sovereign Wealth Fund
[NO] 1395/1941 | Cross-Subject Decoding of Finger-Level Motor Imagery in Stroke Patients Using Hierarchical Connectivity and Dempster&amp;#x2013;Shafer Fusion_supp1-3706166.pdf
[NO] 1396/1941 | PowerMappeR: Power-Optimized Mapping of SNNs onto ReRAM Crossbars coupled via Packet-Switched NoCs
[NO] 1397/1941 | Title Page iii
[NO] 1398/1941 | TypePro: Boosting LLM-Based Type Inference via Inter-Procedural Slicing
[NO] 1399/1941 | Automated Repair of Requirements for Cyber-Physical Systems in Simulink Requirements Tables
[NO] 1400/1941 | CPSLint: A Domain-Specific Language Providing Data Validation and Sanitisation for Industrial Cyber-Physical Systems
[NO] 1401/1941 | Improved Probabilistic Power Flow Algorithm for Low-Voltage Distribution Networks with High-proportion PV
[NO] 1402/1941 | Enhancing Predictive Maintenance in Industrial IoT: Comparative Analysis of Machine Learning Models for Fault Detection and Performance Optimization
[NO] 1403/1941 | X4-MATCH: Sustainable Prediction-based Distribution of Video Encoding on Cloud and Edge
[NO] 1404/1941 | Attention-Guided Visual Communication Design Optimization using Computer Image Processing based Residual Vision Transformer
[NO] 1405/1941 | A Voltage Coordinative Control Method for Distribution Substation Area with Solid State Transformer and Distributed Photovoltaics
[NO] 1406/1941 | A Hybrid Physics-Data Driven Framework for Online Monitoring of Winding Insulation Degradation
[NO] 1407/1941 | Index of Authors
[NO] 1408/1941 | Bi-Level Siting and Sizing of Shared Energy Storage for Microgrid Cluster Considering Grid Security and Economics
[NO] 1409/1941 | Research on Safety Protection Strategies for High-Penetration X-ray Inspection of GIS Equipment
[NO] 1410/1941 | Dual-Coupled Dynamic Wireless Power Transfer System Based on In-Wheel Relays
[NO] 1411/1941 | SCR Prediction for Power Grids Based on Generative Adversarial Networks with Few Data
[NO] 1412/1941 | Effects of Radial and Axial Magnet Shifting on Cogging Torque and Torque Ripple in Dual-Stator AFPM Machines
[NO] 1413/1941 | An RMS Current-Based Adaptive Voltage Ratio Control for Dual Active Bridge Converter
[NO] 1414/1941 | Clust-PSI-PFL: A Population Stability Index Approach for Clustered Non-IID Personalized Federated Learning
[NO] 1415/1941 | 2026 Technical Program
[NO] 1416/1941 | No One-Size-Fits-All: A Workload-Driven Characterization of Bit-Parallel vs. Bit-Serial Data Layouts for Processing-using-Memory
[NO] 1417/1941 | Designing Domain-Specific Compilers for Lossy Compression: A Case Study on Wafer-Scale Engine
[NO] 1418/1941 | MetaPaper: Massively Scaling Minecraft Worlds With Dynamic Load Balancing
[NO] 1419/1941 | High-performance Vector-length Agnostic Quantum Circuit Simulations on ARM Processors
[NO] 1420/1941 | Hardware Authentication and Secure Boot Scheme for PUF in Intelligent Power Distribution Optical Communication Networks
[NO] 1421/1941 | A novel high-boost DC-DC converter based on switching capacitors and coupled inductors for laser wireless power transmission technology
[NO] 1422/1941 | Data-Driven Current Control of PMSM Using Compact Form Dynamic Linearization with Real-Time Lumped Dynamics Compensation
[NO] 1423/1941 | Examining the Influence of Entrepreneurial Education, Self-Efficacy, and Attitude on the Entrepreneurial Mindset of Indonesian Students
[NO] 1424/1941 | A Joint Sensing and Rendezvous Approach for Dynamic Cognitive Radio Networks
[NO] 1425/1941 | Survey and Comparison of MIMO and Massive MIMO Evolution for 5G and 6G
[NO] 1426/1941 | Blockchain-Enabled Trust Models in Next-Generation Information Networks
[NO] 1427/1941 | Leveraging AI to Quickly Analyze Large Datasets and Uncover Valuable Insights
[NO] 1428/1941 | Engagement-Guided Mobile Vision Transformer for Behavioral Attention Evaluation in Smart English Classrooms
[NO] 1429/1941 | Vision Mamba-Based Progressive Disease Representation Evolution Network for Early Medical Image Diagnosis
[NO] 1430/1941 | Improved Symmetrical–Asymmetrical Configurations and a Lower Device Count in a Hybrid Multilevel Inverter Topology
[NO] 1431/1941 | EdgeVision-AI: An Edge Intelligence Framework with Federated Learning for Real-Time Smart City Video Surveillance
[NO] 1432/1941 | A Hybrid Statistical-Contextual Framework for Disaster Tweet Classification using TF-IDF and BERT
[NO] 1433/1941 | Adaptive Capacity-Aware PSO-Based Framework for Improving Data Collection Efficiency in Electricity Information Collection Systems
[NO] 1434/1941 | Class-guided Visual-language Prompt Learning Model for Remote Sensing Image Classification
[NO] 1435/1941 | A High-Efficiency, Full-Space Vibration Energy Harvester with Random Energy Accumulation and Steady-State Energy Release_supp1-3705234.docx
[NO] 1436/1941 | Optimised UWB Anchor Deployment Strategy Using LiDAR-Based Semantic Mapping for Minimising GDOP and NLOS
[NO] 1437/1941 | SLAM Enhanced Yaw Estimation for Accurate Environmental Magnetic Field Measurement under Magnetic Anomalies
[NO] 1438/1941 | Vision-Based Winding Angle Measurement for Variable-Curvature Composite Shells in Weak-Texture Environments
[NO] 1439/1941 | Targeted Cyber Epidemics: Modeling of Multi-Stage APT Campaigns through Epidemiological Approach
[NO] 1440/1941 | Why Language Model Reasoning Systematically Fails: A Structural Definition of Hallucination Based on Coordinate Closure_supp4-3707249.png
[NO] 1441/1941 | The Intersection of Learning Analytics and Instructional Design: A Decade of Empirical Evidence
[NO] 1442/1941 | IEEE Electron Device Letters Information for Authors
[NO] 1443/1941 | Thermal Aging and Oxidative Degradation in Transformer Dielectric Fluids and Advanced NMR Spectroscopic Analysis
[NO] 1444/1941 | Distinct Partial Discharge Characteristics from Different Types of Epoxy Insulation Defects Precisely Fabricated via 3D-Printing Technology
[NO] 1445/1941 | Label-Free Silanization-Functionalized Optical Fiber Biosensor for Ultrasensitive Detection of Cancer Biomarker CD44
[YES] 1446/1941 | DiverFPS: Generating Diverse Solutions for Floating-Point SMT Formulas
[NO] 1447/1941 | Compiling Code LLMs into Lightweight Executables
[YES] 1448/1941 | Interrogation Testing of CHC Solvers
[YES] 1449/1941 | PROGnosticator: Testing Source-to-Source Code Translators via Construct-Oriented Fuzzing
[YES] 1450/1941 | MR-Coupler: Automated Metamorphic Test Generation via Functional Coupling Analysis
[NO] 1451/1941 | Understanding Binary Code Similarity for Real-World Vulnerability Detection: A Large-Scale Empirical Study
[YES] 1452/1941 | From Suspicious Signals to Crashes: Guiding Bug-Driven GUI Testing via Code-Inspired Tracing
[NO] 1453/1941 | From Particles to Perils: SVGD-Based Hazardous Scenario Generation for Autonomous Driving Systems Testing
[NO] 1454/1941 | Suppression of Lithium Plating in Low-Temperature Lithium-Ion Batteries via Differential Analysis-Designed Pulse Charging Strategy
[NO] 1455/1941 | Physics-Informed Multi-Frequency Scale Heterogeneous Fusion Fault Diagnosis Method for PMSM
[NO] 1456/1941 | Artificial Intelligence-Driven Electric Motor Design: A Design-Task-Oriented Review
[NO] 1457/1941 | FedDAAA: Federated Dynamic Parameter Alignment and Adaptive Aggregation
[NO] 1458/1941 | Cognitive Radio in the 6G Era: Spectrum Sensing, AI-Driven Resource Allocation, and Coexistence Challenges
[NO] 1459/1941 | Effect of Crosslinking Temperature on Space Charge and Electric Field Distribution in HVDC Submarine Cable Factory Joint
[NO] 1460/1941 | Photovoltaic Snow Removal Device Based on a Three-Level Boost Converter
[NO] 1461/1941 | Large Models in Smart Water Systems
[NO] 1462/1941 | Horizon-Aware Coarse Localization under Terrain Priors for Planetary Environments
[NO] 1463/1941 | Mitigating Prompt-Induced Cognitive Biases in General-Purpose AI for Software Engineering
[NO] 1464/1941 | 2026 IEEE International Parallel and Distributed Processing Symposium (IPDPS)
[NO] 1465/1941 | High-Frequency Inverter with Compensated Impendace Matching Network and its Power Modulation Strategy
[NO] 1466/1941 | Wetting Characteristics on Impregnating Agents and Polypropylene Film Surfaces for Power Capacitors
[NO] 1467/1941 | Online Health State Assessment of SiC MOSFETs Using Multi-Parameter Cooperative Monitoring and Integrated Measurement Circuits
[NO] 1468/1941 | Subsynchronous Oscillation Suppression Strategy for MMC-HVDC-based Renewable Energy Transmission with Series Compensation
[NO] 1469/1941 | Impedance Modeling and Grid-Connected Stability Analysis of Grid-Forming Modular Multilevel Converters Considering Frequency-Coupling Effects
[NO] 1470/1941 | An Enhanced Winding Cooling Structure Based on Heat Pipes for Uniform Temperature Distribution
[NO] 1471/1941 | Online Inertia Estimation for IBR-Integrated Power Systems with Ambient PMU Measurements Using Physics-Informed Adaptive Moment Estimation
[NO] 1472/1941 | Adaptive Decoupling Identification Scheme for Load Torque and Inertia under Periodic Disturbances
[NO] 1473/1941 | Sensorless Position Tracking Control of Shape Memory Alloy Actuator based on LSTM-Model Predictive Control
