[2026-04-21 10:19:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-20
正在获取论文...
[arXiv] 2026-04-20 | Dust characterization of halos -- The extended emission in protoplanetary disks
[NO] 1610/1912 | Multi-Layered Security Architecture for Cloudnative Databases- Design Patterns and Implementation
[NO] 1611/1912 | A Systematic Evaluation of Data Poisoning Severity Under Label Flipping and Gradient Manipulation Based Attacks
[NO] 1612/1912 | Fuzzy image enhancement method based on pyramid fusion algorithm
[NO] 1613/1912 | Research on figure image transformation into plane graphics based on Stable Diffusion
[NO] 1614/1912 | Infrared Image Detail Enhancement Algorithm Based on Guided Filtering and Adaptive Dual-Gamma Nonlinear Mapping
[NO] 1615/1912 | SGFAM: Semantic and Geometric Features Aggregation for Dense Shape Matching in Generalizable Robotic Manipulation
[NO] 1616/1912 | IDHNet: A CNN-Transformer Hybrid Network with Feature Interaction for Robust Automatic Modulation Classification
[NO] 1617/1912 | Multi-objective Model Predictive Control for Virtually Coupled Train Set Under Heterogeneous Slopes and Uncertain Dynamics
[NO] 1618/1912 | Wavelet-Guided Water-Level Estimation for ISAC
[NO] 1619/1912 | Adaptive Reinforcement Learning Optimal Time-Varying Formation Control for Nonlinear Multiagent Systems via a Dynamic Event-Triggered Mechanism
[NO] 1620/1912 | Adaptive Optimal Control of Complex Active Vehicle Suspension Systems: State-Safety-Aware Regulation Mechanism and Experimental Validation
[NO] 1621/1912 | GQKD: Greedy Query Knowledge Distillation for Efficient 3D Instance Segmentation
[YES] 1622/1912 | Preserving Runtime Control Flow Integrity Transparently Through Hardware-based Stack Confidentiality and Integrity on RISC-V IoT Devices
[NO] 1623/1912 | Less is More: Latent Diffusion for Efficient IoT Side-Channel Analysis
[NO] 1624/1912 | DRL With Dual-Actor and Risk-Critic Coupling for Safe Navigation of USVs: Sim-to-Field Validation
[NO] 1625/1912 | Fluid-Antenna-aided AAV Secure Communications in Eavesdropper Uncertain Location
[NO] 1626/1912 | 2-T Embedded Flash Memory using Standard 28 nm Logic CMOS Technology
[NO] 1627/1912 | Estimation of NaCl Concentration in Aqueous Solution Using Partial Least Square Regression and Raman Spectroscopy
[NO] 1628/1912 | Analysis of Characteristics of Incoming Students to Informatics Programs at the Facultad PolitéCnica of the Universidad Nacional De AsuncióN
[NO] 1629/1912 | Facilitating Open Data Discovery and Exploration: A Case Study on Uruguay's Open Data Catalog
[NO] 1630/1912 | Proceedings
[NO] 1631/1912 | Comparative Evaluation of FCM, K-Means, and GMM for Brain MRI Segmentation
[NO] 1632/1912 | A Survey on Hybrid GAN-Transformer Models for Image Forgery Detection
[NO] 1633/1912 | A Review of Innovative Strategies for Mitigating Last-Mile Aggregation Attacks Utilizing Artificial Intelligence
[NO] 1634/1912 | A Lightweight DMA Controller for Edge AI in RISC-V Based SoC
[NO] 1635/1912 | Agentic Manufacturing: Enabling Autonomous, AI-Powered Industrial Robotics
[NO] 1636/1912 | Adaptive Machine Learning for Intrusion Detection in IoT Environments Under Concept Drift: A Comparative Study Using IoT-23
[NO] 1637/1912 | Classification of Streak Contamination in Hubble Space Telescope Images via ResNet-Inception Transfer Learning
[NO] 1638/1912 | Space It Education: a CubeSat Approach
[NO] 1639/1912 | Proactive Handoff Mechanisms in 6G Mobile Networks: AI-Driven Innovations for Seamless Mobility
[NO] 1640/1912 | Autonomous Walking Trajectory Control of a Pin Replenishment Robot Considering Obstacles in the Surrounding Environment
[NO] 1641/1912 | PATS: Physics-Aware Transformer Scheduler for MPQUIC in LEO Satellite Networks
[NO] 1642/1912 | Role Play as a First Approach to the Professional Role in Students of Electrical Engineering
[NO] 1643/1912 | Unified Multi-Domain Framework With Outlier Exposure and Adversarial Learning for First-Shot Unsupervised Anomalous Sound Detection
[NO] 1644/1912 | Video-Text Retrieval with Good Bias Exploitation
[NO] 1645/1912 | The Drone Tree Network: A High-Assurance Distributed Framework for BVLOS-Compliant UAV Logistics
[NO] 1646/1912 | Integrated $\text{CO}_{2}$ Compression, Heat Recovery, and ORC System for Energy-Efficient Carbon Capture and Liquefaction
[NO] 1647/1912 | Model Predictive Control with PWM for Reactive Power Compensation in Three-Level NPC Converters
[NO] 1648/1912 | Hybrid Deep Learning and Statistical Forecasting for Short Term Electric Load
[NO] 1649/1912 | Comparative Analysis of mmWave Microstrip Antennas for 5G and Optimization Proposal Using Machine Learning
[NO] 1650/1912 | Proximity Effect Correction in Electron Beam Lithography Using CUDA to Increase Efficiency
[YES] 1651/1912 | A Survey on Fuzz Testing for Quantum Computing
[NO] 1652/1912 | HCAS:HOP-Count-Aware Adaptive Selection Strategy for NoC
[NO] 1653/1912 | Influence of Dielectric Properties and Thickness on Inset-Feed Patch Antenna Characteristics
[NO] 1654/1912 | Dual-Charging Portable Power Bank with Solar and Grid Using PSO-Based MPPT
[NO] 1655/1912 | Hybrid Transformer as an Active Filter
[NO] 1656/1912 | Semi-Supervised Multimodal Medical Image Segmentation Based on Bidirectional Gated Attention Fusion and Multi-Level Consistency Alignment
[NO] 1657/1912 | Closed Loop V/F Control Fed Induction Motor Under IGBT Open Circuit Fault
[NO] 1658/1912 | A Digital Twin-Driven Improved MADDPG Multi-Robotic-Arm Cooperative Control Method
[NO] 1659/1912 | A Multi-Physics PINN Framework for Interpretable Wind Power Ramp Forecasting
[NO] 1660/1912 | Toward Smart LoRa Network Management Through System Identification and Digital Twins: Mérida Case Study
[NO] 1661/1912 | Joint Grid Reservation and ADMM-Based PAPR Reduction Method for OTFS Systems
[NO] 1662/1912 | Estimation of Heart Rate and Respiratory Rate from NIRS Signals in Athletes using Empirical Mode Decomposition and Continuous Wavelet Transform
[NO] 1663/1912 | Performance Analysis and Enhancement of DC-DC Pseudo Partial Power Converter Fast EV Chargers Using FCS-MPC
[NO] 1664/1912 | Research on an Automatic Scoring Model for Chinese–English Translation
[NO] 1665/1912 | An Approach to Variable Clustering: K-Means in Transposed Data and its Relationship with Principal Component Analysis
[NO] 1666/1912 | Enhancing Software Quality Engineering in Enterprise Systems Using Predictive and Generative AI
[NO] 1667/1912 | TeadiagnosticX: A Deep Residual CNN Framework for Tea Leaf Disease Classification with Multilingual Intelligent Dashboard Support
[NO] 1668/1912 | Improved Prompt Generation Framework Using Gemma-3-Based Context-Aware Language Models
[NO] 1669/1912 | Improving Deep Reinforcement Learning Efficiency in PMSM Drive Control Using Transfer Learning
[NO] 1670/1912 | A Transformer-Based Intelligent Analysis Method for Film and Television Communication Effect in Digital Media Education
[NO] 1671/1912 | Design of a Dual-Driven Practical Teaching Framework for Human Resource Management Integrating Artificial Intelligence and Industry-Education Integration
[NO] 1672/1912 | Intangible Cultural Heritage of Gambiered Guangdong Gauze Based on Cross-Media Narrative Design and Implementation of VR Exhibition Hall
[NO] 1673/1912 | Effective Multi-Scale Temporal Modeling for Small-Data Speech Rate Classification
[NO] 1674/1912 | Graphene-based interconnect exploration for FPGA design and optimization towards the end of the roadmap
[NO] 1675/1912 | Characterization of Electricity Consumption Demand Profiles in Residential Users
[NO] 1676/1912 | 2025 IEEE 11th International Conference on Space Mission Challenges for Information Technology (SMC-IT)
[NO] 1677/1912 | Machine Learning for Cognitive Assessment in Virtual Reality Environments
[NO] 1678/1912 | Global Maximum Power Point Coupling in Cooperative Game Theory for Power Loss Reduction
[NO] 1679/1912 | BoundLocNet: Object Detection-Driven Indoor Localization Using CSI Fingerprint
[NO] 1680/1912 | Physics-Informed Hypergraph-Augmented Discharge Recognition for Improved Insulation Diagnosis of Vehicle Cable Terminals
[NO] 1681/1912 | 3-D Modeling and Explicit Fréchet Derivative of the Crosswell Electromagnetic Measurement Using the Field-Based Secondary-Field Finite-Volume Method
[NO] 1682/1912 | TRAMDiff: Texture Retention fashion image editing with Attention enhancement and Mask prediction in Diffusion Model
[NO] 1683/1912 | Practical Issues in UAV-Enabled Aerial STAR-RIS: Trajectory, Orientation, and Vibration Offset
[NO] 1684/1912 | A Motion Control Algorithm of Wheel-Legged Robot via Adaptive Dynamic Programming and Data-Driven Value Iteration
[NO] 1685/1912 | COMA-FNN: Fuzzy Reinforcement Learning for DUDe-Aware Handover
[NO] 1686/1912 | High-Accuracy Transient Modeling of a Segmented-Power-Supply Ironless Linear Synchronous Motor Based on "Field-Circuit-Switch" Dynamic Coupling
[NO] 1687/1912 | Integrating Exogenous Variables into Cross-Attention Transformers for Robust 15-Minute-Ahead Solar Power Prediction
[NO] 1688/1912 | Can We Get There Faster: Tuning Sample-based Path Planners
[NO] 1689/1912 | Title Page
[NO] 1690/1912 | Decoding Minds Through Handwriting — Multi- Modal Handwriting Analysis to Detect Anxiety and Depression
[NO] 1691/1912 | Scalable Explainability-as-a-Service (XaaS) for Edge AI Systems
[NO] 1692/1912 | Research on User-Demand-Based Fault Recovery Strategy for Satellite Networks
[NO] 1693/1912 | Real-Time Energy Optimization and Predictive Maintenance for Commercial Building Portfolios Using Tensor-Based Multi-Zone Modeling
[NO] 1694/1912 | Assessment of Digital Maturity Level in Universities: Key Performance Indicators and Continuous Improvement Strategies
[NO] 1695/1912 | A Low-Cost, Rapidly Deployable Apparatus for Atmospheric Characterization Measurements
[NO] 1696/1912 | Edge-AI Awareness Module for Autonomous Indoor Spaces: A Privacy-Preserving Multimodal Sensing Prototype with a Nonclinical Fall-Detection Case Study
[NO] 1697/1912 | AI-Driven Brainwave Analysis for Anomalous Neurological Event Detection
[NO] 1698/1912 | Low-Light Image Enhancement Based on Retinex with Multi-Scale Attention Fusion
[NO] 1699/1912 | Design and Verification Method of Supplementary Procedures Taking Volcanic Ash Procedure as an Example
[NO] 1700/1912 | MOS-RC Based Fractional Order Grounded Synthetic Inductor and its Application
[NO] 1701/1912 | A Sequential Model-Based Predictive Control for ANPC Shunt Active Power Filters for Power Quality Improvement in Three-Phase Four-Wire Systems
[NO] 1702/1912 | A Federated Metadata Architecture for Scalable Governance in Lakehouse-Based AI Platforms
[NO] 1703/1912 | A Systematic Pipeline of ECG Classification Using CWT and ECOC Meta-Learning
[NO] 1704/1912 | Robust Pilot Fatigue Estimation Via Adaptive Fusion of Eeg and Ocular Features
[NO] 1705/1912 | AI-Integrated Insurance Framework: Scenario Based Analytical Approach in Hybrid Environment
[NO] 1706/1912 | AI-Driven Real-Time Data Synchronization in Distributed Financial Systems
[NO] 1707/1912 | Marginal Costs in the Chilean Electricity Market with Inter-Hourly Linkage
[NO] 1708/1912 | A Scalable Framework for Multidimensional Quality Assessment and Benchmarking of EEG Datasets
[YES] 1709/1912 | Performance Analysis of Dynamically Truncated Approx Multiplier for Low Power VLSI Applications
[NO] 1710/1912 | Fuel Cell and Intelligent Power Processing Using Nonlinear Control and Quantum Computing with the Hadoop Ecosystem
[NO] 1711/1912 | A Key Node Identification Method by Combining Attribute-Based Random Walk and Graph Neural Networks
[YES] 1712/1912 | PYXIS: A Highly Predictable Toolchain for FPGA Circuit Production of Advanced GNC Algorithm
[NO] 1713/1912 | Optimization of Bacteriophage Production in Batch Bioreactors
[NO] 1714/1912 | CoR-MoLE: Multi-Disciplinary Team Decision Support via Specialist-Collaborative Reasoning with Mixture-of-LoRA-Experts
[NO] 1715/1912 | Research on Intelligent Big Data Processing and Performance Optimization Technology for Cloud Computing Environments
[NO] 1716/1912 | PenAgent: A Retrieval-Augmented Multi-Agent Framework for Automated Penetration Testing
[NO] 1717/1912 | Assessing Planning Algorithms for Structuring LLM-Derived Workflows in Agentic AI Systems
[NO] 1718/1912 | Evaluating the Impact of Data Anonymization on AI Model Performance Across Sensitive Domains
[YES] 1719/1912 | Hardware-in-the-Loop Validation of a Transformerless Electric Vehicle Charger
[NO] 1720/1912 | PoseDesign: Optimizing Human Pose Estimation with Deep Learning
[NO] 1721/1912 | Integration of Augmented Reality for Spatially-Guided Respiratory Auscultation in Clinical Training
[NO] 1722/1912 | Technical Program Committee
[NO] 1723/1912 | Improving Macromodeling Accuracy for Power Distribution Networks at Both Low and High Frequencies Using Complex
                    <i>Z</i>
                    <sub>ref</sub>
[NO] 1724/1912 | Revisiting Negative Capacitance Effect for 1T-DRAM Application
[NO] 1725/1912 | Global Cooperative Lane-Change Decision for Multi-Conflict Scenarios
[NO] 1726/1912 | Fed-KAN: Federated Learning With Kolmogorov–Arnold Networks for Traffic Prediction: KAN-Based Learning
[NO] 1727/1912 | OphFusionNet: Uncertainty-driven multi-scale multimodal feature fusion network for ophthalmic diseases classification
[NO] 1728/1912 | FedScope – Federated Host Embeddings from Telescope Traffic: Design and Implementation
[NO] 1729/1912 | Enhancing Attitude Availability in Star-Depleted Cases: An Inertial/Star Sensor Fusion Method
[NO] 1730/1912 | Emotion Similarity and Shift: Modeling Temporal Dynamic Interactions for Emotion Prediction in Conversation
[NO] 1731/1912 | A Comprehensive Modeling and Benchmarking Framework for Two-Terminal In Plane Magnetic Anisotropy SOT-MRAM
[NO] 1732/1912 | DIFEX: A One-to-Many Forward-Style Exchange for Cross-Chain Electricity Trading
[NO] 1733/1912 | A Data-Based Approach for Aging Estimation of Railway Vehicles Propulsion Batteries
[NO] 1734/1912 | PolarDepth: Polarization-Guided Monocular Depth for Visual Odometry
[NO] 1735/1912 | A Data-Observation Hybrid Compensation Method for Precise Force Control of Cable-Driven Wrist Exoskeletons in Teleoperation
[NO] 1736/1912 | Chaos-Modulated Spiking Neural Networks for Seizure Detection: A Dynamical Systems Approach to Clinical EEG_supp1-3683071.pdf
[NO] 1737/1912 | Real-Time Safe Production Scheduling via Causal Inference and Hybrid-Event Control
[NO] 1738/1912 | Fine-Tuning Open-Source Large Language Models for Cybersecurity and IT Support: A Comparative Study on LLM Fine-Tuning Techniques
[NO] 1739/1912 | Time-Optimal Iterative Learning Planning for Lagrangian Systems and Its Application to Quadcopters
[NO] 1740/1912 | Averaging Control for Time-Varying Energy Management of Lights and HVAC Units
[NO] 1741/1912 | No-Reference Quality Assessment of 3D Models Represented in Neural Radiance Fields and 3D Gaussian Splattings
[NO] 1742/1912 | Where Prior Learning Can and Can’t Work in Unsupervised Inverse Problems
[NO] 1743/1912 | Parallel Mechanism-Type Skill-Assist Arm Using a Passive-State Actuator to Aid Movement of Limbs
[NO] 1744/1912 | TmsNet: An Efficient Transformer Network Based on Multi-Scale Shift-Invariance Mechanism for Side-Channel Analysis
