[2026-07-17 10:48:02] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-16
正在获取论文...
[arXiv] 2026-07-16 | Immediate 3D Gaussian Splat Reconstruction of Unordered Input with Global Consistency
[NO] 1176/1846 | OperAID: Benchmarking LLM Agents for Autonomous Kubernetes Fault Remediation
[NO] 1177/1846 | Safe Urban Route Planning via Semantic Graphs and Neural Cost Shaping
[NO] 1178/1846 | Adaptive Control Allocation for Incremental Nonlinear Dynamic Inversion under Actuator Degradation
[NO] 1179/1846 | Kalman-based approach towards automatic analysis of monitoring signals for a concrete dam in industrial use
[NO] 1180/1846 | A Smart Mental Health Assistant Leveraging Machine Learning for Depression, Stress, and Anxiety Analysis
[NO] 1181/1846 | Predecessor-follower all-electric aircraft platoons performing string-stable coordinated turns
[NO] 1182/1846 | IntelliPrep: An Advanced AI-Powered Interview Simulation Framework Integrating Real-Time Voice Agents with Multimodal Language Models for Enhanced Career Readiness
[NO] 1183/1846 | PatternGSL: A Structured Specification Language for Template-Free and Simulation-Ready 3D Garments
[NO] 1184/1846 | Proceedings of the 2026 ACM/IEEE International Conference on Technical Debt
[NO] 1185/1846 | Graphical X Splatting (GraphiXS): A Graphical Model for 4D Gaussian Splatting under Uncertainty
[NO] 1186/1846 | IsoGami: Rigid-Deployable Kirigami Materials From Isohedral Tilings
[NO] 1187/1846 | 2026 34th Mediterranean Conference on Control and Automation (MED)
[NO] 1188/1846 | Grafted Viewpoint Iteration for Efficient Full-Coverage Robotic Inspection of Self-Occluded Components
[NO] 1189/1846 | Optimized Trajectory Planning for Quay Cranes: Integrating MPC with Minimum Jerk Criteria
[NO] 1190/1846 | Quality is Not Comfort: Oculomotor Demand Entropy for Short-Form Videos
[NO] 1191/1846 | MFSR: Multi-fractal Feature for Super-resolution Reconstruction with Fine Details Recovery
[NO] 1192/1846 | An Improved Jiles–Atherton Hysteresis Model for Giant Magnetostrictive Materials with Parameter Identification based on Improved Arctic Puffin Optimization
[NO] 1193/1846 | Optimal transport of multimodal visual-haptic metaverse flows in the presence of eMBB traffic
[NO] 1194/1846 | CROSS-TEE: A Distributed Trusted Execution Environment Architecture for Cross-Module Automotive Security
[NO] 1195/1846 | Ira J. Pitel Elected to the National Academy of Engineering [Announcement]
[NO] 1196/1846 | Organizing Committee
[NO] 1197/1846 | Author Index
[NO] 1198/1846 | ViT-FiLM Conditional SSB Codebook Optimization for Cell-Free mmWave Massive MIMO Systems
[NO] 1199/1846 | Evaluating Hybrid Automata Learning Tools Based on Their Success in Formal Verification
[NO] 1200/1846 | Adaptive Extremum-Seeking-Based Energy Optimization for Tilt-Quadrotors Under Wind Disturbances
[YES] 1201/1846 | Neural Embeddings for Web Testing
[NO] 1202/1846 | Explainable Deep Learning for Skin Lesion Classification Using EfficientNet-B3 and ConvNeXt-Tiny Across Multiple Dermoscopic
[NO] 1203/1846 | Task Offloading: A Review of Modeling Assumptions and Open Challenges in Performance Evaluation
[NO] 1204/1846 | Intelligent Sensor-Based Approach for Pond Water Quality Monitoring in Rural Areas
[NO] 1205/1846 | Poster: NeuroCERT: Executable Testing for Oracle-Limited Biophysical Network Simulation
[NO] 1206/1846 | Dynamic Context Modeling for Enhanced Safety in Vehicular Ad-Hoc Network
[NO] 1207/1846 | An Efficient Shared-Memory Framework for TCP Vegas Congestion Control Using Clustering and Optimization
[NO] 1208/1846 | Explainable AI in Sales Forecasting: Interpreting Machine Learning Models for Business Decisions
[NO] 1209/1846 | H-NLPDSS: Hybrid NLP-Driven Decision Support System for Autonomous Vehicles
[NO] 1210/1846 | Two-Degree-of-Freedom Feedback Loop Factorisation with Zeros in Compensator Strategies Comparison
[YES] 1211/1846 | LLM2Alloy: Investigating LLM-Generated Formal Specifications for Automated Test Derivation in Production Software
[NO] 1212/1846 | Smart Pneumatic Compression System for Lymphedema Management in Post Breast Cancer Surgery Patients
[NO] 1213/1846 | Synergetic and Adaptive Synergetic Control for Pendulum System
[YES] 1214/1846 | SLS-Fuzz: Large Language Model based Self Learned Seeder for efficient Fuzzing
[NO] 1215/1846 | Emotion-Aware Conversational Framework for Mental Health Support Using Enhanced RoBERTa
[NO] 1216/1846 | Privacy-Preserving Intrusion Detection Using Federated Learning Architecture
[NO] 1217/1846 | A Context-Aware Predictive Access Control Scheme for Massive IoT Devices in Smart City Environments
[NO] 1218/1846 | AI and the Energy Transition [Energy Transition Perspectives]
[NO] 1219/1846 | Fault Diagnosis of Motion-Controlled Mechanical Systems via Wavelet Packets and AR Spectral Estimation
[YES] 1220/1846 | Combining Input Constraints with Execution Goals
[NO] 1221/1846 | Adaptive Mixing of Embeddings from Multiple Code Language Models for Fault Localization
[NO] 1222/1846 | Improving Web Protection in Virtual Networks with Automatic WAF Configuration
[NO] 1223/1846 | Robust MHE-Based Trajectory Tracking for Autonomous Vehicles
[NO] 1224/1846 | Large Language Model-Enabled Optimization for Assembly Job Shop Scheduling Problem With Bin-Packing Constraint_supp1-3706813.pdf
[NO] 1225/1846 | Beyond Production Code: A Pull Request–Based Study of Technical Debt in Test Code
[NO] 1226/1846 | HairLRM: Strand-based Hair Modeling via Large Reconstruction Models
[NO] 1227/1846 | Tube Maps: Fast SPH Boundary Handling with Tubular Coordinates
[NO] 1228/1846 | Composing People Together: Iterative Pose-Image Generation for Multi-Person Interaction Scenes
[NO] 1229/1846 | FIT: A Large-Scale Dataset for Fit-Aware Virtual Try-On
[NO] 1230/1846 | 4SM: Selective Spiking State Space Models for Neuromorphic Sequence Learning
[NO] 1231/1846 | Explainable Validation and Feature Reduction in Machine Learning
[NO] 1232/1846 | Real-Time Optimisation of a Data Center Free-Cooling System via Dither-Free Least-Squares Extremum Seeking
[NO] 1233/1846 | Deep Spatial–Temporal Learning for Crop Yield Prediction using Hybrid GoogleNet–BiLSTM
[NO] 1234/1846 | LHDL: Lightweight Hybrid Deep Learning with EfficientNet-B0 and MobileNetV2 for the Detection of Watermelon Diseases
[NO] 1235/1846 | Comprehensive Study on Material Selection for Optimized Lateral Sliding-Mode Triboelectric Nanogenerators
[NO] 1236/1846 | Robust Super-Twisting Sliding Mode Control for a Quadrotor Subject to Lumped Uncertainties and Input Saturation
[NO] 1237/1846 | Learning to Orchestrate in-Network Rendering Farms: Dynamic Asset Replication and Parallelization for Immersive Applications
[NO] 1238/1846 | DeepFix: Debugging and Fixing Machine Learning Workflow using Agentic AI
[NO] 1239/1846 | Physics Validation of Simulation Engines for Plant–Robot Interaction in Agricultural Settings
[NO] 1240/1846 | Android Instrumentation Testing in Continuous Integration: Practices, Patterns, and Performance
[NO] 1241/1846 | Space Complexity Evaluation of McCLS for Varying bit
[NO] 1242/1846 | REPO: Reactive Policies with Observation Augmentation
[NO] 1243/1846 | Enhancing Diagnostic Utility of Chest X-rays using SwinIR Transformer and CheXNet Perceptual Loss in Real-ESRGAN
[NO] 1244/1846 | A Hybrid Approach to Optimizing Build and Test Time: Marginal and Concurrent Delay Analysis
[NO] 1245/1846 | WiFi-ActionLM: Transformer-Based Device-Free Action Recognition from Wi-Fi CSI
[NO] 1246/1846 | AI-Assisted Runtime Vulnerability Prediction in CI/CD Pipelines Using Behavioral Telemetry
[NO] 1247/1846 | Residual Filter for Positive Systems Based on Coupled Differential-Difference Equations with Bounded Delays
[NO] 1248/1846 | Security Control of Networked Systems With Communication Constraints: Noisy Sampling Case
[NO] 1249/1846 | A Two-Stage Framework for Energy-Efficient Group Activation in RIS-Assisted Communication Systems
[NO] 1250/1846 | NSW Joint Chapter Highlights Industry Events [Society News]
[NO] 1251/1846 | A3D-MoE: Acceleration of Large Language Models with Mixture of Experts via 3D Heterogeneous Integration
[NO] 1252/1846 | Ku-Band Reflective Metasurface Polarization Converter with Near-Unity Efficiency and RCS Reduction Capability
[NO] 1253/1846 | Joint Trajectory, Power, and Blocklength Optimization for Energy-Efficient UAV-Aided Short-Packet Visible Light Communications
[NO] 1254/1846 | Joint Beamforming and Position Optimization for Movable-Antenna and Movable-Element RIS–Aided Full-Duplex 6G MISO Systems
[NO] 1255/1846 | Omnidirectional Imaging FMCW Radar System for Rescue Robotics
[NO] 1256/1846 | Masthead
[NO] 1257/1846 | Credibility-Improved Data-Driven Transient Stability Assessment of Power Systems with Explainable Learning and Confidence Calibration
[NO] 1258/1846 | Influence of Polymer Structure and Ink Formulation on Screen-Printed Flexible Humidity Sensors Based on Carbon and Graphene Inks
[NO] 1259/1846 | BCAFNet: A Bi-Directional Cross-Modal Attention Network With 2D–3D Consistency for Multi-Modal Point Cloud Semantic Segmentation
[NO] 1260/1846 | Copyright and Reprint Permission
[NO] 1261/1846 | IEEE Membership
[NO] 1262/1846 | Chatter Suppression in Turning via the Maximal Multiplicity Approach: A Rightmost Characteristic Root Assignment*
[NO] 1263/1846 | Intelligence Augmentation in a Platform for Cyber Situational Awareness
[NO] 1264/1846 | Smart Tourism: Integrating Environmental, Behavioral and Digital Data for Adaptive Forecasting
[NO] 1265/1846 | Development of Academic Advising Agents for Study Plan Recommender System Using Forward Chaining Algorithms
[NO] 1266/1846 | In-Action Fairness Control for 5G Resource Scheduling Using Reinforcement Learning
[YES] 1267/1846 | Black-Box Test Generation from State Machine Specifications via Mutation and Model Checking
[NO] 1268/1846 | Edge-Aided Hybrid Cloud Architecture for Real-Time Spatio-Temporal Anomaly Detection in Critical Infrastructure
[NO] 1269/1846 | A Reinforcement Learning Framework for the Control of Wheeled-Bipedal Robots
[NO] 1270/1846 | KubeTwin 2.0: Demonstrating the Impact of Scheduling Strategies in Kubernetes
[NO] 1271/1846 | An Integrated Autonomous Catamaran for Marine Environmental Monitoring and Debris Collection*
[NO] 1272/1846 | Design and Analysis of Slotted Microstrip Patch Antenna for C-Band Application
[NO] 1273/1846 | Towards Automated Page Object Generation for Web Testing using Large Language Models
[YES] 1274/1846 | Real-World Fault Detection for C-Extended Python Projects with Automated Unit Test Generation
[NO] 1275/1846 | PNap: Lifecycle-Aware Edge Multi-State Sleep for Energy Efficient MEC
[NO] 1276/1846 | Dynamic Mutation Scheduling: Highly Parallel, Efficient Evaluation of Mutations for Rust Programs through Program Splitting
[NO] 1277/1846 | PracAPR: A Test-Free, Execution Trace-Driven Automated Program Repair Framework
[NO] 1278/1846 | Challenging the Spatiotemporal Processing of Neuromorphic Models through a Temporally-Rich Event-Based Dataset
[NO] 1279/1846 | EcoLLM: Energy-Aware Benchmarking of LLMs for Data Processing Workloads
[NO] 1280/1846 | Development of a Fully-Decoupled and Overconstrained Serial-Parallel Hybrid Mechanism with Remote Center of Motion
[NO] 1281/1846 | A Structure-Preserving Terminal ILC Framework for PDE-Constrained Repetitive Processes
[NO] 1282/1846 | Deceptive Defense Model for Better Securing Networked Systems Modeled by Attack Graphs
[NO] 1283/1846 | Systematic Design Evolution of a 2×2 Super-Wideband Microstrip MIMO Volcano Smoke Antenna with Radiator-Based Ground Plane
[NO] 1284/1846 | A Systematic Evaluation Framework on Emotion Inference for Large Language Models Using Appraisal Theory_supp1-3702035.pdf
[NO] 1285/1846 | Proton Radiation-Induced Degradation in Detection Capability of CMOS Star Sensors
[NO] 1286/1846 | An Anti-Resonant Hollow-Core Fiber Fabry–Perot Interferometer for Contact Force and Temperature Sensing
[NO] 1287/1846 | TP-Mamba: Topological Semantic Convergence and Prototype Recalibration for HSI Classification
[NO] 1288/1846 | A Novel Symmetrical Opposite Linear Stick-Slip Actuator Using Macro Fiber Composite
[NO] 1289/1846 | Copyright Page
[NO] 1290/1846 | IEEE Emerging Technologies
[NO] 1291/1846 | Joint Environmental Mobility Tracking and Channel Estimation for Integrated Sensing and Communication Systems
[NO] 1292/1846 | IEEE Social Networking
[NO] 1293/1846 | Analysis and Optimization of a Hybrid Oil-Cooled PMSM Considering Oil Film Non-Uniformity and Layered Heat Transfer
[NO] 1294/1846 | Adaptive Interpolation-Synthesis for Motion In-Betweening on Keyframe-Based Animation
[NO] 1295/1846 | PureSample: Neural Materials Learned by Sampling Microgeometry
[NO] 1296/1846 | A Generalizable Light Transport 3D Embedding for Global Illumination
[NO] 1297/1846 | Global Discrete Optimization for Quad-Dominant Mesh Reduction
[NO] 1298/1846 | Risk and Immunity Strategy of New Energy Vehicle Supply Chain Disruption
[NO] 1299/1846 | CAE-ProtoNet: A Novel Framework for Zero-Day Attack Detection
[NO] 1300/1846 | Adaptive Mitigation of Amplification-Based DDoS Attacks in Programmable Data Planes
[NO] 1301/1846 | Constant Power Load Stabilization with Passivity Based Controller for More Electrical Aircraft
[NO] 1302/1846 | Vibration Analysis and Optimal Design of Rigid Jumpers under Transmission Line Galloping
[NO] 1303/1846 | Towards LLMinating Performance Anti-Patterns in Android Apps
[NO] 1304/1846 | Design and Development of a Modular Learning and placement Preparation System for Computer Science Engineering
[NO] 1305/1846 | A Case Study on Bug Seeding in a University Course on Software Development and Testing
[NO] 1306/1846 | Industrial Application of Deep Learning based Fault Localization with Mutation Features
[NO] 1307/1846 | Detection of Malicious Nodes in IoT Networks Using Genetic Algorithms: A Blockchain-Integrated Approach
[YES] 1308/1846 | Comp-AFL: Towards Complete Fuzzing
[NO] 1309/1846 | Modeling of Asymmetric Winding Inductance Effect and Optimization for Coupled-Inductor Bidirectional DC-DC Converter
[NO] 1310/1846 | Adaptive Weighted Predictor for Checkerboard based Reversible Data Hiding in Encrypted Images
[NO] 1311/1846 | Experimental Study and Operation Optimization of a Two-Stage Heat Pump-Rotary Desiccant Synergistic Drying System
[NO] 1312/1846 | LeARN: Learnable and Adaptive Representations for Nonlinear Dynamics in System Identification
[NO] 1313/1846 | A Multi-Stage RLHF Pipeline for LLM-based Smart Building Optimization
[NO] 1314/1846 | Toward Risk-Driven Cybersecurity Management for Virtual Networks
[NO] 1315/1846 | Battery Aging-Aware Power Control for Sustainable 6G Communications: A Long-Term Energy Optimization Framework
[NO] 1316/1846 | CIRPNet: An Early Prediction of Myocardial Infarction Complications on Clinical Data using Hybrid Deep Learning (LSTM-CNN and SHAP)
[NO] 1317/1846 | WorkloadLens: A Workload-Aware Physical Database Design Advisor Using Tree Transformers, Graph Neural Networks, and Reinforcement Learning
[NO] 1318/1846 | Synthetic Augmentation of Structured Templates for Geo-Localization
[NO] 1319/1846 | An Agentic System for Context-Aware Synthetic Data Generation
[NO] 1320/1846 | ACM Global Engagement Board: Vision and Mission
[NO] 1321/1846 | IEEE Antennas and Wireless Propagation Letters Publication Information
[NO] 1322/1846 | Resilient Output Regulation for Cyber–Physical Systems Against False Data Injection Attacks: A Hybrid Iteration Scheme
