[2026-07-10 11:52:49] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-09
正在获取论文...
[arXiv] 2026-07-09 | Infinitely many sign-changing solutions for critical Hamiltonian systems with linear perturbation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1436/1777 | Transformer-Based Deep Equilibrium Model for Interconnects with Large Number of Coupled Lines
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1437/1777 | A Wide-Angle Stable Transmissive Linear-to-Circular Polarization Converter
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1438/1777 | Modeling and Experimental Validation of Crosstalk in High-Voltage Quench Detection Signal Lines for the Next-Generation Fusion Device of China
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1439/1777 | Increased Involuntary Motor Threshold Stimulation in Patients with Degenerative Cervical Myelopathy*
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1440/1777 | Research on an Empirical Platform for Dynamic Operation Simulation of Indirect Carbon Emission Metering in Power Systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1441/1777 | Safety-Centric Resource Scheduling for Energy Efficiency Optimization in ISAC-Assisted V2X
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1442/1777 | An Ultra-Wideband Reconfigurable Metasurface Based on Salisbury Screen
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1443/1777 | Modular Motor Control of the Center of Mass Kinematic Patterns During Sit-To-Stand Tasks
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1444/1777 | Finger Force Prediction from Spinal Signals: Machine Learning Pipeline for the Neural Drive
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1445/1777 | Efficient Design of Lightweight Conformal Electromagnetic Wave Absorbing Structures
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1446/1777 | A Reconfigurable Waveguide Coupler with Discrete Coupling Levels and Constant Frequency Response
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1447/1777 | A Broadband 1-Bit Reconfigurable Circularly Polarized Reflectarray for K-Band Applications
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1448/1777 | Twisted-Pair Low-Pass Filtering Cable Based on a Hilbert Fractal Structure
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1449/1777 | A Fast Prediction Method for Electromagnetic Coupling Based on CNN-LSTM
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1450/1777 | Measure of Consciousness with Deep Brain Stimulation Perturbed EEG
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1451/1777 | Modeling of Multi-Time-Scale Adjustable Energy-Saving Capabilities in Data Centers with Electro-Computing-Heat Coupling
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1452/1777 | Beam Tilting Design and Realization of a Vivaldi Antenna Based on AMC Loading
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1453/1777 | Analysis of the Relationship Between Carbon Footprint and Mineral Resource Depletion in the Life Cycle Assessment of Digital Systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1454/1777 | Towards Massively Parallel HyperDimensional Computing Architectures for Intelligent Satellite Links
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1455/1777 | An Integrated Voltage Regulator in FCCSP With Ramp-Level-Adjusted Current Balance and Multiple-Trigger-Enabled Transient Enhancement
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1456/1777 | Dielectric properties of polyimide-based composites with boron nitride surface covering under high-energy electron beam radiation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1457/1777 | Efficient Estimation of PRTF and ITD for HRTF Personalization in Headphone Systems
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1458/1777 | Program Overview
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1459/1777 | FRBAKA: Fault-tolerant and Round-efficient Batch Authentication and Key Agreement Protocol for UAV-Assisted IoT
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1460/1777 | Beamforming Design for Pinching Antenna Systems with Multiple Receive Antennas
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1461/1777 | TBN: An All-in-One Triplet Branch Network for Adverse Weather Cross-View Geo-Localization
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1462/1777 | 3D Scene Graph Alignment Via Geometric-Consistent Correspondences
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1463/1777 | Surface Discharge Mechanism of Epoxy/Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Composites in SF
                    <sub>6</sub>
                    Under Long-Term DC and AC Stresses
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1464/1777 | Proceedings
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1465/1777 | iHL-SC: A High-Likelihood–Constrained Spatial-Correlation Framework for Continuous GEOSC-SAR Imaging of Sea-Surface Waves
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1466/1777 | Closed-Loop Adaptive Pulse Shaping for Flat-Top Electro-Optic Supercontinuum Generation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1467/1777 | Take a Deep Look at Network Traffic Analysis Based Internet of Things Device Fingerprinting
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1468/1777 | IEEE/ASME Transactions on Mechatronics Information for Authors
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1469/1777 | Fast and Fleeting: Evaluating ChatGPT’s Impact on Students’ Computational Thinking Skills
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1470/1777 | Why Do We Code? A Theory on Motivations and Challenges in Software Engineering from Education to Practice
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1471/1777 | Monitor
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1472/1777 | Beyond Words
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1473/1777 | Complex to Rational Fast Matrix Multiplication
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1474/1777 | Towards Faster Feasible Matrix Multiplication by Trilinear Aggregation
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1475/1777 | An Embedded RISC-V Vector Extension for Edge-Oriented Acceleration
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1476/1777 | Certified Adversarial Robustness of End-to-End Malware Detectors via (De)Randomized Smoothing
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1477/1777 | Design of a Metasurface in the Ku-Band Based on an NSGA-II Variant Algorithm
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1478/1777 | Improved Grid-Forming Control for Synchronous Machine-Energy Storage Integrated System with Multi-Mode Adaptability
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1479/1777 | Transnasal Functional Near-Infrared Spectroscopy for Deep-Brain Sensing
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1480/1777 | Evolution Model of Source–Storage Function Characterization in New Power Systems Based on Automatic Piecewise Optimal Curve Fitting
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1481/1777 | Bootstrapping Coding Agents: The Specification Is the Program
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1482/1777 | Influence of Electrical Double Layer and Amplifier Impedance on Intracortical Neural Signals
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1483/1777 | Design of Low-RCS Transmitarray with Integrated Radiation and Scattering Control
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1484/1777 | A Wideband Polarization-Dependent Metallic Transmit-Reflect-Array Antenna for Ka-Band Applications
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1485/1777 | An Additively Manufactured Wideband Bidirectional Antenna
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
[NO] 1486/1777 | Frequency Evolution Analysis of Sub-Synchronous Oscillation in Wind Farm MMC-HVDC Systems Under Wind Power Fluctuations
判定相关性时出错： Error code: 402 - {'error': {'message': 'Insufficient Balance', 'type': 'unknown_error', 'param': None, 'code': 'invalid_request_error'}}
