[2026-06-06 10:54:26] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-05
正在获取论文...
[ACM] 2026-6-5 | Hop-wise Planning with Iterative Explainable Self-Correction for Knowledge Base Question Answering
[NO] 757/921 | SCRAP LINK: Smart Scrap Collection and Trading System : Revolutionizing Scrap Management: A Web-Based Platform for Efficient Scrap Management
[NO] 758/921 | Melanoma Classification using Adaptive Nutcracker Optimization -based Dense Residual Dual-Shuffle Attention Network using skin images
[NO] 759/921 | An Ensembled Deep Learning Approach for Prognosis of Dysgraphia in Children through Handwritten Images
[NO] 760/921 | Text-to-SQL Agent: An Iterative Question Rewriting Framework Based on Reinforcement Learning
[NO] 761/921 | Polarization- and Mutual-Coupling-Aware Rotatable Antennas Enabled Wireless Communications: Modeling, Orientation Optimization, and Prototyping
[NO] 762/921 | Smart Platform for Effortless Assignment Submission and Precision Grading
[NO] 763/921 | Real-Time Phishing Threat Detection Using Hybrid Deep Learning and Multi-Domain URL–Email Analysis
[NO] 764/921 | VPN Queue Performance Analysis Using Matrix Analytics Methods
[NO] 765/921 | A Single-Layer Pseudo-Quantum Creep-In Mechanism for Time-Series Forecasting
[NO] 766/921 | Intelligent Feature Selection for Semiconductor Manufacturing Using a Hybrid Genetic Algorithm and Neural Network
[NO] 767/921 | Proceedings of the 2026 International Conference on Artificial Intelligence and Agents
[NO] 768/921 | Current-Sensorless Virtual-Vector Quasi-Sliding Mode Predictive Control for T-Type Inverters
[NO] 769/921 | Cardinal-Ordinal Consistency Adjustment Driven Group Consensus Decision Making With Distributed Preference Relations and Application in Remanufacturing Quality Management_supp1-3694094.docx
[NO] 770/921 | Front Cover
[NO] 771/921 | Conference Calendar
[NO] 772/921 | Adaptive Dynamic Functional Connectivity with Deep Spatio-Temporal Fusion for High-Accuracy Identification of Major Depressive Disorder
[NO] 773/921 | Reports From AP-S Committees &amp; Activities [AP-S Committees &amp; Activities]
[NO] 774/921 | Self-Assembled Monolayer Functionalized Q-BIC Terahertz Metasurfaces for High-Sensitivity Biosensing_supp1-3697738.docx
[NO] 775/921 | Strong Saddle-Shaped Geometry of Depth Maps Can Boost Multi-View Stereo
[NO] 776/921 | Masthead
[NO] 777/921 | HEPE++: Towards VLM-based Hybrid Explainable Prompt Enhancement for Zero-Shot Industrial Anomaly Detection
[NO] 778/921 | A Novel Physics-Informed Transformer Algorithm (PITA) for Near&amp;#x2013;Real-Time Synergistic Multi-Parameter Aerosol Retrieval From FY-4B/AGRI Geostationary Satellite_supp1-3700045.docx
[NO] 779/921 | The 2026 ICON Student Research Conference: A Stage for Students to Present, Collaborate, and Learn [Diversity, Outreach, and Development Activities]
[NO] 780/921 | Safety-Certified Distributed Formation for Uncertain Multirobot Systems With Minimum Restrictive Connectivity Maintenance
[NO] 781/921 | HierCIM: A 16-Kb SRAM-Based Digital CIM Macro With Hierarchical Adder-Tree Accumulation for Edge CNN Inference
[NO] 782/921 | Domain Decomposition-Based DGTD Method With Automated Implicit–Explicit Classification for Multiscale Electromagnetic Modeling
[NO] 783/921 | Performance Analysis and Optimization of Carrier Tracking PLL under Noise in GNSS Receivers
[NO] 784/921 | Deep Learning-Based Predictive ISAC for Backscatter Vehicular Networks
[NO] 785/921 | Multi-Objective Evolutionary Policy Learning Aided Resource Management for SCMA LEO Transmission
[NO] 786/921 | Effect of Dielectric Barrier Discharge Plasma-Activated Water on Growth Characteristics of Hydroponic Lettuce
[NO] 787/921 | Characterizing Tests in IoT Software: Practices, Challenges and Opportunities
[NO] 788/921 | Preface
[NO] 789/921 | Spatial Dynamics of the Western Ghats Ecosystem in Kerala, India
[NO] 790/921 | CogCoor: A Cognition-Driven Heterogeneous Coordination Framework for Urban Multi-Target Tracking
[NO] 791/921 | Quantitative Time-Resolved Imaging of Surface Acoustic Waves by Dual-Comb Interferometry with a Fiber-Based Sagnac Interferometer
[NO] 792/921 | SMCPP: Safety Margin Controllable Path Planning via Safety Constraint Propagation
[NO] 793/921 | Using the master-slave injection locking scheme in a Brillouin optomechanical system for the design of all-optical nonlinear photonic elements
[NO] 794/921 | Detecting wave direction spectrum using GNSS multistatic reflectometry on an offshore platform
[NO] 795/921 | Energy-Efficient UAV-RIS-assisted SWIPT in Integrated Ground-Aerial-Space Networks
[NO] 796/921 | RWW 2027 Call for Papers RWS
[NO] 797/921 | Power Factor Analysis and Optimization Control of a DC Biased Hybrid Excitation Vernier Machine
[NO] 798/921 | Front Cover
[NO] 799/921 | Decoupling Control of a Multi-segment Hybrid-Actuated Soft Origami Continuum Robot Through Variable Stiffness
[NO] 800/921 | TRAN: Texture Response Adjustment Network for Lightweight Single Image Super-Resolution
[NO] 801/921 | RAPNet: Rate-Distortion-Aware Video Pre-Processing via One-Step Reinforcement Learning for Video Coding
[NO] 802/921 | Machine Learning-Enhanced Domain Decomposition FDTD for Electromagnetic Scattering Problems
[NO] 803/921 | Enhancing Network Resilience: High Efficient Deployment Based on Digital Twin for Underwater Wireless Sensor Networks
[NO] 804/921 | Secure Agentic AI–Driven Semantic Communication Framework for Autonomous Vehicle Coordination in 6G Edge Networks
[NO] 805/921 | Cover 3
[NO] 806/921 | CognNet: An Interpretable LLM-as-Judge Framework for SOLO-Level Prediction Using Structured Cognitive Evidence
[NO] 807/921 | IEEE Journal of Biomedical and Health Informatics Publication Information
[NO] 808/921 | Knowledge Graph Neural Network Enabled Personalized and Efficient Content Caching for Large-Scale Social Networks
[NO] 809/921 | Defense Strategy for Active Vehicle Suspension Systems with Incomplete Modes: Risk-Driven Gain-Scheduling and Experimental Validation
[NO] 810/921 | IEEE Conference on Decision and Control in Rio de Janeiro, 9–12 December 2025 [Conference Reports]
[NO] 811/921 | Mario di Bernardo [People in Control]
[NO] 812/921 | Adaptive Current Control for High-Efficiency Motor Drive Operation in Transients
[NO] 813/921 | Contents
[NO] 814/921 | Tensorized Noise-aware Anchor Graph Learning with Deep Complementary Information Propagation for Scalable Multi-view Clustering
[NO] 815/921 | Front Cover
[NO] 816/921 | ST-OVTrack: Spatio-Temporal Enhanced Open-Vocabulary Tracking for Traffic Surveillance
[NO] 817/921 | Stability Around the World [President’s Message]
[NO] 818/921 | Adaptive-AI-Zerotrust-Chain: AI-Centric Zero Trust Enforcement for IoT Security
[NO] 819/921 | Dual Image Super-Resolution for High-Resolution Imagery Using an Agentic Approach
[NO] 820/921 | Federated Learning and Generative AI for Privacy-Preserving FinTech Cybersecurity
[NO] 821/921 | QR Code Based Digital Payment System for Bus Conductors
[NO] 822/921 | Artificial Intelligence for Strengthening E-Prescription Security in Healthcare Networks
[NO] 823/921 | AutoContext: An Adaptive Framework for Intelligent Context Management in Large Language Models
[NO] 824/921 | Unveiling Influential Nodes in Complex Networks: A Journey Through Graph Learning, Community Insights, and Fuzzy Hybrids
[NO] 825/921 | AI-Powered Sentiment Analysis Using Image and Video
[NO] 826/921 | Anomaly Detection in Vehicle Trajectories using LSTM Autoencoders and Gaussian Mixture Models
[NO] 827/921 | Lightweight, Client-Side Approach for Real-Time Detection of Text-Based Dark Patterns in E-commerce
[NO] 828/921 | SeatLux: Explainable AI for Seat-Level Visual Comfort Prediction and Illuminance Targets in Fluorescent and LED Classrooms
[NO] 829/921 | A Hybrid PQC-Enabled Attribute and Data Encryption Pipeline for Next-Generation Metaverse Platforms
[NO] 830/921 | BAVote: Blockchain-based Electronic Voting System with Privacy and Accountability
[NO] 831/921 | Table of Contents
[NO] 832/921 | Meta-Policy-Based Multi-Agent Reinforcement Learning for Dynamic UAV Networks: Resolving Hybrid Action Spaces and Non-Stationarity
[NO] 833/921 | Study on the Electron Acoustic Waves in Inhomogeneous Electron-Ion Plasmas
[NO] 834/921 | DroneSplat+: Semantics-Enhanced 3D Gaussian Splatting for Robust 3D Reconstruction from In-the-Wild Drone Imagery
[NO] 835/921 | Event-Triggered Distributed State of Charge Estimation for Lithium-ion Batteries with Fading Measurements
[NO] 836/921 | GAFNet: Learning Local Geometric-Aware Features for End-to-End Point Cloud Registration
[NO] 837/921 | Priors Meet Hindsight: An Asymmetric Collaborative Evolution Framework for RGB-D Road Defect Detection
[NO] 838/921 | An Optimized Model-Free FCSMPC Method Based on Affine Projection Algorithm for Three-Phase Inverter Systems
[NO] 839/921 | Node-Differentiated Resource Allocation for Media Access Control in Wireless Body Area Networks
[NO] 840/921 | Extending Attention Analysis in E-Learning: Eye-Tracking Metrics That Analyze Gaze Within and Outside AOIs
[NO] 841/921 | Design of a Low-Leakage In-Shaft-Integrated Wireless Excitation Coupler for Electrically Excited Machines
[NO] 842/921 | A Dynamic Phishing URL Detection System Integrating Advanced Machine Learning and Crowdsourced Threat Intelligence
[NO] 843/921 | Revisiting The Pbh Test: Fast Uncontrollability Certificates via Krylov Methods
[NO] 844/921 | Pseudonym Scheme Based on Hybrid Certificates for Security Credential Management System in Vehicular Communications
[NO] 845/921 | Detail++: Training-Free Detail Enhancer for T2I Diffusion Models_supp1-3698370.pdf
[NO] 846/921 | Skin Cancer Detection and Classification Using Deep Learning Techniques
[NO] 847/921 | Passive on-Device BLE Interference Detection Using TinyML
[NO] 848/921 | SkillCraft: LLM Powered Interview Preparation Platform
[NO] 849/921 | Conference Paper Acceptance Prediction with Quality Assessment using Machine Learning
[NO] 850/921 | Explainable Deep NeuroDiagnostics: Interpretable AI for Alzheimer's Disease Classification
[NO] 851/921 | From Player Tracking Data to Impact Quantification: An XGBoost Framework for Playoff BPM Estimation
[NO] 852/921 | Advancements and Challenges in Historical Language Restoration: A Comprehensive Review of Techniques, Text Generation, Preservation Strategies, and Ethical Considerations
[NO] 853/921 | A Novel Accurate Demand Side Battery Management by Using an Adaptive Radial Basis Neural Network Controller
[NO] 854/921 | Securing Dual-Hop Multi-Relay Cooperative Networks Through Signal Interleaving Technique
[NO] 855/921 | CTTF: Cross-Temporal Tri-Difference Fusion with Mamba for Remote Sensing Change Detection
[NO] 856/921 | Saliency Characteristic Enhancement Design and Analysis of a Partitioned Rotor Pole PM Motor Considering the Flux-Approaching Current
[NO] 857/921 | Optimal Control of Multidimensional Switched Systems via Deep Reinforcement Learning
[NO] 858/921 | Development of the Ramsey Microwave Cavity for a Time-keeping
                    <sup>87</sup>
                    Rb Fountain Clock
[NO] 859/921 | On Integer-Forcing Hybrid Precoding for Downlink Millimeter Wave MIMO Systems
[NO] 860/921 | Selecting and Distilling Cross-Label Models
[NO] 861/921 | Statistical Shape Model for Bone-Based Cartilage Prediction: Applicability in Healthy and Pathological Knees
[NO] 862/921 | Robust Pothole Avoidance in Autonomous Driving Using Multi-Task Transformer Perception and Ensemble Reinforcement Learning
[NO] 863/921 | Modular Patch-Level Image Obfuscation Framework for Untrusted Third-Party Vision Inference
[NO] 864/921 | A Novel Query-based Task Assignment Strategy to a Multi-Functional Reconfigurable Mobile Robot in a Warehouse-like Environment
[NO] 865/921 | Adaptive PID Control for Low-Cost Embedded Agricultural Machinery Actuators Under Uncertain Environments
[NO] 866/921 | Source free progressive subspace calibration for transportation equipment diagnosis under time varying conditions
[NO] 867/921 | IEEE Access
[NO] 868/921 | A Whole-cell Extended Gate Field Effect Transistor-Based Immunosensor for Rapid and Sensitive Detection of
                    <i>E. coli</i>
[NO] 869/921 | Robust Text-to-Image Person Re-identification via Neighbor Consistency-based Correspondence Estimation
[NO] 870/921 | Cloud Reliability Analysis via Log-based Anomaly Detection: An End-to-End Evaluation on HDFS Logs
[NO] 871/921 | Early Detection of Fetal Wellness and Distress using Biomedical Signal Processing
[NO] 872/921 | Intelligent Pattern Analysis and Criminal Profiling
[NO] 873/921 | A Comprehensive Survey of Deep Learning-Based PCB Defect Detection Techniques
[NO] 874/921 | AIoT-Based Anomaly Detection and Monitoring System for Smart Poultry Farms
[NO] 875/921 | Application and Implementation of Adaptive Railway Signaling Technology
[NO] 876/921 | An Enhanced Approach for Early Prediction of Data Anomalies in IoT
[NO] 877/921 | Stealthy Merker Memory Attacks on Siemens S7 Programmable Logic Controllers
[NO] 878/921 | EdgeStress: Real-Time Stress Detection Using IoT and Machine Learning
[NO] 879/921 | Zero Trust IoT Security Platform
[NO] 880/921 | BEST: Blockchain And AI-Enabled EHR System For Ambulatory Care
[NO] 881/921 | Human-Centered AI in Banking: Designing Adaptive Systems for Secure and Personalized Financial Engagements
[NO] 882/921 | AI-Augmented Debugging: Using LLMs and Execution Traces to Explain and Fix Software Failures
[NO] 883/921 | Performance Evaluation of Machine Learning Models for Real-Time Anomaly Detection in MQTT-Based IoT Networks
[NO] 884/921 | Automated Oral Technical Evaluation Using Speech Recognition and Semantic Scoring
[NO] 885/921 | Machine Learning for Usable Security: A Survey of User-Centered Approaches
[NO] 886/921 | PQ-MQTT: A Hybrid Post-Quantum Secure Communication Protocol for MQTT-Based IoT Networks
[NO] 887/921 | Toward Green Communication: Power-Efficient Beamforming for STAR-RIS-Aided BackCom
[NO] 888/921 | IEEE Connect
[NO] 889/921 | MonoHPE: Monocular 3D Object Detection with Height Positional Encoding
[NO] 890/921 | YOWOFormer: Bridging Video Transformers and CNN Detectors for One-Stage Spatio-Temporal Action Detection
[NO] 891/921 | Restricted Target Wake Time Mechanism for Industrial Internet of Things Scenarios: Worst-Case Analysis
[NO] 892/921 | PI-FD: Property Inference Attacks on Federated Learning with Distillation via Synthetic Data Generation
[NO] 893/921 | Semantic NeRF Oriented 3D Object Counting for Industrial Fruit Harvesting
[NO] 894/921 | A Universal Framework for Programmable Multiattractor Chaotic Maps: Dynamics Analysis, DSP Realization, and Secure Application
[NO] 895/921 | Iterative Feedforward Tuning With Multiplicative Nonlinearity: Application to Linear-Motor-Driven Wafer Stage With Multiplicative Force Ripple
[NO] 896/921 | Protection Efficiency-Based FIPP
                    <i>p</i>
                    -Cycle Design with Topology Partitioning in Mixed-Grid Optical Networks
[NO] 897/921 | Multi-UAV Tracking under Partially Overlapping and Gapped Fields of View in Distributed Multi-sensor Networks
[NO] 898/921 | Careers: Finding Success in Industry as a Chip Designer: Academe and Industry Require Different Approaches
