[2026-07-28 11:18:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | KAI: A Kinematic-Aware Interface for Data-Efficient Articulated Object Manipulation
[NO] 1673/1848 | Geometry-Guided Affine-Invariant ROI Extraction for Palm Biometrics
[NO] 1674/1848 | DSA-Net: A Dual-Stream Alignment Network with High-Frequency Modeling for SAR Ship Instance Segmentation
[NO] 1675/1848 | Research and Applications of Deep Learning-Based Methods for Materials Property Prediction
[NO] 1676/1848 | Benchmarking and Characterization of Large Language Model Inference on Apple Silicon
[NO] 1677/1848 | UniCache: Unifying Prefix Cache Eviction for Heterogeneous LLM Serving Workloads
[NO] 1678/1848 | A Tale of Two Traffics: Optimizing Tail Latency in the Light-Tailed M/G/k
[NO] 1679/1848 | <scp>Anchor:</scp>
                    Reducing Temporal and Spatial Output Performance Variability on Quantum Computers
[NO] 1680/1848 | Assessing Resilience in Authoritative DNS Infrastructure Supporting Government Services
[NO] 1681/1848 | d-HNSW: A High-performance Vector Search Engine on Disaggregated Memory
[NO] 1682/1848 | Learning with Episodic Hypothesis Testing in General Games: A Framework for Equilibrium Selection
[NO] 1683/1848 | CAP: Detecting Network Device Misconfigurations with Context-Aware Prompting of LLMs
[NO] 1684/1848 | The Price of Strategic Information: Degree-Based Bounds on Inefficiency in Distributed Learning Games
[NO] 1685/1848 | Performance Analysis of the Randomized SIEVE/CLOCK Cache Replacement Algorithm
[NO] 1686/1848 | GoMA-DTA: A Gene Ontology-Guided Multimodal Attention Fusion Model for Drug–Target Affinity Prediction_supp1-3713190.pdf
[NO] 1687/1848 | ICIGP 2026 Cover Page
[NO] 1688/1848 | How Interface Cues Become Trust Cues: Eye-Tracking and Cross-Source Qualitative Evidence from Digital News Interfaces
[NO] 1689/1848 | VAMER: Visual-Anchored Multimodal Evidence Reasoning for Knowledge-based VQA
[NO] 1690/1848 | In-Training Masked Reconstruction as Structured Representation Augmentation for Collaboration-aware V2X Perception
[NO] 1691/1848 | Analysis of Quantum Machine Learning Methods for Geochemical Pattern Recognition
[NO] 1692/1848 | A Hybrid MPA-BorutaSHAP-Broad Learning Framework for Multidimensional Data Prediction and Interpretability
[NO] 1693/1848 | A Hierarchical Image Encryption Scheme for IoT Applications Based on Object Detection and Cube Transformation
[NO] 1694/1848 | Audio Active Learning with Noisy Labels
[NO] 1695/1848 | IntComplex for high-order interactions
[NO] 1696/1848 | PePNet: Pose-Enhanced Point Cloud Network for LiDAR-based Human Action Recognition in Outdoor Long-Range Scenarios
[NO] 1697/1848 | Fast State-Augmented Learning for Wireless Resource Allocation with Dual Variable Regression
[NO] 1698/1848 | An Interpretable Machine Learning Model for Continuous Prediction of Acute Kidney Injury in Critically Ill Patients With Atrial Fibrillation_supp1-3716727.docx
[NO] 1699/1848 | Observability-Driven, Sniffer-Free Intrusion Detection for RPL: Closing the Detection Ceiling with On-Mote Control-Plane Features
[NO] 1700/1848 | Semi-Supervised Multi-Modal Individual Tree Crown Delineation Via Crown Vertical Semantic Distillation With Selective Coupling
[NO] 1701/1848 | IFM-Net: An Intuitionistic Fuzzy-Guided Multiscale Fusion Method for Retinal Hemorrhage Segmentation
[NO] 1702/1848 | Beamforming Design and Subcarrier Allocation for Multicarrier Multiuser MIMO ISAC
[NO] 1703/1848 | Hill-Derived Muscle Dynamics-Driven Multi-Task Framework with Gates Control Network for Lower-Limb Exoskeleton Joint Angle Estimation in Class-Imbalanced Scenarios
[NO] 1704/1848 | A Label-adaptive Contrastive Loss-based Deep Hashing Method for Timely and Accurate Traffic Metadata Retrieval
[NO] 1705/1848 | A Bayesian-Optimized Deep Scaled Stacking Framework for Data-Driven Intelligent Control in Continuous Oil Refining Process
[NO] 1706/1848 | Distributed Event-triggered MPC for Collision Avoidance and Formation of Nonholonomic Multi-Vehicle Systems
[NO] 1707/1848 | Partner Selection in Consortia Creation: A Hybrid DSS Integrating MCDM, Blockchain, and GA
[NO] 1708/1848 | Blockchain-Enabled Trust Management System with Intelligent Anomaly Detection for Secure Cloud Computing
[NO] 1709/1848 | Adaptive Urban Traffic Control Multimodal with AI and Visible Light Communication (VLC)
[NO] 1710/1848 | Intelligent URL Shortening System with Integrated Ad Revenue Model
[NO] 1711/1848 | Optimizing Spatio-Temporal Attention in Diffusion for Open-Vocabulary Semantic Segmentation
[NO] 1712/1848 | Swin-SegNet: Pavement Crack Segmentation in Complex UAV Scenes via Background Suppression
[NO] 1713/1848 | Performance–Reliability Trade-off Study of Small-Scale Deep Ensembles under Time Constraints in Diabetic Retinopathy Screening
[NO] 1714/1848 | CogRec: Cognitive Style-Aware Neural Recommendation for Adaptive Learning Paths with Sensors Embedding
[NO] 1715/1848 | FlexRecon3D: A Modular Diffusion-Augmented Framework for Dual-Path Gaussian Reconstruction from Sparse Views
[NO] 1716/1848 | Adaptive Hierarchical Cyber Attack Detection and Localization in Active Distribution Systems using Multi-Level Data Analytics
[NO] 1717/1848 | An Improved Transformer and Adversarial Transfer Learning Fault Diagnosis Method for Water-Lubricated Stern Bearings
[NO] 1718/1848 | Design and Numerical Investigation of a Highly Sensitive PtSe
                    <sub>2</sub>
                    -Assisted SPR Biosensor for Refractive Index-Based Cortisol Detection
[NO] 1719/1848 | Optical Phased Array-Enabled Space-Division Multiplexed Coherent Free-Space Optical Communication
[NO] 1720/1848 | Confidence-Guided Latent Chain-of-Thought Reasoning for Text-Based Person Retrieval_supp1-3716842.pdf
[NO] 1721/1848 | Dynamic SLA-aware Network Slice Monitoring
[NO] 1722/1848 | EACC: Event-Driven, Audio-Aware Congestion Control for AIoT Wireless Sensor Network Surveillance
[NO] 1723/1848 | ComSoc Technical and Emerging Technologies Committees
[NO] 1724/1848 | A Reinforcement Learning-Based Scheduling scheme for FSO and RF Hybrid Satellite-to-Ground Transmission Systems
[NO] 1725/1848 | Holographic Surface Enabled Integrated Sensing and Communications
[NO] 1726/1848 | Availability Optimization of a Sensor based White Space System in a Data Center Using Markov Process and Metaheuristic Optimization_supp1-3714830.pdf
[NO] 1727/1848 | High-Gain Graphene/SiO
                    <sub>2</sub>
                    /Si Avalanche Photodetectors via Engineered SiO
                    <sub>2</sub>
                    Interfaces
[NO] 1728/1848 | <i>GUARD:</i>
                    Mitigating Backdoors in Federated Learning Via Influence-Guided Unlearning
[NO] 1729/1848 | Tool-Action Comprehension: A Cross-Morphology Imitation Learning Framework for Bimanual Manipulation
[NO] 1730/1848 | Power-Aware Uncore Frequency Scaling Based on Throughput Saturation
[NO] 1731/1848 | Front Matter
[NO] 1732/1848 | Seeing beyond the Pixels: Detecting Concealed Harmful Text in Visual Illusion Images_supp1-3716619.pdf
[NO] 1733/1848 | Haptic Interfaces for Accessible Audio Mixing_supp4-3716643.mp4
[NO] 1734/1848 | Spectrum-Compatible Constant-Modulus Waveform and Movable-Antenna Co-Design for MIMO Radar DOA Estimation
[NO] 1735/1848 | Fully Convolutional Siamese Networks with Attention-Complementary Fusion for UAV Object Tracking
[NO] 1736/1848 | ELKFANet: Efficient Large Kernel Network enabled Frame Acquisition for Low SNR Scenarios
[NO] 1737/1848 | On-Demand Design of VO
                    <sub>2</sub>
                    -Based Terahertz Metasurface Modulators with High Modulation Depth and Switchable Bandwidth
[NO] 1738/1848 | Snowy Scenes: A Multimodal Multitask Dataset Toward Snow-tonomous Vehicles
[NO] 1739/1848 | Fairness-Awareness Control for Medium-Low Voltage Distribution Networks Based on Leader-Follower Reinforcement Learning
[NO] 1740/1848 | Wasserstein-p Central Limit Theorem Rates: From Local Dependence to Markov Chains
[NO] 1741/1848 | On Abnormal Execution Timing of Conditional Jump Instructions
[NO] 1742/1848 | A BPMN Language Management System for the Integration of Industrial Business Processes
[NO] 1743/1848 | Deterministic and Probabilistic Assessment for Hosting Capacity in Distribution Networks
[NO] 1744/1848 | Toward Trustworthy Large Language Model Agents in Healthcare
[NO] 1745/1848 | An Adaptive Fiscal Intelligence Platform for Personalized Expense Monitoring and Budget Optimization
[NO] 1746/1848 | Decoupled Camera Pose Estimation based on Image Gradient for UAV Landing Navigation
[NO] 1747/1848 | FAST-LBP: A Robust Feature Extraction and Matching Algorithm for Visual SLAM
[NO] 1748/1848 | Overcoming Processing Bottlenecks in Network Intrusion Detection: A High-Speed Optimizable Tree Approach with Minimum Redundancy Maximum Relevance
[YES] 1749/1848 | MATT: Cycle-Aware Parallel Regression Testing for Model-Generated Embedded Software
[NO] 1750/1848 | LISHARK: Lightweight Side Channel Protected Secure Hardware Extension with Re-keying
[NO] 1751/1848 | Adaptive SDN Autoscaling via Generalizable Multi-Agent Reinforcement Learning with EAGLE
[NO] 1752/1848 | A Decentralized Energy Trading Mechanism for Electric Vehicle Battery Swapping Stations
[NO] 1753/1848 | Air-Cavity Interrupted Magnetic Induction Antenna Design
[NO] 1754/1848 | High-Precision Nonlinear Pointing Control with Adaptive High-Order Disturbance Rejection for a Large Submillimeter Telescope
[NO] 1755/1848 | Partial-Superposition HARQ for LDPC-Coded OTFS in Low-Altitude Wireless Networks
[NO] 1756/1848 | Device Variability and Bias-Stress Stability in Fluorine Plasma-Engineered IGZTO Thin-Film Transistors
[NO] 1757/1848 | A Multichannel Hierarchical Hash Architecture for Low-Latency and High-Throughput Exact Matching
[NO] 1758/1848 | Improving the Efficiency of Global EDF Exact Schedulability Test
[NO] 1759/1848 | Balanced Golay Complementary Pair-Based Ultrasonic Backscatter Communication for Implantable Sensor Networks
[NO] 1760/1848 | Minos: Systematically Classifying Performance and Power Characteristics of GPU Workloads on HPC Clusters
[NO] 1761/1848 | Sequential Fair Allocation With Replenishments: A Little Envy Goes An Exponentially Long Way
[NO] 1762/1848 | Are We Ready to Enable Satellite Autonomy Through on Board Image Registration?
[NO] 1763/1848 | cPMEM: A Design of Byte-Addressable Persistent Memory with Compute Express Link for Data Center Applications
[NO] 1764/1848 | Beyond the Archive: Continuous Analytics for Lifelogging
[NO] 1765/1848 | An abnormal traffic detection model for multimodal networks integrating CNN and Transformer
[NO] 1766/1848 | Corrections to “WBIN-Tree: A Single Scan Based Complete, Compact and Abstract Tree for Discovering Rare and Frequent Itemset Using Parallel Technique”
[NO] 1767/1848 | Reliable and Deployment-Ready Deep Neural Network Pipeline for Automated Industrial Quality Inspection
[NO] 1768/1848 | Secure and Scalable AI-Driven Marketing: Leveraging Federated Learning and Zero-Knowledge Proofs
[NO] 1769/1848 | Explainable Lightweight AI for IoT-Enabled Precision Irrigation: Behavioral Cloning vs. Deep Reinforcement Learning
[NO] 1770/1848 | Automating Regulatory Compliance in Financial DevOps an LLM-based Framework for Continuous Audit Readiness
[NO] 1771/1848 | Design and Analysis of Functionally Graded Carbon Fabric-Reinforced Epoxy Composites with Hybrid Magnetic and Conductive Fillers for X-band EMI Shielding
[NO] 1772/1848 | Scalable Lane-level HD Map Construction and ROI-Adaptive Evaluation via Raster-based Morphological Processing
[NO] 1773/1848 | SCFDN: A Stacked Cascaded Features Distillation Network for Single Image Super-resolution
[NO] 1774/1848 | Automated Detection of Injection Attacks in Web Applications using Deep Learning Models
[NO] 1775/1848 | Enterprise Assurance Digital Twins for Predictive Risk Governance
[NO] 1776/1848 | Affective Speech-to-Speech Chatbot for Context-Aware Human-Machine Interaction
[NO] 1777/1848 | Geolinguistic Mapping of Uzbek Dialects based on Computational Dialectology: Regional Models and Analysis
[NO] 1778/1848 | Efficient Privacy-Preserving Storage Framework for Accounting Feature Data Integrating Revocable Template Mapping and Homomorphic Encryption Computation
[NO] 1779/1848 | Research on Underwater Target Detection and Recognition Based on Deep Learning
[NO] 1780/1848 | Joining Temporal and Geospatial Representations for Lifelog Exploration in Virtual Reality
[NO] 1781/1848 | BBR-PP: Accelerating Slow Start for Congestion Control in LEO Satellite Networks
[NO] 1782/1848 | Joint Short-Cycle and ACE Statistics in LDPC Tanner Graphs via Fast Message Passing
[NO] 1783/1848 | Towards Scalable Storage Architectures for GPU Clusters Running Large Language Models
[NO] 1784/1848 | Shedding Light on Shadows: Automatically Tracing Illicit Money Flows on EVM-Compatible Blockchains
[NO] 1785/1848 | Beyond Single-Tokenomics: How Farcaster's Pluralistic Incentives Reshape Social Networking
[NO] 1786/1848 | Closed-Form BER Analysis for Uplink NOMA with Dynamic SIC Decoding
[NO] 1787/1848 | Detection and Relay Selection for Virtual Full-Duplex Amplify-Forward Relay Systems
[NO] 1788/1848 | Bit-Level Modeling and Reception Analysis of Concurrent Transmissions in Galvanic Coupled Communication
[NO] 1789/1848 | Digital Predistortion Based on Advanced Voltage-Aware Memory-Polynomial Modeling for Massive MIMO Systems
[NO] 1790/1848 | A Novel Real-Time Few-Shot Fault Diagnosis for Inverter Based on Wavelet Time-Frequency Consistency
[NO] 1791/1848 | Codeword-Segmentation Rate-Splitting Multiple Access and Evaluation under Suboptimal Decoding
[NO] 1792/1848 | Robust Trace-Repair for Full-Length Reed-Solomon Codes
[NO] 1793/1848 | GT-PAR: Graph Transformer–Aided Traffic Prediction and Adaptive Routing for Dynamic LEO Satellite Networks
[NO] 1794/1848 | Adapter-Based Vision–Language Fusion for Skin Cancer Diagnosis Using Synthetic Data
[NO] 1795/1848 | Backdoor Fine-Tuning of Residual Neural Channel Estimators
[NO] 1796/1848 | IEEE ComSoc Publications
[NO] 1797/1848 | Onset-Aware Alarm-Triggered Fault Diagnosis in Collaborative Robots
[NO] 1798/1848 | A Higher Order-Mode Dual-Layer BAW Resonator Without Polarization Inversion
[NO] 1799/1848 | An Iteration-Free Fixed-Point Estimator for Diffusion Inversion
[NO] 1800/1848 | UniRS-Instruct: A Principle-Guided Unified Instruction-Following Dataset for Remote Sensing Understanding
[NO] 1801/1848 | A Low-Complexity Hybrid DCT and Companding Based PAPR Reduction Technique for AFDM Systems
[NO] 1802/1848 | Servos for Local Map Exploration Onboard Nonholonomic Vehicles for Extremum Seeking
[NO] 1803/1848 | Fire Image Generation Based on Image-to-Image and Layout-to-Image Translations for Detection and Segmentation Tasks
[NO] 1804/1848 | Enhanced Multi-Modal Human Activity Recognition Using STAR Transformer with Linformer Attention
[NO] 1805/1848 | Preliminary Results on Cryogenic on-Wafer Noise Parameter Measurements
[NO] 1806/1848 | Zero Trust Architecture for MQTT-based IoT Networks using eSIM and IoT SAFE
[NO] 1807/1848 | Inter-Trial Coherence Analysis of Tactile Stimulation
[NO] 1808/1848 | Simulation-based Pilot Study of Cooperative vs Independent UAV Search
[NO] 1809/1848 | LED-AF: Lightweight Encoder Paired with a Deeply Reconstructive Decoder for Enhanced Atrial Fibrillation Detection using ECG Signals
[NO] 1810/1848 | CS-DDPG: Dynamic Category Spatial Prompting for High-Quality CAMs in Weakly Supervised Semantic Segmentation
[NO] 1811/1848 | An Integrated Federated Learning and Zero Trust Approach for Privacy-Preserving and Trustworthy Intrusion Detection Systems
[NO] 1812/1848 | FEFDNet: A Frequency-Domain Feature-Enhanced Infrared and Visible Image Fusion Network
