[2026-09-11 22:51:11] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-10
正在获取论文...
[arXiv] 2026-09-10 | Qubit-Qutrit Quantum Tomography of hadronic $Λφ$ and $ΛK^{\ast 0}$ systems
[NO] 1164/2000 | Q-DRFormer: Query-Position Mapping Flow Prediction with Progressive Refinement for Document Rectification
[NO] 1165/2000 | Integrated Machine Learning–Based SOC Prediction, Regenerative Energy Optimization, and Battery Health Assessment for Urban Logistics Electric Vehicles
[NO] 1166/2000 | Reducing RF Front-End Capacitance Effects on Antenna-Integrated SAR Proximity Sensing
[NO] 1167/2000 | Ultrawideband Electromagnetic Interference Shielding Using a Frequency Selective Surface
[NO] 1168/2000 | A Cross-Domain Survey of Medical and Remote Sensing Image Registration Methods_supp1-3732595.pdf
[NO] 1169/2000 | Beyond UHF RFID: Broadband Characterization of Passive RFID ICs for Application in Reconfigurable Electromagnetic Systems
[NO] 1170/2000 | FlowVLA: Visual Chain of Thought-Based Motion Reasoning for Vision-Language-Action Models
[NO] 1171/2000 | Women in Antennas and Propagation: A European Perspective
[NO] 1172/2000 | A Technology Difference Identification Method Based on BERTopic and Cosine Similarity
[NO] 1173/2000 | Design and Analysis of an Ultrawideband Probe-Fed Conformal Array Antenna for High-Power RF Applications
[NO] 1174/2000 | A Novel Dual-Polarization, Ultra-Thin, Air-Gap-Free Energy-Selective Surface
[NO] 1175/2000 | Optimized Ensemble Deep Learning for User Load Forecasting and Residual-Based Anomaly Detection
[NO] 1176/2000 | Early sound-based meal onset detection using Hidden Markov Models (HMMs)
[NO] 1177/2000 | Computationally-Tractable Synthesis of an MXene Metamaterial Absorber with a 3D-Printable Spatially Variable Substrate by a Local Approach
[NO] 1178/2000 | Personalized Blood Pressure Estimation with a Topological Prior Vector from Minimal Per-Subject Data
[NO] 1179/2000 | On the Performance Advantages of Magneto-Dielectric Absorbers
[NO] 1180/2000 | Variable-structure Soft Actuator for Multi-mode Grasping
[NO] 1181/2000 | FluidTac: A Vision-Based Arrayed Artificial Lateral Line Sensor for Underwater Ego-Motion Estimation
[NO] 1182/2000 | AI as an Insider Threat: A Vision of the Future and Conceptual Risk Assessment Model
[NO] 1183/2000 | An Adaptive Dispatching Method for Call-Handling Intelligent Agents Based on Multidimensional Features
[NO] 1184/2000 | Evaluating Decision Tree Regression and Light-GBM Models for Short-Term Solar Irradiance Forecasting
[NO] 1185/2000 | Programmable Notch Synthesis in Multichannel Non-Uniform DT FIR Receivers Using Harmonic Transfer Function Diversity
[NO] 1186/2000 | End-to-End GNSS Interference Classification Using CNNs with Neural Engine Acceleration
[NO] 1187/2000 | Comparative Study on PSO and Improved Cuckoo-Incremental Conductance for Multi-Peak PV MPPT
[NO] 1188/2000 | A PAPR Reduction Method for OFDM Systems Based on CNN and Enhanced Residual Connections
[NO] 1189/2000 | Experimental Validation of FR2 RIS-Assisted Dual-Stream Multi-User OFDMA Communication Testbed
[NO] 1190/2000 | Real-Time Network IDS for SOHO Using Hybrid Edge Machine Learning Techniques
[NO] 1191/2000 | Unified Small-Signal Modeling and Stability Analysis of a Current-Mode Controlled Three-Level Bidirectional Flying Capacitor Converter
[NO] 1192/2000 | A Novel Compact Spherical Phased Array with Omnidirectional Radiation and Beam Scanning for 5G Micro Base Stations
[NO] 1193/2000 | Title Page
[NO] 1194/2000 | Per-Simon Kildal: Scientific Vision, Innovation, and Lasting Impact in Antenna Engineering
[NO] 1195/2000 | Flexible Performance Function Based Time-Varying Formation Control for Second-Order Systems under Safety Constraints
[NO] 1196/2000 | A Formal Approach to LLM Hallucination Detection and Mitigation
[NO] 1197/2000 | Analytical Model for Electromagnetic-Vibration Prediction in Inverter-Fed Synchronous Reluctance Motor
[NO] 1198/2000 | A Compact Dual-Polarized Aperture-in-Aperture Antenna for Concurrent GPS L1 and Ka-Band UAV Application
[NO] 1199/2000 | A Noise-Free Method for Generating Speech Adversarial Examples Against ASR Systems
[NO] 1200/2000 | MOSAIC-1M: A Large-Scale Multi-Modal Dataset with Automated Semantic Annotations for Visual Content Understanding
[NO] 1201/2000 | A High-Throughput and Low-Overhead FPGA Design and Implementation of a Quasi-Cyclic LT Concatenated Decoder
[NO] 1202/2000 | Research on Low Probability of Intercept Technology for Netted LPI Radar System Based on Deep Learning
[NO] 1203/2000 | Co-identification of Vibration, Structural Looseness, and Surface Damage in Industrial Equipment Operation Videos
[NO] 1204/2000 | Quantifying Trapped-Charge Evolution in High-Temperature β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    MOSFETs Using the Charge-Neutrality Point
[NO] 1205/2000 | CITPT: A Concurrency-Induced Throughput Phase Transition in Blocking Client–Server Architectures under Extreme Concurrency: An A-MAPSS Based Experimental Study
[NO] 1206/2000 | Tree-Based Ensemble Forecasting of PV Generation, Load Demand, and Battery SOC in Tropical Island Microgrids: A Multi-Horizon Cross-Season Evaluation
[NO] 1207/2000 | Joint Prediction of SOC and Traction Load for Hybrid Locomotives Based on Multi-task BiLSTM-Attention
[NO] 1208/2000 | Smart Integration of Electric Vehicle Charging Infrastructure within Hybrid Renewable Microgrids
[NO] 1209/2000 | Small Object Detection Using Improved YOLOv11n
[NO] 1210/2000 | Deep Learning-Based Fault Detection for Chiplet Interconnect Signals
[NO] 1211/2000 | Sequential Pattern Mining of Fire Incident Escalation and High-Damage Precursors in Central Luzon: a Provincial and Municipal Scale Analysis
[NO] 1212/2000 | Disentanglement Multi-Task Learning Based on Hyperbolic Space for Multimodal Sentiment Analysis
[NO] 1213/2000 | Uniform Field Coil Design in a Magnetically Shielded Cylinder With Ferromagnetic Coupling Suppression and Coil Constant Constraints
[NO] 1214/2000 | Fundamental Limits, Radiation Resistance, and Throughput in Electrically Small Antennas
[NO] 1215/2000 | A Physics-Grounded Hybrid Framework for Statistical Prediction of Cavity Scattering Under Interior Uncertainty
[NO] 1216/2000 | TEXMET: A Deep Learning Benchmark for Archaeological Textile Reconstruction
[NO] 1217/2000 | The Promise and Pitfalls of GenAI-Powered Mobile Apps: Perspectives from User Reviews
[NO] 1218/2000 | ConfuGuard: Using Metadata to Detect Active and Stealthy Package Confusion Attacks Accurately and at Scale
[NO] 1219/2000 | Six Million (Suspected) Fake Stars on GitHub: A Growing Spiral of Popularity Contests, Spams, and Malware
[NO] 1220/2000 | FM4MC: Improving Feature Models for Microservice Chains—Towards More Efficient Configuration and Validation
[NO] 1221/2000 | Model Migration by Example (MbEx): Understanding Model Co-Evolution from User Adaptations
[NO] 1222/2000 | Towards Understanding and Characterizing Vulnerabilities in Intelligent Connected Vehicles through Real-World Exploits
[NO] 1223/2000 | Argus: A Multi-agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships
[NO] 1224/2000 | TypeCare: Boosting Python Type Inference Models via Context-Aware Re-Ranking and Augmentation
[NO] 1225/2000 | SymRadar: PoC-Centered Bounded Verification for Vulnerability Repair
[NO] 1226/2000 | FoundRoot: Towards Foundation Model for Root Cause Analysis via Structured Deep Thinking
[NO] 1227/2000 | Write Your Own Code Checker: An Automated Test-Driven Checker Development Approach with LLMs
[NO] 1228/2000 | Air-gap Field Modulation-Based EMN Model Applied for LNG Pump Cryogenic PMSM
[NO] 1229/2000 | Input-Data Information Preservation and Protocol-Specific Error Mitigation in Noisy Fixed-Parameter Quantum Front Ends: A Reproducible Simulation Study
[NO] 1230/2000 | NLOS-Aided Joint OTA Synchronization and Off-Grid Imaging for Distributed MIMO Systems
[NO] 1231/2000 | Bandwidth Enhancement of Connected Array Antennas Using Controlled Reflection
[NO] 1232/2000 | Design of a Fact-Verification System for Music Theory Question Answering Based on Large Language Models
[NO] 1233/2000 | Weighted Readiness Evaluation Algorithm and Modular AI System Design for Cross-Border Foreign Trade SMEs
[NO] 1234/2000 | A Survey of Relation Extraction: From Deep Learning to Large Language Models
[NO] 1235/2000 | AIHT-MPI: Accelerated Iterative Hard Thresholding via Moore-Penrose Pseudo-Inverse with Conjugate Gradient Refinement for Sparse Signal Recovery
[NO] 1236/2000 | Spherical Fuzzy Set Adaptive Decoupling Network: Principled Multi-Task Optimization for Robust Low-Light Image Enhancement
[NO] 1237/2000 | Manifold-based Robust Beamforming Design for RIS-Assisted LEO Satellite in SAGIN-ISAC Systems
[NO] 1238/2000 | Turbulence-Resilient Multicasting of OAM Beams Using a Hybrid Optical-Electronic Neural Network
[NO] 1239/2000 | A New Academic–Industry Partnership Grant and the Last IERA Award [Industry Activities]
[NO] 1240/2000 | Table of Contents
[NO] 1241/2000 | Enhanced Double-PWM Control of TAB Converters for Full-Range ZVS and Reduced Conduction Loss
[NO] 1242/2000 | Connectivity-Aware UAV Path Planning with Continuous Action Modeling in Variable Altitude Urban Scenarios
[NO] 1243/2000 | Introduction to the Special Issue on Game Advertising
[NO] 1244/2000 | CISAT 2026 Author Information Page
[NO] 1245/2000 | Table of Contents
[NO] 1246/2000 | On the Generalization of Deepfake Detection under Limited Supervision
[NO] 1247/2000 | DeFT: Maintaining Determinism and Extracting Unit Tests for Autonomous Driving Planning
[NO] 1248/2000 | MiniMaestro: Resource-Conscious Conversational Music Recommendation with a Single Open-Weight 8B Model
[NO] 1249/2000 | A Multi-Source Retrieve-Fuse-Rerank System for Conversational Music Recommendation
[NO] 1250/2000 | An Ultra-Low-Profile Circularly Polarized Folded Transmitarray Antenna Based on Metasurfaces
[NO] 1251/2000 | Knowledge-Enhanced Image-Text Incongruity Representation for Multi-modal Sarcasm Detection
[NO] 1252/2000 | A spaceborne Ka-band 200 W pulsed solid-state power amplifier
[NO] 1253/2000 | Spectral-Visual Transformation for Low-Resource Dialect Identification: A Technical Evaluation of the Transition from MATLAB-Based Visualization to Deep Residual Learning Pipelines
[NO] 1254/2000 | Accurate extraction of equivalent circuit parameters for RF surface-mount Inductors and Capacitors
[NO] 1255/2000 | A Cryo-CMOS Demultiplexer for Large-scale Silicon Spin Qubits
[NO] 1256/2000 | DFTC-Net: Dynamic Fusion of Deformable Attention Transformer and CNN Network for Low-Dose CT Denoising
[NO] 1257/2000 | Few-Shot Multimodal Fake News Detection via Transfer Learning and Unsupervised Domain Adaptation
[NO] 1258/2000 | Design of an All-Metal Wideband Corrugated Vivaldi Antenna with High Power Capacity
[NO] 1259/2000 | High-Precision Joint Range-Angle Estimation for 1-Bit FDA-MIMO Radar via Off-Grid Refinement
[NO] 1260/2000 | Signal Integrity Analysis of Multilayer Spiral Inductor and Elliptical Slot Compensation Structure for Vertical Via Interconnection
[NO] 1261/2000 | A Large-Frequency-Ratio Shared-Aperture Antenna With High Aperture Reuse Efficiency
[NO] 1262/2000 | Study on the Influence of Non-uniform Electron Beam on the Output Microwave Characteristics of an S-Band Relativistic Klystron Amplifier
[NO] 1263/2000 | Thermally Controlled Chiral Metasurface for Independent Control of Circularly Polarized Waves
[NO] 1264/2000 | A Hybrid Approach of Anomaly Detection for Reducing False Negatives in IDS
[NO] 1265/2000 | Design of all dielectric metasurfaces based on multiple resonant modes of high permittivity ceramic materials and complex structures
[NO] 1266/2000 | LightMambaVLA: Efficient Vision-Language-Action Modeling with State Space Models and Flow Matching
[NO] 1267/2000 | Design of High-Efficiency 10-W X-Band Power Amplifier Based on GaN HEMT Process
[NO] 1268/2000 | A 48–94 GHz Wideband Low-Noise Amplifier Based on a Unified CS Cell in 65-nm CMOS
[NO] 1269/2000 | A Parasitic-Aware End-to-End Automated Optimization Scheme for mm-Wave Circuits Based on an Offline Passive Library
[NO] 1270/2000 | A Low-Profile Dual-Polarized Planar Ultra-Wideband Modular Antenna (PUMA) Array with A Resistive Frequency-Selective Surface
[NO] 1271/2000 | Research on Vehicle CAN Bus Intrusion Detection Method based on MobileNetV3
[NO] 1272/2000 | Design of Frequency Adjustable Antennas Based on Phase Change Materials
[NO] 1273/2000 | A Shared-Aperture SatCom Antenna Integrating Ka-Band Cavity-Backed Patches and X-Band Aperture-Coupled Feed Structure
[NO] 1274/2000 | A Novel Eight-way Power Combining Network Based on the TE
                    <sub>20</sub>
                    Mode Branch Waveguide Coupler
[NO] 1275/2000 | Closed-Loop Parameter Updating of Wind Turbine Digital Twins Based on Deep Reinforcement Learning and Time-Series Similarity
[NO] 1276/2000 | An Efficient and Compact Phase-shift Tunable First-Order All-Pass Filter Using Single VCII with Minimum Passive Elements
[NO] 1277/2000 | Leaky-wave Antenna with Dynamic Polarization Tuning
[NO] 1278/2000 | Design of a hybrid absorption-transmission FSS
[NO] 1279/2000 | Frequency-Dependent Damage Mechanisms of L-Band Surface Acoustic Wave Filters under High-Power Microwave Injection
[NO] 1280/2000 | Logic-Aware Vulnerability Knowledge Graph Model for Precise Vulnerability Assessment
[NO] 1281/2000 | Student Use of GenAI in an Interdisciplinary STEAM Design project
[NO] 1282/2000 | Assessing the Interplay of Counteracting Biases in GNN-Based Recommender Systems
[NO] 1283/2000 | A Secure Remote Access Framework for Physical Network Laboratories Using Bastion Host Architecture
[NO] 1284/2000 | Bidirectional Wireless Power Transfer: Technology for anything-to-anything applications.
[NO] 1285/2000 | A Miniaturized Shared-Aperture Dual-Band and Dual-Polarization Base Station Antenna
[NO] 1286/2000 | An Inverse-Designed Metasurface-Loaded Top-Hat Monopole Antenna for Cognitive Radio Applications
[NO] 1287/2000 | Personalized Noise Diffusion Recommender Model
[NO] 1288/2000 | XRFix: Exploring Performance Bug Repair of Extended Reality Applications with Large Language Models
[YES] 1289/2000 | HarnessLLM: Rust Verification Harness Generation with Large Language Models
[NO] 1290/2000 | Fine-Grained Analyses for Evolution-Aware Runtime Verification
[NO] 1291/2000 | Agent-Based Ensemble Reasoning for Repository-Level Issue Resolution
[NO] 1292/2000 | FlowScope: Non-Intrusive Distributed Tracing with Method-Level Delay Estimation for Microservices Troubleshooting
[NO] 1293/2000 | Is My RPC Response Reliable? Detecting RPC Bugs in Blockchain Client under Context
[NO] 1294/2000 | Aspect-Based Sentiment Analysis of Student Evaluation of Teaching Texts: A Big Data-Driven Empirical Study
[NO] 1295/2000 | Algorithm-Assisted Propagation-Domain Decoupling Scheme for MIMO Arrays in 5 G V2X Full-Duplex Links
[NO] 1296/2000 | Palm and Coir Fiber Composite Mat for Wide-Linear-Range Flexible Piezoresistive Pressure Sensing
[NO] 1297/2000 | Metasurface-Enhanced Wideband Patch Antenna Phased Array with Reconfigurable Polarization
[NO] 1298/2000 | A Dual-Polarized Phased Array for Harmonic and Non-Harmonic Triple-Band Operation Using Mode-Adaptive Current Element
[NO] 1299/2000 | Layered-Recording Time-Reversal Holography for Dual-Depth Near-Field Communication
[NO] 1300/2000 | Efficiency and Error Optimizations in ADI-FDTD-Particle-In-Cell Model for Wave-Particle Interactions and Slow-Wave Effects in THz Gap
