[2026-06-04 11:55:28] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-03
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202606030000+TO+202606032359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-6-3 | IEEE Antennas and Wireless Propagation Letters Publication Information
[NO] 809/1000 | Low Profile Multi-Order Reflective Polarization Rotator
[NO] 810/1000 | Phase-Controlled Magnetic Field Distribution in Halbach-Configured Magnetoelectric Antenna Arrays
[NO] 811/1000 | Coordinated Differential Protection for Multimode Operation in a Future Spherical Tokamak Fusion Power Plant
[NO] 812/1000 | Deep Manifold Learning for 5G Positioning: Fusing Spatiotemporal Features via Channel Charting
[NO] 813/1000 | Physics–Causality Coupled Residual Graph Attention Networks (PCCResGAT) for Anomaly Detection and Root-Cause Localization in Distribution Grids
[NO] 814/1000 | A Bitmap-Guided Collision Tree Anti-collision Protocol for Large-Scale RFID Tags Identification_supp4-3696454.pdf
[NO] 815/1000 | SPECTRA-AVQA-Net: Sparse Perceptual Enhancement With Cross-Modal Transformation for Audio&amp;#x02013;Visual Question Answering_supp1-3694468.pdf
[NO] 816/1000 | Dynamic State-of-Charge Balancing With Hot-Swap Capability in a Modular Energy Storage System Based on Second-Life Batteries
[NO] 817/1000 | Cardan–Worm Bimodal Actuator for Underactuated Walking and Running With Soft Hip Exoskeleton
[NO] 818/1000 | Reliable Interpretations of Deep Learning-based Malware Detectors via Deep Q-Networks_supp1-3699408.pdf
[NO] 819/1000 | One Text, Five Years, Multiple Systems: A Longitudinal Case Study of French-Czech Machine Translation (2020-2025)
[NO] 820/1000 | Machine Learning-Based Path Loss Modeling for mmWave Wireless Communication Systems: A Comprehensive Review
[NO] 821/1000 | Federated Variational Multi-Modal Transformer for Privacy-Preserving Disease Prognosis in Edge-Deployed IoMT Networks
[NO] 822/1000 | The Role of User Emotional Expression and Semantic Cues in Improving Content Recommendation Accuracy and Their Data Feature Analysis
[NO] 823/1000 | The Evolving Battlefield: A Data-Driven Machine Learning Method for Identifying and Alleviating Contemporary DDoS Attacks
[NO] 824/1000 | Advancing a Sustainable Future: Integrating Technological Innovation, Policy, and Community Engagement: A Review
[NO] 825/1000 | NEXUS: A Microservice-Based Network Emulation Platform with Topology Isolation, Flow-Based Analytics, and AI-Driven Control
[NO] 826/1000 | AI based Facial Recognition for Smart Access Control and Identity Validation
[NO] 827/1000 | Deep Learning-Based Quantitative Coral Growth and Bleaching Assessment, Thermal Forecasting, and GIS-Based Coral Nursery Placement Planning
[NO] 828/1000 | A Method for Source to Object Code Traceability Analysis in Model-Based Development
[NO] 829/1000 | On the Fundamental Limitations of Neural Networks for Statistical Randomness Testing: A Negative Result
[NO] 830/1000 | An IoT–WSN–Machine Learning and Cloud Integrated Framework for Real-Time Smart Irrigation and Crop Health Monitoring
[NO] 831/1000 | MultiLayer SVM Model for Intelligent Pest Detection and Precision Crop Protection in Smart Agriculture
[NO] 832/1000 | Secured Image and Audio Communication Over the Wireless Channel Using 5D Chaotic Maps and UNET
[NO] 833/1000 | Design of an Low SAR $2 \times 2$ Array Structure for Portable Disaster Relief Devices
[NO] 834/1000 | Development of an Efficient Wireless Power Transfer Technique for Electric Vehicles
[NO] 835/1000 | Energy-Efficient Air Conditioner Placement Optimization using Genetic Algorithm
[NO] 836/1000 | Analyzing the Synergy Between CNN Feature Extraction and RL Policy Optimization in Autonomous Vehicle Environment
[NO] 837/1000 | Modeling and Optimization of Noise-Tolerant Coding Algorithms for 6G-oriented Communication
[NO] 838/1000 | Spectroscopy-Based Automated Ripeness Estimation of Banana Varieties
[NO] 839/1000 | An Empirical Evaluation of Machine Learning Techniques for Return Prediction using NIFTY-50 Weekly Data
[NO] 840/1000 | Two-Way Communication System Using Dynamic ISL Gesture Recognition and Voice Processing
[NO] 841/1000 | Machine Learning Framework for Crop Yield Prediction under Climate Variability
[NO] 842/1000 | Comparative Analysis of DC–DC Converter Topologies for Portable Solar-Powered EV Charging Systems
[NO] 843/1000 | Smart Agri-Suite: A Globally Deployable Machine Learning Platform for Satellite-Driven Idle Land Mobilization and Smallholder Agricultural Decision Support
[NO] 844/1000 | A Novel Technology Towards Carbon Smart Road- Development of Value-Added Products From End-Of-Life Plastic Waste
[NO] 845/1000 | An Efficient Hybrid Deep Learning Model for Diabetic Retinopathy Detection Using Fundus Images
[NO] 846/1000 | Enhanced Doppler-Based River Flow Measurement System Using Cross-Correlation Signal Processing
[NO] 847/1000 | A Temporal Text-Mining Analysis of 20 Years of Web4All (W4A) Papers From 2004 to 2023
[NO] 848/1000 | Bridging the Semantic Void: A Dual-branch RAG Framework to Enhance GUI Component Description for BVI Users
[NO] 849/1000 | EDU-XR: A Kubernetes-Orchestrated Framework for Pedagogically-Aware BIM Rendering in Mobile Vocational XR
[NO] 850/1000 | Leveraging a Multi-Dimensional Competency Analysis Model for AI-Driven Innovation in Rural Vocational Education
[NO] 851/1000 | Mining Learning Behavior Patterns in a Military Interdisciplinary STEM Platform
[NO] 852/1000 | Application of Big Data Technology in Enterprise Precision Marketing
[NO] 853/1000 | Evaluating the Efficacy of AlphaEarth Embeddings for Tree Species Mapping in Complex Terrain
[NO] 854/1000 | Table of Contents
[NO] 855/1000 | Edge-Oriented Bearing Fault Diagnosis via Triple-Lightweight Network with Adaptive Pruning
[NO] 856/1000 | Frequency Relocated PIDAFF Control Scheme for LFC in Microgrid Amid Multiple Cyber Threats
[NO] 857/1000 | CDO-Net: A Distributional Optimization Network for Confidence Maps in Building Segmentation
[NO] 858/1000 | Remcom
[NO] 859/1000 | Enhanced Radar Deceptive Jamming Based on Time-Domain Modulated Metasurface
[NO] 860/1000 | Data-Driven Repetitive Control via Noisy Data Learning: Experimental Validation on Robotic Manipulator
[NO] 861/1000 | Measurement as Modeling: The Bayesian Bridge between Artificial Intelligence and Metrological Traceability
[NO] 862/1000 | Toward Efficient Edge AI With Heterogeneous Computing and Multilevel Optimization
[NO] 863/1000 | Optimal Siting and Operation of Hydrogen Stations in Distribution Networks: Voltage Support, Seasonal Storage, and Market-Driven Scheduling
[NO] 864/1000 | Table of Contents
[NO] 865/1000 | Safety Guaranteed Control Synthesis With Multiple Backup Policies and a Varying Reachable Time Horizon_supp1-3699159.mp4
[NO] 866/1000 | Three-Dimensional Curved Thin-Wire FDTD Method for Simulating Towed Antennas in Seawater Half-Space
[NO] 867/1000 | Beyond Isolated Interventions: An Ecological and Infrastructural Synthesis of K–12 Cybersecurity Education Research
[NO] 868/1000 | Designing Change into Knowledge Production: A Participatory and Action-Oriented Approach to Peace Research and Practice
[NO] 869/1000 | From Tacit Knowledge to Shared Practice: A Participatory Documentation Methodology for Urban Manufacturing
[NO] 870/1000 | Materializing Policy Options in Spaces for Learning and Experimentation for Just Climate Transitions
[NO] 871/1000 | Nurturing Activism: Exploring the Potential of Ontologically-Oriented Design on Care and Relationality within Activist Group Process
[NO] 872/1000 | Fairness-Aware Machine Learning Framework for Bias Mitigation in Large-Scale Data Analytics
[NO] 873/1000 | Hierarchical Hybrid Transformer for Image Super-Resolution
[NO] 874/1000 | Wear Studies on Silicon Nitride Reinforced Magnesium Composites Adopting Machine Learning Algorithm
[NO] 875/1000 | Attention-Driven Underwater Image Enhancement Framework via Edge-Aware Feature Refinement
[NO] 876/1000 | Flood Prediction Framework Using an Ensemble Machine Learning Algorithm
[NO] 877/1000 | Secure and Intelligent Indoor Navigation System with Real Time Re Routing
[NO] 878/1000 | A Hybrid CNN-EfficientNet Model for Enhanced and Early Skin Cancer Diagnosis
[NO] 879/1000 | Artificial Immune Systems Approach for Attractor Reconstruction of Chaotic Maps under Periodicity and Quasiperiodicity Regimes
[NO] 880/1000 | Benchmarking AI-Generated Text Detection Tools in Academic Writing: An Experimental Evaluation
[YES] 881/1000 | RTL Design and Implementation of the I
                    <sup>3</sup>
                    C Communication Protocol
[NO] 882/1000 | EEG-Based Epilepsy Diagnosis During Sleep using Support Vector Machine Model
[NO] 883/1000 | Kidney Stone Prediction Using Logistic Regression on Urine Analysis Data
[NO] 884/1000 | Data-Driven Decision Framework: Electric Motorcycle Archetype Clustering for Retrofit-as-a-Service
[NO] 885/1000 | Personalized Patient Diet Conversation Modeling using deep learning
[NO] 886/1000 | Uncertainty-Aware Deep Learning for Safety-Oriented Triage of Occult Wrist Fractures in Radiographs
[NO] 887/1000 | Advanced Quantum Aware Modeling of Ultra-Scaled Gate-All-Around FETs
[NO] 888/1000 | Vision Transformer-based Classification Approach for Driver Drowsiness Detection
[NO] 889/1000 | Cognitive Test Agent
[NO] 890/1000 | Bottom-Up Predictive Modeling for EV Adoption and Grid Planning: A Data-Driven Framework Leveraging Artificial Intelligence
[NO] 891/1000 | An Explainable AI-Based Hybrid CNN-BiLSTM Framework for Early Detection of Mental Health Disorders Using Social Media and Survey Data
[NO] 892/1000 | Generic Stacked Ensemble Health Classifier for Predictive maintenance in Electric Motors
[NO] 893/1000 | C-RAG: Case-Evidence Grounded Generation for Teacher-Facing Instructional Design in International Chinese Education
[NO] 894/1000 | High-Fidelity Real-Time Stress Field Reconstruction in VR/AR: A Physics-Informed Deep Learning Approach
[NO] 895/1000 | ChartAccessMobile: An Intelligent System for Accessible Chart Navigation on Mobile Applications
[NO] 896/1000 | Quantitative Study on the Construction and Application Effectiveness of Graffiti Wall Painting Teaching Models in Public Space Contexts
[NO] 897/1000 | How Motivation to Use Artificial Intelligence Technology Influences Business Students’ Self-Efficacy through AI Literacy
[NO] 898/1000 | Towards an OSF-based Registered Report Template for Software Engineering Controlled Experiments
[NO] 899/1000 | Visiting De Pastorie
[NO] 900/1000 | Participatory Design as Political Love Today
[NO] 901/1000 | Comprehensive Modeling of Thermal Tension for Highly Precise Web-Tension Control in Roll-to-Roll Multilayer Manufacturing
[NO] 902/1000 | Dual-Mode Transduction–Induced Noise Correlation for Enhanced Fused Resolution in A Single Resonant Accelerometer
[NO] 903/1000 | A cloud detection method for remote sensing images combining optical images and SAR images
[NO] 904/1000 | Monolithic 3D Voltage Converter Enabled Fine-Grain Dynamic Voltage Frequency Scaling in Many-Core Processors
[NO] 905/1000 | Descriptor: A Simulated Multi-Tenant Quantum Execution Environment Attack Dataset (QAD)
[NO] 906/1000 | A Seamlessly Reconfigurable ANPC-DAB Converter Operating Within an Ultra-Wide Voltage Range of 250–2000 V
[NO] 907/1000 | Physics-Informed Ensemble Learning for Detection of Malfunctioning Ocean Bottom Pressure Gauges: A Case Study on the S-Net Network
[NO] 908/1000 | Agentic AI for SAGIN Resource Management: Semantic Awareness, Orchestration, and Optimization
[NO] 909/1000 | In-Context Learning for Deep Joint Source-Channel Coding Over MIMO Channels
[NO] 910/1000 | Deep Reinforcement Learning Enabled Persistent Surveillance with Energy-Aware UAV-UGV Systems for Disaster Management Applications_supp3-3696943.mp4
[NO] 911/1000 | Front Cover
[NO] 912/1000 | Prescribed-time Adaptive Neural Control for Piezoelectric Micropositioning Stages with Event-triggered Communication
[NO] 913/1000 | Whole-Body Coordination and Spinopelvic Alignment during Yoga Standing Maneuvers: Comparing Practitioners with Non-Practitioners_supp2-3697342.mp4
[NO] 914/1000 | A Generalized Spatio-Temporal Causal Knowledge Graph Framework with Large Language Model-Enhanced Reasoning for Urban Event Management
[NO] 915/1000 | Scalable Hybrid LSH-Based Framework for Structural Code Clone Detection
[NO] 916/1000 | A Centralized Heuristic for Energy Balancing in Wireless Sensor Networks
[NO] 917/1000 | HADASI: The Human-ADAS Interaction Standard for Sustainable Driving Behaviors
[NO] 918/1000 | Early Identification of Alzheimer’s Disease using Blood Plasma Protein Profiles: A Comparative Study of XGBoost and SVM Algorithms
[NO] 919/1000 | Benchmarking Transformer and xLSTM for Time-Series Forecasting of Heat Consumption
[NO] 920/1000 | Smart Redundant Management of a Next-Generation Critical Power Grid Infrastructure
[NO] 921/1000 | Machine Learning-Based Optimization of Product Loading in Airline In-Flight Sales
[NO] 922/1000 | Optimisation and Performance Evaluation of Hilbert Curve Structured Antenna for Wireless Application
[NO] 923/1000 | A Modern Quadratic Trapezoidal Fuzzy Framework for Meticulous Blood Cell Sectionalization and Discernment
[NO] 924/1000 | Evaluation of Multi-Modal Object Detection and Fusion Strategies for Automatic Train Operation
[NO] 925/1000 | Explainable Prediction of Daily Stress and Sleep Quality from Passive Smartphone Behavioral Sensing: A SHAP-Based Analysis of the StudentLife Dataset
[NO] 926/1000 | Decision-Centric, Regime-Aware Adaptive Ensemble for Financial Market Movement Prediction
[NO] 927/1000 | Experimental Validation of a Modular Low-Voltage Battery Management System With Model-Based Architecture
[NO] 928/1000 | LankaLens: A Mobile-Based Heritage Exploration System for Artifact Reconstruction and Location Tracking
[NO] 929/1000 | Extractive Text Summarization using biased, adaptive and topic-aware Katz Centrality
[NO] 930/1000 | A Real World Deployable Deep Learning System for Early Skin Cancer Screening from Skin Images
[NO] 931/1000 | Junctionless Shallow Extension Engineered Ferroelectric (FET) for Threshold Voltage Reduction and Short Channel Effect Suppression
[NO] 932/1000 | Lightweight Blockchain-Inspired Intrusion Detection Framework for CPS
[NO] 933/1000 | Evaluating the Effect of Agile Maturity Levels on Long-Term Software Project Adaptability in Multinational Enterprises
[NO] 934/1000 | FPGA Implementation of High-Speed Nikhilam Sutra based Vedic Multiplier for Cryptographic Applications
[NO] 935/1000 | Tools of the Modern Historian
[NO] 936/1000 | A Real-Time Multi-Sensor Fusion Framework for UAV Threat Assessment
[NO] 937/1000 | Centralized Home and Workspace Safety Integration Box using ESP-32
[NO] 938/1000 | HfO2 Nanoparticles on SiOx Nanowires: Nanoplasmonics Insights into Helicobacter Pylori
[NO] 939/1000 | Quantum-Enhanced Real-Time CO
                    <sub>2</sub>
                    Classification System for Urban Environmental Monitoring
[NO] 940/1000 | InsightPlug: Addressing Consumer Cost Misperceptions for Electric Vehicles Through Local Scenarios and LLM-Driven Explanations
[NO] 941/1000 | Quantitative Analysis of Coherence Length and Phase Noise Effects on Interferometric Fiber Optic Sensors
