[2026-06-27 10:58:17] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-26
正在获取论文...
[ACM] 2026-6-26 | VFDelta: A Framework for Detecting Silent Vulnerability Fixes by Enhancing Code Change Learning
[NO] 689/844 | POSTER: Security and Cost Trade-offs of Side-Channel Countermeasures for AES Software on RISC-V SoCs
[NO] 690/844 | POSTER: Bypassing Blocking Instructions to enable Out-Of-Order Execution in GPGPUs
[NO] 691/844 | Frequency-Spatial Co-designed Tx/Rx Bidirectional Reflectionless CP Filtering Antenna Based on All-Pass Microwave Dual-Band Hilbert Transformer
[NO] 692/844 | Accurate Synthesis of Wavefront-Modulated Beam for High-Resolution Radar Forward-Looking Imaging
[NO] 693/844 | Progressive Conditional Coding for Integrated Human-Machine Vision
[NO] 694/844 | Exploring the Applicability of Automated Child Speech Assessment Using Model-generated Indicators Referring to Normative Patterns
[NO] 695/844 | CLASH-CTTA: Class-Wise Shift-Aware Hierarchical Continual Test-Time Adaptation
[NO] 696/844 | Every Breath You Take (I’ll Be Logging You): Detecting Metric Gaming in Educational Software Projects
[NO] 697/844 | Author Index
[NO] 698/844 | Traversing the Untraversable: Enabling UAV Navigation in the Extremely Dense Wild by Contact-driven Adaptation_supp1-3705701.mp4
[NO] 699/844 | Traversing the Untraversable: Enabling UAV Navigation in the Extremely Dense Wild by Contact-driven Adaptation_supp5-3705701.mp4
[NO] 700/844 | Periodically Grounded Trench Bottom Shielding in SiC Trench MOSFET for Enhanced Single-Event Gate Oxide Damage Hardness
[NO] 701/844 | Mitigating Cross-Modality Interference in Remote Sensing Detection with Uncertainty-Aware Mixture-of-Experts
[NO] 702/844 | Stackelberg Game with Zero-Determinant Strategy for Incentive Mechanism Design in Socially Aware Mobile Crowdsensing
[NO] 703/844 | Adaptive Algorithmic Methods for Energy-Efficient Control of Industrial Electromechanical Systems
[NO] 704/844 | A Systematic Comparison of YOLO Architectures for Automated Multi-Class Safety Equipment Detection on Construction Sites
[NO] 705/844 | Federated learning for distributed crop yield prediction on smart farms using heterogeneous sensor data
[NO] 706/844 | Cloud-Native Real-Time Fraud Detection Using Multimodal AI and Event-Driven Architectures
[NO] 707/844 | Empowering AI-Powered Industrial Design Software: Introducing Constraint Satisfaction Problem for Requirement Alignment
[NO] 708/844 | Design and Performance Evaluation of Wideband Dual Polarized Aperture-Coupled Microstrip Patch Antenna Element for Wi-Fi 8 Applications
[NO] 709/844 | POSTER: Towards a RISC-V-based SmartNIC Architecture on FPGA
[NO] 710/844 | Outside the Box in the Age of AI
[NO] 711/844 | Predictive Models of Typing Performance in Novel Keyboards
[NO] 712/844 | Accelerating Electrostatically-Embedded Fragmentation Methods using Graphics Processing Units
[NO] 713/844 | GPU Halo Replay: Lossless Twin Simulations for Flexible In Situ Analysis of Stencil-Based Solvers
[NO] 714/844 | A Novel Isolated Bidirectional DC Converter with Soft Turn-on and Turn-off in the Full Load Range by Using Modified Triangular Modulation
[NO] 715/844 | When Erasure Fails: Benchmarking Content Removal in Diffusion Models via Vocabulary Substitution Attack
[NO] 716/844 | Dual-Galvanometer-Based Active Stereo Vision for Large-FOV High-Precision 3D Reconstruction of Moving Objects_supp1-3707358.mp4
[NO] 717/844 | Feasibility of a Center of Mass Based Fuzzy-Logic Phase Detection Algorithm for Post-Spinal Cord Injury Gait_supp2-3705681.docx
[NO] 718/844 | Snap-Snap: Taking Two Images to Reconstruct 3D Human Gaussians in Milliseconds_supp6-3701298.mp4
[NO] 719/844 | Phase-Aware Interconnect Routing for Photonic Waveguides Via Nonlinear Optimization
[NO] 720/844 | High-performance, ultra-broadband 100 GHz spacing quantum-well mode locked frequency comb
[NO] 721/844 | Federated Learning and LLMs for Secure Peer-to-Peer Energy Trading
[NO] 722/844 | dAurora: A Prescriptive Solution based on AI to Shed Light on Dark Engineering of Fake News
[NO] 723/844 | A Predictive Analytics Framework for Intelligent Decision Support ERP Systems Using Machine Learning
[NO] 724/844 | Sustainability Evaluation of Palm Oil Biomass Conversion Chains: A Review of Life Cycle Assessment and Circular Economy Perspectives
[NO] 725/844 | Edge Computing Architecture for Real-Time Object Classification Using UAV and Vessel-Mounted Video Streams
[NO] 726/844 | Artificial Intelligence and Sustainability: A Systematic Review from an Accounting and ESG Perspective
[NO] 727/844 | Deep Learning-Based Recognition of Rare Bangladeshi Fruits Using Custom CNN and Transfer Learning Models
[NO] 728/844 | Comparative Machine Learning Models for Breast Cancer Classification Using the WDBC Dataset: A Hybrid Ensemble Approach
[NO] 729/844 | Real-Time Banking Fraud Detection in Cloud Using Multimodal AI And Graph Learning
[NO] 730/844 | Explainable Rare Fruit Classification Using CNN and Vision Transformer: A Comparative Deep Learning Study
[NO] 731/844 | Guiding End Users Towards Software Reuse: An Evaluation of Automated Assistance in Block-Based Programming
[NO] 732/844 | Combining Domain and Tensor Parallelism to Train Multi-billion-parameter AI Weather Models
[NO] 733/844 | OpenMP Target Offloading for Hybrid Fluid-Kinetic Plasma Simulations in JOREK: Accelerating Fusion Research on GPU Enabled Clusters
[NO] 734/844 | Multi-Artifact Analysis of Self-Admitted Technical Debt in Scientific Software
[NO] 735/844 | (Re-) Defining Boundaries in Informal Care: An Interview Study on the Perspectives of Aging Parents and Adult Children
[NO] 736/844 | IDACP: Information-Driven Adaptive Cooperative Planning for Ground-Sensor-Conditioned UAV Remote Sensing
[NO] 737/844 | FSSTNet: Frequency Enhanced Spectral-Spatial Transformer for Methane Plumes Segmentation
[NO] 738/844 | High-Rate Free-Space Optical Communication with DMD-Based Modulating Retroreflectors_supp1-3707309.pdf
[NO] 739/844 | Machine Learning-Based Hybrid Recommendation Systems for Enhancing Personalization in E-Commerce Platforms
[NO] 740/844 | Prediction of COPD Severity Using Physical Characteristics and AdaBoost Classifier
[NO] 741/844 | Legacy ETL to Autonomous Data Clouds: AI’s Role in Modern Data Warehouse Transformation
[NO] 742/844 | A Data-Centric AI Framework for Intelligent Data Cleaning and Quality Scoring
[NO] 743/844 | Transformer-Based Short-Term Load Forecasting for Smart Grid Energy Management Using Smart Meter Data
[NO] 744/844 | Deep Learning-Based Poultry Disease Classification from Fecal Images: A Comparative Study of CNN Architectures
[NO] 745/844 | Intelligent Decision-Support Algorithms for Real-Time Control of Flexible Manufacturing Systems
[NO] 746/844 | Reengineering of Simulation-based Digital Twin Toolchains for Automated Vehicles to Mitigate Technical Debt: A Case Study
[NO] 747/844 | From Interaction Logs to Reliable Features: Recording, Processing, and Slicing User Interaction Data for Machine Learning
[NO] 748/844 | A 8.4 TFLOPS@16b/4.3W General-Purpose Programmable Accelerated Cluster for AI-Native RAN
[NO] 749/844 | Smart Communication Networks for Digital Marketing Performance Optimization
[NO] 750/844 | AI Recommendation Systems: Effects on Sustainable Purchase Intention among Gen Z Consumers in E Commerce Marketplaces in the Mekong Delta, Vietnam
[NO] 751/844 | LSTM-Based Forecasting of Air Pollution Levels Using Multivariate Environmental Sensor Data
[NO] 752/844 | Optimizing Transfer Learning: A Deep Learning Approach for High-Accuracy Classification of Alzheimer’s Disease Stages
[NO] 753/844 | Intelligent Defense Systems for Sinkhole Detection in The Internet of Things
[NO] 754/844 | Proceedings of the 2nd International Workshop on Requirements engineering for AI-powered SoftwarE
[NO] 755/844 | Leveraging Wireless Sensor Networks for Real-Time Monitoring and Control of Industrial Environments
[NO] 756/844 | Cloud Computing in Small and Medium-Sized Enterprises: A Review of Adoption, Implementation, and Organizational Impact
[NO] 757/844 | Increasing the Power Output of Photovoltaic Panels in Oman Using Organic Phase Change Materials
[NO] 758/844 | Emotional Response Analysis to AI-Generated Advertising Imagery: A Data-Driven Intelligent Systems Approach
[NO] 759/844 | Customized Precision for Discontinuous Galerkin Methods using Adaptive Spectral Block Floating Point
[NO] 760/844 | Exploring Assessment Approaches for Student Group Projects in Undergraduate Computing Education
[NO] 761/844 | Revolutionizing Overhead Power Line Safety: Contactless High-Impedance Fault Detection via Edge Magnetic Processing
[NO] 762/844 | CypherCoT: Execution-Aware Chain-of-Thought for Text-to-Cypher
[NO] 763/844 | Learning Multiagent Cooperation via Reciprocity-Based Actor-Critic Framework
[NO] 764/844 | Simultaneous Position and Velocity Estimation Using Doppler Shift and Time-of-Arrival in Acoustic Positioning Signals
[NO] 765/844 | A GaN/SiC Cascode–Based Switched Latching Current Limiter for High Voltage Spacecraft Power Distribution
[NO] 766/844 | Non-ohmic behavior in [Ni
                    <sub>80</sub>
                    Fe
                    <sub>20</sub>
                    /HfO
                    <sub>2</sub>
                    ]
                    <sub>n</sub>
                    discontinuous multilayers
[NO] 767/844 | Proceedings of the 23rd ACM International Conference on Computing Frontiers
[NO] 768/844 | LightSerial: Accelerating In-Process Isolation via Implicit Dependency Exposure
[YES] 769/844 | Bridging the gap between software and hardware
[NO] 770/844 | astroCAMP: A Community Benchmark and Co-Design Framework for Sustainable SKA-Scale Radio Imaging
[NO] 771/844 | AS2G-Transformer: An Adaptive Spatial-Spectral Guided Transformer Network for Hyperspectral and Multispectral Image Fusion
[NO] 772/844 | Least-Squares Interpretation of Minimum Entropy Deconvolution
[NO] 773/844 | Frequency-Spectra Impedance Margin Ratio for Stability Analysis of IBR-Penetrated Systems
[NO] 774/844 | Vibrotactile Feedback Elicits High-Gamma EEG Activity During Fear-Potentiating Events in VR_supp1-3705120.pdf
[NO] 775/844 | Overvalidation in Machine Learning: Empirical Evidence and Theoretical Insights
[NO] 776/844 | LVGS-SLAM: LiDAR-Visual-Supervised Gaussian Splatting SLAM With Dense Depth Rendering for Unstructured Environments_supp1-3707359.mp4
[NO] 777/844 | Small-Signal Analysis of Permanent Magnet Synchronous Machines under Scalar Control for Subsea Applications
[NO] 778/844 | Data-driven Bumpless Switching
                    <i>
                      H
                      <sup>2</sup>
                    </i>
                    Control for Unknown Aero-engines Via Switched Models
[NO] 779/844 | TT-Prune: Joint Model Pruning and Resource Allocation for Communication-efficient Time-triggered Federated Learning
[NO] 780/844 | ConcernBERT: Learning Responsibilities Using Class Membership
[NO] 781/844 | Preface
[NO] 782/844 | Leveraging Artificial Intelligence to Enhance Transformational Leadership and Career Innovation
[NO] 783/844 | Does XBRL Adoption Increase Financial Information Transparency in a Digital Disclosure Environment?
[NO] 784/844 | Machine Learning Technologies for Financial Forecasting and Investment Management
[NO] 785/844 | Explainable AI for Predicting Energy Demand in Smart City Infrastructure
[NO] 786/844 | Determinants of Fintech Adoption for Green Finance: An Empirical Study on the Role of Government Support and Financial Literacy
[NO] 787/844 | Legal and Economic Perspectives Under Malaysia’s MADANI Framework: ESG, and AI
[NO] 788/844 | MKA: Memory-Keyed Attention for Efficient Long-Context Reasoning
[NO] 789/844 | Similarity-Aware Function Pre-Loading for Serverless Inference
[NO] 790/844 | From Fixed to Fluid: Two-Loop Optimization for FAS Relay-Assisted Vehicular AirComp Networks
[NO] 791/844 | CaRLi-V: Camera-RADAR-LiDAR Point-Wise 3D Velocity Estimation_supp1-3702579.pdf
[NO] 792/844 | Table of Contents
[NO] 793/844 | CelloAI: Leveraging Large Language Models for HPC Software Development in High Energy Physics
[NO] 794/844 | A Spectrum-Energy Weighted Wavelength Method for Bathymetry Inversion in Turbid Nearshore Waters Using Optical Remote Sensing
[NO] 795/844 | MORSE: A Rapid Marine Organism Observation Framework via Sonar Point Map
[NO] 796/844 | Seed-Iteration-Epitaxy Technique Achieving High-Mobility Poly-Si Channel for BEOL-Compatible Three-Dimensional Integration
[NO] 797/844 | Lightweight and Secure Real-Time Sensor-Text Grounding for Consumer AIoT Devices via Small Language Models
[NO] 798/844 | Data-Driven SOH Estimation for Second-Life Batteries Based on Partial Charging Segments: An Industrial Case Study
[NO] 799/844 | SLM-FDA: A Signal-Language Model with Feature Distribution Alignment for Robust Multicarrier Modulation Recognition
[NO] 800/844 | A Pruning Framework for Bias Mitigation in Large Language Models_supp1-3701986.docx
[NO] 801/844 | Real-time monitoring and anomaly detection of microclimate in smart greenhouses based on IoT
[NO] 802/844 | From Data to Diagnosis: A Stacking-Based Model for Recurrence Prediction in Thyroid Cancer
[NO] 803/844 | LiteHAR-GRU: Lightweight Temporal Distributed CNN-GRU for Vision-Based Human Action Recognition
[NO] 804/844 | When Expertise Expires: Rethinking Career Sustainability for AI Specialists
[NO] 805/844 | Enhancing Sustainable Insurance Risk Pricing through a Hybrid AI-Credibility Framework: A Simulation-Based Study
[NO] 806/844 | Optimization of agricultural waste conversion into bioenergy using AI and data mining
[NO] 807/844 | Cross-Vendor Photovoltaic (PV) Forecasting with Extra Trees and Conformal Uncertainty
[NO] 808/844 | Graph Neural Network Modeling of Urban Traffic Flow Using IoT Sensor Networks
[NO] 809/844 | Go Green: Does FinTech Enhance Environmental Innovation and Sustainability? An Empirical Investigation
[NO] 810/844 | Innovation Ecosystems within the Digital Economy: Startups and Corporate Partnerships
[NO] 811/844 | Biometric Identification Through Auditory EEG Signatures
[NO] 812/844 | LLM-Driven Collaborative Model for Untangling Commits via Explicit and Implicit Dependency Reasoning
[NO] 813/844 | Traversing the Untraversable: Enabling UAV Navigation in the Extremely Dense Wild by Contact-driven Adaptation_supp2-3705701.mp4
[NO] 814/844 | Statistical Equivalence of AI Emulators and Earth System Models: A Large Ensemble Study with Ultra-Low-Resolution E3SM
[NO] 815/844 | Characterizing the Usefulness of Code Review Comments in Scientific Software for Software Quality and Scientific Rigor
