[2026-08-11 10:01:27] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-10
正在获取论文...
[arXiv] 2026-08-10 | A pre-triangulated category which is not triangulated
[NO] 1294/1968 | A Finite-Step IRLS Robust Detector with Layerwise Scheduling for Weak Chirp/LFM Direct Detection Under Alpha-Stable Noise
[NO] 1295/1968 | Grad-CAM Driven Feature Localization for Pressure Sensor Array Optimization in Smart Seating
[NO] 1296/1968 | A Generator Operation Safety Margin Assessment and Visualization Monitoring System Based on Multi-Source Data Fusion
[NO] 1297/1968 | Modeling the Continuous-Time Evolution of Smartphone Battery State of Charge and Analysis of Multidimensional Influencing Factors
[NO] 1298/1968 | Implementation and Performance Evaluation of the Lightweight Cipher RECTANGLE on Embedded Platforms for Emergency Communications
[NO] 1299/1968 | LBAA: A Blockchain-Assisted Access Authentication Protocol for LEO Satellite Internet
[YES] 1300/1968 | TrajectoryTest: A Trajectory-Specific Test Input Prioritization Technique and Empirical Evaluation
[NO] 1301/1968 | RAO++: Realistic Real-time Multi-vehicle Collaboration on Asynchronous Sensors
[NO] 1302/1968 | Speaking the Native Language of LLMs: A Discrete Architecture for Molecular Comprehension
[NO] 1303/1968 | Two-Stage Topology Optimization of Asymmetric Interior Permanent Magnet Machines
[NO] 1304/1968 | EffiUni-Light: Efficient Traffic Signal control Towards Massive-Scale Heterogeneous Network
[NO] 1305/1968 | Copyright Page
[NO] 1306/1968 | Copyright Page
[NO] 1307/1968 | Optimal Timing Strategy in Livestreaming E-Commerce Considering Streamers' Quality Manipulation
[NO] 1308/1968 | Visual Storytelling: An Embodied Companion
[NO] 1309/1968 | : Latent Space-Driven Semi-Fragile Watermarking for Deepfake Detection Using Adversarial Reinforcement Learning_supp1-3721108.pdf
[NO] 1310/1968 | ISAEECE 2026 Content Announcement Page
[NO] 1311/1968 | Multi-Knowledge-Guided Deep Learning Method for Damping Torque Estimation of Ultra-Low Frequency Oscillation in Hydro-Dominated Systems
[NO] 1312/1968 | Integrating Prediction and Generation: A Lightweight Large Language Model Framework with Parameter Fusion for Personalized Feedback
[NO] 1313/1968 | Presto: Hardware Acceleration of Ciphers for Hybrid Homomorphic Encryption
[NO] 1314/1968 | A Differentiable Simulator for Optimizing Time-Domain Analog CNN Accelerators
[NO] 1315/1968 | Efficient Optimization of Higher-Order PML Based on Surrogate-Assisted Evolutionary Algorithm
[NO] 1316/1968 | An X-Band Wide-Angle Beam-Steering 3D-Printed Truncated Elliptical Luneburg-Gutman Superimposed Lens Antenna with Planar Focal Surface
[NO] 1317/1968 | An Efficient Hierarchical Model Order Reduction Method for Analyzing Electromagnetic Scattering from Large-Scale Periodic Arrays
[NO] 1318/1968 | K/Ka-Band Dual-CP Phased Array Antenna with Shared-Radiator Enabled by Single-Fed Stacked-Patch
[NO] 1319/1968 | A Multi-Mode High-Voltage Interline-DC Power Flow Controller with Enhanced Current Control and Fault-Tolerance Capabilities
[NO] 1320/1968 | Transfer Learning with Fuzzy Elevation-Aware Experts for Bathymetric DEM Super-Resolution
[NO] 1321/1968 | IEEE Photonics Technology Letters Information for Authors
[NO] 1322/1968 | MADIA: Mobility-adaptive Dynamic Inference acceleration for Edge Computing
[NO] 1323/1968 | An Empirical Study of Rule-Guided Code Readability Rewriting with Large Language Models
[NO] 1324/1968 | Fuzzy-PI Controller Applied in the Digital Phase-Locked Loop of Induction Heating Power Supply
[NO] 1325/1968 | When Career Data Runs Out: Structured Feature Engineering and Signal Limits for Founder Success Prediction
[NO] 1326/1968 | Robust Maneuvering Target Prediction Based on Minimum Dispersion Extended Kalman Filter Under Non-Gaussian Noise
[NO] 1327/1968 | Toward Intelligent Data and Security in Maritime Environments: A Vision for Multimodal Foundation Models
[NO] 1328/1968 | Well-Posed Pose Estimation via Lie Group Modeling of Point-Line-Plane Features in Structured Environments
[NO] 1329/1968 | Ops-StructRAG: Structure-Aware Retrieval-Augmented Natural Language Task Understanding for IT Operations Monitoring
[NO] 1330/1968 | EC-MRAG: Evidence-Constrained Multimodal Retrieval-Augmented Generation for Fire Safety Compliance Assessment
[NO] 1331/1968 | Short-Term Industrial Load Forecasting Method Based on HO-VMD-sLSTM-mLSTM
[NO] 1332/1968 | Key Point Detection Method for Battery Cell X-ray Images Based on Feature Fusion and Bayesian CPM
[NO] 1333/1968 | A Voting-Based Unsupervised Framework for Multivariate Anomaly Detection in Vertical Farming
[NO] 1334/1968 | A CPU-Efficient Compression-Robust Deepfake Detection Framework via Temporal Inconsistency Reformulation
[NO] 1335/1968 | Multi-strategy improved slime mold optimization algorithm
[NO] 1336/1968 | MILP-Based Home Energy Management for a Residential PV-Battery Microgrid in Mozambique
[NO] 1337/1968 | MGCA-Net: Multigranular Context-Aware Network with Evolutionary Feature Optimization for Gastric Cancer Severity Classification
[NO] 1338/1968 | Research on the Influence of Nozzle Structure on the Breaking Performance of Environmentally Friendly Gas Circuit Breakers
[NO] 1339/1968 | Using a Fuzzy Logic Approach as a Selection Criterion in Photovoltaic Applications of Sustainable Development
[NO] 1340/1968 | Integrated Offloading Strategy of Data and Computing in Cloud-Edge Scenarios
[NO] 1341/1968 | Wheels of Burden: A Statistical Analysis of Economic Pressure, Mental Health, and Road Safety Risk Among Gig Economy Workers in India
[NO] 1342/1968 | A Rapid Measurement and Reconstruction Method for Low-field NMR T
                    <sub>1</sub>
                    -T
                    <sub>2</sub>
                    Relaxation Time Correlation Spectrum Based on MRF
[NO] 1343/1968 | Ai SecureDataGuard: A Big Data Security, Privacy-Preserving and Visualization System for LLM-Powered Smart Homes
[NO] 1344/1968 | A Regression Prediction Model for Engineering Investment Progress Integrating DBSCAN
[NO] 1345/1968 | A Safety-Constrained Agentic Digital Twin Framework for Predictive Maintenance in Smart Manufacturing Systems
[NO] 1346/1968 | AI Tools and Wearable Devices for Personalized Education: The DIGI-ME Approach
[NO] 1347/1968 | Scaffolding Autocomplete: Improving Guidance for Learners using Generative Code Suggestions
[NO] 1348/1968 | A Cross-subject Enhancement Model and Dataset for Cognitive Diagnosis
[NO] 1349/1968 | Integrating Ground Penetrating Radar and FEM Modeling for 3D Reconstruction and Mechanical Simulation of Road Hidden Defects in Asphalt Pavement
[NO] 1350/1968 | Sequential-Agent Game Lane-Changing Model for CAVs Approaching Off-Ramps
[NO] 1351/1968 | Title Page i
[NO] 1352/1968 | Metaheuristic-Based Optimization-Driven Design of MHz LLC Resonant Converters Considering Multiphysics and Multiple Objectives
[NO] 1353/1968 | SESG 2026 Content Announcement Page
[NO] 1354/1968 | Dynamic Access and Optimization Strategy of Electromagnetic Spectrum based on the Propagation Loss Characteristics of Spatial Electromagnetic Spectrum
[NO] 1355/1968 | CGNN-MGS: A Cascaded Heterogeneous Graph Neural Network with Meta-path Ring Structures for Joint Modeling of Contract Clause Text and Structural Dependencies
[NO] 1356/1968 | Identifying Surface Accessibility through Vibration Classification: A Novel Utility Kernel Approach
[NO] 1357/1968 | KAN-VIS: Efficient and Lightweight Visual Technique for Network Traffic Classification using Kolmogorov-Arnold Network
[NO] 1358/1968 | A YOLO11m-based Tea Bud Detection Method Optimized by BiFormer and P2 Layer
[NO] 1359/1968 | Can Virtual Reality Help Soldiers Learn the Laws of War? Implications for Danish Professional Military Education
[NO] 1360/1968 | Physics-Regularized Few-Shot Learning Method for Static Aerodynamic Coefficient Identification Across Airfoils
[NO] 1361/1968 | RL-Based Intelligent AXI4 Interconnect for Multimodal Healthcare AI on GAA-FET Heterogeneous SoCs
[NO] 1362/1968 | Deep Fuzzy System for Non-Intrusive Load Monitoring
[NO] 1363/1968 | Insight Bridge: Connecting Business Scenarios to Data with Large Language Models for Automated SQL Generation
[NO] 1364/1968 | Design of a High Efficiency Class-E Power Amplifier with Multiple Power Control Methods for Low-Power Wide-Area Internet of Things Communication
[NO] 1365/1968 | A Comparative Study of Machine Learning Methods for Intelligent Network Intrusion Detection Based on UNSW-NB15 Dataset
[NO] 1366/1968 | Application of Physics-Informed Neural Network to Fast Power Flow Calculation in Power Grids
[NO] 1367/1968 | Composition-Aware Privacy Evaluation for Differential Privacy Mechanisms
[NO] 1368/1968 | Recognition And Analysis Of Bird Sound Data
[NO] 1369/1968 | Triple Integrator Based Design of an Automatic Offset Controller
[NO] 1370/1968 | Real-Time Multimodal Manipulation of 3D Head Avatars from Consumer Sensors
[NO] 1371/1968 | Near-Zero-Initialized Edge-Guided YOLO Stem for Object Detection from Compressive Proxy Images
[NO] 1372/1968 | Research on Hidden-State Evolution and State Transition of Power Grid Asset Compensation Imbalance under Transmission and Distribution Pricing Regulation
[NO] 1373/1968 | Design of a pure hardware industrial anti-electromagnetic interference stepper motor driver
[NO] 1374/1968 | Digital Twin-Driven Real-Time Optimization and Carbon-Efficiency Collaborative Management for Remote Island Micro Energy Grid
[NO] 1375/1968 | Feature Extraction from AI generated songs
[NO] 1376/1968 | Deep Reinforcement Learning Based Joint Power and Subcarrier Resource Allocation for Downlink Multi-User 5G Networks
[NO] 1377/1968 | Design and Application of Mine Gas Inspection System Based on UWB Technology
[NO] 1378/1968 | An Intelligent Battery Unit with Online EIS Enabled by Reused Half-Bridge Active Excitation
[NO] 1379/1968 | GraphCap: Auto-Encoding Scene Graphs for Enhanced Video Caption Generation
[NO] 1380/1968 | A Multi-Scale Dynamic Weighted Hybrid Model for Battery State of Health Prediction
[NO] 1381/1968 | ML-Enhanced DES Reversible Data Hiding Cryptosystem vs Conventional Methods for Public Welfare Data Security
[NO] 1382/1968 | A Theoretical Perspective on Subnetwork Contributions to Adversarial Robustness
[NO] 1383/1968 | DSGAN: Decoupled Symmetric Cross Entropy with Multi-Generator GANs for Noisy Medical Image Synthesis
[NO] 1384/1968 | Research on Crop Disease Recognition Method Based on Swin Transformer and Multi-Scale Feature Fusion
[NO] 1385/1968 | SETRec++: Scaling Order-agnostic Identifier for Large Language Model-based Generative Recommendation
[NO] 1386/1968 | Students’ Difficulties in Learning about AI from Teachers' Perspectives: Insights from an Action Research Approach in Compulsory CS Education
[NO] 1387/1968 | "I can’t do four things at once": Deaf Students' Experiences With and Recommendations for Improving the Accessibility of CS Lectures and Live Coding
[NO] 1388/1968 | In Memoriam: Peter G. Neumann (1932-2026)
[NO] 1389/1968 | Report on BRIdging the Divides with Globally Engineered Software (BRIDGES) 2026
[NO] 1390/1968 | 2026 IEEE 3rd International Conference on Big Data Science and Engineering (ICBDSE)
[NO] 1391/1968 | On the Bayesian Performance Limits of Pilot-to-Prediction in Frequency-Selective OFDM Systems
[NO] 1392/1968 | Thermodynamic characterization of message-passing: Framework and initial study
[NO] 1393/1968 | WiP: Revisiting South Asian Users' Perceptions of Secure Communication
[NO] 1394/1968 | A Dipole Antenna Design Based on Boundary Decision Trees
[NO] 1395/1968 | Joint UAV Trajectory Control and Cost Minimization with Spatiotemporal Task Density Gradient Ascent and CTD3 in DT-enabled VEC Networks
[NO] 1396/1968 | SoftEXOwalk: A Human-in-the-Loop optimized Soft Exosuit for Assisting Knee Flexion using Sensorized Pneumatic Muscles
[NO] 1397/1968 | GSSCMI: Efficient Co-Attention and Multimodal Contrastive Learning for Enhanced circRNA-miRNA Interaction Prediction
[NO] 1398/1968 | Achieving Personalized Edge-Level Privacy-preserving Graph Neural Networks on Decentralized Graphs
[NO] 1399/1968 | Toward Enhanced Active Support in High-Penetration Wind Power Systems: An Optimization Model Integrating Spatial Frequency Distribution
[NO] 1400/1968 | Blockchain Adoption or Collaborative Negotiation? Addressing Information Reliability in Live Streaming
[NO] 1401/1968 | Upcoming 2026 Aerospace &amp; Electronic Systems Society Meetings and Conferences
[NO] 1402/1968 | Priority-Based Conflict Resolution for Manned and Unmanned Aircraft Integrated Operations
[NO] 1403/1968 | IEEE Transactions on Electron Devices Information for Authors
[NO] 1404/1968 | Textual and Temporal-Guided Feature Decoupling for Video Temporal Grounding
[NO] 1405/1968 | CoRas: Cooperative Rationale Selection for Graph Rationale Learning in Out-of-Distribution Graphs
[NO] 1406/1968 | Front Cover
[NO] 1407/1968 | Residual MPC: Blending Reinforcement Learning with GPU-Parallelized Model Predictive Control_supp1-3721669.mp4
[NO] 1408/1968 | ICBDSE 2026 Cover Page
[NO] 1409/1968 | Zero-Bias Trans-Inductor Accelerated Voltage Regulator With Current Slew Multiplier
[NO] 1410/1968 | Front Cover
[NO] 1411/1968 | YOLOv12-ACC: A Marine Organism Detection Method Based on Improved YOLOv12*
[NO] 1412/1968 | Two-Stage Game-Theoretic User Grouping and Resource Allocation for MEC-Enabled Video Multicast
[NO] 1413/1968 | Robust Quantile-Constrained SURE for Unsupervised Adaptive NonCartesian MRI Reconstruction
[NO] 1414/1968 | Temporal-Sequential Bot Identification: Fusion Dynamic graph Convolutions with DNA-Encoded Tweet Activity Patterns
[NO] 1415/1968 | TrustedDT-Monitor: Design and Implementation of a Trusted Digital Twin and IoT Monitoring Framework
[NO] 1416/1968 | Linear Regression-Based Critical Gate Localization Method for Combinational Circuits
[NO] 1417/1968 | Industrial Energy Management and Production Decision Planning Based on Redundant Multi-Agent Deep Reinforcement Learning
[NO] 1418/1968 | RFedIM: A Frequency-Domain Enhanced Byzantine-Robust Federated Learning Framework via Game-Theoretic Aggregation
[NO] 1419/1968 | Deep Learning-Based Denoising for Dose Reduction in Chest CT
[NO] 1420/1968 | A Learnable Wavelet Mixing Network for Multi-Source Domain Generalization in Fault Diagnosis
[NO] 1421/1968 | ABPPM-TransUNet: A Boundary-Guided TransUNet with Adaptive Branch-Weighted Pyramid Pooling for Cervical Cancer Tumour Segmentation
[NO] 1422/1968 | Research on Algorithm Improvement and Engineering Application of Developing Intelligent Robots Based on Large Models
[NO] 1423/1968 | MAG-IDS: Multi-level Adaptive Gated Graph Learning for Network Intrusion Detection
[NO] 1424/1968 | Simulation Comparison of Interruption Performance Between 550 kV/63 kA Eco-Friendly Gas Puffer-Type and Self-Blast Circuit Breakers
[NO] 1425/1968 | Retrieval Augmented Generation (RAG-Based) Chatbot enhanced with Chain-of-Thought Augmented Generation
[NO] 1426/1968 | Fast Image Denoising via Deterministic Approximate Nearest Neighbor Block Matching
[NO] 1427/1968 | HoloLimb-CR: Advancing Phantom Limb Pain Therapy Through Cross-Reality
[NO] 1428/1968 | Protocol-Driven Multi-Agent Orchestration for Federated Distributed Analytics
[NO] 1429/1968 | Explanation-Guided Evasion Attacks: Evaluating the Robustness of Machine Learning Models
[NO] 1430/1968 | Efficient AI-Generated Image Detection via Confidence-Aware Cascading
