[2026-07-29 11:26:57] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-28
正在获取论文...
[arXiv] 2026-07-28 | CW-Ghost: Search-Free Granularity Selection for Helper-Thread Prefetching via Capacity Windows
[NO] 1602/1904 | Contact-Free Blood Pressure Estimation Based on Pulse Wave Velocity Using mmWave Signals
[NO] 1603/1904 | EMPEN: An Efficient and Multi-Attribute Privacy-Preserving Incentive Scheme for Mobile Crowd Sensing_supp1-3708379.pdf
[NO] 1604/1904 | IEEE Dielectrics and Electrical Insulation Society Information
[NO] 1605/1904 | AEC-YOLO: An Adaptive Edge-Aware Calibration Framework for Robust Small Object Detection in Low-Altitude Remote Sensing Imagery
[NO] 1606/1904 | Event-triggered Practical Prescribed-time Consensus Tracking of Second-order Nonlinear Multiagent Systems-A Novel Edge-based Dynamic Memory Approach
[NO] 1607/1904 | Demonstration of Distance-Dependent Data Channel Recovery in a 40-Gbit/s 2-Channel QPSK Mode-Multiplexed FSO Link via Longitudinal Wavenumber Tailoring of Structured Light
[NO] 1608/1904 | HTAC-Net: Hierarchical Temporal Acoustic Composition Estimation and Biological-Component Detection in Controlled Underwater Soundscapes
[NO] 1609/1904 | Sponsors
[NO] 1610/1904 | C
                    <sup>2</sup>
                    RP: A Bio-Inspired Caracal Based Clustering and Routing Protocol for Energy Efficient Underwater Wireless Sensor Networks
[NO] 1611/1904 | 2026 International Interdisciplinary Conference on Artificial Intelligence: Engineering, Health, Finance and Humanities (IICAI)
[NO] 1612/1904 | A Multi-View Fusion Framework Integrating Graph Representations and Pre-trained Models for Drug-Target Mechanisms of Action Prediction
[NO] 1613/1904 | When Medical LLMs Eat Their Own Output: The Effects of Recursive Self-Training on German Medical Text
[NO] 1614/1904 | Integrating Clinical Drivers and PET Radiomic Features: Application for Lung Cancer Survival Prediction
[NO] 1615/1904 | Generative genome modeling for simulation
[NO] 1616/1904 | SupportAI: A Multimodal AI Platform for Clinical Decision Support
[NO] 1617/1904 | Endometriosis Screening Using Machine Learning And Microbiome Analysis
[NO] 1618/1904 | iMotifPredictor: i-motif prediction by multi-data integration
[NO] 1619/1904 | FPM-Net:A Medical Image Segmentation Model with Feature Purification and Semantic Modulation
[NO] 1620/1904 | Q-BacilliNet: A Hybrid Quantum Convolutional Neural Network for Automated Tuberculosis Bacilli Detection
[NO] 1621/1904 | Leaf2MoleculeNet: Explainable EfficientNet for Phytochemical Prediction in Anti-Diabetic Medicinal Plants
[NO] 1622/1904 | Divide and Conquer: A Cascaded Architecture for Relation Extraction on Long-Tailed Datasets
[NO] 1623/1904 | Performance Study of Ultraviolet Wireless Communication Systems Based on Massive MIMO
[NO] 1624/1904 | Research on Cooperative Combat Decision-Making Based on Heterogeneous Dynamic OODA Loop Hypergraphs and Discrete Diffusion
[NO] 1625/1904 | Enhanced P2MP Service Orchestration and Unified Interface Model Design for OTN Networks: An ACTN-Based Approach for Multi-Branch Enterprise Access
[NO] 1626/1904 | CacheSense: Freshness-Aware Semantic Caching with Selective Invalidation for LLM-Serving Backends
[NO] 1627/1904 | A Statistical Heuristic Approach to Detecting Anomalous Behavior in Database Log Data
[NO] 1628/1904 | Analyzing the Impact of Temporal Measurement Granularity on Network Traffic Forecasting
[NO] 1629/1904 | CMMDPSO: An Improved Particle Swarm Optimization Algorithm Based on Multi-Strategy Fusion for UAV Path Planning
[NO] 1630/1904 | Impact of Knowledge Source Type on RAG-Based LLMs in Specialized Medical Domains: A Case Study on Systemic Lupus Erythematosus
[NO] 1631/1904 | Design and Robustness Evaluation of a Composite Controller for CartPole Inverted Pendulum Based on Multi-Objective Optimization and Safety Filter
[NO] 1632/1904 | Towards Trustworthy Financial Fraud Detection: A Systematic Review and Unified Taxonomy of Causal Inference, Explainable AI, and Robust Machine Learning
[NO] 1633/1904 | From Hallucination Neurons to Role-Structured Motifs in LLMs
[NO] 1634/1904 | Personalized Serious Games for ADHD: A Systematic Review and Evidence Synthesis
[NO] 1635/1904 | Secondary Cancer Risk Detection Using Genetic Markers: A Hybrid Approach With K-Nearest Neighbors, Random Forest, and Logistic Regression
[NO] 1636/1904 | Research on Sensing Fusion and Adaptive Operation Methods for Robotic Arms in Complex Operation Scenarios
[NO] 1637/1904 | Secure Firmware Update over UART Using AEAD-ASCON: A Lightweight Cryptographic Framework for Constrained IoT Devices
[NO] 1638/1904 | TMV-PUF-Based Lightweight Authentication Scheme for Dynamic UAV Networks
[NO] 1639/1904 | Network Intrusion Detection System using Hybrid Approach of GRU-BiLSTM Attention-based Deep Learning Model
[NO] 1640/1904 | Operational AI Assistance in Slack-Based Troubleshooting: A Measurement Framework and Field Results
[NO] 1641/1904 | WorkSafe Agent: An Agentic Artificial Intelligence Framework for Autonomous Construction Site Safety Monitoring and Intervention
[NO] 1642/1904 | Enhancing Drug Synergy Prediction through Relation and Structure Aware Attention Networks
[NO] 1643/1904 | A Knowledge Graph-Based Multi-Intent Intelligent Question Answering Method for Converter Steelmaking
[NO] 1644/1904 | GATE: Optimal Profit vs Maximum Application Throughput in Data Centers
[NO] 1645/1904 | A Scanline Region Extraction Algorithm for PCB Primitive Features
[NO] 1646/1904 | YOLO-EFSDA: Underwater Sonar Target Detection Algorithm Based on Spectrum Information
[NO] 1647/1904 | Lightweight Hybrid Attention Recurrent Neural Network (HARN) for IDS in IoT Network Layer
[NO] 1648/1904 | Background-Aware Blood Spectral Classification Using Cluster-Based Cross-Validation
[NO] 1649/1904 | Cyber Insurance and Risk Aversion: Optimal Security Investment Under Fixed Budget for Heterogeneous Attacks
[NO] 1650/1904 | Multi-Class Classification Framework for Automated Crop Disease Detection Using Machine Learning Techniques
[NO] 1651/1904 | MalMamba: A Malicious Software Classification Framework Based on Topology Aware Scanning and State Space Model
[NO] 1652/1904 | Multiphysical Parametric Simulation of Breast Surface Temperature to Improve Breast Cancer Detection Models
[NO] 1653/1904 | Predicting the Effectiveness of International Communication of Intangible Cultural Heritage Based on Attention Fusion and Cross-Modal Feature Interaction: A Case Study of Chaoshan Yingge Dance
[NO] 1654/1904 | A Hybrid Supervised–Unsupervised Learning Framework for Imbalanced Exoplanet Detection Using Latent Space Structure Discovery
[NO] 1655/1904 | Deep Learning Model for Predicting Immunotherapy Response in NSCLC Using Multimodal Data
[NO] 1656/1904 | A Methodological Framework for Assessing Language Models for Security Applications
[NO] 1657/1904 | Critical Success Factors in IoT-Based Off-Grid Solar Energy Systems: A Socio-Technical Systematic Literature Review
[NO] 1658/1904 | UI Screenshot-to-Code Generation Based on Multimodal Large Language Models
[NO] 1659/1904 | CoSleep: Cognitive Security-Oriented Sleep Monitoring Framework
[NO] 1660/1904 | Frequency-Spatial Collaborative Matching for Cross-Domain One-Shot Medical Image Segmentation
[YES] 1661/1904 | A Computing-in-TCAM SAT Solver With Graph-Coloring-Based Variable Update and Dynamic Variable-Aware Clause Evaluation
[NO] 1662/1904 | How Interface Cues Become Trust Cues: Eye-Tracking and Cross-Source Qualitative Evidence from Digital News Interfaces_supp1-3717029.docx
[NO] 1663/1904 | NEAT-SAC: Attention-Pruned Nash Equilibrium for Scalable Multi-Agent Reinforcement Learning
[NO] 1664/1904 | Efficient Image Deblurring for Edge Industrial Devices via Cross-Channel Harmonic Mean Prior and Memristor Acceleration_supp1-3711168.pdf
[NO] 1665/1904 | OxyMamba: Multi-Temporal Parallel Mamba for Camera-Based Blood Oxygen Estimation
[NO] 1666/1904 | Synergistic regulation of mode-locked fiber laser dynamics via programmable pump modulation and controllable optical feedback
[NO] 1667/1904 | Mobile Edge Computing with Retrieval-Augmented Large Language Models: A Tutorial
[NO] 1668/1904 | Electrocardiogram Monitoring via Fiber Bragg Grating-Based Laryngeal Sensing and the Laryngeal-Vibration-to-ECG Network
[NO] 1669/1904 | A Gate-Oscillation-Based Miller Platform Voltage Online Monitoring Circuit for SiC-Mosfets
[NO] 1670/1904 | Generalized EEG-Based Emotion Recognition Via Domain-Sensitive Spatio-Temporal Feature Dropout
[NO] 1671/1904 | Experimental Diagnostic and Electrical Characterization of Half-Cut Bifacial PV Module Under Snow Coverage
[NO] 1672/1904 | Multi-scale Meets Active Learning: A Deep Graph Fusion Paradigm for Hyperspectral Image Classification
[NO] 1673/1904 | 2026 6th International Conference on Artificial Intelligence, Big Data and Algorithms (CAIBDA)
[NO] 1674/1904 | Measuring the Temporal stability of Ethereum Instructions
[NO] 1675/1904 | EvoMod: Evolutionary Optimization of Modular Prompts for Biomedical Relation Extraction
[NO] 1676/1904 | Interactive Visual Analytics for Generating and Exploring LLM-Predicted Protein-Protein Interactions
[NO] 1677/1904 | Towards Computational ASD Prediction via Lung Airway Geometry using Vision Language Models and and Attention for Interpretability
[NO] 1678/1904 | EG-Net for Infrared Gas Leak Segmentation under Complex Backgrounds
[NO] 1679/1904 | Real-Time Leaf Disease Classification and Prediction Using a Hybrid Optimization-Assisted Deep Learning Model
[NO] 1680/1904 | Cyber Threat Prediction Using Temporal Data Analysis Model
[NO] 1681/1904 | A Hierarchical Path Planning and Task Allocation Method for Cooperative Spraying by Agricultural Plant Protection UAVs
[NO] 1682/1904 | A Federated Parameter-Efficient Fine-Tuning Framework for Diabetes Readmission Risk Prediction
[NO] 1683/1904 | An Improved A*-DWA Fusion Path Planning Algorithm for Differential-Drive Mobile Robots
[NO] 1684/1904 | Automated Detection of Insider Threats in Zero Trust Networks Through Machine Learning Techniques for Improved Security
[NO] 1685/1904 | Multi-Objective Path Planning for Low-Altitude Air-Ground Coordination Based on Improved NSGA-II
[NO] 1686/1904 | Federated LLM-Based SIEM with Meta-Model Aggregation: Enabling Collaborative, Scalable, and Privacy-Preserving Threat Detection
[NO] 1687/1904 | An Intelligent Gene Biomarker Identification Framework for Pan-Cancer Classification Using Genetic Algorithms and Deep Learning
[NO] 1688/1904 | Dataset Security Scheduling with High Quality Based on Double DQN
[NO] 1689/1904 | Intelligent Distributed Communication Routing in IoT Networks Using Predictive Local AI Models
[NO] 1690/1904 | Hybrid Machine Learning Model Integrating Deep Learning and Statistical Analysis for Melanoma Cancer Prediction
[NO] 1691/1904 | Variational Autoencoder-based Generative Design of Antimicrobial Peptides as Fungicides
[NO] 1692/1904 | Federated Multi-Agent RL for Task Offloading in THz-Enabled Space–Terrestrial Integrated Networks
[NO] 1693/1904 | Stream Data Analytics for High-Velocity Data Processing Applications
[NO] 1694/1904 | Application of Event-Driven Spiking Neural Networks for Stock Price Prediction
[NO] 1695/1904 | Research and Platform Implementation of Real-Time Optimization Algorithm Based on Embedded System
[NO] 1696/1904 | Adaptive Enhancement of Low-Intensity Partial Discharge Spectra in Air Based on Differential Noise Detection and Graded Feature Preservation
[NO] 1697/1904 | Providing Privacy for Eye-Tracking Data With Applications in XR
[NO] 1698/1904 | Unified Representation Learning for Cross-Market Financial Forecasting via LSTM-Attention Reinforcement Learning
[NO] 1699/1904 | Teachers' Utilization of Artificial Intelligence Applications in the Instructional Process: Extent of Use and Perceived Barriers
[NO] 1700/1904 | CFD-Driven Deep Learning Approach for Lubrication Flow Modeling and Optimization in Cylindrical Roller Bearings
[NO] 1701/1904 | Emotion-Driven Steganography for Short-Text Communication: Securing Social Media with Affective Triplet Embedding and Similarity-Gray Coding
[NO] 1702/1904 | Unregrettable Distributed Power Control in Over-the-Air Computation Systems
[NO] 1703/1904 | Optimizing Query Performance in Cloud Data Warehouses Using ML and SQL Execution Logs
[NO] 1704/1904 | Design and Implementation of High-Performance and Low-Power Spread-Spectrum Clock Phase-Locked Loop Based on Ring Oscillator
[NO] 1705/1904 | Risk Analysis and Brain Stroke Prediction Using Adaptive Artificial Search Algorithm-Based Multi-Scale Triplet Attention-Aware Network
[NO] 1706/1904 | Application of a Multi-Entity Ecosystem Business Model Design for Electric Vehicle Services in the Lake Toba Tourism Area
[NO] 1707/1904 | A Multimodal Recognition Method for Conductor Traces Based on Image-Text-Clause Association
[NO] 1708/1904 | Bidirectional Attention Fusion with Relation-Object Guidance for 3D Scene Graph Prediction
[NO] 1709/1904 | Instabed: Iot-Enabled Hospital Bed Allocation System
[NO] 1710/1904 | Adaptive AI-Driven Speech Therapy: Automated Severity Classification and Personalized Feedback for Dysarthria
[NO] 1711/1904 | AI-Assisted Multimodal Employee Communication Reporting with Adversarial Verification and Sentiment Anchoring
[NO] 1712/1904 | Improving Survival Time Prediction in Interstitial Lung Disease with pix2surv Enhanced by Spectral Normalization and Label Smoothing
[NO] 1713/1904 | MedDreamBooth: Structure-Guided Chest X-Ray Generation with Fine-Tuned Stable Diffusion
[NO] 1714/1904 | LTR-ICD: A Ranking-Aware Framework for Automatic ICD Coding
[NO] 1715/1904 | Beyond Binning: Resolution-Preserving MS1 Pretraining for Clinical Proteomics Classification
[NO] 1716/1904 | Leveraging Yelp Data for University Club-Activity Recommendations: A Comparative Study of UserCF and ItemCF
[NO] 1717/1904 | Author Index
[NO] 1718/1904 | 2026 IEEE 27th International Conference on High Performance Switching and Routing (HPSR)
[NO] 1719/1904 | List Reviewers
[NO] 1720/1904 | Performance Analysis and Parameter Optimization of AFDM in Doubly-Dispersive Channels
[NO] 1721/1904 | Resilient and Privacy-Preserving Distributed Event-Triggered Encrypted Control for Multi-Agent Systems Under DoS Attacks
[NO] 1722/1904 | Phase-plane spectrum-guided double-step command shaping for crane anti-sway control under nonzero initial conditions
[NO] 1723/1904 | IEEE Transactions on Magnetics Publication Information
[NO] 1724/1904 | Member Get-A-Member (MGM) Program
[NO] 1725/1904 | HDQAtt: A Photonic Transformer Accelerator via Hierarchical Dynamic Precision Quantification
[NO] 1726/1904 | Human-Robot Collaborative Disassembly Planning via Multi-Objective Proximal Policy Optimization with Teacher-Student Co-Evolution Mechanism
[NO] 1727/1904 | Cross-Dataset Feature Discriminability in Static Malware Detection: A CVFR-Based Study Across Four Heterogeneous Benchmarks
[NO] 1728/1904 | An Adaptive Maintenance Decision-Making Method for Power Transformers via Independent Proximal Policy Optimization–Based Markov Game
[NO] 1729/1904 | Real-Time Driver Drowsiness Detection for Intelligent Transportation Systems Using CNN-Based Temporal Gated Attention
[NO] 1730/1904 | Implementation of a Retrieval-Augmented Generation-Based Question Answering System Using Large Language Models
[NO] 1731/1904 | Enhanced Real-ESRGAN: Multi-Scale Attention and Bias-Variance Separation for Texture-Preserving Super-Resolution
[NO] 1732/1904 | Uncover Non-Linear Relationships and Optimal Dosages for Fiber Reinforcement in Ultra-High Performance Concrete
[NO] 1733/1904 | Research on Meat Shelf-Life Prediction by Integrating ResNet and Temperature Factors
[NO] 1734/1904 | Active Learning Strategies for Imbalanced Clinical Note Categories in ICU Mortality Prediction
[NO] 1735/1904 | A Study on an Improved RAG-Based English Translation System for Chaoshan Yingge Dance Intangible Cultural Heritage Knowledge and Its Application in Cross-Cultural Communication
