[2026-06-10 12:22:12] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-09
正在获取论文...
[arXiv] 2026-06-09 | Dynamic inverse problems: Single-loop online algorithms
[NO] 1111/1929 | Direct Multi-Source AoA Tracking for Passive UAV Surveillance Under Heterogeneous Signal Conditions
[NO] 1112/1929 | Multi-Modal Fine-grained Discriminative Cues Transfer for Efficient Person Re-Identification
[NO] 1113/1929 | Optical Multi-STAR-IRS Assisted Underwater Wireless Communication System
[NO] 1114/1929 | Towards Next-Generation SLAM: A Survey on 3DGS-SLAM Focusing on Performance, Robustness, and Future Directions
[NO] 1115/1929 | Geometry-Dependent PCRLB for Target Tracking in Clutter With Radar Measurement Uncertainty
[NO] 1116/1929 | Diffusion-based Data Augmentation and Knowledge Distillation with Generated Soft Labels for Oil Spill Segmentation Learning on Satellite SAR Images
[NO] 1117/1929 | Lightweight Steganalysis with Low Distortion for Countering Robust Image Steganography
[NO] 1118/1929 | Mechanistic Enhancement of Electrical Performance in PEEK Insulation via Surface Gas-Phase Fluorination
[NO] 1119/1929 | Lower Estimates for L₁-Distortion of Transportation Cost Spaces
[NO] 1120/1929 | Monotone Circuit Complexity of Matching
[NO] 1121/1929 | Near Optimal Hardness of Approximating 𝑘-CSP
[NO] 1122/1929 | From Solo Issuing to an Orchestra: Design and Seamless Augmentation of Self-Sovereign Identity for Multi-Signature Verifiable Credentials
[NO] 1123/1929 | Geometry-Prior Guided Coarse-to-Fine Stabilization of Full-Disk Solar EUV Image Sequences
[NO] 1124/1929 | LAWNs Meet SWIPT: Beamforming and Power Splitting Optimization for Predictive Control
[NO] 1125/1929 | Hybrid-CMLP: Hybrid CNN-MLP Networks for Low-to-standard-dose PET Synthesis
[NO] 1126/1929 | Control-Integrated Pipeline for Diseasome Analysis: A Case Study on Hypertension Comorbidities in U.S. Veterans_supp2-3698948.csv
[NO] 1127/1929 | DyGIN: Modality-Unified Dynamic Graph Inception Network for Context-Aware Emotion Recognition
[NO] 1128/1929 | Mechanisms of Central Erosion on the Contact Interface With Convex Rail Structure
[NO] 1129/1929 | Analysis and Optimization Framework for STAR-RIS-aided Short-Packet Systems with Covert Rate-Splitting Signaling
[NO] 1130/1929 | Signal-Compensated PI Control Based on Concurrent-Learning-Driven Optimal Tuning Parameters for Complex Ore Feeding Processes
[NO] 1131/1929 | DEFI 2025 Cover Page
[NO] 1132/1929 | 2025 International Conference on Intelligent &amp;amp; Innovative Practices in Engineering &amp;amp; Management (IIPEM)
[NO] 1133/1929 | A Fine Balance: Understanding Anti-Technosolutionist Strategies of Environmental Justice Advocates
[NO] 1134/1929 | PredComp: Predicting Compiler Optimization Options with Multi-stage Learning
[NO] 1135/1929 | Lung Nodule Detection and Segmentation using Linear Karnal SVM
[NO] 1136/1929 | Optimization and Simulation of a High-Speed Data and Power Transmission System Based on Partial Coil Coupling and DQPSK
[NO] 1137/1929 | A Practical Methodology for Implementing and Tuning Analog PID-Based PWM Controllers
[NO] 1138/1929 | The Autonomous Battlefield: AI Arms Race in Cybersecurity, Offensive Tactics, and the Need for a Global Framework
[NO] 1139/1929 | An Improved Multi-Target Tracking Algorithm for Intelligent Transportation Perception Based on Adaptive Association and Trajectory Smoothing
[NO] 1140/1929 | The CRISP Framework: Enhancing AI Explainability Through Context-Aware Prompts for Clearer and More Interpretable Responses
[NO] 1141/1929 | Leveraging NLP and AI for Optimizing Energy Efficiency in Smart Cities: A Green Technology Perspective
[NO] 1142/1929 | The Impact of Short Video Content on TikTok on Gen Z's Purchasing Behavior
[NO] 1143/1929 | Transport Protocol Switching Mechanism for Throughput Optimization in Ad Hoc Networks
[NO] 1144/1929 | Toxicological Impact of Heavy Metals During Sustainable Brick Production from Bagasse, Fly Ash, and Cement
[NO] 1145/1929 | SYNE: A Biologically-Inspired Decision Neural Network via Stochastic Delay Differential Equations
[NO] 1146/1929 | Coordinated Optimization Strategy for Distributed PV Distribution Networks Based on Hierarchical Power Allocation
[NO] 1147/1929 | ANN–GA–PSO Hybrid Optimization for Enhanced DV-HOP Localization in Wireless Sensor Networks
[NO] 1148/1929 | Mechanism and Suppression of Low-Frequency Oscillations in Lightly Loaded V/f-Controlled Induction Motors
[NO] 1149/1929 | A Novel LLM-RAG Approach for Risk-Aware Anti-Money Laundering Compliance
[NO] 1150/1929 | Omni-Tracker: An IoT-Based AI Companion for Emergency Alert and Geo-Localization System
[NO] 1151/1929 | Neural Network-Based Black Box Modelling for Real-Time Super Capacitor Health Monitoring
[NO] 1152/1929 | Detection of Credit Card Fraud: An Analytical Accounting Perspective Using Classification Algorithms
[NO] 1153/1929 | Corporate Governance’s Impact on Financial Performance of Banks
[NO] 1154/1929 | Multimodal Transformer-Based Framework for Predicting Student Engagement, Achievement and Creativity
[NO] 1155/1929 | Explainable AI Engine for Cross-Platform Transaction Trust Evaluation
[NO] 1156/1929 | Modular Robot-Assisted Haptic Simulation of a Shoulder Exoskeleton
[NO] 1157/1929 | Structural damage identification through PCA and subspace comparison
[NO] 1158/1929 | Real-Time Analytics and Scalable Orchestration for Multi-Tenant Personalization Systems
[NO] 1159/1929 | AI-Driven Marketing Transformation: Insights from Bibliometric Mapping and Network Analysis
[NO] 1160/1929 | AI-Powered Personalization for Enhancing Student Engagement in E-Learning
[NO] 1161/1929 | AI-Driven Security In Cloud Networks
[NO] 1162/1929 | Self-Supervised Anomaly Detection Models for Continuous Data Quality Monitoring in Enterprise Platforms
[NO] 1163/1929 | Fixed-Time Synchronization of Delayed Chaotic Memristive Neural Networks Modeling in Terms of Voltage-Charge-Time
[NO] 1164/1929 | MERIT: Multimodal Enhanced Retrieval through Instruction-level Transformer-based Chunking in Product Manuals
[NO] 1165/1929 | Trajectory Tracking Control for Inspection Robots via Tube-Based Linear Model Predictive Control
[NO] 1166/1929 | Momentum-Based Cryptocurrency Trading Strategy : Data Synthesis and Machine Learning for Predictive Signal Classification
[NO] 1167/1929 | Two-Stage Variable-Decoupling Framework for Trajectory Optimization of Industrial Manipulators
[NO] 1168/1929 | Explainable Deep Learning Pipeline for Multimodal Biomedical Signal Interpretation
[NO] 1169/1929 | Decoding Automation Narratives in Heritage Education and Tourism: A Google Trends Inquiry into Optimization Dynamics
[NO] 1170/1929 | Dynamic Topology Control Strategies for Enhanced Connectivity in Mobile Wireless Sensor Networks
[NO] 1171/1929 | How Does the Decoy Effect Enhance Consumers' Purchasing Decisions?
[NO] 1172/1929 | Integrated Digital Advisory System for Real-Time Agricultural Decision Support in Rural India
[NO] 1173/1929 | Collaborative Optimal Scheduling Method for Microgrid Clusters Based on Multi-Agent Deep Deterministic Policy Gradient
[NO] 1174/1929 | Data-Driven Modeling of Soil Moisture in Irrigated Fields
[NO] 1175/1929 | Impact of Service Efficiency Factors on Buying Behaviour and Satisfaction on Digital Platform
[NO] 1176/1929 | A Bias-Resistant Framework for Misinformation Detection in Code-Mixed Telugu Using Semantic Graph Neural Networks
[NO] 1177/1929 | Prediction of Underwater Sound Speed Distribution Based on Liquid Neural Networks
[NO] 1178/1929 | A Temperature Compensation Method for MSR Monitoring under In-Service Condition using EMAT
[NO] 1179/1929 | Machine learning potential and applications in manufacturing sectors
[NO] 1180/1929 | CloudChain: Decentralized Marketplace for AI Compute Resources
[NO] 1181/1929 | Signal Time-Advance Measurement with LP-NGD Circuit
[NO] 1182/1929 | Dynamic Neuro-Fuzzy Fusion with Attention-Aware Learning for Robust Cardiovascular Disease Prediction
[NO] 1183/1929 | AI-Powered Analysis of Machine Learning Techniques for Fake News Classification
[NO] 1184/1929 | State-Aware Multi-Service Scheduling for VLC/WiFi Heterogeneous Networks Based on Reinforcement Learning(SAMSS-QL)
[NO] 1185/1929 | Resilient Smart Grids: Digital Twin-Driven Predictive Control for Renewable Energy Integration
[NO] 1186/1929 | Physics-Informed Neural and Graph Learning Framework for Operational Amplifier Performance Prediction and Sizing
[NO] 1187/1929 | Advancing Eigenvalue Computation: Numerical Techniques and Cross-Disciplinary Applications
[NO] 1188/1929 | Memristor-Based Spiking Neural Network Accelerator for Bio-Inspired Interception Task
[NO] 1189/1929 | Reassessing Venture Capital’s Role in IPO Outcomes: A Hybrid Machine Learning and Analytical Framework Using Evidence from India
[NO] 1190/1929 | Comparative Analysis of Supervised Machine Learning Techniques for Predicting Student Academic Performance
[NO] 1191/1929 | Sophisticated Geolocation Based Attendance Tracking Mobile Application
[NO] 1192/1929 | A Transfer Learning Approach for Detecting Buds of Posterior Teeth
[NO] 1193/1929 | Cloud-Driven Deep Learning Applications in Smart Cities
[NO] 1194/1929 | Role of AI in Refugees Status Determination with Challenges of Human Dignity
[NO] 1195/1929 | Quantum Safe AI Pipelines Securing Next Generation Data Flows Against Post Quantum Threats
[NO] 1196/1929 | Activity concentration measurements of radon gas in indoor environment of Benevento city, Campania region - South Italy
[NO] 1197/1929 | The Role of Time-Sensitive Networking in Enhancing Real-Time Clock Synchronization for Power Monitoring Devices
[NO] 1198/1929 | Design and Implementation of Energy-Efficient Protocols for Underwater Wireless Sensor Networks
[NO] 1199/1929 | Early Warning System for Systemic Financial Risk in Indian Financial Markets Using Artificial Neural Networks
[NO] 1200/1929 | A Hybrid ML Framework Integrating CAI and EFRI Metrics for Smart Predictive Maintenance of Power Transformers
[NO] 1201/1929 | An Ensemble Machine Learning Model for Thwarting Impact of Vampire Nodes in WSNs
[NO] 1202/1929 | MIGformer: A Multivariate Time Series Forecasting Model Based on Multi-scale Interaction and Gating Mechanism
[NO] 1203/1929 | Next-Generation Network Architectures: Exploring 6G, VANETs, and Heterogeneous Communication Systems
[NO] 1204/1929 | Machine Learning for Clinical Text Classification in Electronic Medical Records: A Review
[NO] 1205/1929 | Autonomous Edge AI Solution for Post-Harvest Mango Tommy Classification
[NO] 1206/1929 | Ensemble-Based Learning Algorithm for Multi-Morbidity Prediction
[NO] 1207/1929 | Cloud-Enabled Chatbots and Virtual Assistants: Redefining Digital Marketing Strategies
[NO] 1208/1929 | Large Language Models for Analyzing Enterprise Architecture Debt in Unstructured Documentation
[NO] 1209/1929 | Recommending Test Cases in Agile Software Development with a Taxonomy-Guided KNN Approach
[NO] 1210/1929 | An Analysis of Quality Assessment Methods for Knowledge Graphs
[NO] 1211/1929 | An Approach to Promote Responsible Artificial Intelligence Systems
[NO] 1212/1929 | A Hybrid Approach Combining Information Retrieval and Large Language Models for Traceability Link Recovery
[NO] 1213/1929 | Extracting Money Laundering Transactions from Quasi-Temporal Graph Representation
[NO] 1214/1929 | A Polylogarithmic Approximation for Buy-at-Bulk Network Design with Protection
[NO] 1215/1929 | Eyes on the Road, AI on the Edge: A Field-Tested Multimodal System for Predicting and Explaining Near-Miss Accidents with Federated Learning
[NO] 1216/1929 | A Large-Scale Study of Vulnerable Dependency Remediation in Java Projects
[NO] 1217/1929 | Automated Bilateral Negotiation Framework for Multi-Issue Data Sharing Contracts in Data Spaces
[NO] 1218/1929 | DIVA: An Ontology-based Approach to Model User Activity within Visualization Systems
[NO] 1219/1929 | Approximate Orthogonal Vectors and Diameter via Regularity Lemma
[NO] 1220/1929 | Boolean Function Monotonicity Testing Requires (Almost) &lt;i&gt;n&lt;sup&gt;1/2&lt;/sup&gt;&lt;/i&gt; Queries
[NO] 1221/1929 | The Price of Competitive Information Disclosure
[NO] 1222/1929 | Additive One Approximation for Minimum Degree Spanning Tree: Breaking the O(mn) Time Barrier
[NO] 1223/1929 | Bidirectional Covertness and Security Enhancement in FD-ISAC Systems
[NO] 1224/1929 | The electric field distortion characteristics and failure analysis of vehicle-mounted cable terminals under overvoltage impulses
[NO] 1225/1929 | Federated Learning–Enabled Collaborative Beamforming for NGSO Direct-to-Vehicle Systems
[NO] 1226/1929 | BliChain: A Blockchain-Assisted and Lightweight Cross-Domain Authentication Scheme for 6G-Enabled VANET
[NO] 1227/1929 | Radio-Coverage-Aware Path Planning for Cooperative Autonomous Vehicles
[NO] 1228/1929 | Integrated Planning of Virtual Coupling Train Convoy Formation Schemes and Timetables With Dynamic Coupling&amp;#x2013;Decoupling_supp1-3698131.docx
[NO] 1229/1929 | Machine Learning and AI Applied to fNIRS Data Reveals Novel Brain Activity Biomarkers in Stable Subclinical Multiple Sclerosis_supp1-3700987.pdf
[NO] 1230/1929 | Corrigendum: Rethinking Teaching Evaluation Reports: Designing AI-transformed Student Feedback for Instructor Engagement
[NO] 1231/1929 | Modeling Cable-Suspended Multidrone Manipulation Using Grasping Theory_supp2-3694490.pdf
[NO] 1232/1929 | Multi-Scale Symmetric Difference Attention-Based Transformer for Panchromatic and Multispectral Classification
[NO] 1233/1929 | BMS-MFZS: A Background Modeling and Suppression Method based on Multi-Feature Generalized Zero-Shot in Remote Sensing
[NO] 1234/1929 | Generalized Signal Design for RF and Optical SWIPT in Space-Air-Ground Integrated Networks
[NO] 1235/1929 | Blockchain-Enabled Digital Credentialing: An Interoperable Hybrid Architecture for Academic Integrity and Verification
[NO] 1236/1929 | Deep Reinforcement Learning for Voltage Control in Active Distribution Networks
[NO] 1237/1929 | EAS-PQC: Analyzing Post Quantum Cryptography Algorithm Selection for IoT Device Classes
[NO] 1238/1929 | Hybrid Frequency Regulation in Multi-Area Power Systems with Renewable Energy Sources, Electric Vehicles, and Cyber-Attack Mitigation: a MATLAB/Simulink Implementation Study
[NO] 1239/1929 | Temperature Compensation in RF Reflectometry for Crop Quality Assessment
[NO] 1240/1929 | Trustworthy Big Data Pipelines: Fairness-Aware and Privacy-Preserving Knowledge Discovery Framework
[NO] 1241/1929 | Enhancing Manifold Convexity in Deep MRI Image Clustering Using Adversarial Learning
[NO] 1242/1929 | Opacity-Informed UAV Navigation with 3D Gaussian Splatting and Model Predictive Control
[NO] 1243/1929 | Research on Leak Source Localization in Complex Pipelines Based on Acoustic Emission Technology
[NO] 1244/1929 | Performance Evaluation of Non-Invasive Attention Classification Using Physiological and Ocular Metrics
[NO] 1245/1929 | Multi-Agent Paradigms for Privacy Preservation in Federated Learning: A Review
[NO] 1246/1929 | A Scalable Agentic Artificial Intelligence Architecture for Autonomous Decision-Making and Self-Optimization in Complex Cyberphysical Systems
[NO] 1247/1929 | SMS Spam Detection Using Hybrid BERT + XGBoost Model
[NO] 1248/1929 | Synthetic Twins: Toward Sustainable, Tunable 3D Printed Models of Human Tissues
[NO] 1249/1929 | Cyber Physical System Based Distributed Real Time Draining System for Smart Cities
