[2026-06-30 11:45:31] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-29
正在获取论文...
[arXiv] 2026-06-29 | Real-Time Underwater Image Enhancement via Frequency-Guided Dual-Path Attention
[NO] 1157/1986 | Design and Evaluation of a Fully on-Premises RAG-Based Enterprise Chatbot for Technical Support
[NO] 1158/1986 | A Novel SAC Algorithm-Based Decision-Making Method for Multi-Vehicle Autonomous Driving
[NO] 1159/1986 | Fair Enough? Assessing Open Science Practices on a Top-Tier Security Privacy Conference
[NO] 1160/1986 | High-Precision Warehouse Positioning Method Based on BLE and UWB Fusion
[NO] 1161/1986 | From Code to Flight: Project-Oriented Learning with the COMET Multicopter and FLARE Framework
[NO] 1162/1986 | Advancing Engineering Judgment through Mixed-Reality Game-Based Learning: Local lessons from the GeoExplorer Project
[NO] 1163/1986 | Distributed MIMO for Simultaneous Communication and Multi-target Passive Sensing With Timing Errors and Direct-path Interference
[NO] 1164/1986 | A Domain-Partitioned Virtualization Architecture with Host-Mediated NPU Sharing for Edge Embodied AI
[YES] 1165/1986 | MPulse: A Programmable and Autonomic Fault Detection System via Hierarchical Liveness Exchange
[NO] 1166/1986 | Learning in the Tension between Design Process and Prototype
[NO] 1167/1986 | Comparison of AI-Driven Speech Enhancement Paradigms for Post-Laryngectomy Rehabilitation
[NO] 1168/1986 | Impact of Data Splitting Strategies on Machine Learning-Based Battery State-of-Charge (SoC) Estimation
[NO] 1169/1986 | Transforming Engineering Students' Attitudes Toward Disability Through Human-Centered Design
[NO] 1170/1986 | Tlaloc: A Generic Multipath Load Balancing for RoCE
[NO] 1171/1986 | Research on E-commerce User Purchase Behavior Prediction Based on PCA Dimensionality Reduction Clustering and Multi-Model Optimization
[NO] 1172/1986 | Collective Perception Fusion at the Edge: Extending the Edge Dynamic Map Architecture
[NO] 1173/1986 | Blockchain Technology and Innovative Practice - A Social Service Oriented Project-Based Course
[NO] 1174/1986 | FlexNTN-Twin: A Flexible Hardware-in-the-Loop Emulation Platform for 5G-Advanced NTN
[NO] 1175/1986 | Self-Normailzed Cross-Domain Adaption for Personalized Diffusion Model Training
[NO] 1176/1986 | Mobile-DDGI: Lightweight Probe-Based Global Illumination via Adaptive Budget Allocation
[NO] 1177/1986 | Extended Abstract: Re-Evaluating the Real-System Modeling Accuracy of Ramulator 2.0
[NO] 1178/1986 | High-Performance Real-Time Implicit Strand-Based Hair Rendering via Software Rasterization 58
[NO] 1179/1986 | Adaptive Query Performance Prediction for Retrieval-Augmented Generation: Bridging Retrieval Quality and Generation Relevance
[NO] 1180/1986 | Addressing Auditing Pitfalls in Automatic Speech Recognition Technologies: A Case Study of People with Aphasia
[NO] 1181/1986 | AIEEE2026-ITPC
[NO] 1182/1986 | Front Cover
[NO] 1183/1986 | Table of Contents
[NO] 1184/1986 | Dynamic Modeling Methodologies for Inductive Power Transfer Systems: A Comparative Review
[NO] 1185/1986 | ISCTIS 2026 Cover Page
[NO] 1186/1986 | Joint Detection of Ionospheric Irregularities Leveraging Direct and Reflected Signals from Spaceborne GNSS-R
[NO] 1187/1986 | Quantized Security Consensus of Multi-Agent Systems with Proportional Delay under DoS Attacks
[NO] 1188/1986 | Natural Language-Based Unity Simulation for Office Lighting Design
[NO] 1189/1986 | DSL4DT3D: A Model-Driven Approach for Generating 3D visualizations of IoT Digital Twins
[NO] 1190/1986 | Low-RCS Active Frequency Selective Rasorber with Switchable Transmission and Polarization Conversion Capabilities
[NO] 1191/1986 | A Multi-Emission PWM Driving Circuit with Compensation for V
                    <sub>TH</sub>
                    Variations and I-R Drops in Micro-LED Displays
[NO] 1192/1986 | Bic-DC: Scalable and Privacy-Preserving Multi-Party Collaborative Data Cleaning
[NO] 1193/1986 | Human Detection Under Data-Constrained Conditions: A Comparative Study of Traditional, Shallow Deep-Learning, and Hybrid Frameworks
[NO] 1194/1986 | A Basal Trajectory-Based Framework for Handling Circadian Variations of Insulin Sensitivity
[NO] 1195/1986 | HiProtoAD: Feature Reconstruction Guided by Cluster-Separated Hierarchical Prototypes for Multi-Class Unsupervised Anomaly Detection
[NO] 1196/1986 | Adaptive Elastic Net for Channel Reconstruction in Extremely Large Cylindrical Antenna Arrays in Multipath Environments
[NO] 1197/1986 | Attitude Optimization for Target Parameter Estimation in OTFS Systems: A CRB Perspective
[NO] 1198/1986 | Barriers to Evidence in AI-Related Cases and the Privatization of Proof
[NO] 1199/1986 | From Concepts to Practice: Challenges of Risk-Benefit Assessment in AI Research &amp; Applications
[NO] 1200/1986 | Optimized Scheduling Algorithm for Resource Utilization for Cloud Computing
[NO] 1201/1986 | JUNID: Empowering Static Analysis with Asymptotically Optimal Intersection with Incomplete Sentences
[NO] 1202/1986 | Teaching Calculus in the Era of AI: Changing the Mindset on Generative AI in First-Year Engineering Mathematics Courses
[NO] 1203/1986 | Enhancing Transistor Circuit Education Through Real-Time Demonstrations with Analogue Meters
[NO] 1204/1986 | Multimodal Sensing-Enabled Digital Twin for 6G RAN in Indoor Environments
[NO] 1205/1986 | Multitask Semantic-Coded Image Communication for UAV Integrated Sensing and Communication: A Channel-wise Feature Enhancement Approach
[NO] 1206/1986 | KubeSpace: A Low-Latency and Stable Control Plane for LEO Satellite Container Orchestration
[NO] 1207/1986 | Opportunistic Scheduling for Optimal Spot Instance Savings in the Cloud
[NO] 1208/1986 | BandWeave: Enhanced Channel Estimation in MIMO Networks with Multi-Band Fusion
[NO] 1209/1986 | SmartPacer: Smart Paced Sender for Low-Latency and High-Efficiency Real-Time Communication
[NO] 1210/1986 | Quantum Computing Education for Computer Scientists at Universities of Applied Sciences
[NO] 1211/1986 | GuidePrompt-EDU: Leveraging Prompt Engineering to Integrate Generative AI into Pre-Service Teacher Education
[NO] 1212/1986 | STEM Mentorship as a Catalyst for Human-Centered Leadership: A Quantitative Study on Women Mentors and Female High School Students in Engineering Education
[NO] 1213/1986 | Utilising Machine Learning Techniques for Robust Feature Analysis in Intrusion Detection Systems (IDS)
[NO] 1214/1986 | Classification of Questions Using Svm Based on Bloom's Taxonomy of Cognitive Learning Levels
[NO] 1215/1986 | Privacy Aware Anatomy Preserving Retinal Image Generation with ControlNet for Zero-False-Negative Glaucoma Screening
[NO] 1216/1986 | Next-Generation SME X.0 as a Catalyst for the Global South: Promoting Entrepreneurial Engineering-Business Education Professionals for Technological and Socio-Economic Innovation
[NO] 1217/1986 | Sustainable human resource management practices and job performance: implications for humancentered engineering and technology education
[NO] 1218/1986 | A Longitudinal Study of 5G NSA/SA Infrastructure and User Adoption from an MNO Perspective
[NO] 1219/1986 | From Traditional Machine Learning to Large Language Models: The Evolution of Infrastructure from an Engineering Perspective
[NO] 1220/1986 | EchoFence: Non-Intrusive Forgery Detection in Video Conferencing via Ultrasonic Sensing
[NO] 1221/1986 | Accelerated Packet Forwarding for Quantum-Secured Communications
[NO] 1222/1986 | Design and Implementation of a Micro-Credential for Hybrid Learning: MATLAB-Based Image Processing in Renewable Energy Technology
[NO] 1223/1986 | Hybrid and Immersive Environment with Virtual Reality and 3D Printing for Teaching Secondary Bonds in Chemistry, Nanotechnology, Materials Science, and Biology: Implementation Proposal
[NO] 1224/1986 | An AI Tutor System with a Virtual Whiteboard for Statistics Learning
[NO] 1225/1986 | Confidence-Tiered Pseudo-Labeling for Few-Shot Object Detection in Remote Sensing Imagery
[NO] 1226/1986 | Virtual Explorations with Wolfpack: An Accessible VR E-Book for Enhancing Active Learning in STEM Education
[NO] 1227/1986 | Accurate Classification Method for Unmanned Aerial Vehicles and Birds Based on Computer Vision
[NO] 1228/1986 | HCDR-Net: Hybrid Contextual-Degradation Representation for Multiple Adverse Weather Removal
[NO] 1229/1986 | Decision-Ready Analytic Framework for Generative AI Adoption in Engineering: Segment-Aware, Context-Sensitive, Replication-Ready
[NO] 1230/1986 | Sustainable Innovation in VR Development: An AI-Assisted Rapid Prototyping Pipeline for Narrative Virtual Museums
[NO] 1231/1986 | VibraHealth: Pervasive Health Sensing via Speech-Evoked Multimodal Biosignals
[NO] 1232/1986 | Design and Implementation of an IoT-Based In-Vehicle Vital Signs Monitoring System
[NO] 1233/1986 | Faster Exploration and Exploitation for Communication Environment Awareness in Starlink
[NO] 1234/1986 | Power Control and Split Layer Co-Design for Efficient SplitFed Learning over Cell-Free Massive MIMO Networks
[NO] 1235/1986 | A Ship Target Detection Method Based on Improved YOLOv8 with Multi-Scale Feature Fusion
[NO] 1236/1986 | Disaster DX for Vehicle-Based Evacuation: A Municipal Workflow for Digital Triage and Field Usability Validation
[NO] 1237/1986 | Recognising Emotions in Chatbot–Learner Dialogues in Educational Robotics
[NO] 1238/1986 | Smart Artificial Neural Network Model With an Optimization Strategy for State of Charge Estimation of Lithium-Ion Battery Packs in Electric Vehicles
[NO] 1239/1986 | A Human-Centric Framework for SRK-Aligned Haptic Interaction in VR-Based Immersive Engineering Learning Environments
[NO] 1240/1986 | WIP: Psychological Traits Versus Cognitive Abilities as Predictors of Executive Business Education for Engineers
[NO] 1241/1986 | SH-Imputer: Spatiotemporal Data Imputation under Sparse Historical Data for Sparse Sensing
[NO] 1242/1986 | AdaDPN: Adaptive Dual-Path Decomposition Network with Patch-Aware Encoding for Short-Term Urban Traffic Flow Forecasting
[NO] 1243/1986 | A Synergistic Hybrid Metaheuristic Paradigm for Operationally Diverse and Large-Scale Multi-Dimensional Vehicle Routing
[NO] 1244/1986 | DeWater: Towards Efficient Underwater Communication via Fine-tuned Learning-enhanced Demodulation
[NO] 1245/1986 | Overview of Optimal Resource Allocation in Computing Networks-Optimal Resource Allocation in Computing Networks
[NO] 1246/1986 | Exploratory Study of CPU–GPU Frequency Interactions and Throughput Stability in GPU-Accelerated 5G O-RAN
[NO] 1247/1986 | Enhance Performance Tuning via LLM-guided Search Templates
[NO] 1248/1986 | Estimating the Sample Size Required to Minimize Model Uncertainty Across Different Risk Profiles
[NO] 1249/1986 | The Due Process Deficit: Auditing AI Governance in U.S. Higher Education
[NO] 1250/1986 | Exploring the Applicability of Automated Child Speech Assessment Using Model-generated Indicators Referring to Normative Patterns_supp1-3707593.pdf
[NO] 1251/1986 | A Novel Quasi-Soft Commutation Strategy for Modular Commutated Converter with High Short-Term Overload Capability
[NO] 1252/1986 | Microheater Overhead Phase-Change Material RF Switch
[NO] 1253/1986 | Adaptive Fusion of CNN-Transformer for Superpixel Segmentation
[NO] 1254/1986 | Multilingual Plagiarism Detection Using GNNs and Syntax-Semantic Knowledge Graphs
[NO] 1255/1986 | Beyond Static Fusion: Instance-Adaptive Confidence Reallocation for Multimodal Emotion Recognition
[NO] 1256/1986 | Optimal 3-D Coverage-based Cooperative Guidance for Intercepting a Highly Maneuvering Target
[NO] 1257/1986 | Sensitive Islanding Identification of Local Energy Networks Integrated by DERs Based on Mutual Information Theorem
[NO] 1258/1986 | Efficient and Fair Legal Judgment Classification via Personalized GraphRank Summarization and Class-Balanced Learning
[NO] 1259/1986 | Digital Transformation within European Construction Innovation Value Chains through a Clustering Service Platform
[NO] 1260/1986 | Imperfect CSI Phase-Based Environment-Irrelevant RF Fingerprint Extraction for OFDM Systems
[NO] 1261/1986 | Reinforcement Learning-Based Fixed-Time Convergent Guidance Law Against Endo-Atmospheric High-Speed Highly-Maneuvering Targets
[NO] 1262/1986 | Wireless Federated Learning via Intelligent Reflecting Surface: A Dynamic Beamforming and Scheduling Framework
[NO] 1263/1986 | Performance Analysis of UAV-Assisted Holographic Data and Energy Transfer With Finite Blocklength
[NO] 1264/1986 | Kernel-based Online Learning for PMSMs Safe Control with Partial Observation
[NO] 1265/1986 | EDUCON 2026 Placeholder PDF
[NO] 1266/1986 | Pareto-Optimal Beamforming Design for RSMA-RHS-Aided ISAC System with Imperfect CSI
[NO] 1267/1986 | Three-Layer V2X Fusion with PC5/Uu Dual-Interface Routing for Real-Time Cooperative Perception in Autonomous Driving
[NO] 1268/1986 | Copyright Page
[NO] 1269/1986 | Human oversight of agentic systems in practice: Examining the oversight work, challenges, and heuristics of developers using software agents
[NO] 1270/1986 | Device-Centric ISAC for Exposure Control via Opportunistic Virtual Aperture Sensing
[NO] 1271/1986 | A Geometric Algebra-informed NeRF Framework for Generalizable Wireless Channel Prediction
[NO] 1272/1986 | Discrete Mode Decomposition Meets Shapley Value: Robust Signal Prediction in Tactile Internet
[NO] 1273/1986 | A DEA-Based Framework for Measuring the Efficiency of Human-Centered Engineering Education in the Epoch of Trustworthy AI
[NO] 1274/1986 | FedLECC: Cluster- and Loss-Guided Client Selection for Federated Learning under Non-IID Data
[NO] 1275/1986 | Investigation of High-Order Electrical Circuits as Boundary Value Problems
[NO] 1276/1986 | Infinite Dungeon Generation Constrained by Sketches using Growing Graph Wave Function Collapse
[NO] 1277/1986 | Enhancing Control System Learning with an Interactive Stability Web-Based Tool
[NO] 1278/1986 | Building Future-Ready Graduates through Application of Theoretical Knowledge Meta-competence
[NO] 1279/1986 | Continuous Knee Angle Prediction Using an sEMG-Based BiLSTM_TPA Model
[NO] 1280/1986 | LabelFormer: A Query-based Transformer with Multi-Scale Fusion for Multi-Label Classification
[NO] 1281/1986 | Eth2.0-NA: Modeling Message Propagation to Optimize Mesh Size in Ethereum 2.0 Network
[NO] 1282/1986 | Machine Learning-Based Intelligent Fault Diagnosis for Gearbox Systems Using CEEMDAN Permutation Entropy and SSA-SVM
[NO] 1283/1986 | A Topical Guide Objective Pedagogical Approach to Strengthen Student Learning in Electronic Circuits
[NO] 1284/1986 | AICoDE: AI Competence Development in Engineering Education
[NO] 1285/1986 | ACDZero: Graph-Embedding-Based Tree Search for Mastering Automated Cyber Defense
[NO] 1286/1986 | A Data-Driven Acoustic Parameter Extraction Framework for Stylistic AI Anchor Synthesis
[NO] 1287/1986 | Modelling and Validation of Harmonic Characteristics in Electric Vehicles (EV) Charging Stations Using Real Data from Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA)
[NO] 1288/1986 | Schwarz Information Criterion Aided MAB for Resource Allocation in Dynamic LoRa System
[NO] 1289/1986 | Research on Energy-Saving Optimization of HVAC System Based on Multi-Strategy Improved Grey Wolf Optimizer
[NO] 1290/1986 | LLM-FPR: Large Language Model-based False Positive Reduction Framework for Network Intrusion Detection
