[2026-04-23 10:22:15] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-22
正在获取论文...
[arXiv] 2026-04-22 | From Scene to Object: Text-Guided Dual-Gaze Prediction
[NO] 1264/1588 | Event camera-based digital autoradiography for detection of alpha and beta particle emissions
[NO] 1265/1588 | Hybrid Rate-Splitting and Sparse Code Multiple Access (RS-SCMA): Design and Performance
[NO] 1266/1588 | Near-Real-Time Multi-Parametric Quantitative MRI using Parallel Non-Cartesian 6D Spatial-Temporal Dictionary Learning Neural Networks_supp2-3685550.mp4
[NO] 1267/1588 | Contrastive Feature Reasoning for EEG Classification in Asynchronous BCI-Controlled Humanoid Robot_supp2-3678704.mp4
[NO] 1268/1588 | FineCL: Exemplar-free Continual Learning for Fine-grained Remote Sensing Panoptic Segmentation
[NO] 1269/1588 | IDEA: Automated Design Space Exploration for Visualization Design_supp1-3684920.pdf
[NO] 1270/1588 | A Voltage-Source-Charging Series-Capacitor Boost Converter With Automatic Current Balancing, Constant and Low Voltage Stress Within Full Duty-Cycle Range
[NO] 1271/1588 | SANR: Scene-Aware Neural Representation for Light Field Image Compression with Rate-Distortion Optimization
[NO] 1272/1588 | Design of Synaptic Interconnection of a Sensory LIF Neuron in CMOS for High-Speed In-sensor Neuromorphic Systems
[NO] 1273/1588 | Online Learning-based Task Offloading for Energy-Efficient Edge Vision Analytics under Latency Constraints in Indoor WLANs
[NO] 1274/1588 | i3DV: Intelligent 3D Volumetric Video Coding Standard and Platform
[NO] 1275/1588 | Toward Battery-Free Airflow Monitoring: Groove Enhanced Piezoelectric Wind Energy Harvester for Underground Mines
[NO] 1276/1588 | Autism Action Dataset (AAD): A Comprehensive Video Benchmark for ASD Behavior Recognition Using Deep Learning
[NO] 1277/1588 | An Analytical-Computational Framework for Electromagnetic Scattering by A Buried Anisotropic Gyrotropic-Coated Conducting Sphere
[NO] 1278/1588 | IR-SPC:Image Restoration with Starting Point Controlled Diffusion Model
[NO] 1279/1588 | Weight-sharing trust and wooden floors: Identifying moderating factors in physically integrated dance
[NO] 1280/1588 | Digital Queens: A case study on cloth simulation motion capture and XR technologies for addressing costume-choreography challenges
[NO] 1281/1588 | Streaming Open Sound Control data from a commercially available IMU suit in real time for performative sonic arts projects
[NO] 1282/1588 | <i>MGIDS</i>
                    : A Graph-based Intrusion Detection System for MQTT-based IoT Networks
[NO] 1283/1588 | Research on the Operational Efficiency of “Double High” Institutions in the Beijing-Tianjin-Hebei Region Based on an Integrated AHP/DEA-AR Computational Intelligence Model
[NO] 1284/1588 | Impact of Prompt Strategies on Large Language Models' Translation Quality: An Empirical Analysis of ChatGPT's Performance Across Text Types
[NO] 1285/1588 | Optimizing Vocational English Writing Teaching with Computer-Assisted Feedback: A Big Data Platform Approach
[NO] 1286/1588 | A Hybrid Controller for Constant Current and Constant Voltage Mode in a Single-Stage Power Factor Corrected Wireless Power Transfer Converter
[NO] 1287/1588 | Seed-Layer-Free Electroplated Copper Metallization of SHJ Cells Enabled by Chemical Modification of Transparent Conductive Oxides
[NO] 1288/1588 | Self-derived Motion Features from sEMG for Inferring 3D Forearm Trajectories
[NO] 1289/1588 | Single-Unit 3-Bit and 4-Bit Reflection-Type Phase Shifters With Flat Phase Responses
[NO] 1290/1588 | Improved Prenatal Cardiac Anomaly Detection Using Enhanced Vision Transformer
[NO] 1291/1588 | Modelling and Control of a 225 KW Grid-Interactive Bidirectional Fast DC Charger for Electric Vehicles
[NO] 1292/1588 | TriFuse-Net: A Tri-Branch PET/CT Fusion Pyramid Network Enhanced by Lesion-Guided Structural-Metabolic Attention for Lung Cancer Diagnosis and Prognosis
[NO] 1293/1588 | Table of Contents
[NO] 1294/1588 | Table of Contents
[NO] 1295/1588 | Unified LoRA-Fine-Tuned LLM Framework for Interpretable Ship-to-Shore End-to-End Communication Latency Prediction in Inland Waterways
[NO] 1296/1588 | A Micromanipulation System for Spatial Single-Cell Isolation Using a 5-DoF Configuration-Adaptive Remote-Center-of-Motion Mechanism_supp3-3682556.mp4
[NO] 1297/1588 | Illuminating Emotions: Evaluating the Emotional Impact of Lighting on Animated Characters in Animation and Video Games through Motion Capture
[NO] 1298/1588 | A Study on Sentencing for Intentional Injury Based on Feature Equity Algorithms
[NO] 1299/1588 | The Design and Teaching Application of the Comprehensive Experimental Platform for Modular Embedded Intelligent Vehicles
[NO] 1300/1588 | Benchmarking Transformer Architectures for Speech Emotion Recognition
[NO] 1301/1588 | Application Status and Improvement Suggestions for GenAI in China's Education Sector
[NO] 1302/1588 | A project-based and AI-enhanced teaching framework for interaction design in digital media art education
[NO] 1303/1588 | Reshaping the Educational Ecology: A Vision for Future Intelligent Education Led by Robotics
[NO] 1304/1588 | Research on the Intelligent Model of Ideological and Political Teaching in Colleges and Universities Based on Artificial Intelligence
[NO] 1305/1588 | Fine-Grained Knowledge Concept Recommendation With Noise-Augmented Graph Contrastive Learning
[NO] 1306/1588 | Diff-IR: A Non-Autoregressive End-to-End Framework for Generative Image Retrieval Via Diffusion Models
[NO] 1307/1588 | Optimal Energy Shaping and Force Amplification Framework for Task-Agnostic, Biomimetic Ankle Exoskeletons
[NO] 1308/1588 | Systematic Abductive Reasoning via Diverse Relation Representations in Vector-Symbolic Architecture
[NO] 1309/1588 | Automatic Modulation Classification for Composite Radar Signals using Enhanced Time-Frequency Image Processing
[NO] 1310/1588 | LRIG: A GAN-Based Lunar Rock Integrated Generator for Enhanced Robotic Autonomous Navigation
[NO] 1311/1588 | Greenland Ice Mass Change: Identifying the Drivers Behind the Recent Deceleration in Ice Mass Loss
[NO] 1312/1588 | Traffic Flow Prediction in Intelligent Transportation Systems Using LSTM with Attention Mechanism
[NO] 1313/1588 | From the Editor
[NO] 1314/1588 | Reinforcement Learning with Musculoskeletal Models to Study Fatigue Effects on Human Muscle Synergies
[NO] 1315/1588 | Dynamic Abstract Avatars Impact Dancers' Sense of Embodiment and Movement Choices
[NO] 1316/1588 | Design and Application of an Aesthetic Education Course Resource Sharing Platform Based on Network Information Technology
[NO] 1317/1588 | Path Design and Quality Assurance of Computational Integration: Based on the Research of Intelligent Control across Educational Disciplines
[NO] 1318/1588 | Multi-Stakeholder Survey-Driven Machine Learning for Multi-Dimensional Evaluation of Industry-Education Integration in Intelligent Manufacturing Education
[NO] 1319/1588 | Transformer-Based Sequential Modeling Framework for Personalized Learning Trajectory Analysis
[NO] 1320/1588 | Edge Inference for Large Language Models with Pipeline Parallelism and Batching
[NO] 1321/1588 | Model-based Tensor Decompositions for Geophysical Parameter Retrieval from Multidimensional SAR Data
[NO] 1322/1588 | SCGNet: Semantic Correlation Guided Network for Remote Sensing Semantic Change Detection
[NO] 1323/1588 | Propeller-based Handheld Force-feedback Device for Navigation
[NO] 1324/1588 | Large LEO Satellite Constellation Design: A Scale and Performance Tradeoff Scheme
[NO] 1325/1588 | AEM-KD: Adversarial Entropy Minimization for Cross-Modality Knowledge Distillation in SAR Building Segmentation
[NO] 1326/1588 | Point-TreeNet: A Lightweight Prototype-Based LiDAR Point Cloud Classification Network for Tree Species under Few-Shot Scenarios
[NO] 1327/1588 | 2026 Innovations in Machine, Engineering, and Digital Conference (IMED)
[NO] 1328/1588 | RSSD-Based Underwater Node Localization with EM-Driven NLOS Identification and Adaptive Weighted Loss Modeling
[NO] 1329/1588 | AISPO: Enhancing Depth Reliability for Robotic Manipulation of Non-Lambertian Objects via Affine-Invariant Shape Prior
[NO] 1330/1588 | Online Learning-Enhanced High Order Adaptive Safety Control
[NO] 1331/1588 | Covert ISAC with SIMs: A Deep Reinforcement Learning Approach Empowered by Generative Diffusion Model
[NO] 1332/1588 | A Micromanipulation System for Spatial Single-Cell Isolation Using a 5-DoF Configuration-Adaptive Remote-Center-of-Motion Mechanism_supp2-3682556.mp4
[NO] 1333/1588 | Advanced Battery State Monitoring in Electric Vehicles: A Comprehensive Review of Spatiotemporal Dynamics and Federated Learning Approaches
[NO] 1334/1588 | Adaptive Event-Triggered Control for Limited-Time Bipartite Synchronization of T-S Fuzzy Memristive Neural Networks and Applications for PCMS
[NO] 1335/1588 | EDIL: An End-to-End Decoupled Imitation Learning Method for Stable Long-Horizon Bimanual Manipulation
[NO] 1336/1588 | Optimizing Participant Allocation for Multicontest Success: A Heterogeneous Temporal Graph Learning Approach
[NO] 1337/1588 | Compact SiN Cascaded Couplers Chip based Three-Axis Multiplexing Fiber Optic Gyroscope
[NO] 1338/1588 | Provisioning End-to-End Network Slices Using Hypergraphs
[NO] 1339/1588 | Stories from China: Recent Progress on the Safety of Traction Power Supply of Electrified Railways in China
[NO] 1340/1588 | Pedagogical Implications for ESP: An NLP-Based and Algorithmic Analysis of Collocations in Agricultural Journal Introductions
[NO] 1341/1588 | Valuation of the Allocation Efficiency of Higher Education Investment Resources
[NO] 1342/1588 | A LSTM-based Evaluation Model for intelligent educational literacy for Pre-service Teachers from the Perspective of Educational Metaverse and GAI
[NO] 1343/1588 | Mining Critical Factors for K12 Curriculum Planning based on Deep Neural Network
[NO] 1344/1588 | A new evaluation system of CIPP's “classified training, application guidance and whole-process education” for undergraduate English teaching
[NO] 1345/1588 | Enhancing Learning Engagement in Blended Learning: A K-Means Algorithm-Based Model for the 'Floriculture Techniques' Course
[NO] 1346/1588 | From Theoretical Foundations to AI Frontiers: International Landscape, Knowledge Restructuring and Dynamic Evolution of Self-Regulated Learning Research in Higher Education
[NO] 1347/1588 | Application of Big Data in the Design of Simulation Linux Teaching System
[NO] 1348/1588 | Design and Implementation of a Formative Assessment System for Vocational College Teachers' Competencies in a Microservices Architecture
[NO] 1349/1588 | Intelligent Classroom Student Behavior Recognition Based on Enhanced YOLOv8
[NO] 1350/1588 | 3D FDTD Optimization for Rectangular Waveguide via the Aligned Runtime Yield Accelerator (ARYA) Framework Based on Dimensional Linear Indexing (DLI)
[NO] 1351/1588 | Rotating Vector Amplitude and Frequency-Based PWM Internal Voltage Modeling Method for Time-Varying Amplitude-Frequency Modulation Signal
[NO] 1352/1588 | Adaptive Pump Fault Detection for Vanadium Redox Flow Batteries Based on CNN-BiGRU and Transfer Learning
[NO] 1353/1588 | SRDiff: A Cross-Modal Diffusion Model for Satellite-to-Radar Translation in Precipitation Nowcasting
[NO] 1354/1588 | Water Depth Inversion by Fusion of Active and Passive Remote Sensing Imagery with Waves under the Super Learner-Neural ODE Framework
[NO] 1355/1588 | PrONe-RS: A Graph-Isomorphic Pruning with Pareto-Driven Optimization Framework for Network Sizing in Remote Sensing LULC Applications
[NO] 1356/1588 | Stochastic Damping Control Strategy for Wind Power Grid-Connected Systems Based on Itô-Moment Optimization
[NO] 1357/1588 | ADAPT: Advanced Differential and Agile Parallel Transmission Mechanism for High-Performance Humanoid Robots
[NO] 1358/1588 | Digital Immune Systems for Civil Infrastructure
[NO] 1359/1588 | IoT-Enabled PCF-SPR Glucose Sensor with MLP-Based Performance Prediction
[NO] 1360/1588 | Thematic Analysis of Higher Education Disciplinary Structures Based on the LDA Model
[NO] 1361/1588 | Educational Big Data Empowering Classroom Teaching Reform in Higher Education
[NO] 1362/1588 | Digital Engagement with Art Toys and Mental Health Exploring Non-traditional Healing Mechanisms through Structural Equation Modeling
[NO] 1363/1588 | The Study on the Deconstruction and Enhancement Path of College Students' Applied Writing Competence Based on AI-Driven Precise Feedback
[NO] 1364/1588 | Fusing Time and Distribution Domains: A Feature-Interaction Network for Jitter Component Analysis
[NO] 1365/1588 | Temperature and Contamination Influence in Frequency Response Analysis for Condition Monitoring of Transformer Oil
[NO] 1366/1588 | Artificial Intelligence Empowering Teaching Quality and Evaluation: Framework Construction, Practice Paths and Ethical Considerations
[NO] 1367/1588 | Modeling International Chinese Language Teachers' AI Anxiety: A PLS-SEM Based Computational Study
[NO] 1368/1588 | Spike-EVPR: Deep Spiking Residual Networks With SNN-Tailored Representations for Event-Based Visual Place Recognition
[NO] 1369/1588 | Towards Efficient LUT-based PIM: A Scalable and Low-Power Approach for Modern Workloads
[NO] 1370/1588 | Sparse Millimeter Wave Channel Estimation Under Partially Coherent Phase Noise
[NO] 1371/1588 | Consistency-Aware Local Path Planning for Maritime Autonomous Surface Ships Under Perception Uncertainty: A Field-Validated Framework
[NO] 1372/1588 | A Hierarchical Path Planning Framework for Large-Scale Sparse Environments: Layered Grid Refinement and Bidirectional Shortcuts with Application to Offshore Wind Farm Inspection
[NO] 1373/1588 | Comparison of Axial Flux Stator Structures Prepared by Additive Manufacturing Material and Soft Magnetic Composite
[NO] 1374/1588 | Information-Energy Capacity Region for SLIPT Systems over Lognormal Fading Channels: A Theoretical and Learning-Based Analysis
[NO] 1375/1588 | Advertisement
[NO] 1376/1588 | Effect of Praseodymium Addition on Magnetostriction of Fe–Al Alloys
[NO] 1377/1588 | Author's Guide for IEEE Electrical Insulation Magazine Technical Articles
