[2026-09-24 23:37:03] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-23
正在获取论文...
[arXiv] 2026-09-23 | Bergman barycentric extensions of boundary homeomorphisms of the complex ball
[NO] 1601/2000 | Aperiodically Intermittent Event-Based Fixed-Time Consensus for 2-DOF Helicopter Systems under Mixed Attacks with Stochastic Topology
[NO] 1602/2000 | Grid-Aware Hierarchical MPC Framework for Colocated Electric Vehicle Charging Stations Coordination
[NO] 1603/2000 | A Resilience Enhancement Method for Distribution Networks Based on Preventive-Corrective Coordinated Control
[NO] 1604/2000 | Wireless Battery-Free RF Electronic Skin for Robotic Grasping: From Proximity Sensing to Tactile Feedback_supp1-3731258.docx
[NO] 1605/2000 | General Multi-Phase Element-Based Load Flow for AC–DC Power Systems
[NO] 1606/2000 | Decentralized Attack-Resilient CLF-Based Control of Nonlinear DC Microgrids under FDI Attacks
[NO] 1607/2000 | Impacts of Minimum Technical Requirements and IBR Control Strategies on Power System Performance: A WECC 240-bus Case Study
[NO] 1608/2000 | Beyond Lithium-ion Battery Energy Storage Systems: Technology Testing and Evaluation at SCE
[NO] 1609/2000 | Optimal Routing for Peer-to-Peer Energy Trading via Total Unimodularity Lagrangian Heuristic
[NO] 1610/2000 | Phasor-Domain MMC Blocking Behavior Modeling
[NO] 1611/2000 | Towards a DER-Centered Resilient Power System: Testbed Design and Grid Diagnosis
[NO] 1612/2000 | MiTHras: Task-specific Hierarchical Semi-supervised Contrastive Masked Autoencoder for Mitotic Figure Analysis_supp1-3736928.pdf
[NO] 1613/2000 | SparseFusion: Efficient Sparse Multi-Modal Fusion Framework for Long-Range 3D Perception
[NO] 1614/2000 | Synchro-Waveform State Estimation: Formulation, Closed-Form Solution, and Robustness
[NO] 1615/2000 | Transient Stability Analysis of Mixed GFM-GFL Inverter System Based on Contraction Theory
[NO] 1616/2000 | Integrated Magneto Drive Unit with Synchronous Reluctance Motor
[NO] 1617/2000 | Explainable Video Anomaly Detection Using Video Masked Autoencoders and Convolutional LSTM
[NO] 1618/2000 | Battery Operation Informed Temperature Prediction for Cooling-Aware Microgrid Day-Ahead Scheduling
[NO] 1619/2000 | Unified Framework for Stability Analysis and Controller Design for Multi-Converter MVDC Grids
[NO] 1620/2000 | Quantum-Seeded Blockchain Consensus for Secure P2P Energy Trading
[NO] 1621/2000 | Frequency-Dependent Coupling and Interaction Suppression of GFM and GFL Inverters
[NO] 1622/2000 | Label-aware Gaussian Splatting for Medical Volume Visualization in Mixed Reality_supp1-3736595.mp4
[NO] 1623/2000 | Coordinated Power Control for Autonomous Power Balancing of Offshore Wind-Hydrogen Systems
[NO] 1624/2000 | MRCSPA: A Modular Reconfiguration Soft Pneumatic Actuator
[NO] 1625/2000 | Instability Risk of Distributed Energy Resources (DERs) in Weak Distribution Networks: Impact of Anti-Islanding Schemes
[NO] 1626/2000 | Real-World Implementation of Adaptive Secondary Proportional Power Sharing in the Industry-Grade CMR Microgrid: A Case Study
[NO] 1627/2000 | A calculation method for flexible resource baseline power based on Nash Bargaining Game
[NO] 1628/2000 | Short Minimal Codes, Their Simplex Complementary Codes and Related Binary Self-Orthogonal Codes
[NO] 1629/2000 | What If We Work Together? Fostering Reflections on Designer Inclusion in Open Source Software Through Speculative Design
[NO] 1630/2000 | Artful Reconfiguration: Decoupling Novelty and Design in a Computer-Saturated World
[NO] 1631/2000 | Centering Knowledge Along the Responsible LLM Supply Chain: An Empirical Study &amp; Multi-Stakeholder Taxonomy
[NO] 1632/2000 | [1988] Proceedings. Computer Networking Symposium
[NO] 1633/2000 | Occupational Diversity and Stratification in Platform Work: A Longitudinal Study of Online Freelancers
[NO] 1634/2000 | Retraction Notice: An analysis of head pose variation detection and recognition in human faces
[NO] 1635/2000 | I'm In If You're In: Action Escrows as a Design Pattern to Achieve Social Change in Online Communities
[NO] 1636/2000 | Review for "Geometry-Driven Analysis of Sea-Surface Signatures in Monostatic and Long-Baseline Along-Track Bistatic SAR Configurations: Insights from the PLT-1 Mission"
[NO] 1637/2000 | A Method of Timeliness Evaluation and Optimization Design for Emergency Operations
[NO] 1638/2000 | Joint Optimization of AGV Scheduling and Imperfect Preventive Maintenance in Matrix Manufacturing Systems
[NO] 1639/2000 | CAFIM-BR MAMBABCD: Enhancing Binary Remote Sensing Change Detection with Cross-Temporal Interaction and Boundary Refinement
[NO] 1640/2000 | Exploring Typical Issues in Application of Fault Tree Analysis to Airborne Systems Safety Assessment
[NO] 1641/2000 | An Improved A* Algorithm Combining Two-Layer Neighborhood and Hierarchical Heuristic Strategy
[NO] 1642/2000 | A Review of Feature-Level Fusion Methods for Indoor Environment Recognition
[NO] 1643/2000 | A Temporal Graph Neural Network for Lithium-Ion Battery State-of-Health Estimation
[NO] 1644/2000 | Model and Practical Application for Evaluating the Quality of Artificial Intelligence Datasets
[NO] 1645/2000 | Online Response-Time Analysis for Early Detection of Deadline Violations in 5G NR Applications
[NO] 1646/2000 | MGSC-Net: Multi-Semantic Guided Spatial-Frequency Collaborative Network for UAV-Based Infrared and Visible Image Fusion
[NO] 1647/2000 | Effect of excitation parameters on the relationship between domain wall velocity and MBN in grain-oriented silicon steel
[NO] 1648/2000 | Are We Really Making Much Progress in Text Classification? a Comparative Review
[NO] 1649/2000 | PLUNet: A Vision Sensor-Driven Plant Lesion Segmentation Network Integrating Global Context and Boundary-Ambiguity Refinement
[NO] 1650/2000 | A New Curriculum-Enhanced Replay Balancing Framework for Cooperative Multi-AUV Target Collection in Sparse-Reward Underwater Environments
[NO] 1651/2000 | Prism-SQA: An Interpretable and Adaptable Neural Framework for Surface Electromyography Quality Assessment
[NO] 1652/2000 | Socially-Aware Intention Prediction for Vulnerable Road Users via Future Posture Generation in Urban Traffic Systems
[NO] 1653/2000 | High-Quality Exposure Correction With Diffusion-Based Image Generation Priors
[NO] 1654/2000 | Improving the Accuracy of Volume-Compensation–Based Continuous Blood Pressure Measurement via Windkessel-Guided Multi-Domain Fusion
[NO] 1655/2000 | A MEMS Pd-Ni Hydrogen Sensor with Uniform Closed-Loop Temperature Control for Sub-ppm Detection
[NO] 1656/2000 | FGBP-KD: A Fine-Grained Balanced Perception Knowledge Distillation Method for Power Component Defect Detection
[NO] 1657/2000 | An Efficient Processing Framework for Spaceborne GNSS-R Raw Intermediate-Frequency Data Based on NVSLSM and GPU Parallel Computing and Its Application to Sea Surface Altimetry
[NO] 1658/2000 | Temporal Leakage Compression in Interstage-Overlapped NTT Accelerators: A Stage-Aware Analysis and Mitigation
[NO] 1659/2000 | Optimal Valley-Filling Utilizing Water-Filling Algorithm
[NO] 1660/2000 | Physics Guided Reinforcement Learning for Voltage-Aware EV Charging Coordination with PV and V2G Interaction
[NO] 1661/2000 | Security-Constrained Transmission Outage Scheduling and Feasibility Assessment
[NO] 1662/2000 | Silicon Photonics and Rack Scale: Matchmaking Made by AI
[NO] 1663/2000 | Enhancing Distribution Network Resilience: A Hierarchical Collaborative Optimization Method Considering Steel Plant Demand Response and SOP
[NO] 1664/2000 | Multiwinding High-Frequency Current Transformer for Power Cable Monitoring
[NO] 1665/2000 | Integrated Wildfire Impact Modeling on Urban-Suburban Distribution System Resilience
[NO] 1666/2000 | Transient Stability Analysis of a Hybrid Offshore Wind Farm Connected to a Hybrid HVDC Link with a Supercapacitor-based Energy Storage System and a High Temperature Superconducting Coil
[NO] 1667/2000 | Dynamic-Confidence-Level Chance-Constrained Voltage Control of Active Distribution Networks
[NO] 1668/2000 | Electricity-Cost-Aware Scheduling of CPU-Intensive Tasks in Data Centers
[NO] 1669/2000 | A Room-Temperature Quantum-Secured ROCOF for Enhancing Grid Reliability
[NO] 1670/2000 | Maximum Correntropy Kalman Filter-Based Robust Model-Free Adaptive Control for MIMO Nonlinear Systems Under Non-Gaussian Noise
[NO] 1671/2000 | BiV-ICL: Bilateral Visual In-Context Learning for Enhancing Semi-Supervised Medical Image Segmentation
[NO] 1672/2000 | Communication-Lightweight Cooperative Energy Management of Networked Multienergy Microgrids
[NO] 1673/2000 | Decision-Aware Joint Blockage Prediction and Proactive Beamforming for Dynamic mmWave Networks
[NO] 1674/2000 | Multimodal Enhancement and Transformation Alignment of Spatial, Visual, and Semantic Cues for 3D Pose Estimation
[NO] 1675/2000 | A Fully Integrated GMR Biosensor ASIC With On-Chip Coils and an Ultra-Low-Mismatch Sensor Array for Point-of-Care Diagnostics
[NO] 1676/2000 | Side-Polished Seven-Core Fiber MZI for High-Sensitivity Intensity- and Wavelength-Based Directional Curvature Sensing
[NO] 1677/2000 | Pre-flight CoM Offset Identification and Compensation for Stable Multirotor Take-off
[NO] 1678/2000 | Dual-Flexible Prescribed Performance Boundary-Guided Reinforcement Learning Control for Nonlinear Coupled Constrained Systems
[NO] 1679/2000 | Quantum Representation Learning for Reinforcement Learning in Robot Navigation
[NO] 1680/2000 | Sparse Activation for Sustainable Cell-Free Massive MIMO Networks: Less is More
[NO] 1681/2000 | PhysDiff: Physics-Guided Bidirectional State Space Diffusion Model for Efficient Trajectory Anomaly Detection
[NO] 1682/2000 | YOLOv12-ECDR: A Compact YOLO-Based Detector for Flame and Smoke Detection in Forest Fire Images
[NO] 1683/2000 | On the Estimation of Object Inertial Parameters Through Optimal Motion Patterns
[NO] 1684/2000 | Robust Radar HRRP Recognition under Non-uniform Jamming via a Frequency Attention and Reconstruction Fusion Network
[NO] 1685/2000 | Dual-ModeConduction in Silicon Transistors on Bulk Substrates: Feedback and Thyristor Mechanisms
[NO] 1686/2000 | Experimental Study on Collusion Impersonation Attack against Channel-Robust RFF Identification System
[NO] 1687/2000 | Trinket Exercises for In-Class Active Learning in Intro Programming Classes
[NO] 1688/2000 | An Explainable Boosting Guided Method for Gene Expression Programming in Satellite Cooperative Tracking Scheduling
[NO] 1689/2000 | Risk Prioritization Model for FMEA Based on Grey Relational Projection Using Pignistic Probability Transformation Divergence and W Entropy
[NO] 1690/2000 | Retraction Notice: An Automatic Localization of Microaneurysms in Retinal Fundus Images
[NO] 1691/2000 | The Work of Infrastructure: A Systematic Literature Review of CSCW Scholarship on Infrastructure, 2010-2025
[NO] 1692/2000 | Cover Page
[NO] 1693/2000 | Situated Practice Systems: A Computational System for Supporting the Coaching and Practice of Regulation Skills for Innovation Work
[NO] 1694/2000 | Retraction Notice: An Adaptive Deep Learning Technique for Breast Cancer Diagnosis Based on Dataset
[NO] 1695/2000 | Understanding or Imitation? Auditing Conceptual Understanding and Reasoning in Large Language Models
[NO] 1696/2000 | Lightweight Hierarchical Multimodal AI for Satellite-Edge Earth Observation: A Wildfire Detection Use Case
[NO] 1697/2000 | FIXEIN: A Wearable and Modular Eye Tracking System Based-on ROM and PETA for Real-time and Accurate Gaze Data
[NO] 1698/2000 | Challenging F1 Drivers in Physical Race Cars with Human-Inspired Online Learning
[NO] 1699/2000 | Self-Organizing Physics-Informed Model Predictive Control for Wastewater Treatment Systems With Carbon Emission Constraints
[NO] 1700/2000 | A Grounded-Slab Green-Kernel DGFM for Fast Analysis of Finite Microstrip Antenna Arrays
[NO] 1701/2000 | A Unified Error Model and Parametric Analysis of Information Anisotropy for Bearing-Only Localization
[NO] 1702/2000 | A Multi-Scale Active Multi-Agent Reinforcement Learning Model for Intelligent Bearing Fault Detection with Limited Samples
[NO] 1703/2000 | Dual-Mode Flexible Terahertz Metasurface Immunosensor for Sensitive Detection of Insulin_supp1-3730976.doc
[NO] 1704/2000 | SASU: Sensitivity-Aware Sparse Adapter Updates for Privacy-Preserving LLM-Based Recommendation in AIoT
[NO] 1705/2000 | eSPADE-XR: Static–Runtime Cross-Verification of XR Permission Evidence in Android XR
[NO] 1706/2000 | RA-Loc: A Real-Time and Accurate Localization Algorithm for Geometrically Constrained Indoor Environments
[NO] 1707/2000 | A Trust-Aware Semantic Communication Framework for Personalized Orthopedic Injury Management in 6G Healthcare Networks
[NO] 1708/2000 | Single-frame corrosion boundary detection based on the logarithmic first-order derivative of pulsed thermography signals
[NO] 1709/2000 | A Fault-Tolerant Batch Signcryption Scheme for Internet of Vehicles with Low-Altitude Applications
[NO] 1710/2000 | Development of Capacitive-based Textile Electrodes for ECG Monitoring
[NO] 1711/2000 | Electromechanical Reliability of Integrated Air-Bridge Anodes for Vacuum Microelectronic Devices
[NO] 1712/2000 | Special Issue on Presentations from the 2026 ZNETUS Workshop
[NO] 1713/2000 | BiT-HLOS: A Hybrid Optimization Algorithm for Resource Deployment and Allocation in SAGIN
[NO] 1714/2000 | Who Owns the Wai (Water)? AI, Power, and the Public Trust
[NO] 1715/2000 | 3DCNN-InvertU-Net: A Non-Contact Continuous Estimation for Aortic Blood Pressure during Cardiopulmonary Resuscitation_supp1-3731717.pdf
[NO] 1716/2000 | An Efficient Post-Quantum Collaborative Encryption Scheme for Mobile Internet Environment
[NO] 1717/2000 | IEEE Computational Intelligence Society Information
[NO] 1718/2000 | MCTC: Multicast Cross-Technology Communication for Wi-Fi to IoT Devices
[NO] 1719/2000 | SPIRE: Privacy-Preserving Semantic Retrieval with Secure IVF and Selective Collaboration
[NO] 1720/2000 | Performance Analysis of RIS-Aided Cell-Free Massive MIMO for Uplink URLLC over Correlated Rician Fading Channels
[NO] 1721/2000 | Non-destructive AI-Based Crack Diagnosis of Surface-Mounted Devices with De-Embedded S-Parameter Patterns
[NO] 1722/2000 | Flexible Multi-Level Optimal Transport for Universal Cross-Tokenizer Knowledge Distillation on LLMs and Beyond_supp1-3728858.pdf
[NO] 1723/2000 | Dictionary-based Pathology Mining with Hard-instance-assisted Classifier Debiasing for Genetic Biomarker Prediction from WSIs
[NO] 1724/2000 | Advancing Forest Fires Classification using Neurochaos Learning
[NO] 1725/2000 | M2GSA: Multi-modal Multi-level Graph-based Structure Alignment for Remote Sensing Image Feature Fusion
[NO] 1726/2000 | Comparative study of low-temperature and room-temperature proton-induced dark current and annealing effects on CMOS image sensors
[NO] 1727/2000 | DU3D: Multi-View Denoising for Unsupervised 3D Instance Segmentation
[NO] 1728/2000 | Ergodic Capacity and Optimal Handover in Satellite Mega-Constellations under Finite Serving Times
[NO] 1729/2000 | A Targeted LLM-Driven Framework for Literature Review: Method Development and Application to Seismic Ambient Noise Studies
[NO] 1730/2000 | SpikeTFNet: A Hybrid Spiking Temporal-Spectral Fusion Network for Cross-Subject SSVEP Decoding
[NO] 1731/2000 | Energy-Delay Tradeoff for Multimodal Task Offloading in Semantic Communication-Enabled Low-Altitude MEC Networks under Jamming
[NO] 1732/2000 | DADO: a LLM-based Distribution-Aligned and Diversity-Optimized Data Generator
[NO] 1733/2000 | Performance Enhancement of a Dual-Faced Open Cubic PV System Using an Integrated Solar Concentrator
