[2026-09-14 23:33:16] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-13
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609130000+TO+202609132359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-13 | AsymFlow: Enabling Long-Context LLM Serving via CPU-GPU Prefill-Decode Disaggregation
[NO] 702/839 | Latent Representation-Driven Lightweight Anomaly Detection for Indoor Inspection Robots
[NO] 703/839 | IEEE App
[NO] 704/839 | A Relaxed Quadratic-Program-based Framework for Trajectory Tracking of Unicycle Robots with Singularity Avoidance
[NO] 705/839 | Experimental Validation of MPC-Based Attitude Control for an Underwater Robot
[NO] 706/839 | Lacofd: A Leakage-Aware Contrastive Few-Shot Intelligent Diagnosis Framework for Cross-Condition Rotating Machinery
[NO] 707/839 | Time-Frequency Analysis for Temperature Measurement and Control in DED-LB/M processes
[NO] 708/839 | Preface
[NO] 709/839 | A Continuum Laparoscopic Robot with Distal Zoom and Orientation Decoupling for Automatic Field-of-View Control
[NO] 710/839 | Research on the Characteristics of User Electricity Consumption Behavior Based on the Analysis of a CNN-BiLSTM-ECA Hybrid Model
[NO] 711/839 | CipherGuard: AI-Driven Ransomware Decryption Tool
[NO] 712/839 | TileSpMM: A Variable-Size Tiled Algorithm for Sparse Matrix-Matrix Multiplication on Tensor Cores
[NO] 713/839 | Towards High-Fidelity yet Low-Overhead Gradient Compression for In-Network Aggregation
[NO] 714/839 | Fine-grained Computation-Communication Overlap via Tile-level Signaling and Scheduling for Mixture-of-Experts
[NO] 715/839 | When appearance meets personality: robot age and individual differences in the evaluation of cheating robots
[NO] 716/839 | Identity in the Loop Cognitive Ergonomics of the Mediated Voice and the Future of Service Work
[NO] 717/839 | Detecting LLM-Assisted Academic Dishonesty Using Keystroke Dynamics
[NO] 718/839 | Smart City Communication
[NO] 719/839 | Seeing Is Doing: How Visual Hierarchy and CTA Design Lift Online Campaign Response
[NO] 720/839 | Micro-UAV Cross-View Geolocalization With Dynamic Interference
[NO] 721/839 | AI-Driven Sustainable EV Infrastructure Planning Using Geopolymer Concrete: A Review Framework for Smart Cities
[NO] 722/839 | Buried Interface Engineering via Modified Self-Assembled Molecules for High-Performance Inverted Perovskite Solar Cells
[NO] 723/839 | A Systematic Study of Head Pose Representations and Fusion Strategies for Word-Level Visual Speech Recognition
[NO] 724/839 | Risk-Informed Multi-Agent Reinforcement Learning for Embedded Systems on Resource-Constrained Hardware
[NO] 725/839 | Virtual Force-Based Routing of Modular Agents on a Graph
[NO] 726/839 | Experimental Evaluation of a Compact Hybrid Cooling Greenhouse for Controlled Agriculture in Oman's Summer Climate
[NO] 727/839 | Adaptive Control of Floating Offshore Wind Turbines with Time-Varying Frequency Waves
[NO] 728/839 | Design and Performance Analysis of a Trimaran Unmanned Surface Feeding Robot for High-Level Pond Aquaculture
[NO] 729/839 | Study on the Influence of Proximity Effect on the Error of Capacitive Voltage Divider-Type EVT for Primary and Secondary Integrated Equipment
[NO] 730/839 | Trustworthy LLMS in Healthcare: A Survey of Graph RAG, Neurosymbolic Integration, and Explainability by Design
[NO] 731/839 | Intelligent Promotional Message Throttling in 5G Networks Using NWDAF
[NO] 732/839 | Defending Against Periodic Jamming: A Routing Protocol for UAV Networks with Neighborhood Collaboration
[NO] 733/839 | McZero: Memory-Controller-Supported Page Zeroing with LPDDR6 Metadata
[NO] 734/839 | ATLAS: Enabling an Asynchronous State-Aware Pipeline for Efficient Training of Temporal Graph Neural Networks
[NO] 735/839 | MillionQAOA: A Dividable QAOA Framework for Solving Million-Vertex-Scale Max-Cut Problems
[NO] 736/839 | TileGEMM: Boosting the Performance of GEMM on AMX-Powered CPUs by Exploiting Data Reuse
[NO] 737/839 | Towards a Better Understanding of Connectedness: An Exploratory Study of Items on the Work Desk
[NO] 738/839 | Design through counterfactual theatre: an embodied simulation method for designing digital social touch
[NO] 739/839 | Development of a Low-Cost Cyber Glove Interface for Controlling a 3D-Printed Robotic Arm
[NO] 740/839 | Enhancing Safety and Efficiency in Blood Supply Chain Management Through Automation and Real-Time Monitoring
[NO] 741/839 | Design Perspectives on Reconfigurable Low-Power VLSI Architectures for Multimodal Biomedical Image Segmentation
[NO] 742/839 | Fuzzy Logic-Based Model for Quantifying Self- Management Performance of Type 1 Diabetes
[NO] 743/839 | A Hybrid Control Strategy for Permanent Magnet Synchronous Motors Based on H∞ and Inner-loop Control
[NO] 744/839 | Backstepping Time-Gap Control for Platooned Autonomous Vehicles: A Multi-Robot Virtually Decentralized Implementation
[NO] 745/839 | Expert Information Reconstruction-based Policy Learning for Energy Management Strategy in Hybrid Electric Vehicles
[NO] 746/839 | Prediction of Exoskeleton-Induced Upper-Limb Movement Intention from Electromyography Signals Using Convolutional Neural Networks
[NO] 747/839 | Constraint-preserving QAOA for multi-agent task allocation
[NO] 748/839 | Pitot-Aided Attitude and Air Velocity Estimation with Almost Global Asymptotic Stability Guarantees
[NO] 749/839 | Comparative Evaluation of DRL-Based HVAC Controllers for Building Electricity Consumption Optimization
[NO] 750/839 | DreamerNBV: Model-Based Active View Planning for 3D Reconstruction with 3D Gaussian Splatting
[NO] 751/839 | Experimental Realization of ATmega328P-Based Multi-Sensor Data Acquisition and Logging System
[NO] 752/839 | Optimizing Online Food Delivery Capacity Planning Using Simulation-Based Optimization
[NO] 753/839 | Proceedings of the 4th Workshop on eBPF and Kernel Extensions
[NO] 754/839 | Async-Checkpoint: Redesigning Gradient Checkpointing with Asynchronous Execution
[NO] 755/839 | PINCH: Predictive Importance-Sampling-Informed Cache for I/O-Bound DNN Training
[NO] 756/839 | Scaling Synthetic-Image Pre-Training for Federated Fine-Tuning of Large Vision Models
[NO] 757/839 | Embodying Conversational Agents in Paediatric Speech Therapy: A systematic review
[NO] 758/839 | The Generation Effect and AI-Assisted Writing: Towards a Framework of Cognitive Fidelity
[NO] 759/839 | Preventing Context Collapse in Human–AI Knowledge Work Using Checkable Governance
[NO] 760/839 | Personal Research Ontologies for Personal Open Science
[NO] 761/839 | CNN Vision Multi-Modal Perception for Robo-Arm Manipulation in Automotive Repair Tasks
[NO] 762/839 | AI-Powered Adaptive Learning: Investigating Effects on Student Engagement and Academic Outcomes
[NO] 763/839 | Fashion ABSA Analyzing User Generated Comments with Supervised Machine Learning
[NO] 764/839 | Kinesis: A Proposed Sensor Driven System for Longitudinal Neuromotor Function Analysis
[NO] 765/839 | Public Transport for Sustainable Urban Mobility in Oman
[NO] 766/839 | Neuranics Demonstrates MiMiG, the First Wearable Multichannel Magnetic-Sensing Wristband [News From the Industry]
[NO] 767/839 | Trojan Attacks on Neural Network Controllers for Robotic Systems
[NO] 768/839 | CPS-Based Multi-Time Scale Evaluation of Frequency Regulation Performance and Influencing Factors in Provincial Power Grids
[NO] 769/839 | Research Progress on Halide Composite Solid-State Electrolytes: Interface Engineering and Performance Optimization
[NO] 770/839 | Smartkick: An Integrated Artificial Intelligence Framework for Football Injury Risk Prediction and Workload Optimization
[NO] 771/839 | A Hierarchical Nonlinear Predictive Controller for Ramp-rate Mitigation in Hybrid Energy Systems with Solar Photovoltaics
[NO] 772/839 | ICGSP 2026 Author Index
[NO] 773/839 | Lightweight SE-Attention CNN with Multi-Signal STFT Fusion for Fault Diagnosis of Multi-Port MMC Flexible Distribution Transformers
[NO] 774/839 | Cuckoo-GPU: Accelerating Cuckoo Filters on Modern GPUs
[NO] 775/839 | Engineering Predictable Turing Patterns for Spatial Organisation in Swarm Robotics
[NO] 776/839 | IEEE Foundation
[NO] 777/839 | A Digital-Twin-Driven Framework for Traffic and Energy Management Leveraging Generative AI
[NO] 778/839 | An Experimentally Validated Hybrid Control Strategy for Robust Contact Detection and Force Regulation
[NO] 779/839 | Resilient Sliding-Mode Cooperative Adaptive Cruise Control under FDI Attacks and Actuator Faults
[NO] 780/839 | MDA-Tracker: Motion-Direction Aware Cascaded Association for UAV Multiobject Tracking
[NO] 781/839 | Embedded Implementation of Linear Model Predictive Control on Programmable Logic Controller
[NO] 782/839 | WSES 2026 Author Index
[NO] 783/839 | Virtual Power Plant-Distributed Energy Resource Partition Transaction Evolution Analysis Method Driven by Network Constraints
[NO] 784/839 | Heterogeneous Multi-Agent Autonomous Learning and Safe Cooperative Decision-Making
[NO] 785/839 | Electromechanical Transient Model for Doubly-Fed Induction Machines Applicable to High Inertia Energy Storage Synchronous Condenser
[NO] 786/839 | WSES 2026 Copyright Page
[NO] 787/839 | Modeling of a Matrix-Type Dual Active Bridge in Three-Phase AC Grid Applications
[NO] 788/839 | Human behavior facing a vehicle in shared spaces: investigating the relation between action and perception
[NO] 789/839 | Safeguarding Human Potential in Automated Work Systems: A Capability-Centred Framework for Design and Evaluation
[NO] 790/839 | Point Cloud-Based Multi-Robot Collaborative Spray-Painting Trajectory Planning and Production Line Simulation for Automotive Body
[NO] 791/839 | A Collaborative Planning Method for Offshore Wind Power and Onshore Grids Considering Network Topology and Carbon Emission
                    <sup>1</sup>
[NO] 792/839 | Hierarchical Sparse Nonlinear Optimization Method for Weather Control
[NO] 793/839 | A Class of
                    <i>C</i>
                    <sup>2</sup>
                    Point-Normal Subdivision Surfaces and Their Exact Evaluation at Arbitrary Parameters
[NO] 794/839 | Exploring Trust Factors in Designing AI-Supported Performance Appraisal System
[NO] 795/839 | MIGServe: Layout-Aware Multi-Instance GPU Management for Efficient LLM Serving
[NO] 796/839 | Toward Continuous Service in Enterprise-Level Distributed Block Storage Systems
[NO] 797/839 | AeroFlow:Accelerating Serverless Workflows through Serialization-Free WebAssembly Execution
[NO] 798/839 | BR-MoE: A Memory-Budget-Aware Co-Design Framework for Efficient MoE Inference on Resource-Constrained GPUs
[NO] 799/839 | Front Matter
[NO] 800/839 | What’s in Your Software Repair Kit?
[NO] 801/839 | Short-Term Load Forecasting for Low-Voltage Distribution Areas Based on BiLSTM-Seq2Seq-Attention
[NO] 802/839 | Decision-Centric Multi-Horizon LSTM for Forecast-Aware VLAN Provisioning in SDN
[NO] 803/839 | Learning to Lay Out: GAN-Guided Visual Grammar for Graphic Design Readability
[NO] 804/839 | Crit-to-Craft: Automatic Scoring and Refinement of Graphic Layouts for Studio Workflows
[NO] 805/839 | Comparative Investigation of FOPI Controller's Efficiency for Non-Linear Heat Exchanger Systems
[NO] 806/839 | Smart Railway Track Fault Detection and Real- Time Alert Mechanism
[NO] 807/839 | IEEE Feedback
[NO] 808/839 | 2026 5th MEC International Conference on Advanced Data Analytics and Artificial Intelligence for Sustainable Smart Cities (ICADAAI)
[NO] 809/839 | Dynamic Closed-Loop Grasping Via an Enhanced Thinkgrasp Framework
[NO] 810/839 | Design and Simulation of a Wheeled Mobile Robot Control System Based on Sliding-Mode Variable-Structure Algorithm
[NO] 811/839 | Electricity Price-Aware Control Strategies for Multilevel Mine Dewatering Systems
[NO] 812/839 | Research on Memory Models for Concurrent Operations of Data Streams
[NO] 813/839 | On Discretisation Frameworks for Nonlinear Optimal Control of Wave Energy Systems
[NO] 814/839 | A Primal-Dual-Based Active Fault-Tolerant Control Scheme for Cyber-Physical Systems: Application to DC Microgrids
[NO] 815/839 | RDMA vs. SSD Swap: A Preliminary Study through the Lens of Application Performance
[NO] 816/839 | A Hybrid Road Friction Classifier for Combined Manoeuvres
[NO] 817/839 | 2026 2nd World Symposium on Electrical Systems (WSES)
[NO] 818/839 | Communication-Aware Deployment for Intelligent Unmanned Systems: Sparklink vs. Bluetooth
[NO] 819/839 | SCPFL: A Safety Reinforcement Learning Framework for Joint Energy-Fairness Optimization in Long-term Federated Learning
[NO] 820/839 | Vadar: Runtime Performance Variance Detection and Diagnosis for Parallel Applications
[NO] 821/839 | DB-SpMSpV: Dual-View Blocked Sparse Matrix-Sparse Vector Multiplication for Dynamic GPU Workloads
[NO] 822/839 | Breaking the Migration Barrier: Hardware-Software Co-Designed Translation Coherence for Tiered Memory
[NO] 823/839 | Rethinking Prosthetic Hands: From Transparent Replacement to Intelligent Instruments
[NO] 824/839 | T
                    <scp>ier</scp>
                    S
                    <scp>izer</scp>
                    : Counterfactual Reasoning for DRAM Sizing in Tiered Memory Systems
[NO] 825/839 | Dual-Vector Model Predictive Control for Three-Phase Inverters Based on Reconstructed Candidate Vector Selection
[NO] 826/839 | Adaptive Switching Control of an IoT-Based Automatic Transfer Switch Using Single Exponential Smoothing for Hybrid Solar PV-PLN Systems
[NO] 827/839 | A Method for Secure Authentication Over Networks
[NO] 828/839 | Position Control of Electrostatic Levitation Using Generalized Predictive Control
[NO] 829/839 | Optimization Method for Energy Storage Allocation and Dispatch to Mitigate N-1 Overload Risk
[NO] 830/839 | Cover Page
[NO] 831/839 | Distributed Coordinated Scheduling Strategy for AC/DC Distribution Networks and Microgrids Considering Multi-Port Power Electronic Transformer
[NO] 832/839 | Cloud/Edge-Based Cooperative Adaptive Cruise Control with Delay Compensation and Decentralized Backup
[NO] 833/839 | Quantitative Models for AI Driven Algorithmic Trading Systems
[NO] 834/839 | Sound Classification and the Impact of Feature Fusion and Optimizers on Classification Performance of Convolutional Neural Networks
[NO] 835/839 | Performance-Oriented Design of Model-Based Feedforward Compensation Utilizing Data-Driven Response Prediction
[NO] 836/839 | Bio-Inspired Robotic Wall Perching: Biomechanical Mechanism of Butterfly Landing and Its Application to Landing Mechanism Design for Flapping-Wing Aircraft
[NO] 837/839 | Compositional Efficiency–Based Propeller Fault Diagnosis for Multirotor UAVs
[YES] 838/839 | SMT-based Deductive Verification of Device Drivers using the Pancake-to-Viper Transpiler
[NO] 839/839 | Proof-Carrying-BPF Programs for the eBPF Verifier
筛选完成：共 839 篇；Yes = 6 篇；已保存到 papers/select_paper2026-09-13.json。
邮件发送成功！
[2026-09-15 00:15:35] 任务执行成功！
