[2026-07-03 11:33:31] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-02
正在获取论文...
[arXiv] 2026-07-02 | Block Preconditioning for Shifted Boundary Method Discretisations of the Stokes Problem
[NO] 1423/1899 | Efficient Analysis for 6D Movable Arrays with Varying Arrangement and Changed Mutual Coupling Using a Modified FMM
[NO] 1424/1899 | Multi-Perception Crowd: Learning to combine entity and implicit perception for diverse crowd simulation_supp1-3707675.mp4
[NO] 1425/1899 | FMSE-DGAF: Frequency-Modulated Spectral Enhancement and Dynamic Global-Local Attention Fusion Network for Hyperspectral Image Classification
[NO] 1426/1899 | Achieving Text-based Person Retrieval with Any Granularity_supp1-3708762.pdf
[NO] 1427/1899 | Multimodal Contrastive Spatiotemporal Self-Organizing Neural Networks for In-Home Activity Learning of Mild Cognitive Impairment
[NO] 1428/1899 | SimpliMed-RAHF: A Human-Feedback-Inspired Reinforcement Learning Framework for Medical Text Simplification with the SimpleDC Dataset
[NO] 1429/1899 | Electrofluidic Fiber Muscles with Closed-Loop Control_supp1-3709124.mp4
[NO] 1430/1899 | 2026 IICC Conference Committee
[NO] 1431/1899 | Welcome to the 8th International Workshop onPervasive Computing for Vehicular Systems(PerVehicle'26)
[NO] 1432/1899 | Cross-Architecture Autotuning for Single-Source Heterogeneous Programming Models
[NO] 1433/1899 | Decomposition, Think and Action: Alleviating Hallucinations of Large Language Models with Reasoning–Evidence Interactive Augmented Graph
[NO] 1434/1899 | MPMOS: Massively Parallel Multi-Objective Shortest Paths
[NO] 1435/1899 | Digital Business Transformation: Strategies for Sustainability in Entrepreneurship
[NO] 1436/1899 | When Efficiency Eclipses Care: A Socio-Technical Perspective on Technology in Corporate Dentistry
[NO] 1437/1899 | A Few-Step Generative Model on Cumulative Flow Maps
[NO] 1438/1899 | MOCHI: Motion Enhancement of Collaborative Human-object Interactions
[NO] 1439/1899 | M-ABD: Scalable, Efficient, and Robust Multi-Affine-Body Dynamics
[NO] 1440/1899 | Congestion Mitigation in P2P Networks via Similarity-Based Clustering and Adaptive Search
[NO] 1441/1899 | NITRO-IDS: Network IoT Traffic Robust Optimized Intrusion Detection System Using Deep Learning
[NO] 1442/1899 | BUPLinker: Bridging Users and Developers in Mobile Application Evolution
[NO] 1443/1899 | AI-Driven Proactive Maintenance Scheduling for Power Transformers Using Physics-Informed Deep Learning and Economic Optimization
[NO] 1444/1899 | LawGrid: A Hybrid NLP and LLM Framework for Legal Document Analysis
[NO] 1445/1899 | Verbeth: Secure Messaging over the Blockchain Event Logs
[NO] 1446/1899 | Artifact: Towards Device-Free Gaming with mmWave Radar
[NO] 1447/1899 | Comparative Performance for Consensus Multi-Motor PMSM Control Structure Based on Pareto MultiObjective Optimization
[NO] 1448/1899 | Identity Building for STEM Teacher Students in a Self-Paced Mastery Learning Course
[NO] 1449/1899 | Unsupervised Characterization of REM Sleep Behavior Disorder from Home-Based EEG Recordings
[NO] 1450/1899 | MedAI-SVM: A Hybrid AI Frameworks for Multi-Disease Early Detection
[NO] 1451/1899 | Design and Implementation of an Integrated Business Intelligence Prediction System Using Machine Learning Technique
[NO] 1452/1899 | Hybrid Security Model for Resilient and Trusted Cloud Computing
[NO] 1453/1899 | A Modified Alternating Logic-Based Self-Purging Architecture for MEU Resilience
[NO] 1454/1899 | From the Original GSK to its Variants: A Taxonomy and Unified Benchmarking on CEC 2020
[NO] 1455/1899 | Performance Evaluation of Routing Protocols under Wormhole Attacks in Wireless Sensor Networks
[NO] 1456/1899 | Machine Learning Framework for Early Diabetes Prediction Based on Clinical Risk Factors
[NO] 1457/1899 | Energy-Efficient Scheduling of Periodic Real-Time Tasks with Replication on Heterogeneous Multiprocessor Systems
[NO] 1458/1899 | Longitudinal Stability Analysis of Automatic Vehicle Formation in Networked Environment
[NO] 1459/1899 | Contingency Analysis using Load Flow Analysis for Single and Multiple Transmission Lines
[NO] 1460/1899 | Humanizing Artificial Intelligence: Exploring Explainability, Attribution, and Sustained Trust in Agentic AI Systems
[NO] 1461/1899 | Dynamic Cooperative Energy and Coverage Management for V2G-Enhanced RAN Resilience
[NO] 1462/1899 | Design and Empirical Evaluation of a Lightweight Zero Trust Architecture for Resource-Constrained SMEs
[NO] 1463/1899 | A Data-Driven Assessment Of Compressed Air System Health and Energy Savings Potential Based On Power Consumption During Idle States
[NO] 1464/1899 | Enhancing Hyperspectral Aflatoxin Detection in Pistachios Using SE-Based Spectral Attention
[NO] 1465/1899 | DSSP: An SLO-aware Multi-Domain-based Sensing-as-a-Service Platform
[NO] 1466/1899 | Digital Inclusion and Active Ageing: A Profile of Older Adults as Frequent Users of Digital Technologies
[NO] 1467/1899 | Quantum-Based Hierarchical Adaptive Structured Mesh: A Hybrid Quantum-Classical Framework for Multiresolution Video Coding and Adaptive Computation
[NO] 1468/1899 | The Surrogate Gravity Well: Limits of Unconstrained Evolutionary Synthesis in Transfer Attacks
[NO] 1469/1899 | LSI-YOLOv12: A Proposed Lightweight Attention-Centric Detector for Small UAV Imagery
[NO] 1470/1899 | A Hybrid Encryption Approach For Federated Learning In Healthcare Networks
[NO] 1471/1899 | RFpH: A Robust Water pH Assessment System Based on RFID Technology
[NO] 1472/1899 | Parallel GNSS Satellite Simulator for Real-Time Multi-GNSS Signal Generation
[NO] 1473/1899 | Image Transmission Method For Low Bandwidth Packet Based Networks
[NO] 1474/1899 | Operational-Condition Adaptive Stator and Rotor Temperature Estimation for Dual PMSM with Oil Pump Speed Compensation
[NO] 1475/1899 | Longest-Edge-based Complete Coverage Path Planning and Tracking Control for Agricultural Vehicle
[NO] 1476/1899 | An SDN-Based QoS and Security Framework for E-Learning in Bandwidth-Limited Environments
[NO] 1477/1899 | A hybrid approach for maximizing the secured and effective data processing by using the power of NTRU AND BZIP2
[NO] 1478/1899 | Anchor-Led Swarm Formation and Pose Estimation for 10,000 Pico-Satellites
[NO] 1479/1899 | Stability Delay Margin Computation of Microgrid with Superconducting Magnetic Energy Storage using Rekasius Method
[NO] 1480/1899 | Cost-Optimal Fast Frequency Response Using Distributed Supercapacitor Energy Storage Systems: Dynamic Comparison of NSGA-II and PSO Representative Capacity Configurations
[NO] 1481/1899 | A Sentence-BERT Based Framework for Detecting Anomalies in E-Commerce Reviews
[NO] 1482/1899 | Predicting the Time Length of Publishing a Law (TLOPL) Using Machine Learning: Evidence from an e-Parliament System
[NO] 1483/1899 | Constant Mean Curvature Surfaces from Discrete Harmonic Maps
[NO] 1484/1899 | Saṅgati: Human-Centered AI Approaches for Distributed, Trust-Mediated Support for Collective Care
[NO] 1485/1899 | "I Use ChatGPT to Humanize My Words": Affordances and Risks of ChatGPT to Autistic Users
[NO] 1486/1899 | Human-AI Interaction in Healthcare - A Manifesto for Improved Usability Evaluation
[NO] 1487/1899 | Analyzing the Impact of Social Media Sites and the Use of Marketing Strategies and Systems on the Growth of Online Merchants and ECommerce: A Meta-analysis
[NO] 1488/1899 | Leveraging Multi-LLM Orchestration for Automated Risk Identification in Supply Chains
[NO] 1489/1899 | Mapping Defect Origins to Identify Circular Economy Potential
[NO] 1490/1899 | Assembling of Swarm of Autonomous Robots with Limited Visibility in the Presence of Rectangular Obstacles
[NO] 1491/1899 | Efficient Area Coverage through Divide and Conquer and Metaheuristic-Optimized Reconfigurable Robot Morphologies
[NO] 1492/1899 | Comparison of machine learning techniques for Elbow movement recognition using sEMG signals
[NO] 1493/1899 | Leaky-Wave Bessel-Beam Launchers: State of the Art and Future Trends
[NO] 1494/1899 | Cost-Effective and High-Power-Density Non-Isolated Bidirectional On-Board Charger
[NO] 1495/1899 | TAPINE: Topology-Adaptive Physics-Informed Neural Estimator for Fast DSSE
[NO] 1496/1899 | Workshops 2026
[NO] 1497/1899 | A Flexible Wrist with Anisotropic and Selectable Stiffness for Robust Contact-rich Manipulation_supp1-3709079.mp4
[NO] 1498/1899 | Design and Benchmarking of a Tip Mount for High-Speed Vine Robots_supp1-3709052.mp4
[NO] 1499/1899 | A Novel Miniature Layered Hybrid Flexible Instrument for Gastrointestinal Endoscopic Procedure
[NO] 1500/1899 | IEEE Transactions on NanoBioscience Information for Authors
[NO] 1501/1899 | Ultralow-Profile Reflectarray Antenna Based on Quasi-Plane Wave Excitation
[NO] 1502/1899 | Unified Joint Semi-supervised Non-Negative Matrix Factorization for Multi-View Data Clustering
[NO] 1503/1899 | A Feature-Assisted Hybrid Space Mapping Method for
                    <i>Q</i>
                    -Factor and Frequency Accuracy Optimization of Oscillator
[NO] 1504/1899 | Bias Amplification in RAG: Poisoning Knowledge Retrieval to Steer LLMs
[NO] 1505/1899 | Learning Gaze Synthesizer via 3D-eye Controlled Diffusion and Cross-domain Feature Alignment
[NO] 1506/1899 | Hybrid Quantum Capsule Network: Quantum Transformation Circuit as Vote Transformation in Image Classification
[NO] 1507/1899 | IEEE Transactions on Fuzzy Systems Publication Information
[NO] 1508/1899 | AI-Driven Measurements: Opportunities, Uncertainties, and Sustainable Future Perspectives
[NO] 1509/1899 | APT-CGSV: APT Detection via Contrastive GNNs and Semantic Validation
[NO] 1510/1899 | Super-Resolution SAR-GMTI via Atomic Norm Minimization
[NO] 1511/1899 | MCMSegNet: A Multi-Scale and Edge-Aware Network with Hybrid State-Space Modeling for Ground-Based Cloud Image Segmentation
[NO] 1512/1899 | Adaptive Global Asymptotic Output Stabilization of Uncertain Nonlinear Systems Under Dynamic State/Input Quantization
[NO] 1513/1899 | Derivation of aerial insect concentration with triple frequency cloud radar observations
[NO] 1514/1899 | Global Load-Balancing Routing via Proactive Restoration for Decentralized Autonomous LEO Satellite Networks
[NO] 1515/1899 | Keynote: Innovative Applications and Challenges in Telemedicine
[NO] 1516/1899 | Poster: MTNTD-SLM: A Small Language Model for Malicious Traffic Detection Based on Multi-Teacher Debate-Distillation
[NO] 1517/1899 | Designing scFlowVis: Visual Analytics for Single-Cell RNA Sequencing Analysis
[YES] 1518/1899 | Harnessing MPI mutations for AI error detection
[NO] 1519/1899 | DynLP: Parallel Dynamic Batch Update for Label Propagation in Graph-based Semi-Supervised Learning
[NO] 1520/1899 | ACT: A Unified Framework for Rigging and Animating Characters with Arbitrary Topologies
[NO] 1521/1899 | ATGS: Anchored Temporal Gaussian Splatting for Long Volumetric Video Representation
[NO] 1522/1899 | ReActor: Reinforcement Learning for Physics-Aware Motion Retargeting
[NO] 1523/1899 | Integration of Wind, Solar, and Multi-Storage Systems for Optimized Hybrid Power Performance
[NO] 1524/1899 | University Teachers’ Peer Review of Student-facing Videos to Mediate Multiple Goals in Digital Teaching
[NO] 1525/1899 | Attitudes of Instructors for the application of virtual simulators in the training of drivers (according to data from Bulgaria)
[NO] 1526/1899 | Metaverse-Based Learning Environments for Chemistry and Laboratory Training in Food Technology
[NO] 1527/1899 | Service Levels and Length Requirements of Dual-Trumpet Interchange Connections in Free-Flow Tolling Systems: A Model-Based Analysis
[NO] 1528/1899 | Privacy-Preserving Intelligent Healthcare IoT Using On-Device Federated Learning for Real-Time Patient Monitoring
[NO] 1529/1899 | AI Guided Hyperparameter Tuning for Memory-Bounded Graph Search Using Bayesian Optimization
[NO] 1530/1899 | HybridGCN – Semi-supervised Learning with Dual Graph Shift Operator
[NO] 1531/1899 | MUND: Role-Aware Multi-Agent Learning for Dynamic UAV Network Deployment
[NO] 1532/1899 | Enhanced Traffic Scene Recognition and Digital Intelligence Empowerment via Brain-Inspired Structural Transfer
[NO] 1533/1899 | Campus Track: An Automated Student Monitoring System Using Real-Time Facial Recognition
[NO] 1534/1899 | Hybrid Deep Learning Architectures for High-Fidelity Potato Leaf Disease Classification: A Comparative Study of CNN, SE Blocks, and MobileViT
[NO] 1535/1899 | IoT-Enabled Smart Home Security System Using ESP32 and ESP32-CAM with Real-Time Visual Monitoring via Web Dashboard and Automated Locking Mechanism
[NO] 1536/1899 | Feature-Efficient Machine Learning Framework for Binary and Multiclass Intrusion Detection in IoT Networks
[NO] 1537/1899 | Comparison of the Breakdown Voltage of Mineral and Vegetable Oil Samples Subjected to Accelerated Thermal Aging
[NO] 1538/1899 | Intelligent Armored Vehicle Technology and Challenges Based on Human-Vehicle Cooperative Driving
[NO] 1539/1899 | Robust Near-Infrared Heart Rate Detection via Second-Order Kalman Filter and FastICA-WT
[NO] 1540/1899 | Design of Double-Gate MOSFET Based Differential Amplifier for Energy Conversion Systems (Differential Output and Active Load)
[NO] 1541/1899 | MuSe: A Mutation Testing Plugin for the Remix IDE
[NO] 1542/1899 | A Two-Stage Two-Lane Path Generation Method for Autonomous Vehicles on Unstructured Roads
[NO] 1543/1899 | Design and Implementation of a Smart IoT-Based EV Battery Monitoring and Safety System
[NO] 1544/1899 | UniChirp: Unwrapping In-Chirp Phase Misalignment for Weak LoRa Signal Demodulation
[NO] 1545/1899 | Hybrid 3D localization for industrial manipulators
[NO] 1546/1899 | Towards Interpretable Depression Detection: Linking Acoustic Features to DSM-5 Indicators
[NO] 1547/1899 | Enhancing Health Monitoring Efficiency and Accessibility via AI-Integrated Smartwatch Compared to Conventional Wearables
[NO] 1548/1899 | Architecture and Algorithms for an Urban Mobility Digital Twin
[NO] 1549/1899 | Dual Mind World Model Inspired Network Digital Twin for Access Scheduling
[NO] 1550/1899 | FreqCLIP: Frequency-Space Collaborative Network for Remote Sensing Change Detection
[NO] 1551/1899 | Comprehensive Low-carbon Collaborative Research on Transportation Hubs based on the Multimodal Transportation System of the International Airport “Air-Rail-Rail”
[NO] 1552/1899 | A Predefined-Time Convergent Dual-Channel Fuzzy Attention RNN for Motion Planning of Robotic Systems: Application to Robot-Assisted Puncture
[NO] 1553/1899 | ViT-Curated Transfer Learning for Resource-Constrained UAV Detection
[NO] 1554/1899 | 3D Point Cloud Data Augmentation Based on Conditional Diffusion Probabilistic Model for Autonomous Vehicle
[NO] 1555/1899 | Farm-level Renewable Microgeneration Optimisation Tool (FaRMOT): A Platform for Simulating Renewable Microgeneration on Dairy and Beef Farms
[NO] 1556/1899 | Modeling of Bistable Elements in TRNG
[NO] 1557/1899 | Artificial Intelligence for Indian Railways Operation Optimization and Predictive Maintenance
[NO] 1558/1899 | An AI-Driven Skin Disease Diagnosis Using Deep Learning Algorithm
[NO] 1559/1899 | A Multi-Metric Comparative Study of Transformer-Based Language Models across Diverse Datasets for Abstractive Arabic Text Summarization
[NO] 1560/1899 | Asymmetric Perceptions of Generative AI Use in Higher Education: An international empirical ethics study
[NO] 1561/1899 | StyleID: A Perception-Aware Dataset and Metric for Stylization-Agnostic Facial Identity Recognition
[NO] 1562/1899 | LayerInbetween: Occlusion-Aware Stroke Correspondence and Inbetweening with Automatic Layering
[NO] 1563/1899 | Inclusive by Design: Rethinking Endometriosis Self-Tracking for Trans and Gender-Diverse Users
