[2026-08-20 09:35:37] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-19
正在获取论文...
[arXiv] 2026-08-19 | Realizing Logical Diagonal Gates via Transversal Physical $Z$-Rotations in CSS Codes
[NO] 1293/1794 | IoT based Smart Lysimeter for Automated Crop Coefficient Prediction
[NO] 1294/1794 | Performance Evaluation of a 3D-Printed Conductive TPU Sensor for Respiratory Monitoring Under Dynamic Condition
[NO] 1295/1794 | Machine Learning Driven Strategies for Improving $\text{CsFASnI}_{3}$ Perovskite Solar Cell Efficiency
[NO] 1296/1794 | IoT system for Precision Viticulture: Multi-Pathogen Detection and Yield Mapping via State-Of-The-Art Object Detection Model and Georeferenced Inference
[NO] 1297/1794 | A Modified Carrier-Based Interleaved Level-Shifted PWM Technique for 3-Phase 3L-Neutral Point Clamped Inverter FED Induction Motor Drives
[NO] 1298/1794 | Physically Informed Anomaly Detection and Diagnosis for Wastewater Network Asset Management
[NO] 1299/1794 | A Machine Learning Approach for Parkinson’s Disease Prediction and Monitoring
[NO] 1300/1794 | Design and Evaluation of a Research Toolkit for Real-Time Data Visualization in Group Cycling Classes
[NO] 1301/1794 | Liver Segmentation from Abdominal CT-scans Enhanced by Attention Mechanisms in CNN: Comparative Study with Existing Algorithm
[NO] 1302/1794 | A New Single-Switch Quadratic Buck-Boost Converter with Inverted Output for Photovoltaic Applications
[NO] 1303/1794 | Decoding Systemic Interdependencies in Secure and Energy-Aware Smart Healthcare IoT Ecosystems: A Mixed-Method Study Using MCDM Approach
[NO] 1304/1794 | An ANN-Guided Regenerative Braking Artefact for Electric Two-Wheelers: A Refined Scheme for Steep-Terrain Descent and Enhanced Energy Reclamation
[NO] 1305/1794 | Decentralized Power Allocation Framework for EV Fast Charging Stations in PV Enriched Residential Grids
[NO] 1306/1794 | Zero-Knowledge Compliance Architectures for Privacy-Preserving DeFi Systems
[NO] 1307/1794 | Gender-Based UTAUT2 Determinants of AI Travel App Adoption in India -An Emprical Study
[NO] 1308/1794 | A Benchmark Suite for Evaluating Scientific AI Workloads on GPUs
[NO] 1309/1794 | Asymmetrical Thirteen-Level Inverter with Reduced Switches Using Generalized Sinusoidal PWM
[NO] 1310/1794 | RuleAgent: Discovering Rules for Recommendation Denoising with Autonomous Language Agents
[NO] 1311/1794 | Chairs' Letter
[NO] 1312/1794 | Health Information Literacy Modeling Based on Longitudinal Data and Predictive Analysis of Innovation Capability in Vocational Nursing Students
[NO] 1313/1794 | A Machine Learning-Based Model for Optimal Timing of NIPT and Fetal Anomaly Detection
[NO] 1314/1794 | Conference Reports - July 2026
[NO] 1315/1794 | The RS Publication Roundup
[NO] 1316/1794 | Table of Contents
[NO] 1317/1794 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Publication Information
[NO] 1318/1794 | Online Detection of Early Internal Short Circuit in Series-Connected Lithium-Ion Battery Pack: A Training-Free Visualization Analysis Method Based on Multiple Dynamic Feature Collaboration
[NO] 1319/1794 | Crossing Obstacles during Walking through Self-adaptive Volitional Control of a Powered Knee Prosthesis_supp2-3724857.mp4
[NO] 1320/1794 | Prediction-Based Task Offloading for Ultra-Dense LEO Satellite Edge Computing
[NO] 1321/1794 | A Taxonomy of SIMDe Emulation Inefficiencies for ARM NEON Porting of VVC Encoders
[NO] 1322/1794 | An Explainable Hybrid SHAP–Fuzzy Framework for Robust IoT Botnet Detection
[NO] 1323/1794 | Backpropagation-Free Test-Time Adaptation for Lightweight EEG-Based Brain-Computer Interfaces
[NO] 1324/1794 | Message from the General Chairs of CISOSE 2026
[NO] 1325/1794 | Additive-Noise Suppression in Interferometric Fiber-Optic Sensing Using an Intrinsic Full-Link Noninterfering Pulse
[NO] 1326/1794 | Table of Contents
[NO] 1327/1794 | Using AI to Understand Consumer Behavior in Times of Economic and Social Shocks
[NO] 1328/1794 | Correction to "Optimal Charging of Electric Buses: A New Bilevel Architecture for Periodic Scheduling"
[NO] 1329/1794 | EcoVision: A Deep Learning Based Framework for Tree Counting in Forest Regions
[NO] 1330/1794 | Transition From the Attention Economy to the Relationship Economy in the Age of Large Language Models
[NO] 1331/1794 | Solid Stories Special Edition: Episodes in the Life of a Circuit Engineer [People]
[NO] 1332/1794 | Human-in-the-Loop Learning Systems for High-Risk Decision Domains
[NO] 1333/1794 | A Dynamic Trust-Elimination Security Architecture Using Continuous AI Validation for Sustainable IoT Learning System Infrastructures
[NO] 1334/1794 | Greedy Adaptive Task Splitting with Prediction and Placement for Heterogeneous Systems
[NO] 1335/1794 | Practical Limits of Neural Network Inference under Fully Homomorphic Encryption
[NO] 1336/1794 | Center of Pressure Estimation and CNN-Based Posture Classification from Under-Mattress Pressure Maps: Assessment of Hospital Mattress Effects
[NO] 1337/1794 | Challenges in Fault Detection of Solar PV Panels: A Comprehensive Review
[NO] 1338/1794 | Improved High-Gain Cubic Boost Converter for Electric Vehicle Charging Station Applications
[NO] 1339/1794 | Improving Wireless Sensor Networks Security: Prevention of Wormhole Attacks
[NO] 1340/1794 | A Confidence-Guided Federated Learning Framework for Multi-Institution Medical Imaging
[NO] 1341/1794 | Connecting with Rural Identity: A Low Threshold Web Based Digital Spoil Heap Tour
[NO] 1342/1794 | Artificial Intelligence in Risk Assessment of Multimodal Transport Systems: A Review
[NO] 1343/1794 | Why Are You Really Using This Technology? An Exploratory Study on the Relevance of Psychological Needs for Technology Acceptance Across Different Domains
[NO] 1344/1794 | Intent-Aware Personalized Career Guidance using Agentic AI Framework
[NO] 1345/1794 | The Epistemic Engine: A Deterministic Structural Auditor for Institutional Discourse
[NO] 1346/1794 | Research Progress on the Application of Intelligent Algorithms in Robotic Grinding
[NO] 1347/1794 | Open Dataset of Galvanostatic and Potentiostatic EIS Measurements on Low-Impedance Energy Storage Devices
[NO] 1348/1794 | Dual-Layer Legal-RAG Framework Integrating Citation Graphs and Adversarial Learning for Decision Support in Indian Judiciary
[NO] 1349/1794 | Research on the Ground-Air Force Scheduling Method for Forest Fires Based on an Improved Genetic Algorithm
[NO] 1350/1794 | Expert-in-the-Loop: Interdisciplinary Innovation for Multimodal Monitoring in Dementia Care
[NO] 1351/1794 | Decomplexification and Building Semantic Bridge for Detection and Monitoring in Psychiatry
[NO] 1352/1794 | Intelligent Emotion Prediction from Text: Integrating TF-IDF Representations with Machine Learning Models for Enhanced Accuracy
[NO] 1353/1794 | Data Driven Renewable Energy Forecasting and Deep Learning Models: A Review
[NO] 1354/1794 | Scientific Image Forgery Detection Using DINOv2-Based Semantic Segmentation
[NO] 1355/1794 | Multi-objective Dynamic Resource Scheduling Scheme for Wireless Body Area Network
[NO] 1356/1794 | Research on Real-time Monitoring and Early Warning Method for Girder Deformation of Bridge Erection Machine Based on Image Recognition and Deep Learning
[NO] 1357/1794 | Logistics Service Mode Selection and Pricing Strategies Based on Stackelberg Game
[NO] 1358/1794 | SAAP-GRID: Context-Aware Digital Assistant for Situational Awareness in Wildfire-Impacted Power Grid Operation Control Center
[NO] 1359/1794 | Uncertainty Quantification and Risk Control for Multiple Sound Source Localization
[NO] 1360/1794 | Committee
[NO] 1361/1794 | Copyright Page
[NO] 1362/1794 | Fusing Bluetooth With Pedestrian Dead Reckoning: A Floor Plan-Assisted Positioning Approach
[NO] 1363/1794 | Beyond the Query Box
[NO] 1364/1794 | Inspiring Students With the SSCS in Bogotá, Colombia [Chapters]
[NO] 1365/1794 | AlzDetect: A Heterogeneous Framework for Early Alzheimer Detection Using Unified Multimodal Indicators
[NO] 1366/1794 | Reinforcement-Learning Based Transmitter Optimization with Geometric Shaping and Pre-Equalization for Data Center Interconnect
[NO] 1367/1794 | Hybrid CNN–Transformer Modeling for Genome-wide Chromatin Loop Detection from Hi-C Data
[NO] 1368/1794 | Personality as Relational Infrastructuring: User Perceptions of Personality-Trait-Infused LLM Messaging
[NO] 1369/1794 | "How do security threats affect my work?" - Software Developers’ Mental Models of IT Security Threats and Mitigation Strategies
[NO] 1370/1794 | Adaptive Heterogeneous Memristive Neural Network with Genetic Algorithm for Smart Construction Site Safety Monitoring
[NO] 1371/1794 | Memory-Efficient Community Detection on Large Graphs Using Weighted Sketches
[NO] 1372/1794 | Students Engagement in Embedded Systems Education: the Case of NeaPolis Innovation Summer Campus
[NO] 1373/1794 | Augmented Reality as a Proxy for Human–Robot Interaction Research: Comparing Subjective and Objective Measures
[NO] 1374/1794 | Enhancing differential evolution through convex combinations of the whole population
[NO] 1375/1794 | SkipPar: A Hybrid CPU-GPU Framework for Accelerating LLM Training via Efficient Scheduling of Parameter Updates
[NO] 1376/1794 | LGM-YOLO: A Lightweight Network for Underwater Concrete Structural Crack Detection
[NO] 1377/1794 | Comparative Analysis of Genetic algorithm and particle swarm optimization algo XAI based ovarian cancer diagnosis
[NO] 1378/1794 | Hyperspectral Imaging for Moisture Analysis
[NO] 1379/1794 | Agentic Recruitment Architectures and Regulatory Compliance
[NO] 1380/1794 | bitSMM: A bit-Serial Matrix Multiplication Accelerator
[NO] 1381/1794 | NZFS: A Null File System with Zero-Copy I/O Support for Application Benchmarking
[NO] 1382/1794 | Building and Deploying AI Agents and Workflows Using DeepSeek with n8n and Make.com
[NO] 1383/1794 | A Smart System for Text or Audio to Sign Language Conversion for the Hearing Impaired Using Natural Language Processing NLP
[NO] 1384/1794 | A Cascade Deep Learning Model for Automated PCOS Detection from Ultrasound Images Using EfficientNet-B0 and ResNet-50
[NO] 1385/1794 | Exploring Distributed Optical Fiber Sensing for Biomedical Applications: Design and Metrological Characterization of a Monoaxial Sensing Module
[NO] 1386/1794 | A Three-Stage Graph-Clustered Reinforcement Learning Framework for NEP 2020 Compliant University Timetabling
[NO] 1387/1794 | A Proposal for Type 3 AAS Communication using Microservices in the Process Industry
[NO] 1388/1794 | Proposal of an operational framework for the identification and control of failures in FDM printing of semi-crystalline materials
[NO] 1389/1794 | Calibration and Validation of a Low-Cost MEMS Microphone for Indoor Acoustic Comfort Measurement
[NO] 1390/1794 | Reconstructing Power Grid Topology and Parameters Using Publicly Available Electricity Market Data
[NO] 1391/1794 | Algebraic Verification of Smart-Home Automation using Gröbner Bases for Rule Sets over GF(2)
[NO] 1392/1794 | Alterations in Brain Modal Controllability and Associated Transcriptomic Profiles in Major Depressive Disorder
[NO] 1393/1794 | Research on Synergistic Control of Energy Efficiency and Thermal Stability for Data Center Cooling Systems Based on Multi-Objective Rime Optimization Algorithm
[NO] 1394/1794 | A Multimodal Fusion-Based Monitoring Algorithm for Low-Altitude Unmanned Aerial Vehicles
[NO] 1395/1794 | Auditable Neuro-Symbolic Knowledge Construction for Digital Humanities: Evidence Units with Constraint-Verified Historical Lineage Extraction
[NO] 1396/1794 | Spiking-Based UAV RF Identification
[NO] 1397/1794 | What Do Spatiotemporal and Demographic Data Reveal About Emergency Medical Services? Insights from Bacolor, Philippines
[NO] 1398/1794 | Design of a Data-Driven Personalized Elderly Care Plan Generation and Decision Support System
[NO] 1399/1794 | A Computational Modeling Approach to Parenting Stress and Life Satisfaction in Parents of Children with Autism: The Mediating Role of Self-Compassion
[NO] 1400/1794 | Drug Side Effect Prediction: A Digitized Health Management Method Based on NLP and Chemical Features
[NO] 1401/1794 | Report on POPL 2026
[NO] 1402/1794 | Front Cover
[NO] 1403/1794 | Cooperative Sensor Scheduling and Optimization for Set-Membership Filtering in Industrial Cyber-Physical Systems
[NO] 1404/1794 | ESR-HGNN: Eliminating Semantic Redundancy for Efficient Mini-batch HGNN Inference
[NO] 1405/1794 | Safe Commutation and Space-Vector Duration Precise Calculation of Half-Bridge MC-Based WPT System
[NO] 1406/1794 | Incremental Vision-Language Object Detection via Sparse Frequency Transform
[NO] 1407/1794 | Explainable Quantum Learning for Robust Interference Classification in Next-Gen O-RAN
[NO] 1408/1794 | Private Information Retrieval: A Tutorial and Survey
[NO] 1409/1794 | ZINC 2026 Table of Contents
[NO] 1410/1794 | Nanoparticle Tomography for Vascular Aneurysm Sensing with Internet of Bio-Nano Things
[NO] 1411/1794 | Mutual Influence of Human and Machine Reliability on Task Performance: Haptic Shape Perception in Virtual Environments
[NO] 1412/1794 | Laplacian Pyramid Reweighting with Progressive Residual Learning for Image Forgery Localization
[NO] 1413/1794 | A Paradigm Shift in Signal Processing for Efficient Hardware Implementation in Consumer Devices
[NO] 1414/1794 | Message from the HCW 2026 General Chair
[NO] 1415/1794 | Get Published in the IEEE Open Journal of the Computer Society
[NO] 1416/1794 | How can remote sensing support urban tree cadaster efforts and diversity analysis of dominant genera?
[NO] 1417/1794 | IEEE Sensors Council Information
[NO] 1418/1794 | Optimized Data Distribution Strategy in the Computing Continuum
[NO] 1419/1794 | WellAI Shield: A Privacy-Preserving AI Architecture for Employee Engagement and Wellbeing in Hybrid Workplaces
[NO] 1420/1794 | Resource-Efficient Liver and Tumor Segmentation via a 2.5D U-Net Cascade with Holistic Optimization
[NO] 1421/1794 | Digital Transformation Through a Rail OEM Data Hub: Integrating Telematic Control Units and the Internet of Equipment
[NO] 1422/1794 | A Prototype Artificial Intelligence Model for Tax Fraud Detection: An Applied Study
[NO] 1423/1794 | Metrological Characterization of 3D-Printed Soft Dielectric Interlayers with Tunable Compressive Mechanical Behavior
[NO] 1424/1794 | Between Safety and Disruption: Worker Perspectives on AGVs in Warehouse Operations
[NO] 1425/1794 | Towards Adjacency-Aware Categorical Color Palettes: Algorithm, Evaluation, and User Preferences
[NO] 1426/1794 | Towards an Adaptive Runtime System for Cloud-Native HPC
[NO] 1427/1794 | MedChain: A Patient-Centric Framework for Verifiable Medical AI Diagnostics Using Blockchain
[NO] 1428/1794 | AI-Powered Personalized Healthcare Recommendation System Using Machine Learning and Real-Time Feedback Mechanisms
[NO] 1429/1794 | DINO-Guided Frequency Mixture-of-Experts for Generalizable AIGC Image Detection
[NO] 1430/1794 | Traffic Sign Detection in Panoramic Imagery Using SAM3 and YOLOv8 in Low-Data Scenarios
[NO] 1431/1794 | Beyond VisionMask: Explaining Reinforcement Learning Via Contrastive-State Masking
[NO] 1432/1794 | Smart Surveillance and Law Enforcement Optimization System
[NO] 1433/1794 | A Trajectory Segmentation Method for Learning from Demonstrations of Assembly Tasks
[NO] 1434/1794 | Cartesian Space Computed Torque Control of a 6 DoF Mobile Manipulator
[NO] 1435/1794 | A Flexible Multi-Stage Crash Protection System for Railway Underpasses with Intelligent Monitoring Potential
