[2026-07-16 11:01:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-15
正在获取论文...
[arXiv] 2026-07-15 | Do Agent Optimizers Compound? A Continual-Learning Evaluation on Terminal-Bench 2.0
[NO] 1055/1751 | Outage Probability Analysis of NOMA-Enabled Hierarchical UAV Networks with Non-Linear Energy Harvesting
[NO] 1056/1751 | MADRL-Based Edge Offloading and Resource Allocation for Vehicular LLM Inference
[NO] 1057/1751 | Energy-Efficient End-to-End Resource Allocation, Computing, and Pairing for UAV-Assisted Mobile Crowdsensing Networks
[NO] 1058/1751 | CareCrypt: A Secure Blockchain-Enabled IoT Framework for Privacy-Preserving Patient Monitoring
[NO] 1059/1751 | Towards Edge Intelligence via Autonomous Navigation: A Robot-Assisted Data Collection Approach
[NO] 1060/1751 | Retraction Notice: Emotion recognition from speech using Gaussian Mixture Model and vector quantization
[NO] 1061/1751 | WS20: IEEE ICC Workshop on Generative AI and Large Model Empowered Next Generation Networks
[NO] 1062/1751 | Retraction Notice: Comparative analysis of web-mining approaches for efficient mining of server log formats
[NO] 1063/1751 | CheerleadAR: Pretraining Support for Cheerleading Stunts using Augmented Reality
[NO] 1064/1751 | Tessera: Participation as Cultural Reconstruction Through Confidence-Aware Temporal Rendering
[NO] 1065/1751 | BlendAnything: A Blender Plugin for Cross-Topology Motion Blending
[NO] 1066/1751 | On the Robustness of LLM Re-Rankings
[NO] 1067/1751 | What Gets Cited: Competitive GEO in AI Answer Engines
[NO] 1068/1751 | PrepRet: Automated Data Preparation Pipeline Selection for Neural Retrieval
[NO] 1069/1751 | Prioritized Min-Max Fair Cyclic Physician Scheduling for Eye Outpatient Clinics Using the Weighted Direct Progressive-Filling Algorithm with Warm Start
[NO] 1070/1751 | MvtText: A Multistage Latent Diffusion Framework for Text-Driven Human Motion Generation
[NO] 1071/1751 | Retraction Notice: GUI Testing Android Application
[NO] 1072/1751 | When LLM Judges Inflate Scores: Exploring Overrating in Relevance Assessment
[NO] 1073/1751 | Towards Emotional Intelligence in Conversational AI: How Well Can LLMs Recognise Emotion in Conversations?
[NO] 1074/1751 | Lost in
                    <i>Decoding?</i>
                    Reproducing and Stress-Testing the Look-Ahead Prior in Generative Retrieval
[NO] 1075/1751 | Answer First, Evidence Second? Uncovering Hidden Risks in Well-Structured AI Search Summaries
[NO] 1076/1751 | From Continuous Pretraining to Domain-Adaptive Reranking via Task Vector Adaptation
[NO] 1077/1751 | Frequency-Pulse Width Anti-Jamming Game for Distributed Radar Systems Against UAV Swarm
[NO] 1078/1751 | Free-Structure based Efficient NIR-II FMT: A Solution for Human Hepatocellular Carcinoma Detection_supp1-3712729.docx
[NO] 1079/1751 | Retraction Notice: Comparative Analysis of Deepfake Video Detection Using Inception Net and Efficient Net
[NO] 1080/1751 | Retraction Notice: Biomedical Lung Image Segmentation Using CNN
[NO] 1081/1751 | Retraction Notice: Autonomous Heterogeneous Network for Mixed Strategy Analysis in Defence Attack Game Model Based on 5G in Machine Learning Environment
[NO] 1082/1751 | Retraction Notice: A Review on Machine Learning Classification Technique for Bank Loan Approval
[NO] 1083/1751 | Retraction Notice: Solution for Agri Disaster Using Climate Changes Adaptation by Ml
[NO] 1084/1751 | Retraction Notice: Skin Disease Detection using Deep Learning
[NO] 1085/1751 | Front Cover Page
[NO] 1086/1751 | Retraction Notice: Artificial Intelligence-Enabled Protein-Protein Interaction Prediction: Insights into Cellular Signalling Networks
[NO] 1087/1751 | RFIC 2026 Abstract Cards
[NO] 1088/1751 | Social Engineering Attacks: Detection and User Awareness
[NO] 1089/1751 | Pronounce Pro- Automatic Pronunciation Mistake Detection System
[NO] 1090/1751 | Secure IoT-Cloud Architecture Using Hybrid Cryptography and Machine Learning for Threat Prediction and Data Protection
[NO] 1091/1751 | Impact of UAV 3D Posture and Wobbles on the Non-Stationary Air-to-Ground Channels
[NO] 1092/1751 | LyMARL: Lyapunov-Guided MARL for Energy-Constrained User Association
[NO] 1093/1751 | LiDAR Spoofing for Compromising SLAM on ROS2 Using Statistical Beam Adjustment &amp; Temporal Modeling
[YES] 1094/1751 | Design Methodology and Verification of Standard Cell Libraries for Scalable ASIC Implementation of Inverter and Inverter Delay Circuit
[NO] 1095/1751 | A CMOS E/W-Band Power Amplifier with 53% Bandwidth Using an Over-Neutralized Active Core for Dielectric Waveguide Interconnects
[NO] 1096/1751 | MMFCyberDetector: A Multimodal Skeleton-Based Framework for Cyberbullying Action Detection
[NO] 1097/1751 | Smart Healthcare Wearable: A Jacket for Continuous Vital Sign Monitoring and Emergency Alerting - A Novel Approach
[NO] 1098/1751 | A Framework for Evaluation and Comparison of 6G Use Cases and Network Solutions
[NO] 1099/1751 | BST Based Continuously Tunable Delay Line for Full-Duplex Applications
[NO] 1100/1751 | Joint Optimization of Role Switching and Trajectory Planning for Multi-UAV Assisted Uplink Secure Communications
[NO] 1101/1751 | Boosting Near-Field User Tracking via Channel Map-Aided Movable Antenna Optimization
[NO] 1102/1751 | Real Time Object Detection using R-CNN and Faster R-CNN
[NO] 1103/1751 | A Comparative Analysis of XGBoost and LSTM for Traffic Congestion Prediction
[NO] 1104/1751 | Distributed Deep Reinforcement Learning for Hybrid Beamforming in Cooperative UAV-ISAC Networks
[NO] 1105/1751 | ECAM-Fabricated Low-Loss 3D Feed Network and Antenna for 6G Backhaul
[NO] 1106/1751 | Performance and Applicability of State Estimation Methods for Timed Automata
[NO] 1107/1751 | Convolutional Code Aided Index Modulation for Dual Mode Orthogonal Frequency Division Multiplexing
[NO] 1108/1751 | DoA Estimation Based on Deep Learning-MUSIC Hybrid Algorithm with Fluid Antenna for Closely Spaced Signals
[NO] 1109/1751 | Advanced Cyber Attack Analysis with DNS: A Machine Learning Approach for Threat Detection and Classification
[NO] 1110/1751 | A Fully Differential Ultra-Compact Broadband Rat-Race Coupler Using Folded Inverted Coupled-Lines in 180-nm CMOS
[NO] 1111/1751 | Buffer-Guided Online Intrusion Detection under Dynamic Wireless Traffic
[NO] 1112/1751 | Secure NOMA-Enabled Aerial RIS Networks via Multi-Agent Multi-Stage Curriculum Learning
[NO] 1113/1751 | A 4 W Heterogeneous Power Amplifier With Gan-On-Si Dielets in Single-Crystal Diamond Interposer for 6G Fr3 Applications
[NO] 1114/1751 | RIS Phase Optimization for Secure Localization Against Passive Eavesdroppers
[NO] 1115/1751 | Dynamic DoF Allocation for Energy-Efficient ISAC via Element-Grouping Extremely Large-Scale IRS
[NO] 1116/1751 | An MTE-Based Handling Quality Assessment Framework for SVO Fixed-Wing VTOL Aircraft
[NO] 1117/1751 | Leveraging Quantum Computing for Scalable Fraud Detection in Digital-to-Cash Conversions
[NO] 1118/1751 | MilletsGAI: An LLM for the Indian Millet Ecosystem
[NO] 1119/1751 | Simulation-Based Study for Detection of Leukemia Cells Using Piezoelectric Microstructures
[NO] 1120/1751 | Deep Learning Models for Stroke Identification through Neuroimage Analysis
[NO] 1121/1751 | Embodiment Matters in LLM-Driven Interactive Storytelling: Comparing a Physical Robot and a Virtual Agent
[NO] 1122/1751 | Graph Neural Network Based Federated Wideband Spectrum Sensing with Sub-Nyquist Sampling
[NO] 1123/1751 | Machine Learning-Based Diagnostic Strategies for Early-Stage Chronic Kidney Disease
[NO] 1124/1751 | Early Detection of Sepsis Using ML and DL
[NO] 1125/1751 | Face Recognition Based Interest Identification Using LSTM Approach for Enterprise Communication Platform Video Grade
[NO] 1126/1751 | Dynamic Cross-Domain Network Slicing for Teleoperation: A Real-World Proof-of-Concept
[NO] 1127/1751 | Deep Reinforcement Learning-Based Joint Network and Computing Load Balancing for Industrial Networks
[NO] 1128/1751 | Protected-Area LED Lighting Characterization Using an Insect-Photopic Spectral Index
[NO] 1129/1751 | A Digital Twin-enabled Swarm Intelligence Approach to Distributed Processing in IoT Networks
[NO] 1130/1751 | AI-Enhanced Tactical Congestion Management Framework for Human-in-the-Loop Decision Support
[NO] 1131/1751 | Explicit LEO Satellite Constellation Design and Coverage Analysis of Clustered Space SDN
[NO] 1132/1751 | Improved Twisted Convolution Precoding for Zak-OTFS
[NO] 1133/1751 | Design and Simulation of High-Speed Quantum Reversible Carry Select Adders
[NO] 1134/1751 | Innovative Approach to Defining a New Complex 4D Lighting Efficiency Vector Index - LEVI
[NO] 1135/1751 | SpotNet-v2: A Hybrid Framework for Individual Leopard Identification using Deep Quadruplet Networks and SIFT Verification
[NO] 1136/1751 | PCOSDetect: A Clinically Interpretable Multi-Institutional Machine Learning Framework for Early PCOS Diagnosis
[NO] 1137/1751 | Parameter-Efficient Continuous Adaptation of Large Models in Hierarchical Federated Networks
[NO] 1138/1751 | Securing Web-Driven Data in IoT Ecosystems: Defense Against SQL Injection Attacks
[NO] 1139/1751 | Real Time Plant Disease Detection and Prevention using AI and IoT in Smart Agriculture
[NO] 1140/1751 | Global-optimal State Feedback Control Enforcing Safety and Cooperation of Traffic Lights using Tropical Algebra
[NO] 1141/1751 | A -9.3-dBm Output Power 290-GHz Push-Push Mixer in 28-nm CMOS for Sub-THz Transmitter Applications
[NO] 1142/1751 | LVT: A Learned Video Transcoding Framework
[NO] 1143/1751 | Confidence vs. Competence: Misalignment in Judgment and Performance for Agentic Software Repair
[NO] 1144/1751 | Retraction Notice: Machine Learning for Signal Processing in Communication Systems
[NO] 1145/1751 | Retraction Notice: Enhancement Of Fault Diagnosis In Mechanical Systems Using Deep Learning Techniques
[NO] 1146/1751 | Retraction Notice: Analysis of The Hevc Transform Unit and Early Partition Termination
[NO] 1147/1751 | 2025 9th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)
[NO] 1148/1751 | Beyond Transportation: Autonomous Vehicles as A Human-City Interface for Future Mobility
[NO] 1149/1751 | Breaker Page
[NO] 1150/1751 | Retraction Notice: A Study on Regression Models for Diabetes using WEKA
[NO] 1151/1751 | Front Matter
[NO] 1152/1751 | Multi Layered RBD Simulation
[NO] 1153/1751 | OnomatoBridge: Onomatopoeia Translation and Rendering Pipeline in Manga
[NO] 1154/1751 | Agentic Query Reformulation for Contextualized Hyper-Personalized Product Search
[NO] 1155/1751 | A Graph-Enhanced MLLM for Hierarchical Multimodal Emotion Understanding and Support in Conversations
[NO] 1156/1751 | One Pass, Any Order: Position-Invariant Listwise Reranking for LLM-Based Recommendation
[NO] 1157/1751 | Seeing the Whole Through the Parts: Discovering Objects through Semantic Part Mining in Weak Supervision
[NO] 1158/1751 | Adaptive Autoguidance for Item-Side Fairness in Diffusion Recommender Systems
[NO] 1159/1751 | CSyMR: Benchmarking Compositional Music Information Retrieval in Symbolic Music Reasoning
[NO] 1160/1751 | A Novel Ensemble Method for Detecting Energy Theft in Smart Grids
[NO] 1161/1751 | A Real-Time Diagnostic Method for Motor-Side Overcurrent Faults in Traction Systems
[NO] 1162/1751 | A Backstepping-Free Framework for Adaptive Prescribed-Time Stabilization of Uncertain Nonlinear Systems
[NO] 1163/1751 | Wideband Circularly Polarized Dielectric Resonator Transmitarray with High Efficiency
[NO] 1164/1751 | TD3-Based Joint Trajectory-Power-Beamforming Optimization for Secure and Covert UAV-Aided Vehicular Edge Computing_supp1-3711178.pdf
[NO] 1165/1751 | SynthML: Controller Synthesis of UML Activities
[NO] 1166/1751 | Comparative Analysis Of The Application Of LED Lighting In Agriculture In The European Union
[NO] 1167/1751 | A Compact 125-150-GHz Power Amplifier in 90-nm SiGe 9HP+ BiCMOS with 34-dB Gain for Phased-Array Transmitters
[NO] 1168/1751 | A Comparative Analysis of Different Preprocessing Techniques for Detection of Depression from Textual Data
[NO] 1169/1751 | Machine Learning for Advanced Islanding Detection in Distribution Systems
[NO] 1170/1751 | Adaptive Tunnel Lighting Following the Color of Outdoor Natural Light
[NO] 1171/1751 | Implementation of Billing Mechanism for an EV Wireless Charging Station
[NO] 1172/1751 | Ku-Band Doherty Power Amplifier with Differential Power Combiner in an Advanced GaN-on-Si HEMT Technology for 6G FR3 Applications
[NO] 1173/1751 | Spectral Downconversion of High-CCT LED Sources via Commercial Optical Filters: Photometric Efficiency and Colorimetric Compliance Trade-offs
[NO] 1174/1751 | Communication-Efficient Hierarchical Federated Learning via Graph-Based Edge Server Clustering
[NO] 1175/1751 | Semantic-Aware Rate-Splitting Multiple Access for Meaning-Aware Multiuser 6G Communication
[NO] 1176/1751 | Building-Integrated Thermal Mass as Support Infrastructure for Sustainable Data Centre Cooling
[NO] 1177/1751 | Noise Reducing Radio Communication using Adaptive Filter and Artifical Intellegence
[NO] 1178/1751 | CTFANet: Deep Learning for Massive MIMO CSI Prediction using Empirical Data
[NO] 1179/1751 | IoT based Hybrid Renewable Power Genration System
[NO] 1180/1751 | A Segment-Refined Digital Predistortion with Residual-Driven Structural Enhancement for RF Power Amplifiers
[NO] 1181/1751 | Vision-Conditioned Structured Trajectory Planning via Flow Matching and Route-First Decoding
[NO] 1182/1751 | FPGA-based DC Motor Speed Control System Design
[NO] 1183/1751 | Secure Rate-Splitting and RIS Beamforming with Untrusted Energy Harvesting Receivers
[NO] 1184/1751 | Synthesis of Junction-Less Duplexers
[NO] 1185/1751 | Redefining Lensing with Adaptive Metastructures: An Ultrawideband Reconfigurable 3D-Printed Metalens for Future Wireless Front-Ends
[NO] 1186/1751 | Toward 5G Wearables: An Additively Manufactured, Thermoelectric Powered mmID and Integrated Microfluidic pH Sensor
[NO] 1187/1751 | CRISP: A JIT Compiled Neuromorphic Simulator
[NO] 1188/1751 | Reconfigurable Pinching-Antenna Assisted Full-Duplex Wireless-Powered Networks under Self-Interference
[NO] 1189/1751 | Physics-Aware Joint Optimization for Embodied Agents via LLM-Based Decision Correction
[NO] 1190/1751 | A 220 to 260 GHz Ultra-Compact, Calibration-Free 5-bit Phase Shifter with 1.8° RMS Phase Error in 9HP SiGe Process
[NO] 1191/1751 | Crop Classification in Heterogeneous Village Landscapes Using High-Resolution Imagery
[NO] 1192/1751 | AI-Blockchain Powered Secure Healthcare Data Management System with Federated Learning and Patient-Owned Records
[NO] 1193/1751 | A Cross-Layer Overlay Architecture for Open RAN-Enabled Integration of Mesh Networks with 5G Private Cores in IIoT
[NO] 1194/1751 | Nightfall-EX Advanced: An Offline TinyML-Based Portable ECG Monitoring and Emergency Alert System
[NO] 1195/1751 | Direction-of-Arrival Estimation via Spiking Locally Competitive Algorithm
[NO] 1196/1751 | Water-Quality Digital Twins: A Review of Architectures, State-Space Assimilation, and Alerting
[NO] 1197/1751 | Joint Communication and Sensing Beamforming for Secure Transmission in 6G SAGINs
[NO] 1198/1751 | Distributed Multi-UAV Collaborative Computing in Dynamic MEC Networks
[NO] 1199/1751 | MCM-Leak: Exploiting Mid-Circuit Measurement Control for Covert Quantum Information Leakage
[NO] 1200/1751 | Advancements in Infant Cry Recognition: A Deep Learning Approach for Improved Classification and Analysis
[NO] 1201/1751 | Development of an IoT-Integrated Solar Powered Fish Feeding Mechanism for Sustainable Aquaculture in an Agriculture Farms
[NO] 1202/1751 | Robust Beam Codebooks for mmWave/THz Systems: Toward a Stochastic RL Approach
