[2026-07-04 10:54:39] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-03
正在获取论文...
[ACM] 2026-7-3 | SAND: Spatially Adaptive Network Depth for Fast Sampling of Neural Implicit Surfaces
[NO] 778/1000 | High-Density Chiplet Integration using Face-Down COW Processes with Bumpless Interconnects for Heterogeneous 3D Systems
[NO] 779/1000 | Adaptive Array Processing for FH-GNSS System with Beam-Squint Against Jamming
[NO] 780/1000 | About the Commissioning of the FSUE “VNIIFTRI” Radio Telescope
[NO] 781/1000 | Hybrid Terahertz and Millimeter-Wave Communications for High-Capacity 6G HAPS-to-Satellite Links
[NO] 782/1000 | Computer Model For Identifying The Period Of Uzbek Texts Based On Lexical, Morphological, And Syntactic Features
[NO] 783/1000 | A Hybrid Reinforcement Learning-Guided Grey Wolf Optimizer for UAV Path Planning
[NO] 784/1000 | IoT Based Intelligent Fault Distance Locator for Underground Power Cables Using Microcontroller
[NO] 785/1000 | NLP-Driven Machine Learning Model for Early Detection of Crude Oil Price Volatility
[NO] 786/1000 | Energy communities – a solution to make consumption more efficient
[NO] 787/1000 | Meeting AI Demand Through Equipment Innovation and AI-Driven Manufacturing: Progress and Challenges
[NO] 788/1000 | The Thermal Paradox of Oxygen Vacancies: Screening vs. Depolarization Setting the Retention in W-Doped Indium Oxide FEFETs
[NO] 789/1000 | Geometric Intelligence: Hybrid Observation with Deep Reinforcement Learning for Autonomous UAV Navigation
[NO] 790/1000 | A $28 \mathrm{nm} 0.7$ pJ/Bit Optically-Programmable, Fully-Digital Sram-Based Receiver Array with on-Chip Skew Calibration for Energy-Efficient Wireless Data Transfer
[NO] 791/1000 | A Sub-μW VCO-Based Direct Digitization Front-End with an Auto-Ranging Technique Achieving 1.8 NEF and 182.3 FoM
                    <sub>DR</sub>
                    for Energy-Efficient Neural Recording
[NO] 792/1000 | A Monolithic 20W/$\text{mm}^{2}$ 4.8V Input 94.8% Peak Efficiency 2-1 Switched Capacitor Voltage Regulator as First-Stage Current Multiplier for Vertical Power Delivery
[NO] 793/1000 | Total Harmonic Distortion Reduction in Cascaded Multilevel Inverters using Multicarrier Phase Shift Pulse Width Modulation Strategy
[NO] 794/1000 | Vision-Based Driver Drowsiness Detection Using Eye-State Analysis and Lightweight CNNs
[NO] 795/1000 | A 40nm 24.85-to-80.59 TFLOPS/W FP8 Computing-in-Memory Macro with Outlier-Aware Hierarchical-Alignment for Edge Transformers
[NO] 796/1000 | An 80.198um
                    <sup>2</sup>
                    Compact TRNG with Bias Mitigation, Proven PVT Tolerance in 4nm
[NO] 797/1000 | Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Frontiers
[NO] 798/1000 | Neural Quadrature Rule and Autoregressive Adaptive Sampling
[NO] 799/1000 | A Wideband CMOS Image-Rejection Up-Conversion Mixer With Hybrid Polyphase Filter
[NO] 800/1000 | Forced Oscillations Frequency Localization and Risk Assessment Method of All-Electric Ship Power Systems with High-Frequency Pulsed Power Loads
[NO] 801/1000 | Ultrasound-Informed State Estimation of Wrist Tremor Dynamics via Koopman Operator for Personalized Sensory Peripheral Nerve Stimulation_supp1-3709711.pdf
[NO] 802/1000 | Communication-Efficient Federated Traffic Prediction via Hierarchical Split Learning
[NO] 803/1000 | Table of Contents
[NO] 804/1000 | A Thermal Aging Life Model for Oil-Paper Insulation Based on the Intrinsic Degradation Mechanism of Cellulose
[NO] 805/1000 | MV-UMI: A Scalable Multi-View Interface for Cross-Embodiment Learning
[NO] 806/1000 | EVCha: A Multi-Task Learning Framework With Heterogeneous Multi-Graph Fusion for Electric Vehicle Charging Demand Prediction
[NO] 807/1000 | Low-Altitude Target Detection in Forward Scatter Radar Based on Time–Frequency Ridge Extraction
[NO] 808/1000 | Effects of Flow Induced Vortices on Surface Charge Distribution and Dissipation of Insulator Sheds
[NO] 809/1000 | Edge-Aware Graph Transformer (EdgeGT-Net): A Meta Optimized, Energy Efficient Architecture for Real-Time Multisensor Stress Monitoring in Wearable Electronics
[NO] 810/1000 | No Engine Required: Teaching Game Programming (Mostly) From Scratch
[NO] 811/1000 | Natural Language-based Hardware Topology Retrieval Method with Cyclic Incremental Mechanism for Embedded System Firmware Requirement Decomposition
[NO] 812/1000 | IMPERIAL: An Implicit Personality Enhanced Hierarchical LLM Framework for Emotion Recognition in Conversation_supp1-3709325.pdf
[NO] 813/1000 | Sensor Data Fusion for Structural Health Monitoring of Aerospace-Relevant Magnetorheological Elastomer Sandwich Structures
[NO] 814/1000 | Comparative Deep Learning Approaches for Personal Protective Equipment Recognition in Industrial Environments
[NO] 815/1000 | High-Precision Channel Simulation for Non-Gaussian Fading: A Copula-Based Approach
[NO] 816/1000 | Fault Detection and Classification for Distribution Network with Decentralized Power Generation Sources Using Combined WPT and XGBoost
[NO] 817/1000 | ISFET model development in Sentaurus Device
[NO] 818/1000 | Innovative Performance of 6th Generation 11nm DRAM Cell Transistor for HBM4 Application
[NO] 819/1000 | Gleanmer: A 6 mW SoC for Real-Time 3D Gaussian Occupancy Mapping
[NO] 820/1000 | Improving Light-Use-Efficiency GPP Modeling in Semi-Arid Olive Orchards Using a Sentinel-3 Thermal CWSI Stress Constraint
[NO] 821/1000 | Carrier Frequency Estimation for Noise-OOK Signaling
[NO] 822/1000 | Development of an NLP System for Detecting and Correcting Spelling Errors in Uzbek
[NO] 823/1000 | Simulation of Bioelectric and Thermal Effects of Multi-Electrode Microcurrent on Subcutaneous Tissues
[NO] 824/1000 | Real-Time RF Streaming on RFSoC 4x2: Quantifying OS Overhead in PL-to-PS Transport
[NO] 825/1000 | Effective Dipole Strength Modulation Using Imprinted Gadolinium Dipole (IGD) Layer to Achieve Fine $\mathrm{V}_{\mathrm{t}}$ Tunability for Low Thermal Budget CFET Devices
[NO] 826/1000 | TADDH: Task-Aligned Dynamic Detection Head for High-Performance X-ray Prohibited Item Detection
[NO] 827/1000 | Performance Evaluation of ANFIS-Based Adaptive Virtual Impedance Controller Under Sudden Load Changes in Islanded Hybrid Microgrid
[NO] 828/1000 | DCGCD: Cognitive Diagnosis Based on Dual-Channel Graph Convolution Learning
[NO] 829/1000 | Fixed-Threshold Method for Yelp Siren Detection
[NO] 830/1000 | Optimized ANN-Based Dynamic Rotor Speed Control for Floating Offshore Wind Turbines in High Wind Speeds
[NO] 831/1000 | A Budget-Constrained Multi-Pilot Design for the Delay–Doppler Domain
[NO] 832/1000 | Multi-Agent PPO for Dynamic UAV Dispatching to Urban Congested Zones
[NO] 833/1000 | A Green’s Function Method for Slotline Impedance Calculation in Planar Stratified Media
[NO] 834/1000 | A 248.5 $\text{GFLOPS}/\text{mm}^{2}$, 1.67 TFLOPS/W Streaming Processor with Hardware-Level Scheduling for Advanced Spectrum Sensing
[NO] 835/1000 | Secure and Compliant Circular Economy through Blockchain-enabled Supply Chain Framework
[NO] 836/1000 | Human Agency in AI-Mediated Education or Ethical Risks and Opportunities via the Human Agency Preservation Framework
[NO] 837/1000 | Smart Wireless EV Charging Station with RFID Authentication and IoT Monitoring
[NO] 838/1000 | An Improved Approximation of the Refraction Point at the Air/Soil Interface for GPR
[NO] 839/1000 | Resilient Adaptive PI-Based Control of Distributed Power Flow Controllers for Wind Energy Integrated Smart Grids
[NO] 840/1000 | Sparse Ramanujan Sequences based OTFS for Peak-to-Average Power Ratio Reduction
[NO] 841/1000 | Comparative Analysis of MODIS-Derived Spectral Indices for Drought Monitoring: A Case Study of the Konya Basin, Türkıye
[NO] 842/1000 | Parameter-efficient fine-tuning of large language models for Tatar language: a comparative study of LoRA and QLoRA
[NO] 843/1000 | SAR Image Denoising Using Non-Local Sparse Principal Component Analysis
[NO] 844/1000 | SEUT: Semantic-Aware Multimodal Medical Data Transmission for Multi-Center Collaborative Diagnosis
[NO] 845/1000 | A 1-to-1050-mA DLDO with Rising-Edge Computational Control and Load-Dependent Feedback Achieving 46-mV/ns DVS Rate and 0.15-Ps FoM
[NO] 846/1000 | Reliability-Aware Multicast SFC Resource Optimization in NFV-enabled Networks
[NO] 847/1000 | Patch vs Scene Level Features for Parking Slot Detection under Diverse Weather Conditions
[NO] 848/1000 | An Integrated Control Approach for Solar PV and Grid Connected EV Battery Charging System
[NO] 849/1000 | Surrogate Modeling Framework for Cost-Effective and Efficient Design of Dielectric Resonator Antennas in Wireless Communication Systems
[NO] 850/1000 | Demand Side Management Based Techno-Economic Evaluation of Floating Solar PV Plant
[NO] 851/1000 | A Comparison between different Machine Learning Approaches for Pathloss Prediction as a Function of Scatterer Density
[NO] 852/1000 | Modeling Continuous Disease Risk Probability in Crops by Integrating Expert Rules and Boundary Sampling
[NO] 853/1000 | A Safe Agentic Digital Twin for Autonomous UAV Navigation
[NO] 854/1000 | A Robust, Digital-Friendly, Differential and Distributed Supply Monitor Architecture for Automotive SoC in 28nm
[NO] 855/1000 | Novel Control of Active and Reactive Power of a Microgrid with Battery Energy Storage System
[NO] 856/1000 | Philos: A DSRM Method for improving Interoperability in Systems-of-Information-Systems through API Semantic Analysis
[NO] 857/1000 | Intelligent integration of data on software ecosystem platforms to support data-intensive applications
[NO] 858/1000 | When Code Meets Things: The FLOSS Side of IoT Systems
[NO] 859/1000 | BreachT5: Ensembling CodeT5+ Models for Multi-Label Vulnerability Detection in Smart Contracts
[NO] 860/1000 | An Exploratory Study on Requirements Reuse: Comparing Manual and ChatGPT-Based Approaches
[NO] 861/1000 | AI for Creative Visual Content Generation, Editing and Understanding
[NO] 862/1000 | ComboStoc: Combinatorial Stochasticity for Diffusion Generative Models
[NO] 863/1000 | PR-Cage: Progressive Feasibility Relaxation for Tight Bounding Cage Generation
[NO] 864/1000 | Photons × Force: Differentiable Radiation Pressure Modeling
[NO] 865/1000 | Deep Learning-Based Intangible Cultural Heritage Art Transfer for Aesthetic Education
[NO] 866/1000 | Multimodal Fusion-Driven Resource Generation Framework for Higher Education with Prompt Engineering Optimization
[NO] 867/1000 | Teaching Building Game Engines: An entry-level course on game programming without pre-built Game Engines
[NO] 868/1000 | WhiteTesseract: Reframing the Interpretation of Cultural Heritage through XR and Conversational AI
[NO] 869/1000 | Single-Channel Blind Separation Algorithm for Co-Frequency Co-Modulated Communication Signals
[NO] 870/1000 | FuzzyGS: Fuzzy-based Geometric Uncertainty Gaussian Splatting for Fast Talking Head Synthesis
[NO] 871/1000 | Detecting Data Poisoning Attacks in Medical Imaging using Explainability-Driven Features
[NO] 872/1000 | Vectorized HD Map Learning for Autonomous Driving: A Survey of Representations, Architectures, and Future Directions
[NO] 873/1000 | Epistemic Reinforcement Learning for Belief Manipulation: SAT-Based Reasoning with Reward Machines
[NO] 874/1000 | Chat2Route: A Retrieval-Augmented System for Personalized and Context-Aware Travel Planning
[NO] 875/1000 | Uncertainty-Aware Exchange Consistency Learning for Robust Semi-Supervised Remote Sensing Change Detection
[NO] 876/1000 | ColumnDisturb Vulnerability in Modern DRAM Chips
[NO] 877/1000 | ATOMS 2026 Cover Page
[NO] 878/1000 | Beyond DRL: LLM-enabled In-Context Learning for Aerial Data Collection in Public Safety UAV
[NO] 879/1000 | A 6.78MHz Fully Integrated Dual-Output Symmetric 1/16-Cycle Regulating Rectifier Achieving 92.57% Efficiency and 3.7 V Voltage Difference
[NO] 880/1000 | Automated Classification of Steel Surface Defects Using Convolutional Neural Network Based Image Analysis
[NO] 881/1000 | A 4.8 V 16nm Stackable Hybrid Fully Integrated Voltage Regulator with in-Package Magnetic Inductors Featuring Automatic Voltage and Current Sharing Between Stacks
[NO] 882/1000 | A 0.06pJ/b Current-Conveyor-Based Current-Domain Transceiver with DC-Balanced Multi-Transmission-Line PAM Symbol Encoding
[NO] 883/1000 | A 6.78MHz Fractional-Resonance Full-Wave Current-Mode Wireless Receiver with Real-Time SAR-Based Optimum Tracking and Power-Aware Division Control
[NO] 884/1000 | Demonstration of CFET Inverters on Si (110) with 2X2 RibbonFETs at 45nm Gate Pitch with PowerVia and Direct Backside Contacts
[NO] 885/1000 | A 57-71-GHz CMOS Phased-Array Transceiver with Aperture-Tuning Antenna Achieving 47.9-62.2% EIRP Efficiency Improvement
[NO] 886/1000 | A Split-Inference Intracortical Interface IC for Battery-Free mm-Scale Magnetoelectrically Powered Brain Implants
[NO] 887/1000 | Quantum Annealing Based Satellite Image Denoising: Initial Results
[NO] 888/1000 | Modeling and Performance Evaluation Research on Cellular Wireless Communication Systems
[NO] 889/1000 | Backside-Compatible Oxide Vertical Channel-All-Around Transistors and Cylindrical Capacitors for On-Chip Voltage Conversion at High Power Density
[NO] 890/1000 | 4.5-W 5-V-Input DC-DC Converter with Six Isolated 15-V Outputs Achieving 175-kV/μs CMTI Without Signal Isolators
[NO] 891/1000 | Scaling High Density Designs Towards Angstrom Nodes: BEOL Routability, Pin Accessibility Challenges and Impact of Gear Ratio
[NO] 892/1000 | Data-AWARE Quorum Aggregation: Handling Label Skew in Semi-Asynchronous Federated Learning for IoT Edge Networks
[NO] 893/1000 | Workload-Derived AC Bias Temperature Instability and Mechanism Contributions in BEOL Oxide Channel DRAM Access Transistors
[NO] 894/1000 | A Comparative Analysis of AI and Human Translation of Sufi Terminology in Alisher Navoi’s Ghazal
[NO] 895/1000 | A Multi-Objective Based Approach for Optimal Placement of DG and Electric Vehicle Charging Station
[NO] 896/1000 | Forecasting Daily Power Generation in Maharashtra Using Machine Learning
[NO] 897/1000 | Evaluation of ETc-Derived Irrigation Scenarios in Winter Wheat Using Spectral-Thermal Data Fusion and Temporal Density Analysis
[NO] 898/1000 | GMINI: Gut Modulating Neural Interface Chip for Closed-Loop Non-Invasive Therapies
[NO] 899/1000 | A Compact Magnetically Coupled Dual-Mode Class-F
                    <sup>−1</sup>
                    VCO Covering 5.8−9.97 GHz with 196.2 dBc/Hz FoM and 70-320 kHz 1/f
                    <sup>3</sup>
                    Corner Without Harmonic Tuning
[NO] 900/1000 | Robust Configurable 1.5 MHz/2.5 MHz IF Quadrature CT ΔΣ Modulator Using SAQB and QDNC for 175.4 dB FoMs in 14 Nm FinFET
[NO] 901/1000 | Bumpless Transfer Control for State-Dependent Switched Linear Systems with Dwell-Time Constraints
[NO] 902/1000 | Optimization of Flying Ad Hoc Network Topology and Collaborative Path Planning for Multiple UAVs
[NO] 903/1000 | A Knowledge Distillation-Reinforcement Learning-Based Neural Architecture Search Framework
[NO] 904/1000 | Optimal Speed and Accuracy Balanced Method of Text-to-Sql Solving Based on Large Language Models
[NO] 905/1000 | Advanced Computational Methods for Renewable Energy Forecasting and Electric Vehicle Scheduling: A Literature Review
[NO] 906/1000 | Performance Evaluation of Cell-Free MIMO Networks with Distributed Access Points
[NO] 907/1000 | HyTEN: A Hybrid Transformer Architecture for Computationally Efficient Intrusion Detection in 6G Vehicular Networks
[NO] 908/1000 | Control Aspects Concerning DC/AC Three Phases Sinusoidal Power Inverter
[NO] 909/1000 | A Channel-Geometry-Based Dynamic IRS Activation Strategy for Energy Efficiency Multimedia Communications in Mobile Systems
[NO] 910/1000 | Toward Reliable Performance Prediction of Perovskite Solar Cells: A Comparative SCAPS-1D and Experimental Study
[NO] 911/1000 | Data-rate Self-Regulation in Wi-Fi Networks Based on Deep Reinforcement Learning
