[2026-05-07 11:10:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-06
正在获取论文...
[arXiv] 2026-05-06 | Emergence of Localized Surface Plasmons in Unpatterned Hyperdoped Polycrystalline Silicon
[NO] 1667/1845 | How Social Media Commerce and eWOM Shape User Technology Acceptance and Information Adoption for MSMEs in Denpasar, Bali
[NO] 1668/1845 | Integrating Cybersecurity Awareness Into Civil Aviation Resilience: A Systems-Based Framework
[NO] 1669/1845 | Plasmonic Enhancement of Perovskite Absorber Layers Using Stable Metal Nanoparticles
[NO] 1670/1845 | PESCO-BERT: An Efficient Prompt-Based Contrastive Learning for Bangla News Classification
[NO] 1671/1845 | An IoT-Based Semi-Automated Library Management System with ESP32 &amp; Arduino
[NO] 1672/1845 | Perspectives for the Use of AI as a Tool for the Design and Implementation of Learning Centered Curricula
[NO] 1673/1845 | A Comparative Performance Analysis of Cloud Storage Platforms in a Bandwidth-Constrained Wired Network
[NO] 1674/1845 | AI Adoption in Software Development: TOE-Based Drivers of Productivity Enhancement in Sri Lanka
[NO] 1675/1845 | Explainable Multimodal Transformers for Rubric-Aligned Job Interview Evaluation
[NO] 1676/1845 | AI Agent-Based Automated Essay Marking Framework Using Large Language Models
[NO] 1677/1845 | Dual-Band Leaf Shape Array Antenna Design with Gain and Directivity Optimization Through Array Expansion
[NO] 1678/1845 | Hybrid Bankruptcy Prediction: A Risk Management Approach for Investors
[NO] 1679/1845 | BeautyGuard: Designing a Multi-Agent Roundtable System for Proactive Beauty Tech Compliance through Stakeholder Collaboration
[NO] 1680/1845 | Enhancing Youth Consumption Intention through Location-Based VR: A Design and Empirical Evaluation of a Virtual Cultural Scene
[NO] 1681/1845 | Research on the Driving Factors of Enterprise Digital Transformation: Based on Machine Learning Methods
[NO] 1682/1845 | A Smart Prediction Framework for University Renovation Project Costs Based on XGBoost and Knowledge Graph
[NO] 1683/1845 | 2026 IEEE International Research Conference on Smart Computing and Systems Engineering (SCSE)
[NO] 1684/1845 | Proceedings
[NO] 1685/1845 | Unveiling of
                    <i>Ni</i>
                    Clusters
                    <i>
                      MoS
                      <sub>2</sub>
                    </i>
                    thin film transistor 3, 3-dimethyl pentane sensor; A biomarker linked to breast cancer
[NO] 1686/1845 | MIST: A Benchmark and Baseline for Multi-frame Infrared Small Target Detection in Complex Motion
[NO] 1687/1845 | 2026 IEEE International Workshop on Antenna Technology (iWAT)
[NO] 1688/1845 | Online Inter-Turn Short Circuit Fault Diagnosis in Permanent Magnet Synchronous Motors by Estimating Secondary Saliency Parameter Using Extended Kalman Filter
[NO] 1689/1845 | CLEAR-Diff: Cloud-Context- and Scene Feature-Guided Diffusion Model for Cloud Removal_supp1-3690610.pdf
[NO] 1690/1845 | A Probabilistic Model for Vehicle-to-Vehicle Communication with Autonomous Resource Selection
[NO] 1691/1845 | Frame Scoring-Based Soft-Integration Approach for High-Resolution ISAR Imaging Under 3D Rotational Motion
[NO] 1692/1845 | Nodal Shape Functions for High-Order Pyramids in Adaptive Finite Element Methods
[NO] 1693/1845 | SADJSCC: Semantic-Aware DJSCC with Attribute Fidelity Evaluation for Channel-Adaptive Image Transmission
[NO] 1694/1845 | Contextual Wireless Video Semantic Communication in MIMO-OFDM Systems
[NO] 1695/1845 | Orchestration of sentiment-aware AI agent for war-related discourse in parallel to Emotion Analysis, and Dual Topic Modeling.
[NO] 1696/1845 | Plenary 1
[NO] 1697/1845 | EmojiFan: A Personalized Fan Designed for Visually Impaired Individuals to Express Themselves in Party Scenes
[NO] 1698/1845 | From Standardized Care to Hyper-Personalized Therapy for Language Disorder: Achieving Mass Cultural Individualization via the Individual Design Profile
[NO] 1699/1845 | Supporting Reviewing Reviews: How HCI Authors Handle Peer Reviews of Manuscripts
[NO] 1700/1845 | Benchmarking ML Models for Multi-Label Mental Health Detection in Sinhala Facebook Posts
[NO] 1701/1845 | An Efficient Framework for Phishing Websites Detection using Machine Learning
[NO] 1702/1845 | System-Level Integration of a Chemiresistive IDE Sensor with Wireless Readout for Multi-Ions Heavy Metal Detection
[NO] 1703/1845 | Multitask multiplexed infrared detection
[NO] 1704/1845 | Explainable Wildfire Classification with PVT and Dragonfly-Optimized Decision Trees
[NO] 1705/1845 | A Hybrid Deep Learning Architecture Combining Audio Spectrogram Transformer and ResNet-18 Head for Efficient Music Genre Classification
[NO] 1706/1845 | BanEmoHate: Building a Multilevel Dataset for Bangla Text Integrating Emotion and Hate Speech
[NO] 1707/1845 | Job Characteristics in Engineering Industrial Sector and its impact on Affective Commitment: Evidence from Bahrain
[NO] 1708/1845 | A Parametric Study of a Medium Rated Squirrel Cage Induction Motor Slots Design for Performance Improvement
[NO] 1709/1845 | Sub-100-μV Cryogenic Biasing with Low-Noise Multilevel Memristors: Pt-Interface Tuning for Scalable Qubit Control
[NO] 1710/1845 | Adaptive Subcarrier-Index Modulation for OFDM Transmissions
[NO] 1711/1845 | Design and Analysis of an Ultra-Wideband Elliptical Shaped Metasurface for Linear-to-Linear Reflective Cross-Polarization Conversion
[NO] 1712/1845 | A Novel Deep Learning Framework for Gestational Age Estimation from Fetal Brain MRI Data
[NO] 1713/1845 | Semi-Supervised YOLO Framework for Real-Time Wildfire Smoke Detection from UAV Imagery
[NO] 1714/1845 | Influence of Authentic Leadership on Employees and Sustainable Performance in Selected Construction Firms: Does Work Engagement Matter?
[NO] 1715/1845 | Hybrid Solar Panel Design Using Multi-Material Configurations: An ANSYS-Based Cost-Efficiency Trade-Off Study
[NO] 1716/1845 | Frequent Pattern Mining in Retail Transaction Data to Enhance Cross-Selling Strategies
[NO] 1717/1845 | BELLEVUE: An Automated Product Detection And Inventory Tracking System Using Deep Learning
[NO] 1718/1845 | Comparative Study of LLMs and Transformers for Bangla Healthcare Paraphrasing
[NO] 1719/1845 | Saving Lives at Sea with Drones: Adaptive Swimmer Detection for Safer Rescue
[NO] 1720/1845 | Enhancing Crop Recommendation with Conformal Prediction and Calibrated Confidence
[NO] 1721/1845 | CMOS-Compatible 200 mm 0.25 µm GaN-on-Si HEMT Process for FR3 Application
[NO] 1722/1845 | Lightweight Deep Learning Framework for Brain Tumor Classification Using Feature Refinement
[NO] 1723/1845 | RRAM-Based Accelerator for HMM Forward Algorithm in a Hybrid CNN-HMM Framework
[NO] 1724/1845 | Explainable Writer Verification with Autoencoders, Feature Fusion, and LLM-Based Explanations
[NO] 1725/1845 | Monolayer MoS
                    <sub>2</sub>
                    /WSe
                    <sub>2</sub>
                    Negative Capacitance CFETs for Energy-Efficient Ultra-Scaled Logic Applications
[NO] 1726/1845 | Examining the Potential of Reservoir-Based Floating Solar Farms and Their Impact on Aquatic Ecosystems
[NO] 1727/1845 | Fitness Risk Analysis in Gym Training: Evaluating Normal and Abnormal Postures Across Weighted and Non-Weighted Exercises
[NO] 1728/1845 | Smart Robot for Feeding Fish in Aquaculture Farms
[NO] 1729/1845 | Multitype Bone Fracture Detection and Classification with YOLOv12: A Deep Learning Approach on a Custom X-Ray Dataset and Web Application
[NO] 1730/1845 | Adaptive Clustered Personalized Federated Learning for Non-IID Remaining Useful Life Prediction in Edge-Based Industrial Systems
[NO] 1731/1845 | Predicting Endocrine Disruptors: A Deep Learning QSAR Model for Estrogen Receptor Activity
[NO] 1732/1845 | Novel Gate-injected Ferroelectric FET-based Differential Fully-analog Computing-in-memory with In-situ Charge-domain Activation for Energy-efficient LLMs
[NO] 1733/1845 | Citrus Plant Leaf Disease Classification Using MobileNetV3-Large: A Deep Learning Approach
[NO] 1734/1845 | GRU-TCN Analytics for Predictive Monitoring: Smart Marketing Decision Models for Industrial Engineering
[NO] 1735/1845 | Bridging the Gap Between Academia and Industry: An Empirical Study of Active Learning Approaches in a Pre-University Induction Programme
[NO] 1736/1845 | A Binary Insomnia Disease Classification Approach with Feature Optimization and Explainable AI Insights
[NO] 1737/1845 | CMOS Inverter on a Flexible Plastic Substrate Using Junctionless Double-Gate Poly-Ge Thin-Film Transistors
[NO] 1738/1845 | Integrating Strategic Planning into Human Resource Decision-Making: A Descriptive and Analytical Approach in the Banking Sector
[NO] 1739/1845 | Theoretical Framework of Engineering Decision-Making in Healthcare under the Influence of Social Media in the UAE
[NO] 1740/1845 | Metasurface-enabled multi-functional optical devices for bio-imaging and thermal radiation management
[NO] 1741/1845 | Sparse Neural Networks via Bi-level ℓ
                    <sub>0</sub>
                    Optimization for Prostate Cancer Prognosis
[NO] 1742/1845 | Interpretable Machine Learning for Proactive Diabetes Screening: Insights from a Stacking Ensemble on BRFSS Data
[NO] 1743/1845 | Oxide Semiconductors for Ultralow-Power Sustainable Electronics
[NO] 1744/1845 | Direct Laser Writing of Reconfigurable VO
                    <sub>2</sub>
                    Electronic and Optical Devices
[NO] 1745/1845 | Few-Shot Facial Emotion Recognition Through South Asian Geographic Transfer Learning
[NO] 1746/1845 | A New Supervised Learning Algorithm Based Upon the Raw and Central Moments of the Underlying Classes
[NO] 1747/1845 | Using Thermally Oxide Electrode MoO
                    <sub>2</sub>
                    to Reduce Read/Write Delay and Enhance Hamming Distance of FeCAM at 85 °C
[NO] 1748/1845 | Distinguishing Between Saint(Sadhu) and Common(Cholit): A Bangla BERT Approach to Bengali Language Classification
[NO] 1749/1845 | Machine Learning-Based Prediction of ADHD in Bangladeshi Children Using Behavioral and Demographic Insights
[NO] 1750/1845 | Emotional Flow and Authenticity: A Comparative Study of Ai- and Human-Generated Comment Sequences
[NO] 1751/1845 | Using a PIR Sensor to Wirelessly Actuate a Garden Pest Deterrent
[NO] 1752/1845 | Bangladeshi Folk Musical Instrument Classification Using Deep Learning and Transformers
[NO] 1753/1845 | Energy Characterisation of a UWB-based Indoor Positioning System
[NO] 1754/1845 | Threshold Voltage Control Techniques for Advanced Nodes
[NO] 1755/1845 | Scabio: A Deep Learning-Based Mobile Application for Scabies Screening and Community Surveillance in Low-Resource Settings
[NO] 1756/1845 | Reproducible Machine Learning Pipeline for Predicting Cosmetic Chemical Carcinogenicity and Reproductive Toxicity Using Molecular Descriptors and Fingerprints
[NO] 1757/1845 | Decision Support Systems to Organizational Effectiveness
[NO] 1758/1845 | RF Signal Recognition for UAV Detection Based on Multi-Order Correlation in Spectral Domain and Deep Learning
[NO] 1759/1845 | Integrated CAN-Bus System: Advanced Data Visualization for Vehicle Performance Optimization
[NO] 1760/1845 | Effective Minimization of Failure-Inducing Tests Using Convention-Aware Slicing
[NO] 1761/1845 | ALPR-Based Vehicle Access Control and Visitor Management for Sri Lankan Campuses
[NO] 1762/1845 | Hybrid Quantum-Classical Model with Trainable Quanvolutional Layer for Image Classification
[NO] 1763/1845 | Channel Length Scaling of Oxide Semiconductor Ferroelectric Thin Film Transistor
[NO] 1764/1845 | Progress and challenge in ultrawide bandgap semiconductors
[NO] 1765/1845 | Three-Layer Stacking Technologies Using Cu-Cu Hybrid Bonding
[NO] 1766/1845 | Enhancing Polyp Segmentation in Endoscopic Images Using Attention-Enhanced U-Nets
[NO] 1767/1845 | Clickbait Video Detection: A Comprehensive Study Using Transformer
[NO] 1768/1845 | Pattern-Aware Graph Neural Networks for Handling Missing Data
[NO] 1769/1845 | Cybersecurity: Opportunities and Challenges in the Context of Digital Transformation and Its Role in Strategic Decision-Making
[NO] 1770/1845 | OcuXAI-App: A Deep Learning Based Mobile Application for Eye Disease Classification Using Ensemble Technique with Enhanced Interpretability
[NO] 1771/1845 | Comparative Analysis of TDOA and SRP-Beamforming Algorithms for 3D Sound Source Localization Under Variable Acoustic Conditions
[NO] 1772/1845 | A Dual-Branch CNN Fusion Approach for Robust Chest X-ray Disease Classification
[NO] 1773/1845 | Thermal Comfort Process Control
[NO] 1774/1845 | Evolutionary Game-based Study on Fire Safety Supervision between Government and Fire Protection Institutions
[NO] 1775/1845 | Global New Energy Vehicle Policy Shifts and Their Implications for China: A Survey-Based Evaluation Using LASSO-Regularized Regression
[NO] 1776/1845 | Research on Physical Activity Patterns, Psychological Needs, and Health of the Older Adults Based on Hierarchical Clustering Analysis
[NO] 1777/1845 | Deep Learning-Based Identification and Risk Analysis of Online Language and Text Public Opinion in Chongqing
[NO] 1778/1845 | A Double Machine Learning Approach to the Impact of Digital Transformation on Corporate Reputation
[NO] 1779/1845 | Risk Identification and Mitigation Strategies for Engineering Management in Smart City Development
[NO] 1780/1845 | Temporal Drift in Privacy Recall: Users Misremember From Verbatim Loss to Gist-Based Overexposure
[NO] 1781/1845 | Member Spotlights: Md. Sabbir Ahmed
[NO] 1782/1845 | Nudgescape: Reducing Sedentary Behavior Through Interactive Interior Landscapes
[NO] 1783/1845 | PrivGNN: Privacy-Preserving Graph Neural Network Inference Based on Collaborative Computing for Cyber-Physical-Social Systems
[NO] 1784/1845 | Infrared and Visible Image Fusion Using Bimodal Neuron and Dynamic Receptive Field Mechanisms
[NO] 1785/1845 | Hybrid Quantum-Classical Algorithm Design for Coupled Phase-Shift Optimization of STAR-RIS
[NO] 1786/1845 | Direct Switching Current Control for Series Resonant Dual Active Bridge DC-AC Converters Based on Time Domain Analysis
[NO] 1787/1845 | A Two-Stage Pareto-Driven Framework for Adaptive Resource Optimization in Lightweight Intrusion Detection Systems
[NO] 1788/1845 | Design of Molecular Communication Amplifier Based on Mesoporous Silica Nanoparticles
[NO] 1789/1845 | A Pseudo-gradient Perturbation Guided Meta Adaptive Orthogonal Network for Fault Diagnosis under Unseen Conditions
[NO] 1790/1845 | Extracting sea ice topographic features from triangulated surface models_supp1-3690366.pdf
[NO] 1791/1845 | Research on Transformer Partial Discharge Pattern Recognition Method Based on Multi-Modal Information Enhancement and Fusion_supp1-3690690.docx
[NO] 1792/1845 | Half Title Page
[NO] 1793/1845 | Deep Learning-Based End-to-End Underwater Structural Crack Detection with YOLOv8 and Synthetic Augmentation for Enhanced Visibility
[NO] 1794/1845 | Impacts of Temperature on the Performance of Ge
                    <sub>1−x</sub>
                    Sn
                    <sub>x</sub>
                    -based Mid-infrared Light-Emitting Diodes on Si Substrate
