[2026-08-08 09:38:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-07
正在获取论文...
[IEEE] 2026-8-7 | Improved IQC covers for sample-and-hold
[NO] 825/1000 | Research on the Evaluation and Dynamic Monitoring Algorithm of Higher Education Teaching Quality Based on Multi-Source Data Fusion
[NO] 826/1000 | Research on the Design of ONE SIZE FITS ALL Yoga Pants Based on KANO-AHP-QFD
[NO] 827/1000 | Deep Learning Based Quantitative Analysis of Cervical Spondylosis Using Diagnostic Factors and Metrics
[NO] 828/1000 | Research on the Innovative Design and Evaluation of Dunhuang Patterns in Ceramic Art Based on AIGC
[NO] 829/1000 | Reconstruction of City Cultural Experience Service Systems Under the Background of Digital Intelligence
[NO] 830/1000 | Real-Time Measurement of Single-Cell Rotation Speed With OET System
[NO] 831/1000 | Learning dynamically stable Ultra-Slow Gait in Quadruped Robots
[NO] 832/1000 | LungNet-CT: A Unified Deep Learning Framework for Efficient Lung Cancer Classification from CT Images
[NO] 833/1000 | Driver Safety System for Drowsiness Detection and Cabin Environment Monitoring
[NO] 834/1000 | A lazy control strategy layer in validating daily-plan of multi-energy systems
                    <sup>*</sup>
[NO] 835/1000 | A Dynamic Evaluation Model for Intelligent Design Creativity Based on Complexity Systems and Spherical Fuzzy Sets
[NO] 836/1000 | Design and Implementation of a Digital Interactive System for Fuzhou Shadow Puppetry Based on Unity3D
[NO] 837/1000 | MSR-PP: Modular Symbolic Regression with Physics Priors for PDE Discovery
[NO] 838/1000 | JourneyFormer: Encoding Airbnb Guest Journey with Sequence Modeling
[NO] 839/1000 | Continuous Causal Component and Structure Discovery from Time Series
[NO] 840/1000 | Benchmarking on Tasks That Matter: Dataset Selection for Preserving Model Rankings
[NO] 841/1000 | BRIDGE: Block-Wise Speculative Coordination for Cloud-Edge Retrieval-Augmented Generation
[NO] 842/1000 | Training Dense Retrievers with Multiple Positive Passages
[NO] 843/1000 | GraphARC: A Comprehensive Benchmark for Graph-Based Abstract Reasoning
[NO] 844/1000 | Graph Adversarial Defense with Virtual Spectral Anchor Injection
[NO] 845/1000 | Mapping LLM Capability Frontiers via Formalized and Calibrated Probes
[NO] 846/1000 | CryptoAnalystBench: Failures in Multi-Tool Long-Form LLM Analysis
[NO] 847/1000 | VIVID: Backbone Training-Free Text-to-Image Video Editing via Variational Latent Anchors
[NO] 848/1000 | Black-Box Embedding Inversion Attack on Vector Databases
[NO] 849/1000 | Hierarchical Long-Term Semantic Memory for LinkedIn's Hiring Agent
[NO] 850/1000 | Design of Resonant Flexible Eddy Current Sensor Array for In-situ Detection of Turbine Runner Seal Ring Defects
[NO] 851/1000 | Interaction Techniques for Scientific Data Analysis in Extended Reality
[NO] 852/1000 | Detect Dark Matter's Mark: Probe this Cosmic Enigma with a DIY Radio Telescope
[YES] 853/1000 | Cover 3
[NO] 854/1000 | Robust AILC-MRAC Integrated Control for GNSS-Based Train Velocity and Position Tracking Under Interference and Faults
[NO] 855/1000 | CCISOLVER: End-to-End Detection and Repair of Method-Level Code-Comment Inconsistency_supp1-3689089.pdf
[NO] 856/1000 | High sensitivity fiber SPR-MZI salinity sensor with temperature compensation function
[NO] 857/1000 | Phase-Synchronized TECS Integrating TI-tACS and rTMS: Modeling, Hardware Implementation, and In Vivo Neurophysiological Validation_supp1-3721183.docx
[NO] 858/1000 | Optimal Sensors Placement-driven Design of FBG based Insole for Plantar Pressure Monitoring in Classical Ballet
[NO] 859/1000 | 2026 IEEE 21st International Conference on Nano/Micro Engineered and Molecular Systems (NEMS)
[NO] 860/1000 | Message from the Program Chairs
[NO] 861/1000 | Short-Term ACV Motion Attitude Prediction based on PSO-BiLSTM Neural Network
[NO] 862/1000 | Design of Switching Attacks with Physics-Informed Neural Networks
[NO] 863/1000 | Study on the Innovative Path of APP Development and Design of Pujiang Straw Paintings Based on the Concept of Cultural Translation
[NO] 864/1000 | A Study on the Interface Interaction Design of Pet Passing Away App Based on Cognitive Emotion Regulation Strategy
[NO] 865/1000 | Integration and Application of Internet of Things (IoT) Technology in Smart Health and Wellness Communities
[NO] 866/1000 | Research Progress and Future Development of Electro-Hydrostatic Actuators for Deep-Sea Applications
[NO] 867/1000 | Analytical Evaluation of Deep Learning Techniques for Classification and Diagnosis of Cervical Cancer Using Clinically Translated Histopathology
[NO] 868/1000 | Innovative Solutions for Green Mobility: AI-Driven Smart Walker with Integrated Navigation and Public Transit for the Elderly
[NO] 869/1000 | Agentic World Models
                    <sup>*</sup>
[NO] 870/1000 | CU-Net: A Brain Tumor Segmentation Approach with Channel and Spatial Attention
[NO] 871/1000 | Effect of Metal Film Thermoelastic Damping on the Q-factor of a Fused Silica Resonator: Modeling and Simulation
[NO] 872/1000 | Computer-Aided Design of Immersive Environments in Digital Museums
[NO] 873/1000 | Distributed Koopman NMPC for Virtually Coupled Train Control
[NO] 874/1000 | Extending Fixed-Point Theory for Neural Field Models
[NO] 875/1000 | An sEMG Study on the Stability of Pinch Grip Movements
[NO] 876/1000 | Deep Learning for Early Disease Detection: A Multimodal Approach to Diagnostic Accuracy in Medical Imaging
[NO] 877/1000 | Optimization of Reconfigurable Intelligent Surface (RIS)-Assisted NOMA Phase-Shift and Beamforming for 6G Networks
[NO] 878/1000 | Assessing the Quality of Control Software Style Guides Used by Machine and Plant Manufacturers
[NO] 879/1000 | Research on Innovative Design of IP Image of Shenyang Lao Longkou Liquor Brand Driven by AIGC
[NO] 880/1000 | Reinforcement Learning Based Rate Allocation for Learned Image Compression Using Patch-Wise Quantization
[NO] 881/1000 | Research on the Extraction and Design Application of Cultural Factors of the Ridge Beasts of the Hall of Supreme Harmony in the Forbidden City
[NO] 882/1000 | The Culture Tourism Development of Jingchu Culture:Application and Exploration of East Lake in Wuhan
[NO] 883/1000 | EB-AIOps: Evidence-Bound and Injection-Resilient Intelligent Triage for Cloud Security Logs
[NO] 884/1000 | Stereo Vision SLAM for Autonomous Uncrewed Surface Vessels in GPS-Denied and Uncharted Ports
[NO] 885/1000 | Research on the Expansion of Digital Input and Digital Output Using FPGA
[NO] 886/1000 | The Impact of Cultural and Creative Product Design at the Niuheliang Site Museum on Aesthetic Education for University Students
[NO] 887/1000 | Data-Driven Hybrid Framework for Dynamic System Control
[NO] 888/1000 | Knowledge Tracing with Large Language Models via GRPO-based Reinforcement Fine-Tuning
[NO] 889/1000 | Innovative Application of Digital Technology in Landscape Design and Research
[NO] 890/1000 | Unrelated Parallel Machine Scheduling under Non-Resumable Maintenance: A Surrogate-Assisted Genetic Algorithm
[NO] 891/1000 | Hierarchical Skill Compatibility Modeling for Cold-Start Talent Matching Using Inductive Graph Neural Networks
[NO] 892/1000 | Efficient Inversion of Suspended Sediment Characteristics in Water Using a Deep Learning Based Surrogate Model
[NO] 893/1000 | Hybrid LSTM-Firefly Residential DSM Under TOU Pricing: Baseline Forecasting for Rebound-Peak Suppression
[NO] 894/1000 | Optimized Spatial-Reuse TDMA for Underwater Multi-Hop Cellular Acoustic Networks via Interleaved Slot Reuse and Reinforcement Learning
[NO] 895/1000 | Three-Dimensional Interconnected Thin-Film Thermocouple Array for In-Situ Temperature Mapping Inside Fuel Cells
[NO] 896/1000 | Exploring AI-Assisted vs. Traditional Landscape Design: A Case Study Using TRAM Analysis
[NO] 897/1000 | A Search and Rescue Problem with Path-Planning under Uncertainty
                    <sup>*</sup>
[NO] 898/1000 | The Research on Urban Fabric Recognition Method Based on Artificial Intelligence Algorithms: A Case Study of the Evolution of Former Industrial Sites in Dalian
[NO] 899/1000 | A Two-Stage Strategy for Cooperative Path Planning of Rope-Connected Double USVs in Marine Garbage Capture
[NO] 900/1000 | ROV Modeling Design of Underwater Operation Robot Based on CFD Analysis Technology
[NO] 901/1000 | Study of Grid-Connected Inverter under Modified PWM Control for EMI Mitigation in Photovoltaic Application
[NO] 902/1000 | A Multi-Objective Planning Approach for Deconstruction Projects
[NO] 903/1000 | Constrained Backstepping Trajectory Tracking Control for DP Vessels Navigating in Complex Environments Based on Numerical Simulation of Hydrodynamic
[NO] 904/1000 | Design of 16-Bit Carry Look-Ahead Adder Using GDI Technique
[NO] 905/1000 | Exploration of the Efficacy of Yue Embroidery in Treating Depression: A Preliminary Study on Integrating Intangible Cultural Heritage Into Psychotherapy
[NO] 906/1000 | Toward an Advanced Level Crossing Control Enabled by Train–infrastructure Communication
[NO] 907/1000 | Reverberation Suppression in Underwater Moving Target Detection via Variational Bayesian Dictionary Learning
[NO] 908/1000 | Unmanned Surface Vehicle Hybrid Path Planning for Surface Rescue in Complex Maritime Environments
[NO] 909/1000 | Graph Construction for Uncrewed Convertiplanes Incorporating Operational Risk Using Geospatial Data
[NO] 910/1000 | Research on the Design of Inheritance and Revitalization Utilization of Chifeng Cultural Heritage Based on Digital Immersion Scene
[NO] 911/1000 | Development of a Method for Generating Reference Movements of the AUV During Manipulation Operations
[NO] 912/1000 | Multi-Sensor Fusion and Frequency-Domain Analysis for Predictive Maintenance of Industrial Induction Motors
[NO] 913/1000 | Mixed-Condition Training for Frost-Robust Image-Based K-Value Estimation of Brine-Frozen Skipjack Tuna
[NO] 914/1000 | ANFIS-Based State Observer for a Feedback Inverted Pendulum: Experimental Validation
[NO] 915/1000 | Trustless Digital Voting Through Smart Contracts: A Practical Ethereum-Based Approach
[NO] 916/1000 | Real-Time Electrochemical Sensing System for Stage-Specific Marine Biofouling Detection
[NO] 917/1000 | A Hybrid Scatter Search Algorithm for the Sequencing m-Vector Bin Packing Problem
[NO] 918/1000 | Development and Field Verification of NADIA: A Diver Safety Support Robot
[NO] 919/1000 | Design and Development of Winter Olympics Exhibition Hall Based on Immersive Virtual Reality Technology
[NO] 920/1000 | Remote Photoplethysmography (rPPG) Data Generation: A Concise Review
[NO] 921/1000 | Secure Framework for Patient Safety in IoMT Using Machine Learning and ECC-AES Cryptography
[NO] 922/1000 | SHOP PILOT: An AI-Driven Framework for Indoor Navigation, Real Time Analytics, and Collaborative Purchasing with Deal Optimization in Smart Shopping
[NO] 923/1000 | Explainable AI for Clinical Oncology Decisions
[NO] 924/1000 | Intellectual Rebirth of Cultural Heritage: Innovative Representation and Inheritance Exploration in Digital Media Art
[NO] 925/1000 | Spatio-Temporal Characteristics of Indian Ocean Reverberation: Quantitative Comparison between Experiment and Ray-Facet Simulation
[NO] 926/1000 | Evaluation of Soy Wax as a Material for Wax Printing on μPADs
[NO] 927/1000 | Broadband 3D Force Tactile Sensor via Rigid-Flexible Kirigami and Gradient Micro-Frustum Arrays
[NO] 928/1000 | Health Intelligence Recommendation System
[NO] 929/1000 | Machine Learning Prediction of Release Kinetics in pH-Responsive Hydrogel Systems
[NO] 930/1000 | Application of a Data-Driven Approach for Maximum Fatigue Damage Assessment of a 15MW Floating Wind Turbine Under Realistic Metocean Conditions
[NO] 931/1000 | ClearVision: A Physics-Informed Lightweight GAN for Real-Time Enhancement of Turbid Underwater Imagery
[NO] 932/1000 | Personalizing Large Language Models with User Profile Memory
[NO] 933/1000 | HiTF: A Hippocampal-Thalamic Function-Inspired Framework for Robust Multimodal Sentiment Analysis with Incomplete Data
[NO] 934/1000 | NCCDA: Neuron-wise Class-Conditional Distribution Alignment for Deep Neural Network Repair
[NO] 935/1000 | CausalT5k: Diagnosing Refusal and Failure Modes in Trustworthy Causal Reasoning Across Causal Rungs
[NO] 936/1000 | Learn to Coordinate City-Scale Virtual Power Plants: A Reasoning-Guided Evolutionary Framework for Hierarchical Heterogeneous Device Scheduling
[NO] 937/1000 | Temporal Graph Prototype-conditioned Conformal Prediction for Fraud Detection
[NO] 938/1000 | Enterprise AI Agents: From Prototypes to Production
[NO] 939/1000 | CoFE: Collaborative Feature Engineering via Semantically-Guided Exploration and Diagnostic-Driven Refinement
[NO] 940/1000 | Personalizing Marketplace Policies with Competing Objectives and Constrained Experiments: Evidence from a Job Marketplace
[NO] 941/1000 | Differential-Integral Neural Operator for Long-Term Turbulence Forecasting
[NO] 942/1000 | RELATE: A Reinforcement-Learning-Enhanced LLM Framework for Advertising Text Generation
[NO] 943/1000 | On the Push-Based Asynchronous Federated Learning: A Bias-Correction Aggregation Approach
[NO] 944/1000 | Author Index
[NO] 945/1000 | DLCV 2026 Cover Page
[NO] 946/1000 | All-Metal 3D-printed Circularly Polarized Phased Array for Ka-band Satellite Communications
[NO] 947/1000 | IEEE Systems, Man, and Cybernetics Society Information
[NO] 948/1000 | Efficient Revocable Multi-Authority Attribute-Based Signcryption for Edge Server-Assisted IoT
[NO] 949/1000 | IEEE App
[NO] 950/1000 | Copyright Page
[NO] 951/1000 | Construction of Classification System for Traditional Pattern Elements of Kazak Traditional Cloth Embroidery Wall Hanging
[NO] 952/1000 | A Neural Learning-Based Method for Large-scale Airport Ground Scheduling
[NO] 953/1000 | AI-Driven Patient Profiling for Clinical Decision Support in Dental Treatment under General Anesthesia
[NO] 954/1000 | Harnessing Photonics for Machine Intelligence [Feature]
[NO] 955/1000 | Skeleton-Based vs. Stroke-Based AI Models: a Comparative Study for Devanagari Calligraphy Generation
[NO] 956/1000 | Some results on scaled consensus over directed graphs
[NO] 957/1000 | System-Level Simulation of a Resonant Electrostatic Field Microsensor Based on a Reduced-Order Macro-Model
[NO] 958/1000 | Predicting Vessel Estimated Time of Arrival via a Prior-Guided Temporal Learning Framework
[NO] 959/1000 | An Automatic English-Speaking Proficiency Assessment Algorithm Based on Speech Recognition and Intonation Feature Analysis
