[2026-08-18 09:34:34] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-17
正在获取论文...
[arXiv] 2026-08-17 | Graph Neural Assisted Actor-Critic for Latency-Efficient Edge Vision System
[NO] 1397/1915 | Parameter Estimation via Adaptive Gain Convergence to CGT Solutions in Simple Adaptive Control
[NO] 1398/1915 | Ship Trajectory Prediction Method Based on Intention Awareness and Long-Short Term Temporal Attention
[NO] 1399/1915 | Underwater Object Detection via Fusing Spatial Depthwise Convolution and Multi-Kernel Attention
[NO] 1400/1915 | Joint Trajectory and Beamforming Optimization in Multi-UAV Relay Networks
[NO] 1401/1915 | MF-RWKV: A Multi-Scale Feature Fusion Network Based on RWKV for Brain Tumor Image Segmentation
[NO] 1402/1915 | A Modified MobileViT Framework Incorporating Enhanced Ghost Bottlenecks and Parallel Asymmetric Convolutions for Brain Tumor Classification using MRI images
[NO] 1403/1915 | Design of a Robot for Pothole Detection and Depth Estimation
[NO] 1404/1915 | Drone-Based Vehicle Detection Using YOLOv11 for Urban Traffic Monitoring in Bandung, Indonesia
[NO] 1405/1915 | Discrete-Time $H_{\infty}$-Based Design of a PMR Controller for Standalone Applications Under Balanced and Unbalanced Nonlinear Loads
[YES] 1406/1915 | Design and Verification of a Low-Latency 10-Gigabit Switch for Novel Computing Interconnection Applications on the Edge Side Based on FPGA
[NO] 1407/1915 | Frequency-Guided Adversarial Modality Augmentation Network for Visible-Infrared Person Re-Identification
[NO] 1408/1915 | Evaluating Artificial Intelligence for Predicting and Interpreting Molecular Toxicity from Chemical Structures to Enhance Early Drug Screening
[NO] 1409/1915 | TinyML-based Edge Intelligence With Real-Time Earth Tremor Detection In Low-Power IoT Devices
[NO] 1410/1915 | Cardiovascular Disease Detection using Supervised Machine Learning: An Empirical Study
[NO] 1411/1915 | Regime-Dependent Post Hoc Uncertainty in Lightweight Image Classification
[NO] 1412/1915 | Multimodal Large Language Models for Few-Shot Bearing Fault Diagnosis: Impact of Prompt Design and Comparison with Prototypical Networks
[NO] 1413/1915 | Generative AI Governance and Cybersecurity Risk Control in Organizational Development
[NO] 1414/1915 | Frozen Vision-Language Models with Adaptive Voting and Verification for Visual Illusion Reasoning
[YES] 1415/1915 | Modeling of Nonlinear Analog Circuits Using Automated Reachset Conformance Checking
[NO] 1416/1915 | Foreground-Background Contrast-Driven Infrared Small Target Detection Network
[YES] 1417/1915 | MeRD: Memory-Enhanced Reverse Distillation for Industrial Image Anomaly Detection
[NO] 1418/1915 | FPGA Implementation and Evaluation of a Single-Trit Ternary ALU
[NO] 1419/1915 | Financial Risk Management of Secure Digital Twins in Critical Infrastructure: A Resilience-Oriented Framework for Investment and Operational Decision-Making
[NO] 1420/1915 | HCD-YOLO: A Conservation-Aware Detection Framework for Multi-Material Crack Diagnosis in Historic Building Restoration
[NO] 1421/1915 | A Link-Margin Based Analysis of LoRaWAN Reliability Under LoS and NLoS Conditions
[NO] 1422/1915 | A Wireless Bioelectronic Patch for Gastric Sensing and Stimulation
[NO] 1423/1915 | A Compact, Lightweight Coilable Deployable Mechanism with High Lateral Stiffness
[NO] 1424/1915 | Design and Application of Ship Navigation Decision Support System Based on DDS Message Bus
[NO] 1425/1915 | PAMBert: A Transformer-Based Method for Prompt Input Detection
[NO] 1426/1915 | An Intelligent Workflow Platform with AI-Based User Activity Analysis and Security Monitoring
[NO] 1427/1915 | XGBoost-Driven Forecasting of Crude Oil Prices: A Comparative Machine Learning and Stochastic Evaluation
[NO] 1428/1915 | End-to-End Evaluation of Approximate Multipliers for Energy-Efficient CNN Accelerator
[NO] 1429/1915 | Trajectory Tracking for Aerial Manipulators Based on Neural Network Augmented Generalized Jacobian
[NO] 1430/1915 | Distance-Aware and Feature-Enhanced 3D Object Detection for Point Clouds
[NO] 1431/1915 | Space and Time Scaling Approach for Electromagnetic FDTD Analysis of Doppler Radars
[NO] 1432/1915 | Distributed Collision Avoidance for Multiple Unicycle Robots with Bounded Speed and Acceleration via Modified Hand Positions
[NO] 1433/1915 | SEM Observation of Poly(acrylic acid) Film on PTFE Treated by Nonthermal Plasma Graft Polymerization
[NO] 1434/1915 | A Deep-Learning-Assisted Capacitive Sensor for Non-Contact Human-Machine Interaction_supp1-3722073.docx
[NO] 1435/1915 | AI-based Digital Assessment of Gross Motor Function in Metachromatic Leukodystrophy
[NO] 1436/1915 | Cover Page
[NO] 1437/1915 | TZRIMA: A Runtime Integrity Measurement Architecture for ARM TrustZone-Based TEE
[NO] 1438/1915 | Table of Contents
[NO] 1439/1915 | Towards Wearable High-Density MEG: A Compact, Low-Power, and Scalable OPM-MEG System with Automated Control
[NO] 1440/1915 | Unique Form and Some Construction of Uncorrelated Optimal ZCZ Sequences
[NO] 1441/1915 | Stability-Margin-Aware Lateral Control for Four-Wheel Independent-Drive Electric Vehicles
[NO] 1442/1915 | Decentralized Sequential Detection of a Non-Cooperative Target with Randomly-Fluctuating Emission
[NO] 1443/1915 | A 60-m distance measurement exploiting the linewidth narrowing of the SMI readout
[NO] 1444/1915 | Stator-Reluctance Harmonic Shaping Approach for Targeted Torque Ripple Mitigation in Synchronous Machines
[NO] 1445/1915 | Learning to estimate 3D hand pose from depth image
[NO] 1446/1915 | Leveraging LLM for Semantic Interpretation of Fused Vibro-Acoustic Descriptors in Multi-Fault Diagnosis
[NO] 1447/1915 | IEEE Transactions on Nuclear Science publication information
[NO] 1448/1915 | Fast adaptive Low-Light Image Enhancement via Mixture of Experts_supp1-3724099.pdf
[NO] 1449/1915 | Photolithographically Patterning of Iongel Electrolytes for On-Chip Electrochemical Devices with High Areal Number Density
[NO] 1450/1915 | Keynote Wahab
[NO] 1451/1915 | Practical Fixed-Time Tracking Control for a Class of Strict-Feedback Nonlinear Systems: A Fixed-Time Disturbance Observer Approach
[NO] 1452/1915 | Fundamental-Isolated Frame-Skipping Repetitive Control for Harmonic Impedance Reshaping of Grid-Forming Energy Storage VSGs
[NO] 1453/1915 | On Anatomical Prior Kernel Distortion for Tomographic Microwave Imaging Stroke Monitoring_supp1-3724057.pdf
[NO] 1454/1915 | A Current-Sourced Switched-Capacitor Converter (i-SCC) for Integrated Power Conversion With Discrete Inductors and Reduced Package Current
[NO] 1455/1915 | Vision-Language Guided Hyperspectral Object Tracking via Semantics Fusion and Contextual Template Updating
[NO] 1456/1915 | Completeness of Iris-Based Program Logics
[NO] 1457/1915 | Design and Control of Single-Instrument Master-Slave System for Vascular Interventional Surgery
[NO] 1458/1915 | Engineering Application of Improved YOLO-v7 for Inner-Wall Defect Detection in Nuclear Power Plant Pipelines
[NO] 1459/1915 | A Wheeled Bipedal Robot Capable of Autonomous Docking
[NO] 1460/1915 | Using PRINCE2 in the Development of Financial Monitoring Systems
[NO] 1461/1915 | A SegFormer-Based Semantic Segmentation Approach for Autonomous Driving Decision Making Using Stereo Vision
[NO] 1462/1915 | An Attention-Guided Dual-CNN Feature Fusion and GA-Based Optimization Framework with Meta-Ensemble Classification for Preventing Non-Consensual Sexting
[NO] 1463/1915 | PEPD: Secure-Aggregation-Compatible Label-Flip Poisoning Detection via Selective Layer Disclosure
[NO] 1464/1915 | A Hybrid Deep Learning Approach for Speech Emotion Recognition
[NO] 1465/1915 | A Variability-Aware Compact Memristor Model for HfO
                    <sub>2</sub>
                    -based 1T1R ReRAM Devices
[NO] 1466/1915 | High-Precision Edge Segmentation Method for Iron Ore Pellets Based on CBAM Attention Mechanism and Improved U-Net
[NO] 1467/1915 | Development of Real-Time Monitoring System for Stable Photoresist Droplet Jetting
[NO] 1468/1915 | Testbed and Aerodynamic Modeling of Ground-Air Reconfigurable Robot in Near-Wall Environment of Underground Pipe Gallery
[NO] 1469/1915 | Hydrodynamic Characteristics and Transient Flow Field Analysis of a Manta Ray-inspired Robot in Steady Inflow
[NO] 1470/1915 | Edge-AI based Cardiac Healthcare: Detection of Aortic Stenosis on a Resource Constrained Hardware using Seismocardiogram signal
[NO] 1471/1915 | An Improved SuperPoint-Based Image Stitching Method for Shipborne Navigation Images
[NO] 1472/1915 | A Curvature-Based Force-Feedback Virtual Reality Training System for Vascular Interventional Surgery Robots
[NO] 1473/1915 | Towards Green for Low-Altitude Edge Intelligent Networks: A Survey from Signal Perspective to Network Perspective
[NO] 1474/1915 | Video stream interception of IoT system
[NO] 1475/1915 | Analysis and Optimization of Gear Meshing Noise in a New Energy Vehicle
[NO] 1476/1915 | Near-Field XL-MIMO Joint Channel Estimation and Localization Based on Deep Learning
[NO] 1477/1915 | Cognitive Approaches for Dynamic Allocation of Vehicles in Real-Time Logistics
[NO] 1478/1915 | An Acoustic Prior-Guided Dynamic Attention Network and its Application in Tibetan Speech Emotion Recognition
[NO] 1479/1915 | Experimental Performance Analysis of a 10 Wp Polycrystalline PV Module with Flat Mirror Reflector and Thermoelectric Cooling System
[NO] 1480/1915 | Effect of Additives on the Surface Quality of Metal Micropatterns in Femtosecond Laser-Induced Electrochemical Deposition
[NO] 1481/1915 | Development of a Smart Biomimetic Fish Robot Integrating Autonomous Navigation, Obstacle Avoidance, and Real-Time Motion Control
[NO] 1482/1915 | Directional Modulation Design for Movable Antenna Systems With Discrete Candidate Positions
[NO] 1483/1915 | Research on Optimization of Depth-Keeping Control for Underwater Vehicles Based on Six-Parameter PSO Fuzzy PID Control Method
[NO] 1484/1915 | A Composite Variable Impedance Control Architecture with Adaptive Feedforward Assistance for Rehabilitation Exoskeletons
[NO] 1485/1915 | AI-Based Digital Security Management System for Schoolchildren: Architecture, Detection Models, and Real-Time Intervention
[NO] 1486/1915 | Pattern-Enhanced RT-DETR for Multi-Class Battery Detection
[NO] 1487/1915 | An Explainable and Faithfulness-Aware Retrieval-Augmented Generation Framework with Adaptive Semantic Caching
[NO] 1488/1915 | A Rag-Based Remote Manufacturing Supervision Quality Alarm Method
[NO] 1489/1915 | The Relevance and Applications of eBPF and XDP in Modern Network Security and Observability Systems
[NO] 1490/1915 | Implementation of Secure DevOps (DevSecOps) in System Administration Workflows
[NO] 1491/1915 | Second-Order Semantic Modeling: Learning the Space of Plausible Meanings in Language
[NO] 1492/1915 | Design of an Automated Water Treatment System (WTP) for YAP Tank (Bak YAP) Based on Programmable Logic Controllers (PLCs)
[NO] 1493/1915 | Deep Learning with Cross-Scale Attention for Multi-Scale Person Re-Identification
[NO] 1494/1915 | PRAVAH: A Multi-Layered Closed-Loop Architecture for Autonomous Traffic Signal Control and Predictive Traffic Management
[NO] 1495/1915 | Pneumonia Detection from Chest X-Ray Images Using Deep Learning with Grad CAM Explainability
[NO] 1496/1915 | A Novel Solar Panel Integrated Microstrip Antenna for Small Satellite Payloads
[NO] 1497/1915 | Research on Underwater Vision Technologies for Autonomous Robotic Perception
[NO] 1498/1915 | Simulation and Implementation of a 3D LiDAR SLAM and Autonomous Navigation System Based on Isaac Sim and Fast-LIO2
[NO] 1499/1915 | A Multi-Scale U-Net for Guidewire Segmentation in Vascular Interventional Images
[NO] 1500/1915 | Adaptive Super Twisting Sliding Mode Control for Robust Yaw Stabilization of Twin Rotor MIMO System
[NO] 1501/1915 | AUV Dynamics Model Identification via Informative Maneuvering Samples and Stepwise Grey-Box PINN
[NO] 1502/1915 | Digital Twin Orchestration in Transnational Energy Corridors
[NO] 1503/1915 | S2MNET: a Contrastive Learning Framework with Geometric Semantics for 2D Map Geo-Localization
[NO] 1504/1915 | ML-Based Tool Condition Monitoring Under Different Operating Conditions Using Training from Scratch: A Review
[NO] 1505/1915 | Active Bird Collision Avoidance with Wind Turbines Using LPV Control
[NO] 1506/1915 | Sliding mode based tracking control of robot manipulators using full-order Lyapunov matrices
[NO] 1507/1915 | Machine Learning-Based Assessment of Hydropower Integration and Regional Net Exchange in East Kazakhstan
[NO] 1508/1915 | Fast Hotspot Analysis Applying Physics-based Electromigration Models
[NO] 1509/1915 | Predicting Bank Term Deposit Subscription Behavior: A Machine Learning-Based Study
[NO] 1510/1915 | Robust Semantic SAR Image Transmission via Diffusion Model
[NO] 1511/1915 | Near-Field Beamfocusing for Large-Array Vehicular ISAC
[NO] 1512/1915 | Deepfake Technologies as a Cybersecurity Threat in Digital Environments
[NO] 1513/1915 | Keynote Haryo
[NO] 1514/1915 | Current-Sharing Modulation Strategy for Three-Phase Interleaved FSBB Converter With Ripple Suppression
[NO] 1515/1915 | IEEE Member Discount
[NO] 1516/1915 | Physics-Informed DeepONet with Ensemble Pretraining and Dynamic Loss Weighting for Lithium-Ion Battery State of Health Estimation
[NO] 1517/1915 | Front Cover
[NO] 1518/1915 | Unsupervised Anomaly Detection in Chaotic Time Series Using Brain-Inspired Cortical Coding
[NO] 1519/1915 | Label Distribution Learning Via Collaborative Multi-Scale Individual and Global Label Perspectives
[NO] 1520/1915 | MEETINGS AND SYMPOSIA
[NO] 1521/1915 | DPSC-Net: Discrete Supervision Driven Reconstruction Enhancement for Defocused Fringe Projection 3D Measurement
[NO] 1522/1915 | Analysis of the Body Effect in a 4H-SiC NMOSFET Temperature Sensor Between100 and 673 K
[NO] 1523/1915 | Decentralized Beamforming with Imperfect CSI for Full-Duplex Integrated Satellite-Terrestrial Networks
[NO] 1524/1915 | IEEE Transactions on Nuclear Science Information for Authors
[NO] 1525/1915 | Semantic Consistency Matters: Language-Driven Trigger-Aligned Diffusion for Multimodal Remote Sensing Model Watermarking
[NO] 1526/1915 | Author response for "A Current-Sourced Switched-Capacitor Converter (i-SCC) for Integrated Power Conversion with Discrete Inductors and Reduced Package Current"
[NO] 1527/1915 | Keynote Speakers
[NO] 1528/1915 | Traceable and Revocable Bilateral Access Control with Constant-Length Ciphertexts for Cloud Sharing_supp1-3723924.pdf
[NO] 1529/1915 | Multiple Modalities Image Matching With Large-Scale Pre-Training
[NO] 1530/1915 | UAV-Based Intelligent Environmental Monitoring of Pollutants in Highway Construction Zones
[NO] 1531/1915 | EL-DPTP: An Edge-Cloud Collaborative Framework for Real-Time Anomaly Prediction in College Fees
[NO] 1532/1915 | Trajectory Planning of a Mobile Robot Swarm Under Communication Interruptions: A Hybrid NLMPC and Time-Scale Theory Approach
[NO] 1533/1915 | Risk–Performance Coupling Framework for Intelligent Monitoring in Food Processing Lines
[NO] 1534/1915 | Stability Analysis of Modular Autonomous Underwater Vehicle during Static Configuration Transformation
[NO] 1535/1915 | Student Classroom Behavior Detection Based on Keypoint Information and Dual-Stream Graph Convolutional Networks
[NO] 1536/1915 | Design of a Lightweight Hip Exoskeleton Based on Cycloidal Joint Actuators
[NO] 1537/1915 | A Robust Hybrid Gesture Recognition Framework for Real-Time Human-Robot Interaction
[NO] 1538/1915 | Research on Human Blood Pressure Evaluation Based on Multimodal Deep Learning and Cholesterol Metabolomics
