[2026-07-15 10:51:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-14
正在获取论文...
[arXiv] 2026-07-14 | Virtual Chromoendscopy with Tunable Visibility Enhancement
[NO] 1436/1810 | Hybrid Neural-Symbolic Legal Knowledge Graph Modeling of Cross-Act Statutory Dependencies in Tax Law
[NO] 1437/1810 | DL-Aided Super-Resolution Beam Alignment for Low-Overhead mmWave Massive MIMO
[NO] 1438/1810 | Priority Assignment of Packets in Sensor Nodes for Goal-Oriented Semantic Communications
[NO] 1439/1810 | A High-Throughput, Cost-Free Covert Communication Scheme Based on the Bitcoin Lightning Network
[NO] 1440/1810 | SwinCE-DM: A Big Data-Driven Diffusion-Transformer Framework for Robust Channel Estimation in LEO Satellite Communications
[NO] 1441/1810 | Research on Optimal Scheduling of Hydrogen-Containing Electro-Heat Integrated Energy System Based on Improved Chaotic Sparrow Search Algorithm
[NO] 1442/1810 | Robust Generative-Augmented DRL for Multi-Beam Jamming of Drone Swarms
[NO] 1443/1810 | Efficient Shaping Modulation using Circular Symmetric Hexagonal Constellation and Nonbinary Polar Coding
[NO] 1444/1810 | Model for Green Hydrogen Integration in South Africa’s Rural Community
[NO] 1445/1810 | Student Education Performance and Behavioral Patterns using Machine Learning Techniques
[NO] 1446/1810 | Privacy-Preserving Federated Active Learning for Data Completion in Sparse Crowdsensing
[NO] 1447/1810 | MEC Caching for Spatial Audio with Immersive Soundfield Reconstruction
[NO] 1448/1810 | Constructing Knowledge Map for MIMO-OFDM Clustered Channel Estimation
[NO] 1449/1810 | System Modeling of Microfluidic Molecular Communication: A Markov Approach
[NO] 1450/1810 | A Constant-Parameter Voltage-Behind-Reactance Model of Eighteen-Phase Permanent Magnet Synchronous Machine
[NO] 1451/1810 | Graph Neural Network-Based Beamforming and User Association for Mixed Near- and Far-Field RIS-Aided mmWave Systems
[NO] 1452/1810 | Staleness-Control Semi-Asynchronous Satellite Federated Learning via Flexible Aggregation
[NO] 1453/1810 | Sustainable Manufacturing: Reducing Energy Model in the Metal Removal Process
[NO] 1454/1810 | Secrecy Rate Maximization in NOMA-UAV Enabled ISCC Networks
[NO] 1455/1810 | Development of a Fuzzy Logic Rule-Based Energy Management System for a dual-motor Battery Electric Vehicle
[NO] 1456/1810 | Enhancing Physical Layer Security for SIM-aided Cell-free mMIMO Systems
[NO] 1457/1810 | Fuzzy Logic-Based Adaptive Control for LiDAR-Equipped Mobile Robots
[NO] 1458/1810 | Semantic Knowledge Base Based Dual-mode Video Semantic Communication
[NO] 1459/1810 | Deterministic Multicast Using Temporal Graph-based Routing and Scheduling in Non-terrestrial Networks
[NO] 1460/1810 | Energy-Aware and Risk-Averse Multi-Agent Edge AI for Reliable Multi-Interface Wireless Networks
[NO] 1461/1810 | MAPE-Based Device Activity Detection for Massive Grant-Free Access with Low-Resolution ADCs
[NO] 1462/1810 | KANC: An Interpretable Network Performance Prediction Model based on KAN and GNN
[NO] 1463/1810 | Queue-Aware Age of Information Optimization Framework for Large-Scale Digital Twin Networks
[NO] 1464/1810 | Digital Learning Tools in Language Education: The Effectiveness of Quizlet for Vocabulary Teaching in Higher Education
[NO] 1465/1810 | Cross-Domain Emotion Prediction and Speech Synthesis for the Kazakh Language
[NO] 1466/1810 | Maximizing Regenerative Braking Energy Recovery for McMaster EcoCAR EV Through Dynamic Low–Speed Cutoff Point Detection
[NO] 1467/1810 | Reliability Analysis of Airfield Lighting Systems with Interleave Circuitry – A Review
[NO] 1468/1810 | Comparison of Two Electromagnetic Analytical Models for the Optimal Design of Yokeless Rotor Halbach-Array Electric Motor
[NO] 1469/1810 | Process bus synchronization effect on the digital substation protection system
[NO] 1470/1810 | Communication Bottleneck Analysis for Distributed MoE Training
[NO] 1471/1810 | Intelligent Cross-Layer Management for Robust and Energy-Efficient IoE Communications
[NO] 1472/1810 | Cost, Weight, and Dimensional Evaluation of DryType Distribution Transformers: A Comparative Study Based on TEDAŞ Standards
[NO] 1473/1810 | Enhancing Hypernetwork Integration with VAE for Data Augmentation of Small Tabular Datasets
[NO] 1474/1810 | Federated Learning with Hybrid Clustering for Radio Link Failure Detection in 5G Networks
[NO] 1475/1810 | Integrated Magnetics for Multiport Inductive and Conductive Power Transfer Architecture for Electric Vehicles
[NO] 1476/1810 | Efficient Split Federated Learning for Foundation Model Fine-Tuning in UAV Networks
[NO] 1477/1810 | Triarchy-Based for DDoS-Resilient IoT Networks
[NO] 1478/1810 | EABA: Edge-Assisted Batch Authentication for Vehicular Cooperative Perception
[NO] 1479/1810 | Data Augmentation for YOLO Based Road Object Detection in Autonomous Vehicles
[NO] 1480/1810 | Environment-Aware Finite Set Model Predictive Control for Lifetime Extension of SiC MOSFETBased Inverters
[NO] 1481/1810 | Policy-Guided MCTS for near Maximum-Likelihood Decoding of Short Codes
[NO] 1482/1810 | Machine Learning-Based Decision Support for Assessing the Recoverability of Damaged Infrastructure Objects
[NO] 1483/1810 | OAM Shift Keying in LDPC-Coded Free-Space Optical Communication via Vision Mamba
[NO] 1484/1810 | A Comprehensive Evaluation of U-Space KPIs
[NO] 1485/1810 | Certain Subclass of Bi-Starlike Functions Subordinate to Four Leaf Domain
[NO] 1486/1810 | Advancing Sustainable Transport: Overview of an ICE to EV Vehicle Conversion
[NO] 1487/1810 | A Multi-agent Proximal Policy Optimization-Driven Resource Allocation in Cognitive Smart Cities
[NO] 1488/1810 | Quantum-Based Broadband Integrated Sensing and Communication with Rydberg Atomic Receiver
[NO] 1489/1810 | End-to-End NOMA with Perfect and Quantized CSI Over Rayleigh Fading Channels
[NO] 1490/1810 | An Integrated Multi-modal AI Framework for Secure Smart Door Locks
[NO] 1491/1810 | Towards Robust DEM-Based Monocular Depth Rescaling for UAVs: A Systematic Analysis
[NO] 1492/1810 | Emergent Cooperation in Quantum Multi-Agent Reinforcement Learning Using Communication
[NO] 1493/1810 | Computational Design of 3D-Printable Freeform Caustic Surfaces
[NO] 1494/1810 | A Proposal for Simultaneous Multi-User Floor-Based Stereoscopic Imagery
[NO] 1495/1810 | Bandpass Dual-Polarization Frequency Selective Surface Using Single-Layer Quartz Glass
[NO] 1496/1810 | A Multi-Level Knowledge Distillation Framework for Cross-Domain Few-Shot Hyperspectral Image Classification
[NO] 1497/1810 | A 2.4-GHz Fully Integrated CMOS Rectifier With a Self-Optimizing Inductive Matching Network Achieving 22-dB PDR for RF Energy Harvesting
[NO] 1498/1810 | Call for Articles Maritime Electrification Technology
[NO] 1499/1810 | IEEE/CCAE Symposium on Advanced Electrification Systems
[NO] 1500/1810 | PCCA-DARTS: Progressive Partial Channel Connection Based on Cross-Channel Attention for Differentiable Architecture Search
[NO] 1501/1810 | A Contemporary Ontology-Based Approach to Geotechnical Knowledge Formalization and Regulatory Compliance
[NO] 1502/1810 | Optimizing GPU Workloads on Kubernetes: An Integrated Approach Using NVIDIA Dynamo, run:ai(KAI), and Amazon EKS
[NO] 1503/1810 | A Hardware-Rooted Blockchain Security Framework for IoT With PUF-Based Authentication
[NO] 1504/1810 | PMCF: A Progressive Multi-Level Collaborative Framework for Face Forgery Detection
[NO] 1505/1810 | ProMit:
                    <u>Pro</u>
                    active Drive Failure
                    <u>Mit</u>
                    igator for Enterprise Storage Systems
[NO] 1506/1810 | Dark Current Mechanism Analysis of Large-Area Low-Dark-Current 4H-SiC APDs
[NO] 1507/1810 | Confidence-Aware Hard-Soft Fused Tree Search for MIMO Detection
[NO] 1508/1810 | BRFedTD: A Novel Framework for Federated Reinforcement Learning With Byzantine-Resilient Policy Evaluation
[NO] 1509/1810 | High-Sensitivity Fiber-Optic Fabry-Pérot Accelerometer with 0.01 Hz Lower Detection Limit for Seismic and Infrastructure Health Monitoring
[NO] 1510/1810 | Light the Moon: Asymmetric Physics-Guided Dual-Domain Network for Low-Light Enhancement of Lunar Shadowed Regions
[NO] 1511/1810 | High-Frequency Error Compensated Linear Extended State Observer-Based Thrust Ripple Suppression for Secondary Segmented-LFSPMM
[NO] 1512/1810 | Secure Low-Altitude Activities: Joint ISAC Beamforming and RIS Phase-Shift Matrix Design
[NO] 1513/1810 | Design of a Non-Orthogonal Redundant Sensor Block and a Fault Detection and Isolation Algorithm for Inertial Navigation Systems
[NO] 1514/1810 | A Compact Nondestructive Thickness Gauge for Nanocrystalline Alloys
[NO] 1515/1810 | A Resource Allocation Strategy Based on Static Beam Layout and Dynamic Auction Mechanisms for LEO Satellite Communication Systems
[NO] 1516/1810 | Beyond Smart Shipping: Artificial intelligence-empowered maritime electrification
[NO] 1517/1810 | Distributed Multi-Agent Teacher-Student DDPG for Autonomous RIS-Assisted HSR mmWave Communication
[NO] 1518/1810 | Physics-Guided Neural Networks for Real-Time State-of-Power Prediction in eVTOL Batteries
[NO] 1519/1810 | Network Flow Anomaly Detection using Unrolled Structure-Regularized Tensor Decomposition
[NO] 1520/1810 | AI-Based Anti-Aliasing Algorithm for Real-Time Communication Systems
[NO] 1521/1810 | SOE-AI: Physiology-Informed Safe Operating Envelope Learning for Explainable and Safety-Constrained Biomedical Anomaly Detection
[NO] 1522/1810 | Tuning Exchange Bias in Multiferroic $\text{BiFeO}_{3}-\text{PbTiO}_{3}$ Thin-Film Heterostructures
[NO] 1523/1810 | Orientation-Engineered Chiral Antiferromagnets on Si for Spin–Orbit Torque Switching Exceeding 70%
[NO] 1524/1810 | Solar trucks: An economic assessment for future transportation
[NO] 1525/1810 | A Linearly Convergent Distributed Algorithm for Robust Multi-Sensor Fusion via Sinkhorn Barycenters in ISAC Networks
[NO] 1526/1810 | SOC-Aware Battery Energy Management for Electric Vehicle Charging Systems
[NO] 1527/1810 | Interference Detection and Exploitation for Multi-User Radar Sensing
[NO] 1528/1810 | Loss-Minimizing Torque Ripple Suppression in PMSMs Based on Harmonic Torque Compensation and Variable Weighting Coefficient
[NO] 1529/1810 | Wireless Fronthauls in Full-Duplex Cell-Free Massive MIMO Systems
[NO] 1530/1810 | LLSC: End-to-End Image Semantic Communication Framework for Low-Light Scenarios
[NO] 1531/1810 | Serial Polar Automorphism Ensemble Decoders for Physical Unclonable Functions
[NO] 1532/1810 | System-Level Modelling of a Hydrogen Internal Combustion Engine with Balance of Plant Components: Performance and Emissions Analysis
[NO] 1533/1810 | AI-Based Adaptive Multiplexing Algorithm for Dynamic Spectrum Optimization in NextGeneration Wireless Networks
[NO] 1534/1810 | Safety Procedures and Accident Prevention Methods on Construction Sites in Lagos State
[NO] 1535/1810 | Heterogeneous Cloud Load Prediction via a Global Information Guided Lightweight TCN
[NO] 1536/1810 | A Review of Sustainable Power and Energy for Connected Communities
[NO] 1537/1810 | Designing and Sustaining Inclusive Digital Education Platforms: Strategies to Bridge the Learning Divide in Remote and Underserved Communities
[NO] 1538/1810 | Development of a Mobility Orthosis for Real-Time Monitoring in Athletes and Knee Injury Patients’ Rehabilitation
[NO] 1539/1810 | A Benchmarking Study of Classical and Quantum Machine Learning Approaches for Blood–Brain Barrier Permeability Prediction
[NO] 1540/1810 | Collaborative Video Caching with Enhanced Privacy Guarantees
[NO] 1541/1810 | LoRaWAN vs. IEEE 802.11p: A Reproducible Comparative framework under Realistic V2I Conditions
[NO] 1542/1810 | Hyperbolic Pattern-Based Beam Training in Near-Field Communications
[NO] 1543/1810 | Experimentally Validated Thermal Characterization of a High-Speed PMSM Stator for Aerospace Propulsion Applications
[NO] 1544/1810 | Transcriber: A Lightweight Dynamic Trigger Filter for Securing LLM-enabled Robots
[NO] 1545/1810 | Impact of Residual-Stress-Based Flux Barriers on Iron Losses in Permanent Magnet Synchronous Machines
[NO] 1546/1810 | Application of Fault Injection Methods to Software-based PLC Simulation Test Processes
[NO] 1547/1810 | Real-Time Tomato Leaf Disease Classification for Vertical Farming: Training on Public Data and Preliminary Field Validation
[NO] 1548/1810 | A Lightweight Framework for Integrated Sensing and Communications with RIS
[NO] 1549/1810 | Doppler-Supervised Channel Charting
[NO] 1550/1810 | Distributed Learning for Scalable and Efficient UAV-RIS-Enabled IoT Networks
[NO] 1551/1810 | Throughput Optimized Channel Smoothing
[NO] 1552/1810 | Resilient Hierarchical Split Federated Learning over Resource-Limited Wireless Communication Systems
[NO] 1553/1810 | CloudERPBench: An Open-Source Testbed for Cost–Performance Evaluation of Cloud ERP Deployment Patterns for SMEs
[NO] 1554/1810 | Conformal Prediction and Risk-Based Optimization of Service Continuity in 6G Edge Networks
[NO] 1555/1810 | Machine Learning-Based Prediction of Psychological Frailty Index in Adults using Sleep, Behavioral, and Clinical Biomarkers
[NO] 1556/1810 | A Deep Neural Network Codebook Approach for Near-Field Nulling Control Beam Focusing
[NO] 1557/1810 | Temperature-Controlled Quantization-Aware CSI Feedback via a Multi-Value Transformer
[NO] 1558/1810 | Model-Based Justification of Nonlinear Operating Regimes of Vibrating Screens in Limestone Screenings Processing Lines
[NO] 1559/1810 | A cGAN Empowered Physical Layer Authentication Against Malicious RIS Attacks
[NO] 1560/1810 | Optimal Deployment of Electric Aircraft for Canadian Domestic Flights
[NO] 1561/1810 | Machine Learning-Based DDoS Detection and Mitigation in SDN-Enabled Cloud-Fog Networks
[NO] 1562/1810 | Near-Field Line-of-Sight Communication with Massive Movable Antennas
[NO] 1563/1810 | Magnetic Immunity in STT-MRAM a Rational Approach to a Manageable Challenge
[NO] 1564/1810 | Development of Machine Learning Methods to Define the Forest Area in Kazakhstan by Analyzing Aerial and Satellite Images
[NO] 1565/1810 | Generalized Lyapunov Optimization
[NO] 1566/1810 | Self-Supervised Learning for Android Malware Detection on a Time-Stamped Dataset
[NO] 1567/1810 | Beam-Hopping Pattern Design for Multi-Beam LEO Satellite Grant-Free Random Access Systems
[NO] 1568/1810 | Empowering Deterministic-Delay MEC via Intelligent Network Slicing
[NO] 1569/1810 | An Interactive Anatomy Lab Using Virtual Reality: A Quantitative and Qualitative Evaluation
[NO] 1570/1810 | CLOVER: Collaborative Adversarial Distillation and Budget-Aware Co-Inference for Sensor–Cloud Intelligence
[NO] 1571/1810 | A Fully Passive Rack and Pinion Based Gripper Mechanism for Cylindrical and Planar Landing
[NO] 1572/1810 | Global Unknown Estimation: A Statistical Framework for Wireless Distributed Learning
[NO] 1573/1810 | Enhancing Mass-Production Feasibility of High-Load Traction Motors Through Cogging-Reduced Axial-Flux Motor Design and a New-Structure Axial-Flux Magnetizer Design
[NO] 1574/1810 | Adaptive Split Federated Learning in Space-Ground Integrated Networks
[NO] 1575/1810 | Pruned Causal Inference Enabled Active Deception for Covert Internet of Things (IoT)
[NO] 1576/1810 | High-Current Regulation System Based on an Inductance with Local Saturations: Study of Magnetic Coupling Between the Power Circuit and the Command Coils
[NO] 1577/1810 | SOCP-Embedded DRL for Low-Energy Hybrid Beamforming in Cell-Free Massive MIMO Systems with Imperfect CSI
[NO] 1578/1810 | Optimal Array Size Analysis for Reconfigurable Holographic Surface Enabled Ultra-Massive MIMO
[NO] 1579/1810 | Optimal Beam Shape for Resilient FMF-Coupled FSO over Impaired Free-Space Channels
[NO] 1580/1810 | ASSENT: Learning-Based Association Optimization for Distributed Cell-Free ISAC
[NO] 1581/1810 | A Floating-Point Vector ANN Architecture on SoC-FPGA for Real-Time Estimation of GMAW Bead Geometry
