[2026-07-14 10:47:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-13
正在获取论文...
[arXiv] 2026-07-13 | Fundamental Limitations of Fixed-Budget Best-Arm Identification
[NO] 1370/1925 | AI-Driven Software Development: A New Course Concept and Assessment Model for the Era of Large Language Models
[NO] 1371/1925 | Sensor-System Characterisation of CNN-KAN Person Detection on Dual-Tier IoT Platforms with Uncertainty Quantification
[NO] 1372/1925 | Real-Time SPM Monitoring and Auxiliary Power Optimization in ESPs Using a Modified Wireless Optical Sensor System
[NO] 1373/1925 | IEEE Moving
[NO] 1374/1925 | Topology-Independent Learning Error of the Weighted Mean under Label Poisoning Attacks in Heterogeneous Decentralized Learning
[NO] 1375/1925 | Benchmarking neural network personalized musculoskeletal hand models against current personalization standards using experimental magnetic resonance imaging and fine-wire electromyography_supp2-3711799.docx
[NO] 1376/1925 | Online Compensation System for Resolver Output Nonidealities for PMSM Drive during Steady State and Transient Conditions
[NO] 1377/1925 | High-Performance Tunable Terahertz Absorber Using VO
                    <sub>2</sub>
                    -Embedded Complementary Split-Ring Resonators
[NO] 1378/1925 | Physics-Guided Residual Learning for Short-Term Solar Irradiance Forecasting
[NO] 1379/1925 | Query-Efficient Video Adversarial Attack with Stylized Logo on Service Computing_supp1-3705579.pdf
[NO] 1380/1925 | Neural Adaptive Admittance Control With Guaranteed Performance for Physical Human-Robot Interaction
[NO] 1381/1925 | Dielectric and Energy Storage Performance Improvement of Polypropylene Films by Constructing Interfacial Functional Layer
[NO] 1382/1925 | An adaptive dynamic phase demodulation based on
                    <i>ϕ</i>
                    -OTDR
[NO] 1383/1925 | Design and Fabrication of Mode-Shaped Chal-cogenide Seven-Core Photonic Crystal Fiber for In-Phase Supermode Amplitude Equalization
[NO] 1384/1925 | A Study of Distribution Matching Approaches Used for Probabilistic Constellation Shaping
[NO] 1385/1925 | Investigating Social Network Search (SNS) for the Control Placement Problem (CPP) in SDN-IoT Networks
[NO] 1386/1925 | Short-Term Analysis for HF Propagation Using an Artificial Neural Network
[NO] 1387/1925 | An Integrated Reconfigurable Charging and Drive Architecture for Electric Vehicles Using a Multiport Matrix Converter
[NO] 1388/1925 | Interpretable Multi-Organ Risk Prediction Using Graph Attention Networks and Counterfactual Simulation
[NO] 1389/1925 | A Four-Element MIMO Antenna Design with Pattern Diversity for UWB-Based Wireless Flash Memory Applications
[NO] 1390/1925 | GreenPrec-6G: Energy-Efficient Hybrid Precoding for Sustainable and HighPerformance 6G Wireless Networks
[NO] 1391/1925 | Explainable Deep Learning Framework for Early Detection of Postpartum Depression
[NO] 1392/1925 | Compact Super Wideband Two-Element MIMO Antenna with High Isolation for 5G mmWave Communications
[NO] 1393/1925 | Application of QPSK Modulation technique in BLDC drives for Power Quality Improvement
[NO] 1394/1925 | Power Optimized and Area-Efficient Implementation of the SIMON-64/128 Lightweight Block Cipher
[NO] 1395/1925 | Dissimilarity-Driven Gossiping for Distributed Learning in UAV Networks
[NO] 1396/1925 | Subframe-Aware Transfer of Chain Simulations to Non-Uniform Scaled Rig Controls
[NO] 1397/1925 | HydraOps: Replacing an In-House Lighting and Rendering Runtime with Hydra 2.0
[NO] 1398/1925 | Resilient Path Planning for UAV Swarms against Oriented-covert Attacks
[NO] 1399/1925 | FGFMamba: A Fuzzy-Enhanced Gated Fusion Mamba for HSI and SAR Image Classification
[NO] 1400/1925 | PV-MambaSeg: Geometry-Enhanced Vision Mamba With Omni-Local Scan for Photovoltaic Cell Defect Segmentation
[NO] 1401/1925 | ZCRAID: When Zones Meet Blocks—A Heterogeneous RAID Design to Slash Mapping Table Memory
[NO] 1402/1925 | A Multi-Objective Evolutionary Algorithm Integrating Topological and Gene Ontology Information for Overlapping Protein Complex Detection_supp2-3710850.pdf
[NO] 1403/1925 | SMD-Hazeless++: Advancing Vision Mamba with Omni-Directional Scans and Gated Dynamic Convolutions for Holistic Image Dehazing
[NO] 1404/1925 | A
                    <i>TiO</i>
                    <sub>2</sub>
                    -Au Dual-Coated PCF-SPR Sensor for Multi-Ion Detection of Blood Electrolytes
[NO] 1405/1925 | TDS-CLIP: Temporal Difference Side Network for Efficient Video Action Recognition
[NO] 1406/1925 | SAR-DETR: Multiscale Granularity Guided End-to-End SAR Target Detection Transformer
[NO] 1407/1925 | Neural-ESO: A Dual-Pathway Architecture for Provably Robust Learning-Based Control
[NO] 1408/1925 | MADRA: Quadruped Robotic Guide Dog
[NO] 1409/1925 | Modular Learning for Multiple Wireless Policies with PE Properties
[NO] 1410/1925 | Channel-Aware Behavioral Power Modeling of CMOS OOK Transceivers for Wireless Network-on-Chip Systems
[NO] 1411/1925 | A Dual-Path Generative Network for Traffic Prediction in Consumer Navigation Systems
[NO] 1412/1925 | Early Stopping Without Validation Data in Weakly Supervised Learning
[NO] 1413/1925 | Energy Efficiency Analysis of Multi-Beam Satellite Systems with Nonlinear Power Amplifiers: A Transmitter-Level Modeling Framework
[NO] 1414/1925 | Selective Denoising Method for Part-Inspection Images Using Adaptive Hybrid Prior Analysis
[NO] 1415/1925 | Building the Next Generation: A Global Online 1:1 Mentoring Pilot Initiative Within the IEEE Microwave Theory and Technology Society [Around the Globe]
[NO] 1416/1925 | Focusing High-Rank SAR Echoes via Kernelized and Structured Matrix Completion
[NO] 1417/1925 | Optimal Volt-VAR Curve Design for Inverter-based Resources in Distribution Grids
[NO] 1418/1925 | Multi-Domain Feature Fusion: Leveraging Color, Noise, and Spatial Features for AI-generated Image Detection
[NO] 1419/1925 | A Dual-Band Flexible FSS Strain Sensor for Predefined
                    <i>x/y</i>
                    Uniaxial Stretching-Direction Discrimination
[NO] 1420/1925 | Disentanglement learning to deconfound neuroimaging-environmental data: application to multi-site data harmonization in psychiatry_supp1-3712218.pdf
[NO] 1421/1925 | Quantum Federated Learning: A Comprehensive Review and Analysis
[NO] 1422/1925 | Art and Creativity as Mediators: A Participatory Biofeedback System for Neurodivergent Emotional Regulation
[NO] 1423/1925 | Guardians, Assemble! Teens' Imagination to Counter Algorithmic Villains
[NO] 1424/1925 | Where Art Lives Online: Reimagining Creative Distribution
[NO] 1425/1925 | The Shapes of Emotions: Generating Emotive Shapes Using Physiological Signals to Support Creative Design Practices
[NO] 1426/1925 | A CNN-Based Technique to Assist Layout-to-Generator Conversion for Analog Circuits
[NO] 1427/1925 | Edge Intelligence in IoT: Machine Learning Challenges and Research Gaps in Distributed Edge Environments
[NO] 1428/1925 | Hypergraph-Theoretic Approach to Routing and Error Control in VANETs
[NO] 1429/1925 | Design of Antenna for Search and Rescue Operation in Disaster Management
[NO] 1430/1925 | MDCA-Net: Multiscale Dilated Convolution Attention Network for EEG-based Epileptic Seizure Detection
[NO] 1431/1925 | A Result-Driven Study of Dehazing and CLAHE Integration for Embedded Vision
[NO] 1432/1925 | Multiple Cascode Flipped Active Inductor–Based VCO for UHF RF Application
[NO] 1433/1925 | Blockchain-Assisted Authentication Framework for Multi-Homing 6G Wireless Networks
[NO] 1434/1925 | Cryptographically Resilient Random Number Generators based on Entropy Sources in Information Security Systems
[NO] 1435/1925 | Evanescent Wave based ZnO-Coated Optical Fiber Sensor for Detection of Ethanol and Methanol adulteration
[NO] 1436/1925 | Computer-Aided Tuberculosis Classification Using Deep Learning Techniques and Chest X-Ray Images
[NO] 1437/1925 | Power Efficient Approximate MAC Architecture Using Multi-Level Logical Compression
[NO] 1438/1925 | Scaling Characteristics of NFS-Ganesha with CephFS and VFS Backends: An Experimental and Architectural Study
[NO] 1439/1925 | Clarity AI: An AI-Powered Companion for Overthinkers
[NO] 1440/1925 | Intelligent Solar Tracking and Cleaning System with Cloud Monitoring
[NO] 1441/1925 | Roto-Lite: Transformer-based Automatic Rotoscoping with Splines
[NO] 1442/1925 | Production-Ready Camera Tracking via LiDAR-Constrained Deep Optical Flow
[NO] 1443/1925 | Advancing Large-Scale Water Simulation in Avatar: Fire and Ash
[NO] 1444/1925 | Face Rigging through Curvenet Parametrization
[NO] 1445/1925 | Variational Bayesian Inference for Soft Sensor Development with Irregular Measurements
[NO] 1446/1925 | Effective RBW-Aware Design Methodology for CE Noise Reduction in Dual-Active Bridge Converter with Active EMI Filter
[NO] 1447/1925 | Soft suction gripper with flexible wing structures for gripping hollow irregularly shaped objects
[NO] 1448/1925 | Channel Modeling via Virtual Environment for MIMO-OFDM Systems
[NO] 1449/1925 | MultiTaskVIF: Segmentation-oriented visible and infrared image fusion via multi-task learning
[NO] 1450/1925 | CHROMA: CMYK-aware Training Towards High-Robustness in Print-Resistant Watermarking
[NO] 1451/1925 | Development of Symmetrical Composite Technology Featuring an Omnidirectional Energy Transfer Mechanism for Multi-port Power Conversion Applications
[NO] 1452/1925 | The MTT-S Awards: Call for Nominations [Awards]
[NO] 1453/1925 | Toward a Standard Framework for Cyber-Secure Control of Converter-Dominated Microgrids
[NO] 1454/1925 | Trinketry: Tracing and Recombining Visual Elements in Generative Design Exploration
[NO] 1455/1925 | The Banquet: Participatory Sound Theatre Narratives Driven by Social Ritual Gestures
[NO] 1456/1925 | Rock Talk: An AI-Mediated Community Garden for Collective Reflection and Purpose Finding
[NO] 1457/1925 | Non-Linear Design Epistemology——Future Archaeology: Toward a Study of the Variability of Spatial Perception under Dynamic Civilizational Change
[NO] 1458/1925 | “Who are you, the feelings machine?!”
[NO] 1459/1925 | LoopScroll: Exploring Knitting-based Tangible Input for Mindful Screen Interaction
[NO] 1460/1925 | Designing Data Visceralization for Imagining and Navigating Sustainable Futures
[NO] 1461/1925 | Hybrid-Love: The Somatic Clipboard of Domestic Micrografting Negative-Pressure Interfaces, Cross-Species Intimacy, and Post-Clinical Bioart
[NO] 1462/1925 | BlackSeaCom 2026 Authors Index
[NO] 1463/1925 | 2026 IEEE International Black Seas Conference on Communications and Networking (BlackSeaCom)
[NO] 1464/1925 | Distributed Functional Mechanism in Shallow Networks: Differential Privacy without Gradient Noise
[NO] 1465/1925 | EXEMPLIFY-SEE: A Structured Approach and Portal for Example-Based Learning in Software Engineering Education
[NO] 1466/1925 | Toward Sustainable 5G/6G Connectivity: Carbon-Aware Scheduling in Disaggregated RANs
[NO] 1467/1925 | E-HOVER: Energy-Aware UAV Placement for Highway V2X Connectivity
[NO] 1468/1925 | Short-Term Real-Time Market Clearing Price Forecasting in India Using Ensemble Machine Learning
[NO] 1469/1925 | Aerodynamic and structural evaluation of tapered and helical vortex bladeless wind turbines
[NO] 1470/1925 | Solar Sail Inertia Tensor: Deep Learning-Based Parameter Identification
[YES] 1471/1925 | ASIC Design Flow Optimization Using Jenkins CI/CD with ML-Based Constraint Generation
[NO] 1472/1925 | Huntington’s Disease: Genetics, Mechanisms, Neuropathology, and Psychological Impacts of Predictive Testing
[NO] 1473/1925 | Integrated Antenna and User Selection in MU-massive MIMO System
[NO] 1474/1925 | Blazing a New Trail of Curls
[NO] 1475/1925 | Creating the Elemental Vortex in Avatar: Fire and Ash
[NO] 1476/1925 | The Art of Rendering Realism at LAIKA
[NO] 1477/1925 | Stranger Things: Season 5 - Optimising Workflows Through Advanced Optical Flow And Automated Lighting
[NO] 1478/1925 | Workflow-friendly Anime In-betweening Using Video Generation Models
[NO] 1479/1925 | Scalable Traffic Allocation in Dynamic Networks via End-to-End Imitation Learning
[NO] 1480/1925 | NELeX 2026 Breaker Page
[NO] 1481/1925 | On Fun for Teaching Large Programming Courses
[NO] 1482/1925 | But Have You Ever Deployed a Model to Production? Experiences with Teaching Machine Learning Operations in a Data Science Curriculum
[NO] 1483/1925 | How Creatives Approach GenAI Image Generation: Tensions Between Structured Guidance, Self-Experimentation, and Creative Autonomy
[NO] 1484/1925 | Journey of the Glazed Dragon Tiles: Designing Processual Storytelling for Museum Artifacts in Virtual Reality
[NO] 1485/1925 | Generative AI in Game Sound Design: Practitioner Workflows, Challenges, and a Design Framework
[NO] 1486/1925 | Understanding Human Engagement with AI-Extended Characters in Creative Media: A Preliminary Investigation into AI Talk Shows
[NO] 1487/1925 | Explainable AI for the Arts 4 (XAIxArts4)
[NO] 1488/1925 | Dan-sco: An Embodied Performative Interface for Improvisational Co-Creation
[NO] 1489/1925 | Open Weaving
[NO] 1490/1925 | High-Performance AlGaN-Based UV-A Laser Diodes with Polarization-Modulated Superlattice Hole Injection and a Graded Electron-Blocking Layer
[NO] 1491/1925 | On Modal Purity in Low-loss Coupling into Short Hollow-core Fibers
[NO] 1492/1925 | A Neurosymbolic Architecture for Self-Evolving, Causal and Verifiable Reasoning in Zero-Trust Consumer Electronic Ecosystems
[NO] 1493/1925 | Multi-Sensor Fusion With Feature Separation and Dual Alignment for Induction Motor Fault Diagnosis Under Variable Speed Conditions
[NO] 1494/1925 | Covert Performance Evaluation of Integrated OTFS Waveform Based on WFRFT and WFRWHT
[NO] 1495/1925 | A Hardware Efficient Joint Compression Framework for Vision Transformers
[NO] 1496/1925 | Image-based backlash width identification for
                    <i>eye-in-hand</i>
                    robotized flexible endoscopes
[NO] 1497/1925 | Event-Based Formation Control of Underactuated USVs: A Fixed-Time Command Filter Approach
[NO] 1498/1925 | XAI-Driven Feature Optimization for Single-Cell Localization
[NO] 1499/1925 | Tele-operated Robotic System for Endoscopic Diagnosis in Otolaryngology
[NO] 1500/1925 | Explainable AI-Driven Metrics for Transparent Software Quality Prediction
[NO] 1501/1925 | Comparative Analysis of Signal-Based Maneuver Detection Methods for MaRV Targets in Terminal Flight
[NO] 1502/1925 | Loss-Aware Wave-Domain Beamforming With Stacked Intelligent Metasurfaces for URLLC Systems
[NO] 1503/1925 | A Periodic Recursive Method for Efficient Analysis of Wide-Angle Electromagnetic Scattering from Finite Periodic Array Families
[NO] 1504/1925 | GEO Spacecraft Pursuit-Evasion under Debris Constraints: A Fused Fuzzy Deep Reinforcement Learning Framework
[NO] 1505/1925 | Cryogenic Materials Repository: A Public Resource and New Measurements for Cryogenic Research Applications
[NO] 1506/1925 | A Hybrid Multi-Backbone Learning Framework for Marine Pollution Detection Using Deep Feature Fusion
[NO] 1507/1925 | A Dual-Feature EIT Gesture Recognition Approach Using Impedance Voltage Matrix and NINU-net
[NO] 1508/1925 | Dynamic Magnetic Modeling with Magnetization, Hysteresis, Eddy, and Displacement Currents
[NO] 1509/1925 | VQA-Guided Diffusion: Enhancing Text-To-Image Generation with Semantic Feedback from Visual Question Answering
[NO] 1510/1925 | A New Data-Driven Multi-Step Output Prediction for Fault Detection of Cyber-Physical DC Microgrids
[NO] 1511/1925 | A Dual-Scale Digital Twin-Enabled System Architecture for Dynamic Resource Orchestration in Satellite Computing Networks
[NO] 1512/1925 | LDM-Trucks: A Physics-Embedded Neural Network Framework for Longitudinal Dynamic Modeling of Autonomous Electric Trucks Under Varying Loads and Road Conditions
[NO] 1513/1925 | PRVR: Learning Posture Recovery for a Legged Spherical Robot Using Vector Reward
[NO] 1514/1925 | Reliability Assisted Electro-Physical Modelling of Radiation-Induced Resistance Fluctuation in Nanosheet FET
[NO] 1515/1925 | Integrating Role-based Access Control in Generative AI Assistants
[NO] 1516/1925 | Fast Beam Recovery for Analog Beamforming via In-Memory Computing
[NO] 1517/1925 | Packet Walking Analysis for Multi-Layer DDoS Defense Through Controlled Large-Scale Execution in Operational Environments
[NO] 1518/1925 | Evaluating the Robustness of YOLO-Based Object Detection Against Adversarial Attacks in Autonomous Vehicles
[NO] 1519/1925 | Multi-Objective Metaheuristic Optimization for EVCS and Renewable DG Placement in Distribution Networks
[NO] 1520/1925 | Triple Ring Microstrip Patch Antenna with Defected Ground Structure for ISM and Sub-6 GHz 5G Applications
[NO] 1521/1925 | SIC-Aware Adaptive Cooperative NOMA Under Imperfect SIC: BER and Energy Efficiency Analysis Over Fading Channels
[NO] 1522/1925 | Multimodal Biomarker Fusion Using Bio Signal Processing and Deep Learning for Early Disease Prediction
[NO] 1523/1925 | A Broadband Non-Dispersive Refractive-Index Metamaterial with a Single-Ring Split-Ring Resonator
[NO] 1524/1925 | An Interpretable Multimodal Deep Learning Framework for Autism Spectrum Disorder Screening Using rs-fMRI Connectivity and Behavioural Cues.
[NO] 1525/1925 | Development and Analysis of a Wideband Square Microstrip Patch Antenna Incorporating a Slotted Ground Plane
[NO] 1526/1925 | Eclipsed Bokeh: A Conceptual Model for Defocusing Through Defocused Edges
[NO] 1527/1925 | The Proactive Pipeline: Liquid Production Metadata for CG Pipelines
[NO] 1528/1925 | Behavior Cloning-TD3 Based End-to-End Autonomous Flight of Quadrotor UAVs
[NO] 1529/1925 | Clustered Federated Learning with Contrastive Loss and Staleness-Aware Aggregation for LEO Satellite Constellations
[NO] 1530/1925 | A Shank Angle-Based Control System Enables Soft Exoskeleton to Assist Human Non-Steady Locomotion_supp3-3710825.mp4
[NO] 1531/1925 | Fault-Tolerant Method of Current Reconstruction for Open-end Winding Permanent Magnet Synchronous Machine Electric Propulsion System with Open-Phase Operation
[NO] 1532/1925 | Force Estimation of Dual-Segment Wire-Driven Robots Based on Multi-Target Magnetic Tracking_supp1-3708545.pdf
[NO] 1533/1925 | A 0.0075 mm
                    <sup>2</sup>
                    , 0.0139 FoM Double-Ring Vernier TDC with Vernier Arbiter Phase Calibration and Code Error Cancellation for 26 dB SFDR Improvement in ToF-PET
[NO] 1534/1925 | CoNav: Collaborative Cross-Modal Reasoning for Embodied Navigation
[NO] 1535/1925 | Editorial Special Issue on the 2025 IEEE Summer Topicals Meeting
[NO] 1536/1925 | A Unified Modulation Scheme for Reducing Common-Mode Voltage in Three-Level Neutral-Point-Clamped Inverter-Fed Permanent Magnet Synchronous Motor Drives for Electric Vehicles
[NO] 1537/1925 | Optimum Design of Flat Type LVDT Position Sensors with Internal Armature
[NO] 1538/1925 | Performance Analysis of Multiple Reconfigurable Intelligent Surfaces Assisted NOMA Networks
[NO] 1539/1925 | Fusion of Monostatic and Bistatic Sensing for ISAC-Enabled Low-Altitude Environment Mapping
[NO] 1540/1925 | MTT ad agency
[NO] 1541/1925 | Quantitative Evaluation of Micro-Damage in Railhead Profile Using High-resolution Flexible Magnetic Barkhausen Noise Sensing
[NO] 1542/1925 | High Performance HZO-Based FRAM With Low-Voltage and Nanosecond Operation in Wide Temperature Range
[NO] 1543/1925 | High-Temperature LiPON-Gated Synaptic Transistors for Reservoir Computing
[NO] 1544/1925 | Extended multi-arm nested array structure for two-dimensional DOA estimation
[NO] 1545/1925 | GenEDIt: A Context-Aware Equity, Diversity and Inclusion Principles Integration Tool for Software Engineering Education
[NO] 1546/1925 | An Experience Report on a Pedagogically Controlled, Curriculum-Constrained AI Tutor for SE Education
[NO] 1547/1925 | From Struggle to Success: Unveiling Students’ Emotional Journeys during Capstone Projects
[NO] 1548/1925 | Designing Curiosity Portals: Understanding How Designers Invite Curiosity in Public Spaces
[NO] 1549/1925 | Designing Through Dialogue: Interaction Patterns in AI-Assisted UI Prototyping
[NO] 1550/1925 | MediMate AI Health Companion with Memory-Driven Personalization
[NO] 1551/1925 | FPGA-Based Neuromorphic Architecture for Real-Time Route Optimization Using Adaptive Spiking Neurons
[NO] 1552/1925 | A Hybrid Deep Ensemble Approach for Enhanced Clinical Sensitivity in Diabetic Retinopathy Detection: A Cross-Dataset Robustness Analysis
[NO] 1553/1925 | An Improved Dice based Flipflop Incorporating Noise Filtering for Radiation Resilient Application
[NO] 1554/1925 | Nonlinear dynamics of the magnetization vector in a ferromagnetic film with [111] hard axes orientation for magnetic and acoustic driving
[NO] 1555/1925 | Energy-Aware ML-Based Self-Optimized Handover Technique for 5G and Beyond Networks
[NO] 1556/1925 | Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Talks
[NO] 1557/1925 | From “Is It Real?” to “Is It Defensible?”: Governing AI-Assisted Media Production
[NO] 1558/1925 | Authoring Playable Music Systems Without an Audio Middleware
[NO] 1559/1925 | Drawing Attention: From Observational Sketching to Noticing
[NO] 1560/1925 | Simulating Sensitivity: A Simpson’s Paradox in Large Language Model-Based Creative Practitioner Modeling
[NO] 1561/1925 | Latent Novelification
[NO] 1562/1925 | Zines as a movement point: Engaging with the margin for alternative dreaming
[NO] 1563/1925 | Cyanotype as Slow Technology for Japanese Older Adults
[NO] 1564/1925 | Co-Designing an AI Feedback Tool for Visual Artists
[NO] 1565/1925 | The Body and the Archive
[NO] 1566/1925 | Using Peer Evaluations and Team Contracts in Software Engineering Team Project Courses
[NO] 1567/1925 | Exploring the Community of Inquiry in Online Computing Education: Student Perceptions and Opportunities for Generative AI
[NO] 1568/1925 | Survey of GPU Acceleration in Acoustics and Audio Signal Processing
[NO] 1569/1925 | Study on the Fluorescence Response Mechanism of Alkali Metal Spin Ensembles and Its Application in Magnetic Field Measurement
[NO] 1570/1925 | Distributed Quadratic-Shape Formation Control
[NO] 1571/1925 | SmartSan: An Intelligent IoT Based Sanitation Monitoring System
[NO] 1572/1925 | A Unified Explainable AI Framework for Interpretable and Real-Time Urban Air Quality Forecasting with Policy-Driven Insights
[NO] 1573/1925 | Security Aware Machine Learning for PQC Hardware Design
[NO] 1574/1925 | AI-Powered Predictive Maintenance Dashboard for Smart Manufacturing
[NO] 1575/1925 | Secure Proximity-Aware Vehicle Access Using UWB and RF Command Control with BLE based Telemetry
[NO] 1576/1925 | Early-Fusion Dual-Path CNN for OTDR Fiber Fault Detection Using Trace and Diagnostic Features
[NO] 1577/1925 | Sensitivity Labels as a Foundational Mechanism for Preventing AI Driven Data Leakage
[NO] 1578/1925 | Critical Analysis of Explainable AI Deficiencies and Proposal for a Causal and Adaptive Grounded Framework
[NO] 1579/1925 | A Multi-Stage Adversarial Framework for Compact and Effective Jailbreaking of Large Language Models
[NO] 1580/1925 | Mechanically Adaptive Foot Employing Interlinked Pins for Complicated Terrain
[NO] 1581/1925 | Comments on “Adaptive NN Zeta-Backstepping Control With Its Application to a Quadrotor Hover”
[NO] 1582/1925 | Minimal Distance Based Strategies for Sorting and Search Based Approaches to Achieve Nearly Max-Log MAP Detection of Irregular APSK Signals
[NO] 1583/1925 | Control of LCC-S WPT System With Input Constraints for Suppressing Current Overshoot and Discontinuous Conduction
[NO] 1584/1925 | An Energy Efficiency and Life Optimization Energy Management Strategy for Aviation Multi-stack Fuel Cell Hybrid Power System
[NO] 1585/1925 | Fairer Ensembles via Co-Evolution
[NO] 1586/1925 | A
                    <sup>2</sup>
                    QUANT: Asymmetric and Adaptive Quantization for Efficient Infrared Small Target Detection
[NO] 1587/1925 | HealthwearSPMG: Resource-Aware Semantically Pruned Predictive Model Generation for Healthcare Wearable Devices
[NO] 1588/1925 | Resonant Data, Embodied Memory: Reimagining Learning through Counter-Narratives and Affective Data Practices
[NO] 1589/1925 | Excremental Economy: A Rule-Based Speculative System for Staging Bodily Commodification and Unequal Value Extraction
[NO] 1590/1925 | DataMorph: Designing a Metaphorical Data Factory Provotype to Physicalise Invisible Data
[NO] 1591/1925 | Baby Lottery: An Interactive Demonstration of AI Bias in Generative Imagery
[NO] 1592/1925 | Toward a Principled Framework for Agent Safety Measurement
[NO] 1593/1925 | <i>xHeap</i>
                    : Transparent Hugepage Optimizations forMemory Offloading
[NO] 1594/1925 | Wireless Power Transfer for Biomedical Implants via an Electrodynamic Frequency-Up Receiver at Extremely-Low Frequency
[NO] 1595/1925 | Autonomous Fish Tracking with an Obstacle-Aware Robotic Vehicle Formation_supp1-3711970.mp4
[NO] 1596/1925 | Member Get-A-Member (MGM) Program
[NO] 1597/1925 | Low-Latency Dielectric Loss Angle Estimation Method under Frequency Deviation Conditions
[NO] 1598/1925 | Advancing Spaceborne Radar Precipitation Detection with Deep Learning
[NO] 1599/1925 | Overcoming Label Scarcity in Distributed Acoustic Sensing via Masked Spectrogram Modeling
[NO] 1600/1925 | Bayesian Inference for Single-View SAR Target Reconstruction with Generative Prior and Physics-Consistent Likelihood
[NO] 1601/1925 | A Lightweight and Efficient Probabilistic Authentication Aggregation Scheme for Trusted Federated Learning
[NO] 1602/1925 | Thallium Bromide-Based Multilayer Surface Plasmon Resonance Biosensor for the Detection of Brain Tissue Abnormalities Using Graphene-Derived Oxide Layer_supp1-3709828.docx
[NO] 1603/1925 | Virtual Consistency Model for All-in-one Image Restoration
[NO] 1604/1925 | A Dynamic Decoupling Method for Composite Gearbox Faults Based on an Improved CPO-VMD and Bayesian Optimization Dual-Filter Approach
[NO] 1605/1925 | Enhancing Solar Grid Stability and Storage with Gravitational Battery Integration
[NO] 1606/1925 | Fourier Graph Operator Learning for Signal Reconstruction Under Sensor Interference in Flat-Wire Motor Vibration Testing
[NO] 1607/1925 | Formal Security Guarantees for Blockchain-Based Patient Digital Twins in Remote Health Monitoring Systems
[NO] 1608/1925 | Game-Based Target Enclosing Control of Autonomous Surface Vehicles Against Actuator Faults
[NO] 1609/1925 | Optimal Resource Allocation for Successful Task Transmission Probability Maximization in UAV Swarm Networks
[NO] 1610/1925 | Data-Based Distributed Event-Triggered Consensus Control of Nonlinear Multiagent Systems Subject to Input Saturation: A Data-Driven Approach_supp1-3609520.pdf
[NO] 1611/1925 | FreeDehaze: Towards Training-free Real-world Image Dehazing via Diffusion Degradation Prior
[NO] 1612/1925 | A Convolutional Siamese Network Method for SWOT Sea State Bias Correction Incorporating Wave Directional Characteristics
[NO] 1613/1925 | How to initialize Euclidean TSP for local search and does it matter?
[NO] 1614/1925 | Low-Complexity Autocorrelation-Based OFDM Detection Under Sub-Nyquist Sampling
[NO] 1615/1925 | HyLike: Hyperspectral Anomaly Detection via Pixel-wise Likelihood Modeling with Transferred Natural Image Priors
[NO] 1616/1925 | The Next Paradigm in Medical AI: A Survey of Agentic AI in Biomedicine
[NO] 1617/1925 | Robust Coarse-to-Fine LiDAR-Camera Calibration for Railway Perception
[NO] 1618/1925 | Particle Removal by Surface Protection and Adhesion in the Wafer Dicing Applied to Chip-to-Wafer Hybrid Bonding
[NO] 1619/1925 | Simultaneous Measurement of Gate Switching Instability and Charge Pumping Current with Three-level Stress Pulses in SiC MOSFETs
[NO] 1620/1925 | Tiper: Token Wise Prompt-Free Learning
[NO] 1621/1925 | A Novel Riemannian Sparse Representation Learning Network for Polarimetric SAR Image Classification
[NO] 1622/1925 | PathoSyn: Imaging-Pathology MRI Synthesis via Disentangled Deviation Diffusion
[NO] 1623/1925 | Experimental Analysis and Statistical Validation of Single-Point Measurements with a Mechanical Stirrer in High-Loss Environments
[NO] 1624/1925 | Optimal Transport–Driven Visual Semantic Consensus for Remote Sensing Image Matching
[NO] 1625/1925 | A 5G-NR LDPC Decoder with Optimal-NMS Technique for Free-Space Optical Communication
[NO] 1626/1925 | PAMNet: Heterogeneous Progressive Feature Modeling for Pansharpening_supp1-3712227.pdf
[NO] 1627/1925 | A Hyperspectral Method for Joint Assessment of Aging and Contamination States in Composite Insulators
[NO] 1628/1925 | A Shank Angle-Based Control System Enables Soft Exoskeleton to Assist Human Non-Steady Locomotion_supp4-3710825.mp4
[NO] 1629/1925 | MSFCR: MultiScale Fusion Method With Color Retention for Reference-Free Low-Light Enhancement in Underground Environments
[NO] 1630/1925 | Dual-Stage Framework for Mitigating Physical Adversarial Patch Attacks on Traffic Sign Classifiers
[NO] 1631/1925 | Estimating State of Charge of Battery in Vehicle GPS Tracker System
[NO] 1632/1925 | Characteristics of Multi-parameters Caused by the Partial Discharge Defect in the Oil-immersed Power Transformer at Different Operating Temperatures
[NO] 1633/1925 | A Compact Dual-Band Microstrip Antenna for Sub-6 GHz 5G, WLAN, and Wearable Wireless Applications
[NO] 1634/1925 | Traceable and Explainable Multimodal Clinical Decision Support System Using Low-Rank Adapted Diffusion Models and Domain-Specific DDPM Architectures
[NO] 1635/1925 | Real-Time Drone Detection on Edge Devices Using Embedded Image Processing
[NO] 1636/1925 | Adaptive Routing Optimization Using Machine Learning for Network Congestion Control
[NO] 1637/1925 | Speech-based Detection of Chronic Obstructive Pulmonary Disease using Acoustic Biomarkers
