[2026-07-30 11:08:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[NO] 1713/1854 | A Fuzzy Rough Set Framework for Interval-Valued Multilabel Feature Selection With Label Enhancement
[NO] 1714/1854 | WaveHMT: Efficient Hybrid Mamba-Transformer for Remote Sensing Image Super-Resolution via Spatial–Wavelet SSM
[NO] 1715/1854 | Proceedings
[NO] 1716/1854 | ICCMC 2026 TOC
[NO] 1717/1854 | Tripartite Hybrid Game-Theoretic Optimization for Integrated Vehicle-Station-Grid System with Charging Station Heterogeneity
[NO] 1718/1854 | Design of MMW Single-Layer Substrate-Integrated DR Antenna and Array with Enhanced Bandwidth
[NO] 1719/1854 | DOA Estimation for Movable Arrays via Matrix Completion
[NO] 1720/1854 | Unleashing the Power of Abductive Theorizing: A Practical Guide
[NO] 1721/1854 | Verification of Quantum Protocols Adopting Physically Admissible Schedulers
[NO] 1722/1854 | Leveraging Public Data for High-Fidelity Gradient Inversion
[NO] 1723/1854 | Engram: Personality-Parameterized Schema Memory for NPC Cognitive Diversity
[NO] 1724/1854 | Transient Weapons, Ambivalent Play: A Case Study of Durability in Breath of the Wild
[NO] 1725/1854 | Emerging Trends in Artificial Intelligence for Geographic Feature Analysis from Satellite Imagery
[NO] 1726/1854 | Adaptive Game-Theoretic Cybersecurity Evaluation for Smart City IoT Networks
[NO] 1727/1854 | Explainable Drug Effects on LDL Cholesterol in Cardiovascular Patients Using XGBoost with SHAP and Transformer Models
[NO] 1728/1854 | Integrating Explainable AI and Graph Neural Networks for Disease Prediction: A Comprehensive Review of EHR-based Healthcare Models
[NO] 1729/1854 | APS System and Scheduling Algorithm for Steel Order Production and Manufacturing
[NO] 1730/1854 | V-band Direct-RF DBF Receiver with RF-Input-Free Sampling-Timing Calibration Method
[NO] 1731/1854 | Microwave Sensing Platform Integrated with Photochromic Films for Ultraviolet Transmission Analysis Through Automotive Glazing
[NO] 1732/1854 | An Experimental and Educational Deep Learning Framework for Forest Wildfire Detection using Machine Vision
[NO] 1733/1854 | Compact, Video-Rate, Photonically-Enabled, Millimeter Wave Imaging Sensor featuring Scalable Architecture
[NO] 1734/1854 | SpeechLLM Meets Federated Learning for End-to-End ASR: English and Italian Case Studies
[NO] 1735/1854 | Wideband Frequency Synthesis Using Dual-Optical Phase-Locked Loop Synchronized to Optical Comb
[NO] 1736/1854 | Coral: Covariance-Guided Resource Adaptive Learning for Efficient Edge Inference
[NO] 1737/1854 | Self-Supervised Transformer for Degraded Document Image Revival in Historical Archives
[NO] 1738/1854 | An NLTL-Based Harmonic Backscatter System for 6-DoF Sensing
[NO] 1739/1854 | CLARION-RF: A Climate-Lag-Aware Probabilistic Framework for Early Prediction of Vector-Borne Disease Outbreak Risk in Karnataka, India
[NO] 1740/1854 | A 30-GHz Bandwidth Low-Power W-Band 4-TX and 4-RX Chipset for High-Resolution Radars in 65 nm CMOS
[NO] 1741/1854 | AR-COMPQ: A Dual-Path Perceptual Quality Assessment for Augmented Reality Images Composition
[NO] 1742/1854 | A Brain Tumour Classifier Network Inspired by Region Vision Transformer-based Gated Recurrent Unit for Improving Diagnostic Accuracy
[NO] 1743/1854 | A Physical Feature-Enhanced Graph Neural Network for Target-Impedance Classification of PCB Decoupling-Capacitor Layouts
[NO] 1744/1854 | Quantum-Resistant Cryptography: Evaluating Secure Key Exchange Methods
[NO] 1745/1854 | Guangming-LLM-assisted Construction of Cable O&amp;M Knowledge Graphs with Closed-loop Risk Control
[NO] 1746/1854 | A Drift Prediction System Incorporating Temporal Feature Analysis
[NO] 1747/1854 | Privacy Preserving Data Sanitization for mmWave Radar Fall Detection
[NO] 1748/1854 | Network Risk Estimation: A Risk Estimation Paradigm for Cyber Networks
[NO] 1749/1854 | RlDecompiler: Enhancing LLM-based Decompilation via Reinforcement Learning with a Multi-Faceted Reward Function
[NO] 1750/1854 | Optimal Parallel Tracking Control of Unknown Time-Varying Nonlinear Systems Based on Adaptive Dynamic Programming
[NO] 1751/1854 | Index Subject
[NO] 1752/1854 | FL-RCE Committees
[NO] 1753/1854 | Clover: Storage-Efficient Page Table Replication in Wafer-Scale GPUs
[NO] 1754/1854 | IEEE PES Event announcement
[NO] 1755/1854 | Message from the Workshop Chairs: CCGrid 2026
[NO] 1756/1854 | Table of Contents
[NO] 1757/1854 | Importance-Aware Scheduling for Age of Information in Multi-Radio Multi-Channel Internet of Things
[NO] 1758/1854 | Preface: EISP 2025
[YES] 1759/1854 | Search-Based Test Case Generation for Unfairness Detection in Multi-Layer Perceptron-Based Systems: A Genetic Algorithm Approach and Empirical Evaluation_supp1-3717516.pdf
[NO] 1760/1854 | Analysis of Electromagnetic Field and Temperature of Novel Double-Side Counter-Flow Turbogenerator End Under the Underexcitation Operation
[NO] 1761/1854 | Estimating Continuous Chemotherapy Effect Trajectories in Head and Neck Squamous Cell Carcinoma
[NO] 1762/1854 | When Does Conformer Geometry Help? Selective Complementarity of 3D Ensemble Statistics and 2D Fingerprints
[NO] 1763/1854 | How Old Are You Really? A Hands-on Computational Tutorial on Epigenetic Clocks as Biomarkers of Biological Aging Across Diverse Populations
[NO] 1764/1854 | A Decision-Support Framework for Clinical Engineering Internalization: The Case of ASST Spedali Civili di Brescia
[NO] 1765/1854 | 3D CT-to-PET Translation via Latent-Guided Contrastive Alignment and Brownian Bridge Diffusion
[NO] 1766/1854 | Playing the Model: Ideology, Bias, and the Rhetoric of LLM Games
[NO] 1767/1854 | Session Architecture Predicts Mobile Game Retention: A Single-Studio Case Study
[NO] 1768/1854 | Playing with Data: A Systematic Review of Games for Visualization Literacy
[NO] 1769/1854 | Federated Dynamic Weighting for Heterogeneous Healthcare Data
[NO] 1770/1854 | Broadcast-Equivalent QoE for Live IP Streaming: A Demonstration of DRL-Assisted RTP Under High Loss and Long RTT
[NO] 1771/1854 | Cervical Pain Assessment using Webcam-based Functional Neck Motion Analysis
[NO] 1772/1854 | A Web based Cardiovascular Risk Prediction and Preventive Health Advisory System
[NO] 1773/1854 | Characterization of RF Differential Tissue-Coupled Powering (DTCP): An Emerging Sub-GHz Wireless Power Transfer Link for Bio-Implants
[NO] 1774/1854 | Leveraging Federated Learning for Predicting Kidney Graft Survival Using OPTN Dataset
[NO] 1775/1854 | Kernel Observability Budget Meets Model Capacity: A Cost-Aware Study of Lightweight Syscall-Sequence Detectors
[NO] 1776/1854 | A High-Performance Raid-On-Chip SoC Design Implemented with 28NM CMOS Technology
[NO] 1777/1854 | Context-Aware Multilingual Travel Assistant using Retrieval-Augmented Generation for Communication
[NO] 1778/1854 | Loop2Net: Data-Driven Generation and Optimization of Airfoil CFD Meshes from Sparse Boundary Coordinates
[NO] 1779/1854 | Aesthetic Preferences of Young Users for Smartphone Exterior Design: Evidence from Eye-Tracking and Kansei Evaluation
[NO] 1780/1854 | Vision-based Gesture Recognition for Simulated Robot Control using MediaPipe and MATLAB
[NO] 1781/1854 | Student Image Action Recognition Method in Ideological and Political Education Based on Multi-Scale Spatiotemporal Attention Mechanism
[NO] 1782/1854 | FISO: A Real-Time Multi-Cloud Financial Intelligence Platform with Adaptive Machine Learning for Predictive Cost Optimization
[NO] 1783/1854 | DualSense: A Testbed for Dual-Band (ISM and 5G FR2) ISAC Leveraging Dual-Polarized Phased Arrays
[NO] 1784/1854 | SPO: Security-Aware Multi-Objective IoT Task Scheduling in Distributed Cloud Environment
[NO] 1785/1854 | Population-Based Multi-Objective Training of Discriminators for Semi-Supervised GANs
[NO] 1786/1854 | A Transfer Learning based Plant Leaf Disease Detection Method
[NO] 1787/1854 | Truncated-Regularized Kernel Ridge Regression Hybrid Model for Solar Irradiance Prediction and Renewable Energy Forecasting
[NO] 1788/1854 | Machine Learning Based Inference of the Optimal Transmission Probability in 5G NB-IoT Systems
[NO] 1789/1854 | Design of a Nonlinear High-DR Floating-Point ADC Based on an Exponential Integrator and a Small-Signal Approximation Method
[NO] 1790/1854 | Fuzzy-based Cluster Head Selection with Ensemble Learning for Enhancing WSN Confidentiality
[NO] 1791/1854 | Decentralized Biometric Authentication with Privacy-Preserving LWE Encryption
[NO] 1792/1854 | Performance Analysis of SLM-LDPC Assisted OFDM for Enhanced BER in Wireless Communication Systems
[NO] 1793/1854 | PromptAug: Fine-grained Conflict Classification Using Data Augmentation
[NO] 1794/1854 | Table of Contents
[NO] 1795/1854 | A Dynamic Field-Deployable UAV-Based Far-Field Measurement Framework for Distributed HF Antenna Arrays
[NO] 1796/1854 | Spectral Adaptive Sound Zone Control via Random Matrix Theory for IoT Audio Environments
[NO] 1797/1854 | Collaborative Task Offloading in Space Computing Power Network: A World Model-Based Multi-Agent Reinforcement Learning Approach
[NO] 1798/1854 | Artifact Appendix for Kumo: A Security-Focused Serverless Cloud Simulator
[NO] 1799/1854 | PG-Mamba: Physics-Guided Temporal Modeling and Symbolic Offloading for Edge Fall and Illegal-Crossing Monitoring
[NO] 1800/1854 | Verifiable and Forward-Private Single-Server Incremental PIR for Dynamic Edge-Cloud Repositories
[NO] 1801/1854 | A Lightweight Powered Lumbar Exoskeleton with IMU–Encoder Fusion for Natural Human–Robot Collaboration
[NO] 1802/1854 | LLM-Based Intrusion and Anomaly Detection for IoT Networks: A Systematic Survey_supp1-3714987.pdf
[NO] 1803/1854 | Initial Synchronization in Downlink Reception without GNSS Assistance for NB-IoT Nonterrestrial Networks
[NO] 1804/1854 | DVD: Scaffolding Non-experts' Ideation of Data Videos through Co-creation with AI
[NO] 1805/1854 | Prototype Fusion Reconditioning and Domain Disentanglement Enable Generalized Zero-Shot Fault Diagnosis
[NO] 1806/1854 | Adaptive Gaussian LiDAR-Inertial SLAM for Autonomous Surface Vehicles Operating in Degraded Aquatic Scenarios
[NO] 1807/1854 | Muscle Coordination during an Endurance Walking Task With Elbow Exosuit Assistance_supp1-3717246.pdf
[NO] 1808/1854 | SCF-Net: A Flow-Guided Alignment Enhanced SAM–CNN Hybrid Framework for Remote Sensing Change Detection
[NO] 1809/1854 | Interannual Glacier Variability and Accelerated Albedo Decline in Northeastern Tibetan Plateau: Multi-Decadal Remote Sensing Insights (1986–2024)
[NO] 1810/1854 | Fusing Joint Multiplexed Curvature Gradient and Color Features for Image Retrieval
[NO] 1811/1854 | From Hardware to Artifact: Trusted Software Builds with Remote Attestation
[NO] 1812/1854 | Graph Neural RNA Velocity: Manifold-Aware Prediction of Single-Cell State Transitions from Spliced/Unspliced Counts
[NO] 1813/1854 | Deep Temporal Modeling and Ensemble Fusion for Multimodal Emotion Recognition from Physiological Signals
[NO] 1814/1854 | Multimodal Deep Learning for Predicting Treatment Outcomes in Acute Ischemic Stroke: A Comparative Analysis of Clinical, Structural, and Perfusion Data
[NO] 1815/1854 | On the Impact of Code Comments for Automated Bug-Fixing: An Empirical Study
[NO] 1816/1854 | Research on Academic Risk Early Warning Based on Association Rules and Time Series Algorithms in Educational Big Data
[NO] 1817/1854 | Design of an Intelligent Inspection and Control Platform Based on DCS Integration and Multimodal Data Fusion
[NO] 1818/1854 | An Intelligent Cat-Boost ML Model for Lung cancer Risk Prediction using Smoking
[NO] 1819/1854 | Learning Augmented Cold Start Mitigation for Serverless Machine Learning Inference
[NO] 1820/1854 | SVM–KNN Hybrid Learning Framework for Transmission Line Fault Identification and Localization
[NO] 1821/1854 | FENRIS: A Reproducible Benchmarking Framework for Federated Synthetic Tabular Data Generation in Healthcare
[NO] 1822/1854 | Over-the-Air Waveform Synthesis and Calibration for D-Band Digital Arrays with Imperfect Low-Resolution Digital-to-Phase Modulation
[NO] 1823/1854 | Building and Burning Fandom Libraries: Maintenance in Transnational Media Ecologies through English-speaking Ensemble Stars!! Fans
[NO] 1824/1854 | A Ludic filter for game reconstructions: Do modern rules for Pente Grammai work?
[NO] 1825/1854 | Gone With the Wind: Evaluating the Impact of Diegetic Guidance Systems on Exploration in Games
[NO] 1826/1854 | Games for Children with Disabilities in Educational Contexts: A Scoping Review
[NO] 1827/1854 | High-quality generation of dynamic game content via small language models: A proof of concept
[NO] 1828/1854 | Large Language Models for Behavior Trees Generation in Unreal Engine
[NO] 1829/1854 | A Scalable Computing Continuum Framework for Ambient Assisted Living
[NO] 1830/1854 | Topology-Aware Task and Data Placement for Distributed Scientific Workflows
[NO] 1831/1854 | Collabrium: An AI-Driven Unified Platform for Businesses
[NO] 1832/1854 | Display-Driven Adaptive Pulse Wave Synthesis for High-Fidelity Non-Contact Photoplethysmography on Mobile Devices
[NO] 1833/1854 | Design and Implementation of a Smart Student ID System for Integrated Campus Services
[NO] 1834/1854 | Atlas Synchronization in the Hierarchical Federated Learning Continuum
[NO] 1835/1854 | Fruit Price Prediction Method Integrating Temporal Convolutional Network and Transformer
[NO] 1836/1854 | ShotIq: Semantic-Sensitive Blind Image Quality Assessment for Enhanced Low-Light Images
[NO] 1837/1854 | Adaptive Dynamic Graph Learning for Driver Drowsiness Detection using Facial Video Analysis
[NO] 1838/1854 | Cross-Layer Dynamics in Live Low-Latency: A Dataset of ABR, CC, and AQM Interactions
[NO] 1839/1854 | Machine Learning based Port Scan Detection System for Network Security
[NO] 1840/1854 | Swin Transformer with Window-based Attention for Facial Expression Recognition on Navarasa FER
[NO] 1841/1854 | A Hardware Trojan Detection Method for Post-Quantum Cryptography Based on Graph Convolutional Feature Fusion
[NO] 1842/1854 | Range-Adaptive FMCW Radar: Real-Time Adaptation of RF and Baseband for Robust and Energy-Efficient Sensing
[NO] 1843/1854 | A Knee Rehabilitation Exoskeleton Based on Bilateral EMG Symmetry Modulation
[NO] 1844/1854 | SenseNav: A Hybrid LiDAR-to-Language Navigation Framework for Autonomous Guided Vehicles
[NO] 1845/1854 | Mapping the Effects of Resolution Scaling and Compression Level Between VMAF and P.1204.4
[NO] 1846/1854 | Anomaly Detection in Tax Data Using Autoencoder and Apriori Algorithm
[NO] 1847/1854 | The QoE of Photorealistic Avatar Communication: A Benchmark Against Video Conferencing
[NO] 1848/1854 | Stage-Aware Transformer for Patient Trajectory Modeling in ICU Mortality Prediction
[NO] 1849/1854 | Talent Matching for College Students’ Employment Based on Data Mining and Content Filtering
[NO] 1850/1854 | Forecasting Tourist Arrival Using Image Data and LLM
[NO] 1851/1854 | QUBO: Quantum-Inspired Metaheuristic-based IoT Task Scheduling in Multi-Cloud Environment
[NO] 1852/1854 | RF-Skeleton: A Dual-Channel Approach to RF-Based Human Pose Estimation
[NO] 1853/1854 | REF-CIM: A 40-nm Non-Ideality Tolerant and Energy Efficient RRAM Compute-in-Memory Macro With Configurable Precision for Edge AI
[NO] 1854/1854 | PCPEVT: A Dual-Branch Network Employing Partial Channel Convolution and Positional Encoding Attention for Cervical Histopathological Image Classification
