[2026-08-07 10:02:11] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-06
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608060000+TO+202608062359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-8-6 | BAGAS: Blockchain-Assisted Group Authentication Scheme for Internet of Drones
[NO] 834/1000 | Advertisers Index
[NO] 835/1000 | SANet: A Semantic-aware Agentic AI Networking Framework for Cross-layer Optimization in 6G_supp1-3691804.pdf
[NO] 836/1000 | READ: A Retrieval-Alignment Diffusion Framework for Structure-based Drug Design
[NO] 837/1000 | WoRMA 2026 Committees
[NO] 838/1000 | XAISEC 2026 Committees
[NO] 839/1000 | SeRIM 2026 Committees
[NO] 840/1000 | Asynchronous Fractional Multi-Agent Deep Reinforcement Learning for Age-Minimal Mobile Edge Computing_supp1-3720499.pdf
[NO] 841/1000 | DC-IRS: A Dual-Constraint Intrusion Response System via Lexicographic Policy Optimization
[NO] 842/1000 | Conditional Diffusion Denoising and Multi-Source Semantic Fusion for Social Recommendation
[NO] 843/1000 | Contention-Penalty Flow Scheduling for AI Clusters with Heterogeneous Latency Requirements
[NO] 844/1000 | ACSW 2026 Keynote
[NO] 845/1000 | Table of Contents
[NO] 846/1000 | Dynamic Switching Friendly Jamming for Physical-Layer Security in LEO Constellations
[NO] 847/1000 | A 100-Gb/s Hardware-Efficient DPD-Calibrated Resistor-Less Voltage-Mode Transmitter With MUX-Merged Output Stage in 28-nm CMOS
[NO] 848/1000 | Roadmaps and Perspectives on Emerging Electronic Materials and Devices [From the Guest Editors]
[NO] 849/1000 | Design Guidelines for Superconducting Digital Circuits Employing $\pi$-JJs with Ferromagnetic Barriers
[NO] 850/1000 | A systematic review of standards on bias and data quality from horizontal and vertical perspectives
[NO] 851/1000 | Writing Institutional or Organizational Histories
[NO] 852/1000 | UWB-BLE Fusion-Based Autonomous Person-Following System for Quadruped Robots
[NO] 853/1000 | Pure-LBVR: A PureChain-Anchored Storage Fabric with Latency-Bounded Verifiable Retrieval for Safety-Critical Federated Systems
[NO] 854/1000 | FlatLeak-GEIA: Generative Text Inversion from Exact-KNN Score Leakage
[NO] 855/1000 | A Scalable Distributed Data Pipeline and Network Architecture for High-Resolution Carbon Spatial Mapping
[NO] 856/1000 | Web Visualization Performance Optimization Techniques Using CityGML 3.0-Based Multi-LoD Generation and Hierarchical 3D Tiles Structures
[NO] 857/1000 | Two-Stage Rotor Micro-Doppler Detection in OFDM Sensing Using Mover Gating and Harmonic Signature Classification
[NO] 858/1000 | Vehicle Speed-Aware Jammer-Resilient Receiver for Multi-User MIMO V2X Systems
[NO] 859/1000 | Trustworthy Agent Network: Trust in Agent Networks Must Be Baked In, Not Bolted On
[NO] 860/1000 | Benchmarking LLM Agents on Real-World Biological Database Curation for Data-Driven Scientific Discovery
[NO] 861/1000 | Causal Scaffolding for Physical Reasoning: A Benchmark for Causally-Informed Physical World Understanding in VLMs
[NO] 862/1000 | L
                    <scp>asso</scp>
                    : Accurate and Efficient Detection of Long-Lived Sparse Items in High-Speed Data Streams
[NO] 863/1000 | Evidencing LLM Misuse: A Hands-on Forensic Tutorial on Copyright Infringement and Plagiarism Detection
[NO] 864/1000 | Differential-Aware Synergy of Quantity and Topology for Hyper-Relational Knowledge Graphs with Numeric Entities
[NO] 865/1000 | M²DDI: A Unified Framework for Dynamic Multimodal Fusion in Drug-Drug Interaction Prediction
[NO] 866/1000 | Distribution-Value Coevolution for Adaptive RLHF Data Scheduling
[NO] 867/1000 | Pick Up Where You Left Off: An Efficient Solution for Continuous Vector Similarity Search
[NO] 868/1000 | Adaptive Exploration for Latent-State Bandits
[NO] 869/1000 | Counterfactual Analysis on Large Graphs
[NO] 870/1000 | Salient-Q: A Saliency-Guided Vision-Language Framework for Medical Image De-Identification
[NO] 871/1000 | OneEHR: Reproducible and AI Agent-Ready Longitudinal EHR Analysis Toolkit
[NO] 872/1000 | TSLoc: Self-Supervised Faulty Node Localization Framework in Large-scale Training Clusters
[NO] 873/1000 | DAMR: Dual Adaptive Multi-Head Representation Learning for Multivariate Time Series Anomaly Detection
[NO] 874/1000 | LOGIC: Learning Optimal Goals with an Integrated Critic for Generative Auto-Bidding
[NO] 875/1000 | HURST: Heterogeneity-Adaptive Urban Foundation Models for Spatiotemporal Prediction via Self-Partitional Mixture-of-Spatial-Experts
[NO] 876/1000 | Integrating Weather Foundation Model and Satellite to Enable Fine-Grained Solar Irradiance Forecasting
[NO] 877/1000 | Road-Constrained Vehicle Trajectory Recovery from Traffic Video Using Spatio-Temporal Voxel Representation
[NO] 878/1000 | DTBench: A Synthetic Benchmark for Document-to-Table Extraction
[NO] 879/1000 | Disagreement-Aware Subgraph Federated Learning via Uncertainty-Guided Local-Global Alignment
[NO] 880/1000 | Data-driven Plasma Equilibrium Forecasting in Magnetic Fusion Tokamak
[NO] 881/1000 | scCotag: Prior-Informed Co-Optimal Transport for Robust Single-Cell Multi-Omics Integration
[NO] 882/1000 | TiRano: Tensorized Relation-aware Temporal Reasoning for Accurate Knowledge Graph Completion
[NO] 883/1000 | From Generic Intelligence to Personalized AI: A Tutorial on Foundations of LLM Personalization
[NO] 884/1000 | Generalized Range Filtering Approximate Nearest Neighbor Search: Containment and Overlap
[NO] 885/1000 | <i>Think Less, Act Warranted:</i>
                    Efficient Tool-Integrated Reasoning via Dual-Efficiency Regularization
[NO] 886/1000 | Sparse Additive Models for Domain Generalization
[NO] 887/1000 | The Price of Fairness in Active Learning: Fundamental Limits and Optimal Label Acquisition
[NO] 888/1000 | FreqCore: A Frequency Domain Perspective on Coreset Selection
[NO] 889/1000 | Spectral Integrated Gradients for Coarse-to-Fine Feature Attribution
[NO] 890/1000 | Beyond Prediction: Toward Verifiable Physiological Waveform Reasoning: Advances, Challenges, and Future Directions
[NO] 891/1000 | Towards Robust EEG Decoding Based on Riemannian Self-Attention
[NO] 892/1000 | Whose Name Comes Up? II: Benchmarking and Intervention-Based Auditing of LLM-Based Scholar Recommendation
[NO] 893/1000 | IEEE ComSoc Publications
[NO] 894/1000 | Intelligent User-Centric Connectivity in Hybrid FSO/RF LEO Satellite Networks: Architecture, Challenges, and Solutions
[NO] 895/1000 | High-Coupling Tunable Acoustic Resonators in Monolithic Barium Titanate
[NO] 896/1000 | Construction of Primers for DNA-Based Storage Systems
[NO] 897/1000 | Decentralized Indoor Localization Based on A Sparse Gaussian Process with Reduced-Dimensional Inputs for Real-Time Sensing and Training on IoT Devices
[NO] 898/1000 | Robust Navigation for INS/GNSS/BPNS Integration Using Adaptive Weighted
                    <i>q</i>
                    -Rényi Kernel Mixture Correntropy Filter
[NO] 899/1000 | Advancing In-Context Learning for Efficient and Stable Medical Report Generation_supp1-3689780.pdf
[NO] 900/1000 | A Review of Kron's Tensor Analysis Framework for Electric Machines_supp1-3717571.pdf
[NO] 901/1000 | Global and Local Observability of Hypergraphs
[NO] 902/1000 | Real-Time Weapon Detection Using Enhanced YOLO12 Models and a Custom Dataset
[NO] 903/1000 | Decentralized Competition on Multiresolution Roadmaps for Efficient Multi-UAV Exploration in Large-Scale Unknown Environments
[NO] 904/1000 | RL-Driven Self-Triggered Optimal Stabilization for Unknown Nonlinear Networked Industrial Systems: An Adaptive Fuzzy Identification Design
[NO] 905/1000 | A Small-Sample Enhanced Surrogate Model for Accelerated Testing of Intelligent Connected Vehicles
[NO] 906/1000 | The Brewing Storm in 5G’s Data Plane: Design and Evaluation of a High-Performance eBPF/XDP-Based User Plane Function
[NO] 907/1000 | Front Cover
[NO] 908/1000 | IEEE Foundation
[NO] 909/1000 | Technical Program Committee
[NO] 910/1000 | Rogue Base Station Detection in 5G/6G Vehicular Networks: A Comprehensive V2X-Oriented Taxonomy, Evaluation Framework, and Research Roadmap
[NO] 911/1000 | ICUFN 2026 TOC
[NO] 912/1000 | Robust Learning With Noisy Labels via Class-Subspace-Guided Contrastive Purification for Anomaly Detection in Industrial Data Analytics
[NO] 913/1000 | Differentially Private Bipartite Consensus for Multi-Agent Systems via Event-Triggered Communication with Edge-Based Additive Noise
[NO] 914/1000 | Shape-Aware Cell Segmentation with Global Cues
[NO] 915/1000 | On the Limits of Robust Control under Adversarial Disturbances
[NO] 916/1000 | Celebrating the Life and Legacy of Dr. Ho Chung Huang [In Memoriam]
[NO] 917/1000 | Intelligent Fault Diagnosis of Variable Air-Gap Rotational Resolver Based on Convolutional Neural Networks
[NO] 918/1000 | Neuron-Anchored Rule Extraction for Large Language Models via Contrastive Hierarchical Ablation
[NO] 919/1000 | Few Tokens, Big Leverage: Preserving Safety Alignment by Constraining Safety Tokens during Fine-tuning
[NO] 920/1000 | LEAP: Learning-Dynamics-Guided Open-Loop Pricing for LLM Data Acquisition
[NO] 921/1000 | Adaptation and Evidence-grounding of Generative Interventional Systems (AEGIS)
[NO] 922/1000 | Geometric Space, Architecture and Learning Objective for Large Pre-Trained Models
[NO] 923/1000 | Physics-Augmented Graph Transformer for Multi-step Time-Domain Maxwell's Equations in Electromagnetic Scattering
[NO] 924/1000 | Beyond Pairwise Interactions: Equivariant Hypergraph Diffusion for Crystal Structure Prediction
[NO] 925/1000 | CORF-Net: Cross-Order Representation Fusion Network for Denoised Survey Response Modeling
[NO] 926/1000 | Generalizable Multi-Pass Training of Ads Recommendation Models with Foundation Model Guidance
[NO] 927/1000 | Stationarity-Aware Retrieval-Augmented Time Series Forecasting
[NO] 928/1000 | Ocean-E2E: Hybrid Physics-Based and Data-Driven Global Forecasting of Marine Heatwaves with End-to-End Neural Assimilation
[NO] 929/1000 | ARC-TGI: Human-Validated Task Generators with Reasoning Chain Templates for ARC-AGI
[NO] 930/1000 | Learning from Global History: A Mixture of Experts Approach to Model Structural Factors for Macroeconomic Forecasting
[NO] 931/1000 | A Non-parametric Multi-view Model for Short Text Clustering
[NO] 932/1000 | The Boy Who Cried Wolf: Adversarial Misclassification of Safe Inputs as Unsafe in Multimodal Guardrails
[NO] 933/1000 | Agents in the Wild: Where Research Meets Deployment
[NO] 934/1000 | TACK: A Statistical Evaluation of Degradation Activity on a Novel TArgeting Chimeras Knowledge Dataset
[NO] 935/1000 | Benchmarking Counterfactual Prediction in Epidemic Time Series with Time-Varying Interventions
[NO] 936/1000 | CoFEH: LLM-driven Feature Engineering Empowered by Collaborative Bayesian Hyperparameter Optimization
[NO] 937/1000 | One Step Closer to Ground Truth: A Multi-Scale Residual-Aware Representation Learning Pipeline for Predicting Time Series Data
[NO] 938/1000 | Hierarchical Reinforcement Learning for Cooperative Air-Ground Delivery in Urban System
[NO] 939/1000 | PG-DyRA: Potential-Game Guided Multi-Agent Collaboration for Dynamic Urban Resource Allocation
[NO] 940/1000 | Semi-supervised Source Detection in Astronomical Images: New Benchmark and Strong Baseline
[NO] 941/1000 | Disentangled Dual-Granularity Learning for Market-Adaptive Stock Return Forecasting under Non-Stationary Environments
[NO] 942/1000 | Data Valuation for Generative Models
[NO] 943/1000 | Soft Decision-Based Adaptive Weighted Focus Measure for Multi-Focus Image Fusion
[NO] 944/1000 | Evaluation of the Impact of Timing Synchronization Errors in Synchronized SS-CDMA under Massive Connectivity
[NO] 945/1000 | A Hierarchical Multi-RAT MEC Framework with LLM-based EC Method
[NO] 946/1000 | BenchMarkGuard: Contamination-Resistant Evaluation Frameworks for Fair and Reproducible LLM Assessment
[NO] 947/1000 | Property-Aligned Conditional Material Generation in Diffusion Models via Auxiliary Prediction
[NO] 948/1000 | Vision-Based Hand Gesture Recognition for Assistive Computing
[NO] 949/1000 | PQMigrate: A Backward-Compatible Post-Quantum Migration Blueprint for Wallets and Light Clients
[NO] 950/1000 | Zero Trust Data Engineering: A Reference Architecture for Serverless, FedRAMP-High Healthcare Pipelines
[NO] 951/1000 | SLA-Aware Resource Allocation for V2X Network Slicing via SAC-based O-RAN xApp
[NO] 952/1000 | AdaFed: Adaptive Selective Aggregation for Heterogeneous Federated Learning in Autonomous Driving
[NO] 953/1000 | Architectural Evaluation of End to End Latency Across Edge, Fog, and Cloud Layers
[NO] 954/1000 | Stop Treating Collisions Equally: Qualification-Aware Semantic ID Learning for Recommendation at Industrial Scale
[NO] 955/1000 | State Machine Guided Multi-Relational Synthetic Data from Logs for Anomaly Detection
[NO] 956/1000 | 5th Workshop on End-End Customer Journey Optimization
[NO] 957/1000 | Understanding Generative Recommendation with Semantic IDs from a Model-scaling View
[NO] 958/1000 | Bridging ECG and PPG: Latent-Space Prediction for Robust Physiological Analysis
[NO] 959/1000 | ECGFlowCMR: Pretraining with ECG-Generated Cine CMR Helps Cardiac Disease Classification and Phenotype Prediction
[NO] 960/1000 | DuCCAE: A Hybrid Engine for Immersive Conversation via Collaboration, Augmentation, and Evolution
[NO] 961/1000 | <scp>AdaKoop:</scp>
                    Efficient Modeling of Nonlinear Dynamics from Nonstationary Data Streams with Koopman Operator Regression
[NO] 962/1000 | From Outcomes to Mechanisms: A Benchmark for Diagnosing LLM's Mechanism Hallucination on Data Inference Externalities
[NO] 963/1000 | RxGuard: Knowledge-Guided Safety Guardrails for Medication Recommendation
[NO] 964/1000 | A Tutorial on Retrieval-Augmented Generation for LLM-based Recommender Systems
[NO] 965/1000 | AnalogAgent: Self-Improving Analog Circuit Design Automation with LLM Agents
[NO] 966/1000 | Collaborative Knowledge Extraction and Integration for Graph Domain Incremental Learning
[NO] 967/1000 | Entrywise Error Bounds for Spectral Ranking with Semi-Random Adversaries
[NO] 968/1000 | A Comprehensive Benchmark for Graph Textual Summarization
[NO] 969/1000 | Expectations vs. Realities: The Cost of MSE-Optimal Forecasting Under Conditional Uncertainty
[NO] 970/1000 | TIDE: Static-Context Guided Prompt Retrieval for Flood Inundation Forecasting under Missing Data
[NO] 971/1000 | Taming Structured Data Foundation Models with AutoML: A Hands-On Guide
[NO] 972/1000 | ShadeBench: A Benchmark Dataset for Building Shade Simulation in Sustainable Society
[NO] 973/1000 | BacktestBench: Benchmarking Large Language Models for Automated Quantitative Strategy Backtesting
[NO] 974/1000 | Constraint-Aligned Subspace Transformation for Scalable Kernel Metric Learning in Clustering
[NO] 975/1000 | MTFM: A Scalable and Alignment-free Foundation Model for Industrial Recommendation in Meituan
[NO] 976/1000 | A Data-driven Route Segmentation Framework for Time-of-Arrival Estimation Service
[NO] 977/1000 | On Optimizing Route-Responsive Urban Tree Placement in City-Scale Pedestrian Networks
[NO] 978/1000 | OneRank: Unified Transformer-Native Ranking Architecture for Multi-Task Recommendation
[NO] 979/1000 | Episode Spaces: Mining Reusable Knowledge from Urban Simulation Corpora for Safety-Critical Decision Support
[NO] 980/1000 | Scale-Invariant Lifelong Cross-Modal Hashing via Gradient Equilibrium
[NO] 981/1000 | Distributional Alignment for Social Simulation with LLMs: A Mixture Modeling Approach
[NO] 982/1000 | Efficient Piecewise-Linear Embeddings for Deep Tabular Regression by Guided Breakpoint Allocation
[NO] 983/1000 | TransXion: A High-Fidelity Graph Benchmark for Realistic Anti-Money Laundering
[NO] 984/1000 | MemNovo: Look Back at the Spectrum for Balanced
                    <i>De Novo</i>
                    Peptide Sequencing from Mass Spectrometry
[NO] 985/1000 | Unity: Fully Self-Supervised Pretraining with Transformers for Recommendation
[NO] 986/1000 | LLM-based Reinforcement Learning for Controlling Robot Swarms
